v094_id,legacy_id,entity_type,label,resolves
WOR032750,Reg002961,work,Scandinaverne (Vaudeville-Plan),yes
WOR032800,Reg003401,work,"Valkyrien, Ballet-Opera i to Acter",yes
WOR032850,Reg002838,work,Romaneme (i Almindelighed),yes
WOR032900,Reg000142,work,Abentheuer und Märchen einer Neujahrsnacht,yes
WOR032950,Reg000270,work,At være eller ikke være,yes
WOR033000,Reg000357,work,Billedbog uden Billeder,yes
WOR033050,Reg000358,work,Billedbog uden Billeder- 5. Udgave (1866),yes
WOR033100,Reg000495,work,Christian den Andens Dverg,yes
WOR033150,Reg000580,work,Danske Folkesagn,yes
WOR033200,Reg001312,work,Fodreise fra Holmens Kanal til Østpynten af Amager,yes
WOR033250,Reg001600,work,"Historien om Konen som ikke kunde døe. Et Folkesagn i Danmark. Historien om Fruen der vilde leve saa længe hendes Kirke stod, fortalt af HCA. (Sml. Danish Popular Legends 1870, HCA.s Eventyr. Ved Erik Dal, V 1967, S. 257-58)",yes
WOR033300,Reg001737,work,Improvisatoren,yes
WOR033350,Reg001738,work,Improvisatoren - 3. Opl. (1866),yes
WOR033400,Reg001953,work,Kun en Spillemand,yes
WOR033450,Reg002203,work,Lykke-Peer,yes
WOR033500,Reg002581,work,O.T.,yes
WOR033550,Reg000654,work,De to Baronesser,yes
WOR033600,Reg000655,work,De to Baronesser - 2. Opl. (1866),yes
WOR033650,Reg000988,work,Drengen fra Oberammergau (Novelleplan),yes
WOR033700,Reg001332,work,"Fortrolige Breve. Første Gang i Sporvogn, Brev fra en ung Landsbypige til hendes Veninde",yes
WOR033750,Reg001088,work,"En Hundehvalp (Novelleplan 1861, benyttet i Iisjomfruen)",yes
WOR033800,Reg001760,work,Italien (Idé til komisk Roman),yes
WOR033850,Reg001141,work,En romersk Slave og hans Elskede (Novelleplan),yes
WOR033900,Reg001111,work,"En Rotte, der kritiserer Menneskene (1861) (Idé til Historie, benyttet i Dryaden)",yes
WOR033950,Reg002964,work,Scene fra Reformationstiden (Plan),yes
WOR034000,Reg003136,work,Svalerne (Novelleplan),yes
WOR034050,Reg003285,work,To Studenter i Coimbra (Idé til en Roman),yes
WOR034100,Reg003358,work,Uden Kjærlighed (Novelleplan),yes
WOR034150,Reg003388,work,Upsala hvide Møtzer (Novelleplan),yes
WOR034200,Reg000160,work,Af et Brev fra H.C. Andersen (Dagbladet 22.6.1866),yes
WOR034250,Reg000282,work,Aveiro og Coimbra,yes
WOR034300,Reg001194,work,Et Besøg hos Charles Dickens i Sommeren 1857,yes
WOR034350,Reg001196,work,Et Besøg i Portugal 1866,yes
WOR034400,Reg001198,work,Et Blad fra et Besøg i Portugal 1866 (Figaro 25.11.1866),yes
WOR034450,Reg000405,work,"Brudstykke af et Brev, dat. Valencia, den 18de September (Berlingske Tidende 26.9.1862)",yes
WOR034500,Reg001072,work,En Digters Bazar,yes
WOR034550,Reg001346,work,Fra H. C. Andersens Reise (Setubal 19de Juni 1866) (Figaro 1.7.1866),yes
WOR034600,Reg001686,work,I Jurabjergene,yes
WOR034650,Reg001696,work,I Schweiz (Reiseskizzer og Pennetegninger),yes
WOR034700,Reg001699,work,I Spanien,yes
WOR034750,Reg001700,work,I Sverrig,yes
WOR034800,Reg002219,work,Løven ved Luzern,yes
WOR034850,Reg002578,work,Nürnberg. En Reise-Erindring fra Foraaret 1872,yes
WOR034900,Reg002661,work,Passions-Skuespillet i Oberammergau i 1860,yes
WOR034950,Reg002686,work,"Pictures of Travel. In Sweden, among the Hartz Mountains, and in Switzerland, with at Visit at Charles Dickens's House. New York (1871)",yes
WOR035000,Reg002785,work,Reise fra Kjøbenhavn til Rhinen,yes
WOR035050,Reg002997,work,Silkeborg,yes
WOR035100,Reg003014,work,Skagen,yes
WOR035150,Reg003031,work,"Skyggebilleder af en Reise til Harzen, det sachsiske Schweiz etc. etc. i Sommeren 1831",yes
WOR035200,Reg003354,work,"Uddrag af et Brev, omhandlende Rejsen til Portugal (Dagbladet 22.6.1866).",yes
WOR035250,Reg001615,work,Hoe Hans Christiaan Andersen zijn leven vertelt,yes
WOR035300,Reg000602,work,Das Märchen meines Lebens ohne Dichtung (1847),yes
WOR035350,Reg000604,work,Das Märchen meines Lebens ohne Dichtung (1847) - Engelsk Oversættelse: The True Story of My Life,yes
WOR035400,Reg002415,work,Mit Livs Eventyr (1855),yes
WOR035450,Reg002416,work,"Mit Livs Eventyr, fortsat fra den anden April 1855 til den syttende December 1867",yes
WOR035500,Reg002417,work,Mit Livs Eventyr. Fortsættelse 1874-75,yes
WOR035550,Reg003228,work,The Story of My Life (New York 1871),yes
WOR035600,Reg000196,work,Almanakker,yes
WOR035650,Reg000564,work,Dagbogen,yes
WOR035700,Reg000565,work,Dagbogen - Dagbogen læses af andre?,yes
WOR035750,Reg000176,work,Akrostichon-Gaade. To danske Digteres Navne,yes
WOR035800,Reg000229,work,"Anmeldelse af H.C. Ørsteds Foredrag om Experimenterne med den electromagnetiske Telegraf, foranstaltet af »Selskabet for Naturlærens Udbredelse« (Kjøbenhavnsposten 20.4.1839 under Mærket a)",yes
WOR035850,Reg000340,work,Bertel Thorvaldsen,yes
WOR035900,Reg001199,work,Et Brev fra Etatsraad H.C. Andersen til Udgiveren (i J. M. Thiele: Erindringer fra Bakkehuset),yes
WOR035950,Reg000388,work,Brev til Redacteuren af »The Literary Gazette« (1846),yes
WOR036000,Reg000389,work,Brev til Redaktøren af »New-York Tribune« 17.4.1875,yes
WOR036050,Reg000390,work,"Brev, dateret Kjøbenhavn, den 5te April 1875, til Redaktøren af »Søndags-Posten«",yes
WOR036100,Reg000942,work,Digteren Bernhard Severin Ingemann,yes
WOR036150,Reg001516,work,"H.C. Andersen og de amerikanske Børn. Brev 30.6.1874 til Gibson Peacock, Udgiver af »The Evening Bulletin« i Philadelphia",yes
WOR036200,Reg001517,work,H.C. Andersens Barndomshjem (Illustreret Tidende 5.1.1668),yes
WOR036250,Reg001740,work,"Indbydelse til Indsamling til H.C. Ørsteds Monument 1861, 1870 og 1873",yes
WOR036300,Reg001743,work,Indskrift paa Mindesten paa Basnæs for Godsejer Jacob Brønnum Scavenius (Tekst),yes
WOR036350,Reg001806,work,Johan Peter Emilius Hartmann,yes
WOR036400,Reg002164,work,Livingstones Datter og H. C. Andersen. (Berlingske Tidende 15.12.1872),yes
WOR036450,Reg002745,work,Protest til Redacteur Ploug mod Clemens Petersens Anmeldelse i »Fædrelandet« af Carit Etlars Folkekomedie »Hr. Lauge med den tunge Haand«. (Fædrelandet 30.1.1661),yes
WOR036500,Reg000626,work,De Svenske i Fyen 1848,yes
WOR036550,Reg003267,work,Til mine Landsmænd (Berlingske Tidende 6.4.1875),yes
WOR036600,Reg003269,work,Tilfældets Poesi,yes
WOR036650,Reg002636,work,Oversættelse af Andersens Skrifter (undtagen Eventyrene),yes
WOR036700,Reg003199,work,The Academy.,yes
WOR036750,Reg000165,work,Aftenlæsning,yes
WOR036800,Reg000205,work,Altonaer Wochenblatt,yes
WOR036850,Reg000254,work,Appleton's Journal,yes
WOR036900,Reg003201,work,The Athenæeum,yes
WOR036950,Reg003202,work,The Atlantic,yes
WOR037000,Reg000279,work,Aunt Judy' s Magazine (Red.: Margaret Gatty),yes
WOR037050,Reg000772,work,Der Bazar,yes
WOR037100,Reg000873,work,Die Biene,yes
WOR037150,Reg000371,work,Blätter für literarische Unterhaltung,yes
WOR037200,Reg000426,work,Børne-Tidende (Udg.: W. H. Herdahl),yes
WOR037250,Reg000465,work,Ceres (Red.: L. Flamand),yes
WOR037300,Reg000547,work,Corsaren,yes
WOR037350,Reg000577,work,Dansk Kirketidende (Udg. og Red.: Niels Lindberg),yes
WOR037400,Reg000578,work,Dansk Maanedsskrift,yes
WOR037450,Reg000923,work,Die deutsche Jugend,yes
WOR037500,Reg000865,work,"Didaskalia oder Blätter für Geist, Gemüth und Publizität",yes
WOR037550,Reg003207,work,The Examiner,yes
WOR037600,Reg001270,work,Feierstunden. Ein Unterhaltungsblatt für Gebildete aller Stände 1860,yes
WOR037650,Reg001287,work,Figaro (Red.: Robert Watt),yes
WOR037700,Reg001311,work,Flyvende Blade (Udg.: Vilhelm Møller),yes
WOR037750,Reg001314,work,Folkekalender for Danmark,yes
WOR037800,Reg001316,work,Folkets Nisse,yes
WOR037850,Reg001323,work,"For Idé og Virkelighed (Udg.: Bj. Bjørnsen, Rasmus Nielsen og Rudolph Schmidt)",yes
WOR037900,Reg001324,work,For Romantik og Historie (Udg.: H. P. Holst),yes
WOR037950,Reg003208,work,The Fortnightly Review,yes
WOR038000,Reg001360,work,"Frankfurter Didaskalien, se: Didaskalia",yes
WOR038050,Reg001381,work,Fremtidens Nytaarsgave,yes
WOR038100,Reg001435,work,"Gefion, Nytaarsgave for 1826 (Udg.: Johanne Eliza Beyer)",yes
WOR038150,Reg000879,work,"Die Gegenwart. Wochenschrift für Literatur, Kunst und öffentl. Leben (1875)",yes
WOR038200,Reg000880,work,Die Grenzboten,yes
WOR038250,Reg001537,work,Harper's Magazine,yes
WOR038300,Reg001631,work,Household Words (Udg.: Charles Dickens),yes
WOR038350,Reg001647,work,"Humoristische Blätter (Red.: Theodor Kobbe, Oldenburg)",yes
WOR038400,Reg003211,work,The Illustrated London News,yes
WOR038450,Reg001965,work,L'Illustration,yes
WOR038500,Reg001728,work,Illustrerad Tidning,yes
WOR038550,Reg001729,work,Illustreret Børneblad (Udg.: August Westrup),yes
WOR038600,Reg001730,work,Illustreret Nyhedsblad 11.9.1864,yes
WOR038650,Reg001731,work,Illustreret Tidende,yes
WOR038700,Reg001734,work,Illustrirte deutsche Monatshefte,yes
WOR038750,Reg001733,work,Illustrirte Zeitung.,yes
WOR038800,Reg001735,work,Illustrirter Kalender für die Schweiz (1852),yes
WOR038850,Reg001748,work,Intelligensblade (1842) (Udg.: J. L. Heiberg),yes
WOR038900,Reg000885,work,Die Jahreszeiten. Hamburger neue Mode-Zeitung (Red.: Ludwig Lenz),yes
WOR038950,Reg001838,work,Julebog 1874 (og 1875) (Red.: Karl Schmidt),yes
WOR039000,Reg000788,work,Der Kinderfreund (Udg.: C. F. Weisze),yes
WOR039050,Reg003216,work,The Leisure Hour,yes
WOR039100,Reg003217,work,The Literary Gazette (Udg.: William Jerdan),yes
WOR039150,Reg002174,work,Lommebog for Skuespilyndere 1805 (Udg.: Peter Foersom),yes
WOR039200,Reg002218,work,"Læsefrugter, samlede paa Litteraturens Mark (Udg.: A. F. Elmquist)",yes
WOR039250,Reg002224,work,Maanedsroser (Red.: Thomas Overskou),yes
WOR039300,Reg002283,work,Magazin for Ungdommen (Udg.: J. Chr. Riise),yes
WOR039350,Reg002284,work,Magazin für die Literatur des Auslandes,yes
WOR039400,Reg002384,work,Meyer's Universum (1833-56),yes
WOR039450,Reg002456,work,Münchener Theater-Journal (Udg.: Blume),yes
WOR039500,Reg003219,work,The National Quarterly Review,yes
WOR039550,Reg000840,work,Det 19. Aarhundrede (Red.: Georg og Edvard Brandes),yes
WOR039600,Reg002523,work,Nord og Syd 14.2.1851 (Udg.: M. Goldschmidt),yes
WOR039650,Reg002525,work,Nordischer Telegraph (Udg.: Carl B. Lorck),yes
WOR039700,Reg002538,work,Ny Portefeuille (Udg.: G. Carstensen),yes
WOR039750,Reg000739,work,Den nye Almanak for 1871. (Udg.: Mads Hansen og Anton Nielsen),yes
WOR039800,Reg002567,work,Nyt dansk Maanedsskrift (Udg.: Vilh. Møller),yes
WOR039850,Reg002574,work,Nær og Fjern (Red.: P. Hansen),yes
WOR039900,Reg002671,work,Penelope. Taschenbuch für das Jahr 1845 (Udg.: Theodor Hell),yes
WOR039950,Reg002694,work,Pjerrot,yes
WOR040000,Reg002715,work,Portefeuillen (Udg.: G. Carstensen),yes
WOR040050,Reg002754,work,"Punch, or the London Charivari (Udg.: Mark Lemon)",yes
WOR040100,Reg002753,work,Punch (dansk),yes
WOR040150,Reg003223,work,The Quarterly Review (Red.: J. G. Lockhart),yes
WOR040200,Reg002800,work,Revue britannique,yes
WOR040250,Reg002801,work,Revue des deux Mondes,yes
WOR040300,Reg002808,work,Riises Arkiv (Archiv for Historie og Geographie (1820-38) og Historisk-geographisk Archiv (1839-64),yes
WOR040350,Reg003224,work,The Riverside Magazine for Young People (Red.: Horace E. Scudder),yes
WOR040400,Reg003225,work,The Saturday Review,yes
WOR040450,Reg002975,work,Scribner’s Monthly Magazine,yes
WOR040500,Reg003070,work,Souvenir (Udg.: C. Thorkilsen),yes
WOR040550,Reg003168,work,Søndags-Posten (Red.: C. H. Sørensen),yes
WOR040600,Reg003246,work,Tiden (Red.: V. F. Palmblad),yes
WOR040650,Reg003581,work,de Tijd (Udg.: J. L. van der Vliet),yes
WOR040700,Reg003365,work,Ueber Land und Meer (1875),yes
WOR040750,Reg003468,work,Volkskalender 1846 (Udg.: F. W. Gubitz),yes
WOR040800,Reg003523,work,Zeitung für die elegante Welt,yes
WOR040850,Reg001197,work,Et Bidrag til Monumentet for H.C. Andersen. Fortællinger og Digte for Børn. (1875) (August Westrups Forlag),yes
WOR040900,Reg000356,work,Billedbog for Store og Smaa (Christian Winther),yes
WOR040950,Reg000589,work,Das Buch der Welt. Ein deutsches Familienbuch für alle Stände (1860),yes
WOR041000,Reg000557,work,Cuentos y fábulas (J.E. Hartzenbusch),yes
WOR041050,Reg000585,work,Danske Værker 11-12 (Prosaiske Skrifter 3-4. Dramaturgisk Kritik) (Jens Baggesen),yes
WOR041100,Reg001340,work,Fortællinger og Vers for Store og Smaa (1866) (Chr. Richardt og G. Rode),yes
WOR041150,Reg001355,work,Fra nordiske Digtere. Et Album,yes
WOR041200,Reg001444,work,Gesammelte Schriften (J. C. Biernatzski),yes
WOR041250,Reg002214,work,Läsning för barn (Zacharias Topelius),yes
WOR041300,Reg002587,work,"Obras completas IV (Ángel de Saavedra, Hertug af Rivas)",yes
WOR041350,Reg002923,work,Samlade dikter I-V (Karl August Nicander),yes
WOR041400,Reg002926,work,Samlede Skrifter (B. S. Ingemann),yes
WOR041450,Reg002929,work,"Samlede Værker (Carl Bagger, udg. af Vilh. Møller)",yes
WOR041500,Reg003162,work,Sämtliche Werke in Einem Bande (Silvio Pellico),yes
WOR041550,Reg003161,work,Sämtliche Werke (1-Binds Udg.) (Fr. von Schiller),yes
WOR041600,Reg003356,work,Ude og hjemme (H. P. Holst),yes
WOR041650,Reg003459,work,"Vintergrønt. Nye Fortællinger og Digte, danske, norske og svenske. Udg. af Christian Richardt",yes
WOR041700,Reg003470,work,Volksmärchen von Peter Leberecht II (L. Tieck).,yes
WOR041750,Reg003495,work,Werke (1861-63) (H. Heine),yes
WOR041800,Reg000125,work,A Trambiâch'l kaffa? (J.G. Seidl) (Tekst),yes
WOR041850,Reg000140,work,Abels Død (Fr. Paludan-Müller),yes
WOR041900,Reg003592,work,"»Ack, du min moder -« (Fredmans Epistel nr. 23) (C.M. Bellman)",yes
WOR041950,Reg000148,work,Adam Homo (Fr.Paludan-Müller)- Første Deel:,yes
WOR042000,Reg000154,work,Adonis (Fr. Paludan-Müller),yes
WOR042050,Reg000166,work,"Aftenridt (Anonymt Digt, For Romantik og Historie 1874)",yes
WOR042100,Reg000170,work,Agnete og Havmanden (Folkevise),yes
WOR042150,Reg000183,work,Album poétique (Henri Blanvalet),yes
WOR042200,Reg000194,work,Allemannische Gedichte (J. P. Hebel),yes
WOR042250,Reg000200,work,Als sie starb (I. F. Castelli),yes
WOR042300,Reg000206,work,Altschottische und altenglische Volksballaden (W. Von Dönniges),yes
WOR042350,Reg000228,work,Anm Schillertage (Emanuel Geibel),yes
WOR042400,Reg000208,work,Amaranth (Oscar von Redwitz),yes
WOR042450,Reg000212,work,Amor als Landschaftsmaler (J. W. von Goethe),yes
WOR042500,Reg000217,work,"Amor, der blinde Passagier (Heimkehr, LXVII) (H. Heine)",yes
WOR042550,Reg000220,work,Amors Vinger (F. L. Høedt),yes
WOR042600,Reg000224,work,An die Freude (Fr. von Schiller),yes
WOR042650,Reg000226,work,Andreas und Marfa (F. M. Bodenstedt),yes
WOR042700,Reg001706,work,I'Ange et l'enfant (Jean Reboul),yes
WOR042750,Reg000230,work,Ann' Marie (Michael Rosing),yes
WOR042800,Reg000265,work,Arnljot Gelline (Bj. Bjørnson),yes
WOR042850,Reg000275,work,Atta Troll (H. Heine),yes
WOR042900,Reg000277,work,"Auf den Tod eines reichen Biedermannes, meines unvergesslichen Freundes (I. F. Castelli)",yes
WOR042950,Reg000289,work,Bacchus (Bernhard Wolff),yes
WOR043000,Reg000314,work,"Barnligheten (»Lilla Clara, förebrå ej mig -«) (Michael Choræus)",yes
WOR043050,Reg000317,work,Beatrice (Fr. Paludan-Müller),yes
WOR043100,Reg000843,work,Det befriede Jerusalem (Torquato Tasso),yes
WOR043150,Reg000369,work,Bluettes et boutades (J. Petit-Senn),yes
WOR043200,Reg001587,work,Het Boek Job (J. J. L. ten Kate),yes
WOR043250,Reg003534,work,"[Bønskrift til Kejser Franz om at beholde Hatten paa, naar Folk hilser ham paa Gaden] (I. F. Castelli)",yes
WOR043300,Reg000443,work,"Cantate ved Christopher Sødring og Julie Sødring, f. Rosenkildes Sølvbryllupsfest (Nicolaj Bøgh)",yes
WOR043350,Reg000445,work,Cantate ved Indvielsen af Studenterforeningsbygningen (Chr. Richardt),yes
WOR043400,Reg000470,work,Chants populaires du Nord (Xavier Marmier),yes
WOR043450,Reg000475,work,"Childe Harold's Pilgrimage (Byron) [Ͻ: Ritter Harolds Pilgerfahrt, übers, v. Zedlitz]",yes
WOR043500,Reg000569,work,Dania. Eine Auswahl dänischer Gedichte im Versmasse der Originale übersetzt von Emanuel Bendix. Zweite Auflage. Berlin 1875.,yes
WOR043550,Reg003607,work,"»De oudheid verhaalt ons van menschen, wier zielen -« (af: Nieuwe Winde-Kelken) (J. P. Hasebroek)",yes
WOR043600,Reg003608,work,»Deilig er Jorden -« (B. S. Ingemann),yes
WOR043650,Reg003610,work,"»Den Wåg här rusar fram, till ärestod du får -« (B. Lidner) (Tekst)",yes
WOR043700,Reg003614,work,»Der er et yndigt Land -« (A. Oehlenschlæger),yes
WOR043750,Reg000838,work,Des Deutschen Vaterland (»Was ist dem Deutschen Vaterland?«) (Ernst Moritz Arndt),yes
WOR043800,Reg000864,work,"Dichtungen (Alex. Petöfi). Nach dem Ungarischen, in eigenen wie fremden Uebersetzungcn gesammelt von K. M. Kertbeny",yes
WOR043850,Reg000863,work,Dichtungen (1844) (J. G. Seidl),yes
WOR043900,Reg000940,work,Digte af Jens Baggesen. I et Udvalg samlede og udgivne af August Baggesen,yes
WOR043950,Reg003544,work,[Digte af Ernst von Beaulieu-Marconnay],yes
WOR044000,Reg000938,work,Digte (Chr. Ulrich Deichmann),yes
WOR044050,Reg000943,work,"Digteren Hr. Etatsraad H.C. Andersens eget Eventyr, ved Festen i Odense d. 6. December 1867 i 5 Sange af P. (Peter E. Petersen)",yes
WOR044100,Reg001979,work,La Divina Commedia (Dante),yes
WOR044150,Reg000987,work,Drei Tage und drei Farben (Karl Simrock),yes
WOR044200,Reg003621,work,»Ein Bächlein war es und wurde ein Strom -« (Benedikt Morel) (Tekst),yes
WOR044250,Reg001047,work,Eleonore. Ein Lebensbild (Eugène Peschier),yes
WOR044300,Reg001056,work,Elverkongen og Jomfruen (M. Rosing),yes
WOR044350,Reg003622,work,"»Enge wohnte man sonst, weit war es aber im Herzen -« (Schneer, Nürnberg) (Tekst)",yes
WOR044400,Reg001187,work,Erzählende Dichtungen (Alexander Petöfi),yes
WOR044450,Reg003624,work,»Es ist eine seltsame Sache -« (I. F. Castelli),yes
WOR044500,Reg001231,work,Eva Homo (Oluf Lundt Bang),yes
WOR044550,Reg001232,work,Eva Homo (Oluf Lundt Bang) - 2. forøgede Udg.,yes
WOR044600,Reg001243,work,Fabeln und Erzählungen (C. F. Gellert),yes
WOR044650,Reg001274,work,Fem Digte af Theokritos. Ill. af Lorenz Frølich. Oversatte af Sigurd Müller (1872),yes
WOR044700,Reg002120,work,Les Feuilles d'automne (V. Hugo),yes
WOR044750,Reg001290,work,Fire Thronarvinger (Nicolaj Bøgh),yes
WOR044800,Reg000780,work,Der Fischer (J. W. von Goethe),yes
WOR044850,Reg001326,work,Fordum og nu (Bj. Bjørnson),yes
WOR044900,Reg001327,work,Formælingen den 28de Juli 1869 (Henrik Hertz),yes
WOR044950,Reg001356,work,Fra »Bragi«. Digte af Svend Trøst [Ͻ: Alfred Ipsen] og Svend Vonved [Ͻ:: Johs. Levinsen]. Randers 1871.,yes
WOR045000,Reg001354,work,Fra min Ungdom (H.P. Holst),yes
WOR045050,Reg001370,work,Fred eller Krig? (C. Hostrup),yes
WOR045100,Reg001378,work,Frederiksborg (Chr. K. F. Molbech),yes
WOR045150,Reg001380,work,Frelst (M. Rosing),yes
WOR045200,Reg001391,work,Frithiofs Saga (E. Tegnér),yes
WOR045250,Reg001405,work,Fänrik Ståls sägner (J. L. Runeberg),yes
WOR045300,Reg001408,work,Gaadebrev (15.2.1863) - Svar paa Gaadebrev (22.2.1863) (Erik Bøgh),yes
WOR045350,Reg001431,work,"Gedichte, 2. Auflage 1834 (Adelbert von Chamisso)",yes
WOR045400,Reg001427,work,Gedichte (1844) (Annette von Droste-Hülshoff),yes
WOR045450,Reg001428,work,Gedichte (Ferd. Freiligrath),yes
WOR045500,Reg001426,work,Gedichte (1840) (Emanuel Geibel),yes
WOR045550,Reg001429,work,Gedichte in niederösterreichischer Mundart (I. F. Castelli),yes
WOR045600,Reg001430,work,Gedichte in pfälziseher Mundart. 3. Aufl. (Franz von Kobell),yes
WOR045650,Reg001432,work,"Gedichte, ältere und neuere (1842) (Fr. von Pechlin)",yes
WOR045700,Reg001449,work,"Giengangeren og han selv, eller Baggesen over Baggesen (J. Baggesen)",yes
WOR045750,Reg001457,work,Giv Tid! (B.S. Ingemann),yes
WOR045800,Reg001459,work,Gjenganger-Breve (Henrik Hertz),yes
WOR045850,Reg001473,work,Grabschrift auf meinen Hund (I. F. Castelli),yes
WOR045900,Reg000714,work,"Den grimme Ælling. Eventyr af H. C. Andersen. Fortalt paa Vers af den 14-aarige Peder Jacobsen i Flemløse (Assens Avis 1872 Nr. 85-88, 3.5., 5.5., 6.5. og 8.5.)",yes
WOR045950,Reg003632,work,»Guds Fred er meer end Engle-Vagt« (N. F. S. Grundtvig; sunget ved hans Bisættelse 11.9.1872),yes
WOR046000,Reg001505,work,Guldæblet (B.S. Ingemann),yes
WOR046050,Reg003633,work,»Göta kom i dans från Seves fjällar -« (Esaias Tegnér). (Tekst),yes
WOR046100,Reg001535,work,Hans og Trine (Af Scener i Rosenborg Slotshave) (Poul Møller),yes
WOR046150,Reg001538,work,Hausschatz der Volkspoesie (Bernhard Wolff),yes
WOR046200,Reg001674,work,Hávamál,yes
WOR046250,Reg001543,work,"Heide, Gylfes dotter (Karl XV)",yes
WOR046300,Reg001544,work,Heidenröslein (J. W. von Goethe),yes
WOR046350,Reg001554,work,Helge (A. Oehlenschlæger),yes
WOR046400,Reg000727,work,Den hemmelighedsfulde Port (B. S. Ingemann),yes
WOR046450,Reg001558,work,Henimod Aften ved Rom (Efter et Maleri af Küchler) (H. Hertz),yes
WOR046500,Reg003635,work,"»Herlige Hav -« (Havfruens første Sang af Fortællingen De Underjordiske, B. S. Ingemann)",yes
WOR046550,Reg001579,work,Herr Karl eller klosterrovet (Geijer og Afzelius: Svenska folkvisor Nr. 26),yes
WOR046600,Reg001626,work,Holmens faste Stok (Adolph Recke),yes
WOR046650,Reg001638,work,"Hr. Sverkel (Abrahamson, Nyerup og Rahbek: Udvalgte danske Viser fra Middelalderen Nr. CLV)",yes
WOR046700,Reg001675,work,Hälsning till Danmark (Carl Fredrik Ridderstad),yes
WOR046750,Reg001651,work,Hundrede Digte efter det Engelske (Caralis Ͻ: C. Preetzmann),yes
WOR046800,Reg001671,work,Hyrden og Slangen (Rudolph Schmidt),yes
WOR046850,Reg003682,work,"»l denne Bog, hvor alt et Hold -«: (I Wilhelmine Sonnleithners Stambog) (Henrik Hertz) (Tekst)",yes
WOR046900,Reg001691,work,I Ny og Næ (Vilhelm Bergsøe),yes
WOR046950,Reg001693,work,I Nød og Fare (Chr. Richardt),yes
WOR047000,Reg001698,work,I Sorg og i Glæde (Benedicte Arnesen Kall),yes
WOR047050,Reg001726,work,Iliaden (Homeros),yes
WOR047100,Reg001739,work,In der Fürstengruft zu Weimar am 29. Jan. 1846 (Hermann Rollett),yes
WOR047150,Reg001767,work,Ja og Nei eller Den hurtige Frier (J. Baggesen),yes
WOR047200,Reg001769,work,Jacob og Lone (Chr. Winther),yes
WOR047250,Reg000886,work,Die Jobsiade (Karl Arnold Kortum),yes
WOR047300,Reg001091,work,"En Julegave i Sang fra Gamle og Unge, samlet af Vilhelm Gregersen",yes
WOR047350,Reg001886,work,"Keed af Verden, og kier ad Himmelen (»Far, Verden, far vel -«) (Thomas Kingo)",yes
WOR047400,Reg001893,work,Kirkeklokken i Farum (C. J. Boye),yes
WOR047450,Reg001910,work,Klintekorset (O. C. Lund),yes
WOR047500,Reg001913,work,Klokken (Das Lied von der Glocke) (Fr. von Schiller),yes
WOR047550,Reg001916,work,Klänge und Bilder aus Ungarn (J. N. Vogl),yes
WOR047600,Reg003651,work,»Kong Christian stod ved høien Mast -« (Johs. Ewald),yes
WOR047650,Reg000889,work,Die Kraniche des Ibykus (Fr. Von Schiller),yes
WOR047700,Reg000790,work,Der Kreuzschnabel (Julius Mosen),yes
WOR047750,Reg001210,work,Et Kys (C. Ploug),yes
WOR047800,Reg003213,work,The Lady of the Lake (W. Scott),yes
WOR047850,Reg002030,work,Lalla Rookh (Thomas Moore). Übers. von Fr. von Pechlin,yes
WOR047900,Reg002045,work,Last Poems (Elisabeth Barrett Browning),yes
WOR047950,Reg002050,work,Lay of the Last Minstrel (W. Scott),yes
WOR048000,Reg002100,work,Lebensfahrt (»Ein Lachen und Singen -«) (H. Heine),yes
WOR048050,Reg000893,work,Die Legende von hl. Katharina (Luise von Bornstedt),yes
WOR048100,Reg001589,work,Het lelijke jonge eendtjen Andersen naverteld (J. J. L. ten Kate efter HCA),yes
WOR048150,Reg002102,work,Lenore (G. A. Bürger),yes
WOR048200,Reg000599,work,Das Lied von der Glocke (Fr. von Schiller),yes
WOR048250,Reg002147,work,Lieder eines Malers mit Randzeichnungen seiner Freunde (Robert Reinick),yes
WOR048300,Reg002149,work,"Lieder und Bilder. Deutsche Dichtungen mit Randzeichnungen deutscher Künstler (Düsseldorf, Buddeus' Forlag)",yes
WOR048350,Reg002185,work,Lucifers Fald (Fr. Paludan-Müller),yes
WOR048400,Reg002198,work,Lusiaderne (Luis de Camões),yes
WOR048450,Reg002210,work,Lyriske Digte og Romancer (C. Hauch),yes
WOR048500,Reg002220,work,Løveridderen (A. Oehlenschlæger),yes
WOR048550,Reg002221,work,Løvfrøen. - Græshopperne drage forbi (Af Vintergrønt) (Vilhelm Bergsøe),yes
WOR048600,Reg002353,work,Mazeppa (Byron),yes
WOR048650,Reg002371,work,Melusine (Theodor Apel),yes
WOR048700,Reg000795,work,Der Messias (F. G. Klopstock),yes
WOR048750,Reg002400,work,Mindesang over de Faldne (»Slumrer sødt i Slesvigs Jord -«). (H. P. Holst),yes
WOR048800,Reg002422,work,Modersmaalet (N. F. S. Grundtvig),yes
WOR048850,Reg001040,work,"El Moro exposito (Ángel de Saavedra, Hertug af Rivas)",yes
WOR048900,Reg002448,work,Mythologiske Digte (Fr. Paludan-Müller),yes
WOR048950,Reg002462,work,"Nachklänge der alten Geschichte, verhallend bis in die Neuzeit (Fr. von Pechlin)",yes
WOR049000,Reg002482,work,Naturen og Kunsten (H. Hertz),yes
WOR049050,Reg002509,work,Nieuwe Winde-Kelken (J. P. Hasebroek),yes
