v094_id,legacy_id,entity_type,label,resolves
WOR122450,Reg001418,work,"Ganymed, som bortføres af Jupiters Ørn (Michelangelo, Torlonia, Rom)",yes
WOR122500,Reg001438,work,Gendøberne i Münster (Adolf Schrödter),yes
WOR122550,Reg003088,work,"St. Georg og Dragen (P. P. Caruana, Guvernør-Paladset, La Valletta)",yes
WOR122600,Reg001442,work,"George IV, Konge af Storbritannien og Irland (Sir Thomas Lawrence, Vatikanet, Rom)",yes
WOR122650,Reg000783,work,Der Gestiefelte Kater (Tegninger af Otto Speckter),yes
WOR122700,Reg002888,work,"S. Giorgias Martyrium (P. Veronese, San Giorgio in Braida, Verona)",yes
WOR122750,Reg002889,work,"S. Giovanni Battista (Salvator Rosa, Colonna, Rom)",yes
WOR122800,Reg001455,work,"Giuditta (Guido Reni, Spada, Rom)",yes
WOR122850,Reg002890,work,"S. Giustina (P. Veronese, S. Giustina, Padova)",yes
WOR122900,Reg000711,work,"Den gode Hyrde (Murillo, Prado, Madrid)",yes
WOR122950,Reg001471,work,"Gosau-Søen, Tyrol (Thomas Fearnley, Kunstudstilling 1834, Rom)",yes
WOR123000,Reg000712,work,"Den graadige Bonde (Annibale Carracci, Colonna, Rom)",yes
WOR123050,Reg001479,work,"Gratierne (R. Manetti, Borghese, Rom)",yes
WOR123100,Reg003091,work,"St. Gregorius' Mirakel (Andrea Sacchi, Vatikanet, Rom)",yes
WOR123150,Reg001483,work,Gretchen (Ary Scheffer),yes
WOR123200,Reg001484,work,Gretchen i Kirken (Ary Scheffer),yes
WOR123250,Reg001502,work,"Guldkalven tilbedes (Tintoretto, Madonna dell'Orto, Venezia)",yes
WOR123300,Reg001508,work,"Gustaf Vasas Levned (J. G. Sandberg, Uppsala Domkirke)",yes
WOR123350,Reg001519,work,"Hagar og Ismael (Caravaggio, Doria-P., Rom)",yes
WOR123400,Reg001532,work,"Hans Luther (Lucas Cranach d. Æ., Wartburg)",yes
WOR123450,Reg001541,work,Havfruen (Elisabeth Jerichau-Baumann),yes
WOR123500,Reg002891,work,"S. Helena (P. Veronese, Vatikanet, Rom)",yes
WOR123550,Reg001549,work,"Helenas Bortførelse (Il ratio di Elena) (Guido Reni, Spada, Rom)",yes
WOR123600,Reg001551,work,"Helene Fourment (Rubens, Berlin)",yes
WOR123650,Reg001552,work,"Helene Fourment (Rubens, Doria-P., Rom)",yes
WOR123700,Reg001550,work,"Helene Fourment (Das Pelzchen) (Rubens, Belvedere, Wien)",yes
WOR123750,Reg000715,work,"Den hellige Aands Sendelse (Die Ausgiessung des heiligen Geistes). (A. van Dyck, Berlin)",yes
WOR123800,Reg000716,work,"Den hellige Antonius' Fristelse (David Teniers d. Y., Berlin)",yes
WOR123850,Reg000718,work,"Den hellige Familie (B. Garofalo, Vatikanet, Rom)",yes
WOR123900,Reg000719,work,"Den hellige Familie (Rafael, Fesch, Rom)",yes
WOR123950,Reg000717,work,"Den hellige Familie (Andrea del Sarto, Manfrin, Venezia)",yes
WOR124000,Reg000720,work,"Den hellige Familie (Sodoma, Palazzo pubblico, Siena)",yes
WOR124050,Reg000721,work,"Den hellige Familie med Fuglen (Murillo, Prado, Madrid)",yes
WOR124100,Reg000722,work,"Den hellige Familie og den lille Johannes (Rafael, Belvedere, Wien)",yes
WOR124150,Reg000723,work,Den hellige Katharinas Død (H. K. A. Mücke),yes
WOR124200,Reg000724,work,Den hellige Katharinas Lig føres al Engle til Sinai (H. K. A. Mücke),yes
WOR124250,Reg000725,work,"Den hellige Nadver (Leonardo da Vinci, Udkast i Olie, Fesch, Rom)",yes
WOR124300,Reg000726,work,"Den hellige Nat (Correggio, Dresden)",yes
WOR124350,Reg000640,work,De hellige tre Konger (Ary Scheffer),yes
WOR124400,Reg001556,work,"Helvede (H. met de Bles, kaldet Civetta, Doge-Paladset, Venezia)",yes
WOR124450,Reg001559,work,"Henri III af Frankrig møder Dogen Alvise Mocenigo ved Lidoen (A. Vicentino, Doge-Paladset, Venezia)",yes
WOR124500,Reg001561,work,"Henriette Collin, f. Thyberg (Carl Bloch)",yes
WOR124550,Reg001562,work,Henriette Danneskiold-Samsøe (Carl Bloch),yes
WOR124600,Reg001566,work,"Henry VIII (Hans Holbein d. Y., Kopi i Knole House)",yes
WOR124650,Reg001586,work,"Heste (2 Billeder) (J. G. von Hamilton, Belvedere, Wien)",yes
WOR124700,Reg002893,work,"S. Hieronymus' Kommunion (Agostino Carracci, Bologna)",yes
WOR124750,Reg002894,work,"S. Hieronymus' Kommunion (Domenichino, Vatikanet, Rom)",yes
WOR124800,Reg002043,work,"Las hijas del Cid (Exposición nacional 1862, Madrid)",yes
WOR124850,Reg001596,work,"Hiob (R. J. B. Hübner, Städel, Frankfurt a.M.)",yes
WOR124900,Reg002071,work,"Le Historie d'Amore (Fr. Albani, Borghese, Rom)",yes
WOR124950,Reg001616,work,"Holbeins Hustru (Hans Holbein d. Y., Doria-P., Rom)",yes
WOR125000,Reg001631,work,"Hovede af en gammel Kone (Balthasar Denner, Belvedere, Wien)",yes
WOR125050,Reg001632,work,"Hovede af en gammel Mand (Balthasar Denner, Belvedere, Wien)",yes
WOR125100,Reg001652,work,Hunnerslaget (W. von Kaulbach),yes
WOR125150,Reg001654,work,"Huss for Koncilet i Konstanz (K. F. Lessing, Städel, Frankfurt a.M.)",yes
WOR125200,Reg001089,work,"En Hyrde, der blæser paa Fløjte (Murillo, Manfrin, Venezia)",yes
WOR125250,Reg001672,work,"Hyrdernes Tilbedelse (Il Presepe) (Rubens, Fesch, Rom)",yes
WOR125300,Reg001708,work,"Icarus (Fr. Albani, Doria-P., Rom)",yes
WOR125350,Reg001709,work,Icarus' Fald (Joseph Blondel),yes
WOR125400,Reg002895,work,"S. Ignatius' Mirakler (Rubens, Belvedere, Wien)",yes
WOR125450,Reg001727,work,"Iliaden, Scener af (P. von Cornelius, Glyptoteket, München)",yes
WOR125500,Reg001751,work,"Io og Zeus (Correggio, Berlin)",yes
WOR125550,Reg001764,work,J. P. E. Hartmann (H. Olrik),yes
WOR125600,Reg001773,work,"Jakobs Flugt (J. Bassano, Doria-P., Rom)",yes
WOR125650,Reg001780,work,Jeanne d'Arc (Hermann Stilke),yes
WOR125700,Reg001786,work,Jenny Lind som Norma (O. J. Södermark),yes
WOR125750,Reg001791,work,"Jeremias paa Jerusalems Ruiner (Horace Vernet, Eeghen, Amsterdam)",yes
WOR125800,Reg001794,work,Jerusalems Ødelæggelse (W. von Kaulbach),yes
WOR125850,Reg001796,work,"Jesusbarnet (Murillo, Caridad, Sevilla)",yes
WOR125900,Reg001799,work,"Jesusbarnet, der sover omgivet af Passionssymboler: Nagler, Tornekrone, Svøber (Guido Reni, M. borbonico, Napoli)",yes
WOR125950,Reg001797,work,"Jesusbarnet som den gode Hyrde med tre Faar (Murillo, Leuchtenberg, München)",yes
WOR126000,Reg001800,work,"Jesusbarnet, som slumrer paa Korset (Guido Reni)",yes
WOR126050,Reg001798,work,"Jesusbarnet tilbedes af Englene (A. Dürer, Manfrin, Venezia)",yes
WOR126100,Reg001801,work,"Jeune mendiant (Murillo, Louvre, Paris)",yes
WOR126150,Reg001802,work,"Job (Fra Bartolommeo, Uffizi, Firenze)",yes
WOR126200,Reg002896,work,"S. Johannes, Christi Discipel (Carlo Dolci, Leuchtenberg, München)",yes
WOR126250,Reg001815,work,"Johannes den Døbers Halshuggelse (Vallentin de Boullogne, Sciarra, Rom)",yes
WOR126300,Reg001816,work,"Johannes den Døbers Liv (Andrea del Sarto, Accademia, Firenze)",yes
WOR126350,Reg001814,work,"Johannes Evangelist (Carlo Dolci, Berlin)",yes
WOR126400,Reg001818,work,"Jomfru Marias Kroning (Pinturicchio, Vatikanet, Rom)",yes
WOR126450,Reg001819,work,"Jomfru Marias Kroning (Rafael, Vatikanet, Rom)",yes
WOR126500,Reg001820,work,"Jomfruen i det Grønne (Rafael, Belvedere, Wien)",yes
WOR126550,Reg001821,work,Jonas Collin (Constantin Hansen),yes
WOR126600,Reg001822,work,Jordens Deling (Herman Dyck),yes
WOR126650,Reg001826,work,"Joseph, som i Søvne formanes af Engelen til at flygte (Raph. Mengs, Belvedere, Wien)",yes
WOR126700,Reg002897,work,"S. Juan de Dios (Murillo, Caridad, Sevilla)",yes
WOR126750,Reg001833,work,"Judith (C. Allori, Uffizi, Firenze)",yes
WOR126800,Reg001832,work,"Judith (C. Allori, Pitti, Firenze)",yes
WOR126850,Reg001831,work,"Judith (C. Allori, Belvedere, Wien)",yes
WOR126900,Reg001836,work,"Judith (William Etty, The Royal Scottish Academy, Edinburgh)",yes
WOR126950,Reg001835,work,"Judith (Tizian, Borghese, Rom)",yes
WOR127000,Reg001846,work,"Julius II (Giulio Romano, Borghese, Rom)",yes
WOR127050,Reg001851,work,"Jupiter og Ganymedes (J. A. Jerichau, Karton)",yes
WOR127100,Reg001852,work,"Jupiter tordnende mod Lasten (P. Veronese, Louvre, Paris)",yes
WOR127150,Reg002911,work,"S. S. Justa y Rufina (Murillo, Academia, Sevilla)",yes
WOR127200,Reg001865,work,"Kain og Abel (Salvator Rosa, Doria-P., Rom)",yes
WOR127250,Reg001876,work,"Karl den Stores Liv (A. Rethel, Raadhuset i Aachen)",yes
WOR127300,Reg001957,work,"Kunstnere en Alten i Fincks Kaffehus i München (Wilhelm Bendz, Kunstudstillingen 1833, Hamburg)",yes
WOR127350,Reg001879,work,Katakomberne (Elisabeth Jerichau-Baumann),yes
WOR127400,Reg001881,work,Katekisationen i en norsk Landsbykirke (A. Tidemand),yes
WOR127450,Reg001882,work,"Katharina von Bora (Lucas Cranach, Uffizi, Firenze)",yes
WOR127500,Reg001920,work,Knud den Helliges Død i Albani Kirke (Chr. Albrecht Benzon),yes
WOR127550,Reg001926,work,"Kong Ottos Modtagelse i Nauplia (Peter von Hess, Slottet i Athen)",yes
WOR127600,Reg001935,work,"Kongernes Tilbedelse (Perugino, Rafael og Pinturicchio, Vatikanet, Rom)",yes
WOR127650,Reg000679,work,"Den Korsfæstede (Rafael, Fesch, Rom)",yes
WOR127700,Reg001942,work,"Korsvandringen (Rafael, Prado, Madrid)",yes
WOR127750,Reg001946,work,Krigeren med Barnet (Johann Hermann Kretzschmer),yes
WOR127800,Reg001949,work,Kronborg i Maaneskin (J. C. Dahl),yes
WOR127850,Reg001954,work,"Kun en Spillemand! (W. Marstrand, HCA's Stambog)",yes
WOR127900,Reg001956,work,"Kunsternes Historie i Antwerpen (Nicaise de Keyser, Antwerpen-Museets Vestibule)",yes
WOR127950,Reg001958,work,"Kvæg paa Engen (P. Potter, Madama, Torino)",yes
WOR128000,Reg002032,work,"Lampeskærm, dekoreret med Tegninger af Den lille Havfrue, Den uartige Dreng og Ole Lukøie (Elisabeth Jerichau-Baumann)",yes
WOR128050,Reg002034,work,"Landsby ved Bredden af en stor Flod (A. van Everdingen, Fesch, Rom)",yes
WOR128100,Reg001098,work,"En Landsbyspillemand (J. P. van der Schlichten, Alte P., München)",yes
WOR128150,Reg003548,work,"[Landskaber] (A. Calame, Eeghen, Amsterdam)",yes
WOR128200,Reg002046,work,"Latona paa Flugten med sine Børn (Rubens, Alte P., München)",yes
WOR128250,Reg002047,work,"Laura, Petrarcas Elskede (Bronzino, Leuchtenberg, München)",yes
WOR128300,Reg002049,work,"Lavinia (Tizian, Berlin)",yes
WOR128350,Reg002104,work,"Leo X (Rafael (Kopi), M. borbonico, Napoli)",yes
WOR128400,Reg002106,work,"Leonardo da Vincis Død (C. Mussini, Accademia, Firenze)",yes
WOR128450,Reg001099,work,"En Ligfærd paa Sognefjorden i Norge (H. F. Gude, Göteborg)",yes
WOR128500,Reg002155,work,"Lille Pige, som med Riset i Haanden lærer Hunden og Dukken at læse (Wilhelm von Kaulbach)",yes
WOR128550,Reg002171,work,"Loggierne (Rafael, Vatikanet, Rom)",yes
WOR128600,Reg002898,work,"S. Lorenzos Martyrdød (A. van Dyck, Madonna dell'Orto, Venezia)",yes
WOR128650,Reg002178,work,"Loth og hans Døtre (Gherardo delle Notti, Borghese, Rom)",yes
WOR128700,Reg002180,work,Louise Bille (Carl Bloch),yes
WOR128750,Reg002183,work,Lucie Scavenius (Carl Bloch),yes
WOR128800,Reg002187,work,"Lucrezia (Guido Reni, Spada, Rom)",yes
WOR128850,Reg002186,work,"Lucrezia (Guido Reni, Manfrin, Venezia)",yes
WOR128900,Reg002199,work,"Luther og Katharina von Bora (Lucas Cranach d. Æ., Uffizi, Firenze)",yes
WOR128950,Reg002215,work,"Læge med et Uringlas (G. Dou, Leuchtenberg, München)",yes
WOR129000,Reg002216,work,"Lægen (G. Dou, Belvedere, Wien)",yes
WOR129050,Reg002226,work,"Machiavelli (Bronzino, Doria-P., Rom)",yes
WOR129100,Reg002235,work,"Madonna (Giovanni Bellini, Manfrin, Venezia)",yes
WOR129150,Reg002234,work,"Madonna (Giovanni Bellini, Madonna dell'Orto, Venezia)",yes
WOR129200,Reg002233,work,Madonna (Ernst Deger),yes
WOR129250,Reg002232,work,"Madonna (Albrecht Dürer, Barberini, Rom)",yes
WOR129300,Reg002237,work,"Madonna (Murillo, Pitti, Firenze)",yes
WOR129350,Reg002239,work,"Madonna (Vergine orante) (Sassoferrato, Doria-P., Rom)",yes
WOR129400,Reg002238,work,"Madonna (Tizian, Leuchtenberg, München)",yes
WOR129450,Reg002277,work,"Madonna, Barnet og S. Simon (Giovanni da Udine, Manfrin, Venezia)",yes
WOR129500,Reg002240,work,"Madonna del Cardellino (Rafael, Uffizi, Firenze)",yes
WOR129550,Reg002245,work,"Madonna del divino amore (Rafael, M. borbonico, Napoli)",yes
WOR129600,Reg002241,work,"Madonna del Granduca (Rafael, Pitti, Firenze)",yes
WOR129650,Reg002242,work,"Madonna del Rosario (Domenichino, Bologna)",yes
WOR129700,Reg002243,work,"Madonna del Sacco (Andrea del Sarto, Santissima Annunziata, Firenze)",yes
WOR129750,Reg002248,work,"Madonna della Tenda (Rafael, Madama, Torino)",yes
WOR129800,Reg002244,work,"Madonna del Vento (Rafael, Uffizi, Firenze)",yes
WOR129850,Reg002247,work,"Madonna della Seggiola (Rafael, Pitti, Firenze)",yes
WOR129900,Reg002249,work,"Madonna di Foligno (Rafael, Vatikanet, Rom)",yes
WOR129950,Reg002250,work,"Madonna di Monteluce (Giulio Romano og Francesco Penni, Vatikanet, Rom)",yes
WOR130000,Reg002251,work,"Madonna di S. Sebastiano (Correggio, Dresden)",yes
WOR130050,Reg002278,work,"Madonna, i Forgrunden en Pave og en Kardinal (Tizian, Fesch, Rom)",yes
WOR130100,Reg002252,work,"Madonna i Glorie og Helgener (Perugino, Bologna)",yes
WOR130150,Reg002253,work,"Madonna im Weinlaube (Lucas Cranach d. Æ., Stift Melk)",yes
WOR130200,Reg002256,work,Madonna med Barnet (D. C. Blunck),yes
WOR130250,Reg002255,work,"Madonna med Barnet (Carlo Dolci, Borghese, Rom)",yes
WOR130300,Reg002257,work,"Madonna med Barnet (Fr. Francia, Doria-P., Rom)",yes
WOR130350,Reg002254,work,Madonna med Barnet (A. Küchler),yes
WOR130400,Reg002262,work,"Madonna med Barnet (Michelangelo, Domkirken i Burgos)",yes
WOR130450,Reg002259,work,"Madonna med Barnet (Giulio Romano, Uffizi, Firenze)",yes
WOR130500,Reg002258,work,"Madonna med Barnet (Giulio Romano, Colonna, Rom)",yes
WOR130550,Reg002264,work,"Madonna med Barnet (Murillo, Spada, Rom)",yes
WOR130600,Reg002263,work,"Madonna med Barnet (Murillo, Dresden)",yes
WOR130650,Reg002265,work,"Madonna med Barnet (Rafael, M. borbonico, Napoli)",yes
WOR130700,Reg002269,work,"Madonna med Barnet, S. Anna og S. Johannes Døberen (Salaj (Salaino), Leuchtenberg, München)",yes
WOR130750,Reg002270,work,"Madonna med Barnet, S. Barbara og S. Domenicus (Fr. Francia, Leuchtenberg, München)",yes
WOR130800,Reg002268,work,"Madonna med Barnet, Joseph og S. Mikael (Sacra conversazione) (B. Garofalo, Borghese, Rom)",yes
WOR130850,Reg002266,work,"Madonna med Barnet og S. Johannes (Andrea del Sarto, Borghese, Rom)",yes
WOR130900,Reg002267,work,"Madonna med Barnet paa sit Skød (Murillo, Leuchtenberg, München)",yes
WOR130950,Reg002271,work,"Madonna med Barnet, S. Rosalia, Peter og Paulus (A. Van Dyck, Belvedere, Wien)",yes
WOR131000,Reg002274,work,"Madonna med fire Helgener (Perugino, Vatikanet, Rom)",yes
WOR131050,Reg002275,work,"Madonna med fire Helgener (Perugino, Vatikanet, Rom)- (Kopi af A. Küchler)",yes
WOR131100,Reg002272,work,"Madonna med Fisken (Rafael, Prado, Madrid)",yes
WOR131150,Reg002273,work,"Madonna med Jesus og Johannes (Fra Bartolommeo, Sciarra, Rom)",yes
WOR131200,Reg002276,work,"Madonna mellem S. Thomas og S. Hieronymus (Guido Reni, Vatikanet, Rom)",yes
WOR131250,Reg002287,work,"Maleren Stella tegner en Madonna paa sit Fængsels Mur (François Granet, Leuchtenberg, München)",yes
WOR131300,Reg002292,work,"Mand med en Lygte (Adriaen van Ostade, Uffizi, Firenze)",yes
WOR131350,Reg002295,work,"Mandsportræt (Rembrandt, Manfrin, Venezia)",yes
WOR131400,Reg002899,work,"S. Marcus (Fra Bartolommeo, Pitti, Firenze)",yes
WOR131450,Reg002299,work,"Margaretha Ziegler, Luthers Moder (Lucas Cranach d. Æ., Wartburg)",yes
WOR131500,Reg002900,work,"S. Margarethe og Uhyret (Rafael, Belvedere, Wien)",yes
WOR131550,Reg002302,work,"Margrethe Rode, f. Lehmann (Carl Bloch)",yes
WOR131600,Reg002310,work,"Maria Magdalene (P. Batoni, Dresden)",yes
WOR131650,Reg002309,work,"Maria Magdalene (Maddalena d'Albinea) (Correggio, Manfrin, Venezia)",yes
WOR131700,Reg002306,work,"Maria Magdalene (Guercino, Vatikanet, Rom)",yes
WOR131750,Reg002307,work,"Maria Magdalene (Guido Reni, Durazzo, Genova)",yes
WOR131800,Reg002303,work,"Maria Magdalene (2 Billeder) (Guido Reni, Sciarra, Rom)",yes
WOR131850,Reg002312,work,"Maria Magdalene (Tizian, Doria-P., Rom)",yes
WOR131900,Reg002304,work,"Maria Magdalene (Adriaen van der Werff, Alte P., München)",yes
WOR131950,Reg002313,work,"Maria Magdalene vasker Christi Fødder (Paolo Veronese, Durazzo, Genova)",yes
WOR132000,Reg002314,work,"Maria Magdalene ved Korset (Ary Scheffer, Eeghen, Amsterdam)",yes
WOR132050,Reg002318,work,"Marias Bebudelse (Baroccio, Vatikanet, Rom)",yes
WOR132100,Reg002319,work,"Marias Bebudelse (Raphael Mengs, Belvedere, Wien)",yes
WOR132150,Reg002320,work,"Marias Bryllup med Joseph (G. B. Vicar, Domkirken, Perugia)",yes
WOR132200,Reg002321,work,"Marias Himmelfart (Fra Bartolommeo, M. borbonico, Napoli)",yes
WOR132250,Reg002325,work,"Marias Himmelfart (Perugino, Accademia, Firenze)",yes
WOR132300,Reg002323,work,"Marias Himmelfart (Guido Reni, Leuchtenberg, München)",yes
WOR132350,Reg002322,work,"Marias Himmelfart (Guido Reni, Fesch, Rom)",yes
WOR132400,Reg002324,work,"Marias Himmelfart (L. Sabbatini, Bologna)",yes
WOR132450,Reg002326,work,"Marias Himmelfart (Tizian, Domkirken, Verona)",yes
WOR132500,Reg002327,work,"Marias Kroning (Rubens, Berlin)",yes
WOR132550,Reg002328,work,"Marias Trolovelse (Rafael, Brera, Milano)",yes
WOR132600,Reg002339,work,"Marsyas (Annibale Carracci, Doria-P., Rom)",yes
WOR132650,Reg002348,work,"Matthæus' Kaldelse (L. Carracci, Bologna)",yes
WOR132700,Reg002350,work,"Maximilian I af Bayern i Kroningsdragt (Joseph Stieler, Alte P., München)",yes
WOR132750,Reg002354,work,"Mazeppa (Horace Vernet, Avignon)",yes
WOR132800,Reg002360,work,"Medusa (Caravaggio, Uffizi, Firenze)",yes
WOR132850,Reg002361,work,"Medusa (Leonardo da Vinci, Uffizi, Firenze)",yes
WOR132900,Reg002369,work,"Melanchthon (Lucas Cranach d. Æ., Wartburg)",yes
WOR132950,Reg002374,work,"Menneskealdrene (Tizian, Manfrin, Venezia)",yes
WOR133000,Reg003089,work,"St. Michael og Djævelen (P. P. Caruana, Guvernør-Paladset, La Valletta)",yes
WOR133050,Reg002387,work,"Michelangelo (Selvportræt, Kultegning, Villa Farnesina, Rom)",yes
WOR133100,Reg002901,work,"S. Michelina di Pesaro (Baroccio, Vatikanet, Rom)",yes
WOR133150,Reg002390,work,Midnatsstemning ved den grønlandske Kyst (Carl Rasmussen),yes
WOR133200,Reg002407,work,Minerva mellem Gratierne (Nicola Consoni),yes
WOR133250,Reg002423,work,"Modestia et Vanitas (Leonardo da Vinci, Sciarra, Rom)",yes
WOR133300,Reg002432,work,"Moses (Guido Reni, Sciarra, Rom)",yes
WOR133350,Reg002436,work,Moses' Himmelfart (Moses baaret død gennem Luften af Engle) (Joaquín Espalter y Rull),yes
WOR133400,Reg002435,work,"Moses slaar Vand af Klippen (La Sed) (Murillo, Caridad, Sevilla)",yes
WOR133450,Reg001101,work,En Munk som piller Kalkuner (Carl Bloch),yes
WOR133500,Reg001211,work,"Et Munkehovede (Correggio, Accademia, Firenze)",yes
WOR133550,Reg001102,work,"En Muselmand (Rembrandt, Durazzo, Genova)",yes
WOR133600,Reg002443,work,"Muserne og Apollo (Raphael Mengs, Villa Albani, Rom)",yes
WOR133650,Reg002447,work,"Mysterierne (Bebudelsen - Kongernes Tilbedelse - Omskærelsen i Templet) (Rafael, Vatikanet, Rom)",yes
WOR133700,Reg000898,work,Die Mährchenerzählerin (Ed. von Steinle),yes
WOR133750,Reg002464,work,Nadverens Indstiftelse (Leonardo da Vinci),yes
WOR133800,Reg002472,work,"Napoleon paa Hjortejagt i Skoven ved Fontainebleau (C. Vernet, Leuchtenberg, München)",yes
WOR133850,Reg002479,work,"Natten (Tegning, Thorvaldsen)",yes
WOR133900,Reg002487,work,"Nedtagelsen af Korset (F. Baroccio, Domkirken, Perugia)",yes
WOR133950,Reg002491,work,"Nedtagelsen af Korset (Perugino, Pitti, Firenze)",yes
WOR134000,Reg002492,work,"Nedtagelsen af Korset (Rafael, Borghese, Rom)",yes
WOR134050,Reg002493,work,"Nedtagelsen af Korset (Rafael, Manfrin, Venezia)",yes
WOR134100,Reg002485,work,"Nedtagelsen af Korset (A. Tiarini, Bologna)",yes
WOR134150,Reg002494,work,"Nedtagelsen af Korset (Tizian, Manfrin, Venezia)",yes
WOR134200,Reg002488,work,"Nedtagelsen af Korset (G. Vasari, Doria-P., Rom)",yes
WOR134250,Reg002490,work,"Nedtagelsen af Korset (P. Veronese, Doria-P., Rom)",yes
WOR134300,Reg002486,work,"Nedtagelsen af Korset (Daniele da Volterra, Trinità dei Monti, Rom)",yes
WOR134350,Reg002500,work,"Neptun (P. von Cornelius, Glyptoteket, München)",yes
WOR134400,Reg002902,work,"S. Nicolaus af Baris Liv (Giovanni da Fiesole, Vatikanet, Rom)",yes
WOR134450,Reg002506,work,Niels Ebbesen og Grev Gert (Carl Bloch),yes
WOR134500,Reg002903,work,"S. Nilus’ Liv (Domenichino, Grottaferrata)",yes
WOR134550,Reg002517,work,"Noah ifærd med at bringe Dyrene i Arken (J. Bassano, Dresden)",yes
WOR134600,Reg002518,work,"Noah og Arken (Rafael, Manfrin, Venezia)",yes
WOR134650,Reg000743,work,Den nyere Kunsts Udvikling (W. von Kaulbach),yes
WOR134700,Reg002600,work,"Olding og ung Mand musicerer sammen (B. Strozzi, Leuchtenberg, München)",yes
WOR134750,Reg002604,work,"Olympen (P. von Cornelius, Glyptoteket, München)",yes
WOR134800,Reg002608,work,"Omskærelsen (Guido Reni, Leuchtenberg, München)",yes
WOR134850,Reg002618,work,"Opstandelsen (Perugino, Vatikanet, Rom)",yes
WOR134900,Reg002620,work,"Orfeus spiller for Mennesker og Dyr (J. A. Jerichau, Karton)",yes
WOR134950,Reg002624,work,"Orlando furioso (P. P. Caruana, Guvernor-Paladset, La Valletta, Malta)",yes
WOR135000,Reg002625,work,"Orlando furioso, Scener af (J. Schnorr von Carolsfeld, Massimi, Rom)",yes
WOR135050,Reg002629,work,"Ossian besøges af franske Heltes Aander (Desaix, Kléber o.fl.) (Girodet-Trioson, Leuchtenberg, München)",yes
WOR135100,Reg001212,work,Et Osteri (Joh. Bravo),yes
WOR135150,Reg002634,work,"Otto III i Karl den Stores Grav (Wilhelm von Kaulbach, Germanisches Museum, Nürnberg)",yes
WOR135200,Reg002635,work,"Overgangen over det røde Hav (Rafael, Fesch, Rom)",yes
WOR135250,Reg002647,work,"Pandora (Giulio Romano, Manfrin, Venezia)",yes
WOR135300,Reg002656,work,Parti fra den romerske Campagne med Ruinerne af Byen Nymfa (Harald Jerichau),yes
WOR135350,Reg002663,work,"Pave Alexander III.s Møde med Dogen Sebastiano Ziani (F. og L. Bassano, Doge-Paladset, Venezia)",yes
WOR135400,Reg002673,work,"Perdón Dos mio (M. Rodriguez de Guzman, Exposición nacional 1862, Madrid)",yes
WOR135450,Reg001998,work,"La Perla (Rafael, Prado, Madrid)",yes
WOR135500,Reg002677,work,"Peter Arbuës, Grossinquisitor (Wilhelm Von Kaulbach)",yes
WOR135550,Reg002904,work,"S. Peter føres af Englen ud af Fængslet (Luca della Robbia, Uffizi, Firenze)",yes
WOR135600,Reg002905,work,"S. Peters Korsfæstelse (Guido Reni, Vatikanet, Rom)",yes
WOR135650,Reg002906,work,"S. Peters Korsfæstelse (Nicolò Ricciolini, S. Maria degli Angeli, Rom)",yes
WOR135700,Reg002907,work,"S. Peters Korsfæstelse (Rubens, St. Peters Kirke, Köln)",yes
WOR135750,Reg002680,work,"Phantasien, Raderinger (Moritz Retzsch)",yes
WOR135800,Reg002000,work,"La Pietà. Landskab. Christus bæres til Graven (Annibale Carracci, Doria-P., Rom)",yes
WOR135850,Reg001999,work,"La Pietà (Guido Reni, Bologna)",yes
WOR135900,Reg002698,work,"Pluto (P. von Cornelius, Glyptoteket, München)",yes
WOR135950,Reg002719,work,"Portræt af en Franciscaner (Rubens, Doria-P., Rom)",yes
WOR136000,Reg002720,work,"Portræt af hans Fader (Albrecht Dürer, Uffizi, Firenze)",yes
WOR136050,Reg002736,work,"Prins Karl af Bayern til Hest (Joseph Stieler, Alte P., München)",yes
WOR136100,Reg002737,work,Prinserne Constantin og Georg af Grækenland (Elisabeth Jerichau-Baumann),yes
WOR136150,Reg002912,work,"S. S. Processus og Martinian (Valentin de Boullogne, Vatikanet, Rom)",yes
WOR136200,Reg002750,work,"Psykes Historie (Rafael, Villa Farnesina, Rom)",yes
WOR136250,Reg002768,work,Rafaels anden Jordefærd (Horace Verner),yes
WOR136300,Reg002776,work,"Rebecca og Elieser (P. Veronese, Belvedere, Wien)",yes
WOR136350,Reg002782,work,Reineke Fuchs (Wilhelm von Kaulbach),yes
WOR136400,Reg002795,work,"Rembrandts Moder (Neeltgen Willemsdochter van Zuytbrouck) (Rembrandt, Belvedere, Wien)",yes
WOR136450,Reg002908,work,"S. Rochus (Garofalo, Belvedere, Wien)",yes
WOR136500,Reg002909,work,"S. Rochus (Schidone, Doria-P., Rom)",yes
WOR136550,Reg002846,work,Romersk Gadescene (Albert Küchler),yes
WOR136600,Reg002847,work,Romerske Børn med Violer (Elisabeth Jerichau-Baumann),yes
WOR136650,Reg002910,work,"S. Romualdus' Syn (Andrea Sacchi, Vatikanet, Rom)",yes
WOR136700,Reg002855,work,"Rubens (Selvportræt, Belvedere, Wien)",yes
WOR136750,Reg002858,work,"Rubens' Sønner Albert og Nicolas (Rubens, Dresden)",yes
WOR136800,Reg002860,work,Rudolph Puggaard (W. Marstrand),yes
WOR136850,Reg000749,work,Den saarede Soldat (Elisabeth Jerichau-Baumann),yes
