01_Posttype	02_by_Andersen	03_genre	04_main_title	04b_incipit	05_original_title	06_creator	06b_creator_is_human	07_opus	08_part_of	09_Krydshenvisning_til	10_Note	12_adapted_from_creator	RegistryTitelID
standardpost	False	VocalAndInstrumentalMusic	Lohengrin			R. Wagner	True						Reg002173
standardpost	False	VocalAndInstrumentalMusic	Lucia di Lammermoor			G. Donizetti	True						Reg002182
standardpost	False	VocalAndInstrumentalMusic	Lucrezia Borgia			G. Donizetti	True						Reg002188
krydshenvisning	False	VocalAndInstrumentalMusic	Ludovic (Emil Hartmann)							Korsikaneren			Reg002191
standardpost	False	VocalAndInstrumentalMusic	Ludovie			F. Herold; F. Halévy	True						Reg002192
standardpost	False	VocalAndInstrumentalMusic	De lystige Koner i Windsor			Otto Nicolai	True						Reg000645
standardpost	False	VocalAndInstrumentalMusic	Maître Pathelin			F. Bazin	True						Reg002355
standardpost	False	VocalAndInstrumentalMusic	Le Mannequin de Bergame			F. J. Fétis	True						Reg002073
standardpost	False	VocalAndInstrumentalMusic	Mara			Joseph Netzer	True						Reg002296
standardpost	False	VocalAndInstrumentalMusic	Le Mari de circonstances			C. H. Plantade	True						Reg002075
krydshenvisning	False	VocalAndInstrumentalMusic	Le Mari et l'amant							Le Mari de circonstances			Reg002076
standardpost	False	VocalAndInstrumentalMusic	Marin Faliero			G. Donizetti	True						Reg002333
standardpost	False	VocalAndInstrumentalMusic	Martha			Fr. von Flotow	True						Reg002340
standardpost	False	VocalAndInstrumentalMusic	La masacrata			C. J. Hansen	True				Studenterkomedie, Parodi paa italiensk Opera | Tekst: Otto Zinck		Reg002019
standardpost	False	VocalAndInstrumentalMusic	I masnadieri			G. Verdi	True						Reg001703
standardpost	False	VocalAndInstrumentalMusic	Il matrimonio segreto			D. Cimarosa	True						Reg001720
standardpost	False	VocalAndInstrumentalMusic	...de Medecis			?	True						Reg000121
standardpost	False	VocalAndInstrumentalMusic	Mestersangerne i Nürnberg			R. Wagner	True						Reg002381
standardpost	False	VocalAndInstrumentalMusic	Moreto			C. Oudrid y Segura	True						Reg002430
standardpost	False	VocalAndInstrumentalMusic	Les Mousquetaires de la Reine			F. Halévy	True						Reg002124
standardpost	False	VocalAndInstrumentalMusic	Muurmesteren			D. F. E. Auber	True						Reg002446
standardpost	False	VocalAndInstrumentalMusic	Das Mädchen von Elizondo		Pépito	J. Offenbach	True						Reg000601
standardpost	False	VocalAndInstrumentalMusic	Nabucodonosor			G. Verdi	True						Reg002460
standardpost	False	VocalAndInstrumentalMusic	Das Nachtlager in Granada			Konradin Kreutzer	True						Reg000604
standardpost	False	VocalAndInstrumentalMusic	En Nat mellem Fjeldene			Emil Hartmann	True						Reg001105
standardpost	False	VocalAndInstrumentalMusic	Les Noces de Jeannette			V. Massé	True						Reg002128
standardpost	False	VocalAndInstrumentalMusic	Nonnerne			François Devienne	True						Reg002522
standardpost	False	VocalAndInstrumentalMusic	Der Nordstern			C. Meyerbeer	True				Se ogsaa: Nordstjernen		Reg000798
standardpost	False	VocalAndInstrumentalMusic	Nordstjernen		L'étoile du Nord	G. Meyerbeer	True				Se ogsaa: Der Nordstern		Reg002526
standardpost	False	VocalAndInstrumentalMusic	Norma			V. Bellini	True						Reg002528
standardpost	False	VocalAndInstrumentalMusic	I Normanni a Parigi			S. Mercadante	True						Reg001690
standardpost	False	VocalAndInstrumentalMusic	Den nye Jordegodseier			F. A. Boieldieu	True						Reg000741
standardpost	False	VocalAndInstrumentalMusic	O, che imbroglio!			N. Tauro	True						Reg002579
standardpost	False	VocalAndInstrumentalMusic	Oberon			C. M. von Weber	True						Reg002585
krydshenvisning	False	VocalAndInstrumentalMusic	Orlando furioso (G. Donizetti)							Il furioso all’isola di S. Domingo			Reg002622
standardpost	False	VocalAndInstrumentalMusic	Orpheus i Underverdenen			J. Offenbach	True						Reg002626
standardpost	False	VocalAndInstrumentalMusic	Orpheus og Euridice			C. W. Gluck	True						Reg002627
standardpost	False	VocalAndInstrumentalMusic	Otello			G. Rossini	True						Reg002631
krydshenvisning	False	VocalAndInstrumentalMusic	Le Pardon de Ploërmel							Dinorah Sp. 60 og 201			Reg002079
standardpost	False	VocalAndInstrumentalMusic	La Part du Diable			D. F. E. Auber	True						Reg001997
standardpost	False	VocalAndInstrumentalMusic	Paschaens Datter			P. Heise	True						Reg002659
standardpost	False	VocalAndInstrumentalMusic	Le petit Faust			F. Hervé	True						Reg002097
standardpost	False	VocalAndInstrumentalMusic	Le Philtre			D. F. E. Auber	True						Reg002082
krydshenvisning	False	VocalAndInstrumentalMusic	Pipi og Titi							Prinds Pipi og Frøken Titi			Reg002692
standardpost	False	VocalAndInstrumentalMusic	Le Podstat			C. L. A. Vogel	True						Reg002083
standardpost	False	VocalAndInstrumentalMusic	Poliuto			G. Donizetti	True						Reg002708
standardpost	False	VocalAndInstrumentalMusic	Postillonen i Lonjumeau			A. Adam	True						Reg002722
standardpost	False	VocalAndInstrumentalMusic	Le Pré aux clercs			F. Hérold	True				Se ogsaa: Klerkevænget		Reg002086
standardpost	False	VocalAndInstrumentalMusic	Preciosa			C. M. von Weber	True						Reg002728
standardpost	False	VocalAndInstrumentalMusic	Le Premier jour de bonheur			D. F. E. Auber	True						Reg002085
standardpost	False	VocalAndInstrumentalMusic	La prigione d'Edinburgo			Federigo Ricci	True						Reg002021
standardpost	False	VocalAndInstrumentalMusic	La Princesse de Trebizonde			J. Offenbach	True						Reg002001
standardpost	False	VocalAndInstrumentalMusic	Prinds Pipi og Frøken Titi			Erik Bøgh	True				Operette med Musik af forskellige Komponister	H. Chivot og A. Duru	Reg002733
standardpost	False	VocalAndInstrumentalMusic	Propheten			G. Meyerbeer	True						Reg002744
standardpost	False	VocalAndInstrumentalMusic	La prova d'un opera seria			Fr. Gnecco	True						Reg002022
standardpost	False	VocalAndInstrumentalMusic	Le Puits d'amour			M. W. Balfe	True						Reg002087
standardpost	False	VocalAndInstrumentalMusic	Pulcinella condannato alle ferriere di Maremma			D. Pagliani-Gagliardi	True						Reg002752
standardpost	False	VocalAndInstrumentalMusic	I Puritani			V. Bellini	True						Reg001695
standardpost	False	VocalAndInstrumentalMusic	Quien manda manda			Emilio Arrieta	True						Reg002757
standardpost	False	VocalAndInstrumentalMusic	Ravnen			J. P. E. Hartmann	True						Reg002774
standardpost	False	VocalAndInstrumentalMusic	Regimentets Datter			G. Donizetti	True				Se ogsaa: La Fille du régiment		Reg002779
standardpost	False	VocalAndInstrumentalMusic	Les Rendez-vous bourgeois			Francois Hoffmann	True						Reg002133
standardpost	False	VocalAndInstrumentalMusic	Richard Coeur-de-lion			A. Grétry	True						Reg002802
standardpost	False	VocalAndInstrumentalMusic	Rienzi			R. Wagner	True						Reg002805
standardpost	False	VocalAndInstrumentalMusic	Rigoletto			G. Verdi	True						Reg002806
standardpost	False	VocalAndInstrumentalMusic	Robert af Normandiet			G. Meyerbeer	True				Se ogsaa: Robert le Diable		Reg002816
standardpost	False	VocalAndInstrumentalMusic	Robert le Diable			G. Meyerbeer	True				Se ogsaa: Robert af Normandiet		Reg002817
standardpost	False	VocalAndInstrumentalMusic	Roland à Roncevaux			A. Mermet	True						Reg002821
standardpost	False	VocalAndInstrumentalMusic	Rolf Blaaskjæg			J. Offenbach	True				Se ogsaa: Barbe-Bleue		Reg002822
standardpost	False	VocalAndInstrumentalMusic	Romeo og Julie			C. Gounod	True						Reg002844
standardpost	False	VocalAndInstrumentalMusic	La rondella		8.4.1843, Variétés, Paris								Reg002023
standardpost	False	VocalAndInstrumentalMusic	Rose et Colas			P. A. Monsigny	True						Reg002849
standardpost	False	VocalAndInstrumentalMusic	Røverborgen			F. Kuhlau	True						Reg002865
standardpost	False	VocalAndInstrumentalMusic	Røverne			J. Offenbach	True				Se ogsaa: Les Brigands		Reg002866
standardpost	False	VocalAndInstrumentalMusic	Der Schatzgräber		Le Trésor supposé	E. N. Méhul	True						Reg000801
standardpost	False	VocalAndInstrumentalMusic	Semiramis			G. Rossini	True						Reg002979
standardpost	False	VocalAndInstrumentalMusic	La sentinella notturna			S. Agnello	True						Reg002024
standardpost	False	VocalAndInstrumentalMusic	Skaden			G. Rossini	True				Se ogsaa: La gazza ladra		Reg003013
standardpost	False	VocalAndInstrumentalMusic	Den skjønne Helene			J. Offenbach	True				Se ogsaa: La Belle Hélène		Reg000751
standardpost	False	VocalAndInstrumentalMusic	Soireen i Laxegade			J. Offenbach	True						Reg003051
standardpost	False	VocalAndInstrumentalMusic	Ein Sommernachtstraum			F. Mendelssohn-Bartholdy	True						Reg001030
standardpost	False	VocalAndInstrumentalMusic	La sonnambula			V. Bellini	True				Se ogsaa: Søvngjængersken		Reg002025
standardpost	False	VocalAndInstrumentalMusic	Den sorte Domino			D. F. E. Auber	True				Se ogsaa: Le Domino noir		Reg000753
standardpost	False	VocalAndInstrumentalMusic	Sovedrikken			C. E. F. Weyse	True						Reg003071
krydshenvisning	False	VocalAndInstrumentalMusic	Stradella							Alessandro Stradella			Reg003117
standardpost	False	VocalAndInstrumentalMusic	Den Stumme i Portici			D. F. E. Auber	True						Reg000681
standardpost	False	VocalAndInstrumentalMusic	Syvsoverdag			J. P. E.Hartmann	True						Reg003159
standardpost	False	VocalAndInstrumentalMusic	Søvngjængersken			V. Bellini	True				Se ogsaa: La sonnambula		Reg003177
standardpost	False	VocalAndInstrumentalMusic	Tancredo			G. Rossini	True						Reg003182
standardpost	False	VocalAndInstrumentalMusic	Tannhäuser			R. Wagner	True						Reg003185
standardpost	False	VocalAndInstrumentalMusic	Tempelherren og Jødinden			H. Marschner	True						Reg003196
standardpost	False	VocalAndInstrumentalMusic	Il templario			Otto Nicolai	True						Reg001721
standardpost	False	VocalAndInstrumentalMusic	La Tentation, Opéra-Ballet			F. Halévy; C. Gide	True						Reg002007
standardpost	False	VocalAndInstrumentalMusic	En Times Ægteskab			N. Dalayrac	True						Reg001126
standardpost	False	VocalAndInstrumentalMusic	Titus			W. A. Mozart	True						Reg003273
standardpost	False	VocalAndInstrumentalMusic	De to Dage			L. Cherubini	True				Se ogsaa: Der Wasserträger		Reg000656
standardpost	False	VocalAndInstrumentalMusic	Tony			Hertug Ernst II af Sachsen-Coburg-Gotha	True						Reg003293
standardpost	False	VocalAndInstrumentalMusic	Torquato Tasso			G. Donizetti	True						Reg003299
standardpost	False	VocalAndInstrumentalMusic	La traviata			G. Verdi	True						Reg002026
standardpost	False	VocalAndInstrumentalMusic	Tristan og Isolde			R. Wagner	True						Reg003321
standardpost	False	VocalAndInstrumentalMusic	Troubaduren			G. Verdi	True				Se ogsaa: Il trovatore		Reg003327
standardpost	False	VocalAndInstrumentalMusic	Troubaduren			G. Verdi	True				Se ogsaa: Il trovatore (Divertissement)		Reg003328
standardpost	False	VocalAndInstrumentalMusic	Il trovatore			G. Verdi	True				Se ogsaa: Troubaduren		Reg001724
standardpost	False	VocalAndInstrumentalMusic	Tryllefløiten			W. A. Mozart	True						Reg003329
standardpost	False	VocalAndInstrumentalMusic	Tutti in maschera			C. Pedrotti	True						Reg003336
standardpost	False	VocalAndInstrumentalMusic	Undine			G. A. Lortzing	True						Reg003380
standardpost	False	VocalAndInstrumentalMusic	Ungdom og Galskab			Ed. Du Puy	True						Reg003386
standardpost	False	VocalAndInstrumentalMusic	Den unge hidsige Kone			F. A. Boieldieu	True						Reg000766
standardpost	False	VocalAndInstrumentalMusic	Valeria			Aloys Schmitt	True						Reg003395
standardpost	False	VocalAndInstrumentalMusic	Il ventaglio			P. Raimondi	True						Reg001725
standardpost	False	VocalAndInstrumentalMusic	Vert-vert		Poppedreng	J. Offenbach	True						Reg003450
standardpost	False	VocalAndInstrumentalMusic	Vestalinden			G. L. Spontini	True						Reg003451
standardpost	False	VocalAndInstrumentalMusic	La Vie parisienne			J. Offenbach	True						Reg002010
standardpost	False	VocalAndInstrumentalMusic	Villars Dragoner			L. Maillart	True						Reg003456
standardpost	False	VocalAndInstrumentalMusic	Violettes Dukker			A. Adam	True						Reg003461
standardpost	False	VocalAndInstrumentalMusic	Der Waffenschmied			G. A. Lortzing	True						Reg000819
standardpost	False	VocalAndInstrumentalMusic	Der Wasserträger			L. Cherubini	True				Se ogsaa: De to Dage		Reg000821
standardpost	False	VocalAndInstrumentalMusic	Der Wildschütz			G. A. Lortzing	True						Reg000824
standardpost	False	VocalAndInstrumentalMusic	Wilhelm Tell			G. Rossini	True						Reg003505
standardpost	False	VocalAndInstrumentalMusic	Zampa			F. Hérold	True						Reg003518
standardpost	False	VocalAndInstrumentalMusic	Zemire og Azor			L. Spohr	True						Reg003524
standardpost	False	VocalAndInstrumentalMusic	Ziguenarskan		The Bohemian Girl	M. W. Balfe	True						Reg003528
standardpost	False	VocalAndInstrumentalMusic	Zouavens Hjemkomst			V. Kalhauge	True						Reg003531
standardpost	False	VocalAndInstrumentalMusic	Afguden paa Ceylon			V. Galeotti	True						Reg000162
standardpost	False	VocalAndInstrumentalMusic	Althea		21.5.1854, Dresden								Reg000204
standardpost	False	VocalAndInstrumentalMusic	Amors og Balletmesterens Luner			V. Galeotti	True						Reg000221
standardpost	False	VocalAndInstrumentalMusic	Arkona			A. Bournonville	True						Reg000261
standardpost	False	VocalAndInstrumentalMusic	Armida			Carl Dahlén	True						Reg000262
standardpost	False	VocalAndInstrumentalMusic	Bellman eller Polskdansen paa Grönalund			A. Bournonville	True						Reg000326
standardpost	False	VocalAndInstrumentalMusic	Blomsterfesten i Genzano			A. Bournonville	True						Reg000366
standardpost	False	VocalAndInstrumentalMusic	Brudefærden i Hardanger			A. Bournonville	True						Reg000400
standardpost	False	VocalAndInstrumentalMusic	Conservatoriet			A. Bournonville	True						Reg000539
standardpost	False	VocalAndInstrumentalMusic	Cort Adeler i Venedig			A. Bournonville	True						Reg000548
standardpost	False	VocalAndInstrumentalMusic	Cracovienne		polsk Dans						(21.3.1846, Teatro grande, Trieste. - 13.6.1849. Kgl. Teater, Stockholm)		Reg000550
standardpost	False	VocalAndInstrumentalMusic	Danina eller Jocko, den brasilianske Abe			P. Larcher	True					F. Taglioni	Reg000570
standardpost	False	VocalAndInstrumentalMusic	Danse-Divertissement		1870	A. Bournonville	True						Reg000573
standardpost	False	VocalAndInstrumentalMusic	Il Diavolo in Milano		9.6.1861, Teatro Vittorio Emanuele, Torino								Reg001715
standardpost	False	VocalAndInstrumentalMusic	Divertissement af Troubaduren			A. Bournonville	True						Reg000951
standardpost	False	VocalAndInstrumentalMusic	Le due regine			L. Morosini	True						Reg002093
krydshenvisning	False	VocalAndInstrumentalMusic	Erik Glipping							Erik Menveds Barndom			Reg001176
standardpost	False	VocalAndInstrumentalMusic	Erik Menveds Barndom			A. Bournonville	True						Reg001177
standardpost	False	VocalAndInstrumentalMusic	Esmeralda			Jules Perrot	True						Reg001191
standardpost	False	VocalAndInstrumentalMusic	Et Eventyr i Billeder			A. Bournonville	True						Reg001200
standardpost	False	VocalAndInstrumentalMusic	Der Fassbinder			Barchielli	True						Reg000778
standardpost	False	VocalAndInstrumentalMusic	Festen i Albano			A. Bournonville	True						Reg001281
standardpost	False	VocalAndInstrumentalMusic	Fjeldstuen			A. Bournonville	True						Reg001298
standardpost	False	VocalAndInstrumentalMusic	Fjernt fra Danmark			A. Bournonville	True						Reg001300
standardpost	False	VocalAndInstrumentalMusic	Il flauto magico			Gaetano Gioia	True						Reg001718
standardpost	False	VocalAndInstrumentalMusic	Flick und Flock			Paul Taglioni	True						Reg001302
standardpost	False	VocalAndInstrumentalMusic	Et Folkesagn			A. Bournonville	True						Reg001205
standardpost	False	VocalAndInstrumentalMusic	Frantzia		4.1.1863, Bordeaux								Reg001367
standardpost	False	VocalAndInstrumentalMusic	Galopade af Phantasiens Ø			A. Bournonville	True						Reg001412
standardpost	False	VocalAndInstrumentalMusic	Giselle			J. H. de Saint-Georges; Théophile Gautier; Jean Coralli	True						Reg001454
standardpost	False	VocalAndInstrumentalMusic	Giuditta regina di Francia		21.9.1833, La Scala, Milano								Reg001456
standardpost	False	VocalAndInstrumentalMusic	Graziosa			J. Derley; L. Petipa	True						Reg001482
standardpost	False	VocalAndInstrumentalMusic	Hertugen af Vendômes Pager			J. P. Aumer	True						Reg001585
standardpost	False	VocalAndInstrumentalMusic	De Hinde in het Bosch, of Het Koningrijk der Toovergodin, Balletpantomime efter La Biche au Bois			A. P. Voitus van Hamme	True						Reg000624
standardpost	False	VocalAndInstrumentalMusic	Holberg. Tableau ved Det kgl. Teaters Aabningsforestilling 15.10.1874			A. Bournonville	True						Reg001618
standardpost	False	VocalAndInstrumentalMusic	Isola d'amore		23.4.1861, Teatro Carlo Felice, Torino								Reg001757
krydshenvisning	False	VocalAndInstrumentalMusic	Jocko							Danina			Reg001803
standardpost	False	VocalAndInstrumentalMusic	La Jolie fille de Gand			J. H. de Saint-Georges; Albert	True						Reg001990
standardpost	False	VocalAndInstrumentalMusic	Kermessen i Brügge			A. Bournonville	True						Reg001890
standardpost	False	VocalAndInstrumentalMusic	Kjærligheds-Spaadommen			A. Bournonville	True						Reg001902
standardpost	False	VocalAndInstrumentalMusic	La Lithauienne			A. Bournonville	True						Reg001993
standardpost	False	VocalAndInstrumentalMusic	Livjægerne paa Amager			A. Bournonville	True						Reg002166
standardpost	False	VocalAndInstrumentalMusic	La malagueña		spansk Dans						(8.4.1843. Variétés, Paris)		Reg002018
standardpost	False	VocalAndInstrumentalMusic	Des Malers Traumbild			Jules Perrot	True						Reg000839
standardpost	False	VocalAndInstrumentalMusic	Mandarinens Døttre			A. Bournonville	True						Reg002293
standardpost	False	VocalAndInstrumentalMusic	Le Marché des innocents			M. Petipa; L. Petipa	True						Reg002074
standardpost	False	VocalAndInstrumentalMusic	Mefistofeles, Dansedivertissement af Tryllespillet Le pied de mouton			Folketeatret 31.8.1865	False						Reg002364
standardpost	False	VocalAndInstrumentalMusic	Napoli eller Fiskeren og hans Brud			A. Bournonville	True						Reg002474
standardpost	False	VocalAndInstrumentalMusic	Die nebelgehüllten Mädchen		24.11.1840, München								Reg000929
standardpost	False	VocalAndInstrumentalMusic	Der neue Narciss		24.4.1833, Hamburg								Reg000834
standardpost	False	VocalAndInstrumentalMusic	Nina eller den Vanvittige af Kjærlighed			L. J. Milon	True						Reg002512
standardpost	False	VocalAndInstrumentalMusic	Oprøret i Seraillet			Filippo Taglioni	True						Reg002617
standardpost	False	VocalAndInstrumentalMusic	L'orfana di Velberg		9.10.1833, Firenze								Reg001967
standardpost	False	VocalAndInstrumentalMusic	Pas de trois			A. Bournonville	True						Reg002658
standardpost	False	VocalAndInstrumentalMusic	Pas de quatre			Gustave Carey	True						Reg002657
standardpost	False	VocalAndInstrumentalMusic	Les Pas des déesses		29.7.1847, Her Majesty's Theatre, London								Reg002130
standardpost	False	VocalAndInstrumentalMusic	Il Pelagio		26.12.1840, Teatro Apollo, Rom								Reg001716
standardpost	False	VocalAndInstrumentalMusic	Phantasiens Ø			A. Bournonville	True						Reg002681
standardpost	False	VocalAndInstrumentalMusic	Polka de Carneval, udføres af Hr. Edström		Casino 25.9.1864								Reg002709
standardpost	False	VocalAndInstrumentalMusic	Polka militaire			A. Bournonville	True						Reg002710
standardpost	False	VocalAndInstrumentalMusic	Pontemolle			A. Bournonville	True						Reg002714
standardpost	False	VocalAndInstrumentalMusic	Sardanapal			Paul Taglioni	True						Reg002958
standardpost	False	VocalAndInstrumentalMusic	Die schöne Arsene oder die neue Amazone		25.5.1834, München								Reg000930
standardpost	False	VocalAndInstrumentalMusic	Sennora Pepita dandsende El Ole. Imitation, udføres af Hr. Edström		Casino 23.9.1864								Reg002981
standardpost	False	VocalAndInstrumentalMusic	Skandinavisk Qvadrille			A. Bournonville	True						Reg003016
standardpost	False	VocalAndInstrumentalMusic	Soldat og Bonde			A. Bournonville	True						Reg003054
standardpost	False	VocalAndInstrumentalMusic	La Source			Chr. Nuittier; Saint-Léon	True						Reg002004
krydshenvisning	False	VocalAndInstrumentalMusic	La Sourde							La Source			Reg002005
standardpost	False	VocalAndInstrumentalMusic	Den standhaftige Hajdukke, Fiske-Ballet			Carl; Conrad Møller o.fl.	True						Reg000754
standardpost	False	VocalAndInstrumentalMusic	Stellina, Dansedivertissement			A. Gredelue	True						Reg003103
standardpost	False	VocalAndInstrumentalMusic	Steyrisk Dans			A. Bournonville	True						Reg003105
standardpost	False	VocalAndInstrumentalMusic	Sylfiden			A. Bournonville	True						Reg003148
standardpost	False	VocalAndInstrumentalMusic	Søvngjængersken			Aumer; Scribe	True						Reg003176
standardpost	False	VocalAndInstrumentalMusic	Thrymskviden			A. Bournonville	True						Reg003242
standardpost	False	VocalAndInstrumentalMusic	Toreadoren			A. Bournonville	True						Reg003297
standardpost	False	VocalAndInstrumentalMusic	Valkyrien			A. Bournonville	True						Reg003399
standardpost	False	VocalAndInstrumentalMusic	La Ventana			A. Bournonville	True						Reg002009
standardpost	False	VocalAndInstrumentalMusic	Waldemar			A. Bournonville	True						Reg003479
standardpost	False	VocalAndInstrumentalMusic	Weyses Minde, Ballet-Epilog 5.3.1874			A. Bournonville	True						Reg003498
standardpost	False	VocalAndInstrumentalMusic	Oehlenschläger. Tableau ved Det kgl. Teaters Aabningsforestilling 15.10.1874			A. Bournonville	True						Reg002594
