side,entity_id,label,vol,page,kind,volume_max
segmentation,HCAP00041,"Bang, Oluf (Ole)",IX,463,out of range,397
segmentation,HCAP00041,"Bang, Oluf (Ole)",IX,464,out of range,397
segmentation,HCAP00155,"Collin, Hjalmar",V,756,out of range,456
segmentation,HCAP00155,"Collin, Hjalmar",VIII,759,out of range,464
segmentation,HCAP03441,Florio,I,1841,out of range,511
segmentation,HCAP03968,"Græbe, Chr. Fr.",II,732,out of range,448
segmentation,HCAP04388,"Heiberg, Sara",VI,375,out of range,353
segmentation,HCAP04481,"Henriques, Martin R.",VIII,1345,out of range,464
segmentation,HCAP04481,"Henriques, Martin R.",IX,222123,out of range,397
segmentation,HCAP05385,"Koch, Ida, f. Wulff",V,2456,out of range,456
segmentation,HCAP06344,"Meisling, Inger Cathrine, f. Hjarup",IX,425,out of range,397
segmentation,HCAP06595,"Moltke, Thusnelda (Nelly), Komtesse",V,476,out of range,456
segmentation,HCAP09639,"Warburg, Karl",VII,400,out of range,398
