collin_surname,collin_given_names,collin_birth_year,collin_death_year,match_tier,match_count,match_reg_ids,match_labels
Nygren,Carl Daniel,1806,1851,exact,1,Reg0097150,"Nygren, Carl Daniel (1806–1851)"
Nyrop,"Agnes, f. Lange",1841,1903,exact,1,Reg0097170,"Nyrop, Agnes, f. Lange (1841–1903)"
Nyrop,J. L.,1831,1904,exact,1,Reg0097220,"Nyrop, J. L. (1831–1904)"
Odier,Charles,1804,1881,surname_only,1,Reg0097450,"Odier, Lambert, Bankier-Firma i Genéve, se Lombard, Odier & Cie."
Offenbach,Jaques,1819,1880,exact,1,Reg0097480,"Offenbach, Jacques (1819–1880)"
Oksen,E. L.,1849,1924,exact,1,Reg0097520,"Oksen, Erik Lassen (1849–1924)"
Oldenburg,"August, Storhertug af —",1783,1853,exact,1,Reg0097590,"Oldenburg, August, Storhertug af – (1783–1853)"
Olrik,Henrik,1830,1890,exact,1,Reg0097740,"Olrik, Henrik (1830–1890)"
Olsen,Chr. Ludvig,1806,1865,surname_only,3,Reg0097770;Reg0097820;Reg0097840,"Olsen, Mile | Olsen, Herman Carøe (død 1870) | Olsen, Nicolaj Valdemar"
Olsen,"H. C., Sadelmagermester III, i.V, 265. Olsen, P. E.",1818,1876,surname_only,3,Reg0097770;Reg0097820;Reg0097840,"Olsen, Mile | Olsen, Herman Carøe (død 1870) | Olsen, Nicolaj Valdemar"
Oltmann,Caroline,1837,1900,exact,1,Reg0097870,"Oltmann, Caroline (1837–1900)"
Oranien,"Willem, Prins af —",1840,1879,exact,1,Reg0098210,"Oranien, Willem, Prins af – (1840–1879)"
Orlamundt,C. V.,1807,1871,exact,1,Reg0098280,"Orlamundt, C. V. (1807–1871)"
Orléans,"Philippe Ferdinand, Hertug af —",1810,1842,exact,1,Reg0098340,"Orleans, Philippe Ferdinand, Hertug af – (1810–1842)"
Ortwed,"Johanne Marie, f. Møhl, adopt. Pa­ termann",1799,1876,surname_year_mismatch,2,Reg0098380;Reg0098390,"Ortwed, Johanne Marie, f. Møhl, adopt. Patermann (1798–1876) | Ortwed, Søren (1796–1872)"
Ortwed,Søren,1796,1872,exact,1,Reg0098390,"Ortwed, Søren (1796–1872)"
Otto,Carl,1795,1879,exact,1,Reg0098510,"Otto, Carl (1795–1879)"
Oven,"Charlotte v., Baronesse, f. v. Hagen",1809,1891,exact,1,Reg0098560,"Oven, Charlotte von, f. von Hagn (1809–1891)"
Overskou,Thomas,1798,1873,exact,1,Reg0098600,"Overskou, Thomas (1798–1873)"
Oxholm,Oscar O’Neill,1809,1871,surname_only,2,Reg0098640;Reg0098650,"Oxholm, Frøken (den ældre) | Oxholm, de yngre Frøkner"
Oxholm,W.,1805,1876,exact,1,Reg0098690,"Oxholm, W. (1805–1876)"
Paér,F.,1771,1839,exact,1,Reg0098840,"Paer, F. (1771–1839)"
Paetz,Harald,1837,1895,exact,1,Reg0103320,"Paetz, Harald (1837–1895)"
Pallesen,Hans Carl Chr.,1812,1850,exact,1,Reg0098950,"Pallesen, Hans Carl Christian (1812–1850)"
Palmerston,"Henry John Temple, Viscount",1784,1865,exact,1,Reg0099060,"Palmers ton, Henry John Temple, Viscount (1784–1865)"
Paludan-Muller,Amalie,1837,1900,surname_year_mismatch,5,Reg0099070;Reg0099080;Reg0099090;Reg0099100;Reg0099110,"Paludan-Müller, Benedicte (1843–1916) | Paludan-Müller, Charite, f. Borch (1801–1884) | Paludan-Müller, Charlotte Christiane, f. Tryde (1816–1874) | Paludan-Müller, Frederik (1809–1876) | Paludan-Müller, Jens (1813–1899)"
Paludan-Muller,F.,1809,1876,exact,1,Reg0099100,"Paludan-Müller, Frederik (1809–1876)"
Paludan-Müller,J.,1771,1845,surname_year_mismatch,5,Reg0099070;Reg0099080;Reg0099090;Reg0099100;Reg0099110,"Paludan-Müller, Benedicte (1843–1916) | Paludan-Müller, Charite, f. Borch (1801–1884) | Paludan-Müller, Charlotte Christiane, f. Tryde (1816–1874) | Paludan-Müller, Frederik (1809–1876) | Paludan-Müller, Jens (1813–1899)"
Paracelsus,Aureolus Philippus Theophrastus Bombastus v. Hohenheim,1493,1541,exact,1,Reg0099140,"Paracelsus, Aureolus Philippus Theophrastus Bombas tu s von Hohenheim (1493–1541)"
Patti,Adelina,1843,1919,exact,1,Reg0099260,"Patti, Adelina (1843–1919)"
Paulli,H. S.,1810,1891,exact,1,Reg0099340,"Paulli, H. S. (1810–1891)"
Paulli,R.,1846,1911,surname_year_mismatch,3,Reg0099330;Reg0099340;Reg0099350,"Paulli, Alberta, f. Schow (1815–1891) | Paulli, H. S. (1810–1891) | Paulli, J. H. (1809–1865)"
Paulsen,Tobias Andreas Frederik,1808,1885,exact,1,Reg0099410,"Paulsen, Tobias (1808–1885)"
Pechlin,"Elise v., Baronesse",1792,1858,exact,1,Reg0099480,"Pechlin, Elise von, Baronesse (1792–1858)"
Pedersen,Niels,1848,1931,exact,1,Reg0099660,"Pedersen, Niels (1848–1931)"
Pedersen,Ole,1807,1854,exact,1,Reg0099680,"Pedersen, Ole (jun.) (1807–1854)"
Pedersen,Sophie,1844,1908,exact,1,Reg0099720,"Pedersen, Sophie (1844–1908)"
Pedersen,Vilhelm,1820,1859,exact,1,Reg0099750,"Pedersen, Vilhelm (1820–1859)"
Peppo,"se Beppo. Perthes, Friedrich",1772,1843,surname_only,1,Reg0099890,"Peppo, se: Beppo."
Perugino,Pietro,1446,1524,exact,1,Reg0100030,"Perugino, Pietro di Cristoforo Vanucci, kaldet - (1446–1524)"
Petersdorff,"Christian, Greve",1832,1915,exact,1,Reg0100150,"Petersdorff, Christian, Greve (1832–1915)"
Petersen,Christian Severin,1804,1882,surname_only,17,Reg0100160;Reg0100170;Reg0100180;Reg0100190;Reg0100200;Reg0100210;Reg0100220;Reg0100230;Reg0100240;Reg0100290;Reg0100310;Reg0100360;Reg0100370;Reg0100390;Reg0100420;Reg0100430;Reg0100450,"Petersen, se også: Pedersen. | Petersen | Petersen | Petersen, Frøknerne | Petersen | Petersen | Petersen, Mile | Petersen, Skuespiller 1867, se: Dorph-Petersen. | Petersen, Adolph (1791/92–1829) | Petersen, Carl | Petersen, Charlotte Louise Christine, f. Hinrichsen (1794–?) | Petersen, Hans Christian (død 1889, 76 år gl.) | Petersen, Henrik Georg | Petersen, Jens | Petersen, Johanne Marie | Petersen, Ludvig Rudolph (død 1866) | Petersen, Marius"
Petersen,Clemens,1834,1918,exact,1,Reg0100340,"Petersen, Clemens (1834–1918)"
Petersen,F. C.,1786,1859,surname_only,17,Reg0100160;Reg0100170;Reg0100180;Reg0100190;Reg0100200;Reg0100210;Reg0100220;Reg0100230;Reg0100240;Reg0100290;Reg0100310;Reg0100360;Reg0100370;Reg0100390;Reg0100420;Reg0100430;Reg0100450,"Petersen, se også: Pedersen. | Petersen | Petersen | Petersen, Frøknerne | Petersen | Petersen | Petersen, Mile | Petersen, Skuespiller 1867, se: Dorph-Petersen. | Petersen, Adolph (1791/92–1829) | Petersen, Carl | Petersen, Charlotte Louise Christine, f. Hinrichsen (1794–?) | Petersen, Hans Christian (død 1889, 76 år gl.) | Petersen, Henrik Georg | Petersen, Jens | Petersen, Johanne Marie | Petersen, Ludvig Rudolph (død 1866) | Petersen, Marius"
Petersen,Vilhelm,1830,1913,surname_only,17,Reg0100160;Reg0100170;Reg0100180;Reg0100190;Reg0100200;Reg0100210;Reg0100220;Reg0100230;Reg0100240;Reg0100290;Reg0100310;Reg0100360;Reg0100370;Reg0100390;Reg0100420;Reg0100430;Reg0100450,"Petersen, se også: Pedersen. | Petersen | Petersen | Petersen, Frøknerne | Petersen | Petersen | Petersen, Mile | Petersen, Skuespiller 1867, se: Dorph-Petersen. | Petersen, Adolph (1791/92–1829) | Petersen, Carl | Petersen, Charlotte Louise Christine, f. Hinrichsen (1794–?) | Petersen, Hans Christian (død 1889, 76 år gl.) | Petersen, Henrik Georg | Petersen, Jens | Petersen, Johanne Marie | Petersen, Ludvig Rudolph (død 1866) | Petersen, Marius"
Petit,Charles,1811,1885,exact,1,Reg0100580,"Petit, Charles (1811–1885)"
Petit-Senn,J.,1792,1870,exact,1,Reg0100640,"Petit-Senn, J. (1792–1870)"
Petrarca,Francesco,1304,1374,exact,1,Reg0100660,"Petrarca, Francesco (1304–1374)"
Petzholdt,Augusta,1801,1865,exact,1,Reg0100700,"Petzholdt, Augusta (1801–1865)"
Petzholdt,Fritz,1805,1838,exact,1,Reg0100720,"Petzholdt, Fritz (1805–1838)"
Petöfi,Alexander,1823,1849,exact,1,Reg0100750,"Petöfi, Sandor (Alexander) (1823–1849)"
Pfannenschmidt,"Julie, f. Burow",1806,1868,exact,1,Reg0100810,"Pfannenschmidt, Julie, f. Burow (1806–1868)"
Pfeil,Doris,1844,1917,exact,1,Reg0100840,"Pfeil, Doris (1844–1917)"
Phister,"Charlotte, f. Oehlenschlæger",1811,1835,exact,1,Reg0101030,"Phister, Charlotte (Lotte), f. Oehlenschlæger (1811–1835)"
Phister,"Louise, f. Petersen",1816,1914,exact,1,Reg0101060,"Phister, Louise, f. Petersen (1816–1914)"
Phister,Ludvig,1807,1896,exact,1,Reg0101070,"Phister, Ludvig (1807–1896)"
Pichler,"Karoline, f. v. Greiner",1769,1843,none,0,,
Pignatelli,"Adelaide, Prinsesse, f. Nathan- David",1796,1891,none,0,,
Pilatus,"Pontius, romersk Statholder I, 183. V, 46. Pingel, Maria",1840,1913,none,0,,
Pinquez,J. N.,1814,1876,exact,1,Reg0101220,"Pinquez, J. N. (1814–1876)"
Pio,Louis,1841,1894,surname_year_mismatch,2,Reg0101240;Reg0101250,"Pio, Elisabeth Susanne Sophie, f. Komtesse Sponneck (1846–1905) | Pio, Jean (1833–1884)"
Plat,Claude du,1809,1864,surname_only,1,Reg0101440,"Plat, se: du Plat."
Platen-Hallermund,"Julius v., Rigsgreve",1816,1889,surname_year_mismatch,1,Reg0101510,"Platen-Hallermund, Adolf, Greve (1814–1889)"
Piesner,Augusta,1817,1885,exact,1,Reg0101560,"Piesner, Augusta (1817–1885)"
Ploug,Carl,1813,1894,exact,1,Reg0101700,"Ploug, Carl (1813–1894)"
Plum,Frederik,1760,1834,surname_year_mismatch,2,Reg0101750;Reg0101760,"Plum, Peter (1829–1915) | Plum, Tabitha (1795–1856)"
Plum,Tabitha,1795,1856,exact,1,Reg0101760,"Plum, Tabitha (1795–1856)"
Plüskow,"Wilhelmine v., f. v. Witzleben",1793,1872,exact,1,Reg0101800,"Plüskow, Wilhelmine von, f. von Witzleben (1793–1872)"
Plätzer,Joh. Chr.,1783,1873,ambiguous,2,Reg0101810;Reg0101820,"Plätzer, Caroline Wilhelmine, f. Goith (1783–1850) | Plätzer, Johan Christian (1783–1873)"
Pombal,"Hertugen af — III, 330. Pontoppidan, Hendrik",1814,1901,none,0,,
Portugal,"Fernando, tit. Konge af —",1816,1889,exact,1,Reg0102140,"Portugal, Fernando, tit. Konge af – (1816–1889)"
Portugal,"Luis I, Konge af—",1838,1889,exact,1,Reg0102160,"Portugal, Luis I, Konge af – (1838–1889)"
Portugal,"Maria II da Gloria, Dronning af —, f. Prinsesse af Brasilien",1819,1853,exact,1,Reg0102170,"Portugal, Maria II da Gloria, Dronning af –, f. Prinsesse af Brasilien (1819–1853)"
Potter,Paulus,1625,1654,exact,1,Reg0102290,"Potter, Paulus (1625–1654)"
Poulsen,"Anna, f. Næser",1849,1934,ambiguous,2,Reg0102360;Reg0102430,"Poulsen, Anna, f. Næser (1849–1934) | Poulsen, Olaf (1849–1923)"
Poulsen,Emil,1842,1911,exact,1,Reg0102380,"Poulsen, Emil (1842–1911)"
Poulsen,Olaf,1849,1923,ambiguous,2,Reg0102360;Reg0102430,"Poulsen, Anna, f. Næser (1849–1934) | Poulsen, Olaf (1849–1923)"
Poulsen,"Sophie Cathrine, f. Buli",1827,1904,surname_only,4,Reg0102320;Reg0102330;Reg0102340;Reg0102350,"Poulsen, se også: Paulsen. | Poulsen | Poulsen | Poulsen"
Povelsen,Emma,1812,1841,surname_year_mismatch,1,Reg0102470,"Povelsen, Søren Kierulff (1788–1861)"
Sick,"Odense I, 274-75. V, 73. Povelsen, Søren Kierulff",1788,1861,surname_year_mismatch,5,Reg0115180;Reg0115190;Reg0115200;Reg0115210;Reg0115220,"Sick, Anne Dorothea Olavia, f. de Moldrup (1829–1916) | Sick, C. E. (1826–1864) | Sick, Johs. Peter Kr. (1812–1884) | Sick, Julius (1815–1884) | Sick, Th. B. (1827–1893)"
Pram,G. H.,1756,1821,exact,1,Reg0102500,"Pram, C. (1756–1821)"
Preussen,"Elisabeth, Dronning af —, f. Prin­ sesse af Bayern",1801,1873,ambiguous,2,Reg0102630;Reg0102640,"Preussen, Carl, Prins af – (1801–1883) | Preussen, Elisabeth, Dronning af –, f. Prinsesse af Bayern (1801–1873)"
Price,Carl,1839,1909,exact,1,Reg0102830,"Price, Carl (1839–1909)"
Price,"Helga, f. Collin",1841,1918,exact,1,Reg0102840,"Price, Helga, f. Collin (1841–1918)"
Price,Juliette,1831,1906,ambiguous,2,Reg0102800;Reg0102860,"Price, Amalie (1831–1892) | Price, Juliette (1831–1906)"
Price,Julius,1833,1893,ambiguous,2,Reg0102870;Reg0102900,"Price, Julius (1833–1893) | Price, Sophie (1833–1905)"
Price,"Rosa, f. Lewin",1809,1887,exact,1,Reg0102890,"Price, Rosa, f. Lewin (1809–1887)"
Price,Waldemar,1836,1908,exact,1,Reg0102910,"Price, Waldemar (1836–1908)"
Prim,Juan,1814,1870,none,0,,
Printzlau,Ferd.,1794,1865,exact,1,Reg0102950,"Printzlau, Ferdinand (1794–1865)"
Osten,Anton,1795,1876,none,0,,
Puérari,M. N.,1766,1845,exact,1,Reg0103120,"Puerari, Marc-Nicolas (1766–1845)"
Puggaard,Bolette,1844,1829,exact,1,Reg0103140,"Puggaard, Bolette (1844–1929)"
Puggaard,Hans,1788,1866,exact,1,Reg0103170,"Puggaard, Hans (1788–1866)"
Puggaard,Hans,1845,1895,exact,1,Reg0103180,"Puggaard, Hans (1845–1895)"
Puggaard,Rudolf,1818,1885,exact,1,Reg0103190,"Puggaard, Rudolph (1818–1885)"
Puggaard,"Signe, f. Andrea, adopt. Brandt",1824,1897,exact,1,Reg0103210,"Puggaard, Signe, f. Andréa, adopt. Brandt (1824–1897)"
Patges,Johan Anton,1807,1883,exact,1,Reg0103310,"Pätges, Johan Anton (1807–1883)"
Påtges,Johanne Luise,1812,1890,surname_year_mismatch,1,Reg0103310,"Pätges, Johan Anton (1807–1883)"
Raasløff,"Agnete, f. Toft",1814,1891,exact,1,Reg0103550,"Raasløff, Agnete, f. Toft (1814–1891)"
Raasløff,Anna,1843,1907,exact,1,Reg0103560,"Raasløff, Anna (1843–1907)"
Raasløff,Harald,1810,1893,exact,1,Reg0103570,"Raasløff, Harald (1810–1893)"
Raasløff,"Marie Anna, f. Smith",1815,1891,ambiguous,2,Reg0103590;Reg0103600,"Raasløff, Marie Anne Christine Caroline, f. Smith (1815–1891) | Raasløff, Waldemar (1815–1883)"
Raben,Charlotte,1791,1873,exact,1,Reg0103650,"Raben, Charlotte (1791–1873)"
Raben,Elisabeth,1782,1864,exact,1,Reg0103660,"Raben, Elisabeth (Lise) (1782–1864)"
Raben-Levetzau,"Frederik, Greve",1850,1933,exact,1,Reg0103690,"Raben-Levetzau, Frederik, Greve (1850–1933)"
Rachel,Elisabeth,1821,1858,exact,1,Reg0103720,"Rachel, Elisabeth Felix (1821–1858)"
Racine,Jean,1639,1699,exact,1,Reg0103730,"Racine, Jean (1639–1699)"
Radziwill,"Wilhelm, Fyrste",1797,1870,surname_only,1,Reg0103760,"Radziwill, Wilhelm"
Rahbek,K. L.,1760,1830,exact,1,Reg0103860,"Rahbek, Knud Lyne (1760–1830)"
Raimund,Ferdinand,1790,1836,exact,1,Reg0103890,"Raimund, Ferdinand (1790–1836)"
Ramshardt,"Frøken I, 224. V, 57. Rantzau-Breitenburg, Conrad, Rigsgreve",1773,1845,surname_year_mismatch,3,Reg0104000;Reg0104010;Reg0104020,"Ramshardt, Anna Elisabeth (1785–1868) | Ramshardt, Christiane (1790–1843) | Ramshardt, Johanne Jakobe (1781–1852)"
Rasch,"Marie, f. Holtum",1823,1905,exact,1,Reg0104240,"Rasch, Marie, f. Holtum (1823–1905)"
Rasmussen,Sophie,1827,1897,exact,1,Reg0104330,"Rasmussen, Sophie (1827–1897)"
Rasmussen,Theodorus,1814,1893,exact,1,Reg0104340,"Rasmussen, Theodorus (1814–1893)"
Rasmussen,"Wilhelmine, f. Luplau",1813,1868,exact,1,Reg0104350,"Rasmussen, Wilhelmine, f. Luplau (1813–1868)"
Rauch,Christian Daniel,1777,1857,exact,1,Reg0104390,"Rauch, Christian Daniel (1777–1857)"
Ravnkilde,Niels,1823,1890,exact,1,Reg0104440,"Ravnkilde, Niels (1823–1890)"
Recke,"Caroline, f. Lumbye",1833,1901,exact,1,Reg0104560,"Recke, Caroline von der, f. Lumbye (1833–1901)"
Recke,Ernst v. d.,1848,1933,exact,1,Reg0104580,"Recke, Ernst von der (1848–1933)"
Redsted,Margrethe,1814,1879,surname_year_mismatch,1,Reg0104660,"Redsted, Waldemar (1825–1902)"
Reedtz,"Catharine, f. Benzon",1773,1854,exact,1,Reg0104730,"Reedtz, Gatharine, f. Benzon (1773–1854)"
Reedtz-Thott,"Otto, Lensbaron",1785,1862,exact,1,Reg0104780,"Reedtz-Thott, Otto, Lensbaron (1785–1862)"
Reedtz-Thott,"Tage, Lensbaron",1839,1923,exact,1,Reg0104790,"Reedtz-Thott, Tage, Lensbaron (1839–1923)"
Reichenbach,Ludwig,1793,1879,exact,1,Reg0104870,"Reichenbach, Ludwig (1793–1879)"
Reimer,Carl Theodor,1803,1868,surname_year_mismatch,2,Reg0104910;Reg0104920,"Reimer, Carl Theodor (1808–1868) | Reimer, Charlotte (1791–1885)"
Reimer,Charlotte,1791,1885,exact,1,Reg0104920,"Reimer, Charlotte (1791–1885)"
Reinhardt,J.,1816,1882,exact,1,Reg0105000,"Reinhardt, J. Th. (1816–1882)"
Reinick,Robert,1805,1852,exact,1,Reg0105040,"Reinick, Robert (1805–1852)"
Reiser,C. F.,1718,1786,exact,1,Reg0105060,"Reiser, Carl Friederich (1718–1786)"
Reithoffer,Johann Nepomuk,1791,1872,none,0,,
Reitzel,C. A.,1789,1853,exact,1,Reg0105140,"Reitzel, C. A. (1789–1853)"
Reitzel,Carl,1833,1911,exact,1,Reg0105150,"Reitzel, Carl (1833–1911)"
Renck,Detlev Anton,1809,1867,exact,1,Reg0105250,"Renck, Detlev Anton (1809–1867)"
Reuter,Fritz,1810,1874,exact,1,Reg0105470,"Reuter, Fritz (1810–1874)"
Reuterdahl,Henrik,1795,1870,exact,1,Reg0105500,"Reuterdahl, Henrik (1795–1870)"
Reventlow,"Eugen, Greve",1798,1885,exact,1,Reg0105600,"Reventlow, Eugen, Greve (1798–1885)"
Ricasoli,"Bettino, Baron",1809,1880,none,0,,
Richardson,John,1780,1864,exact,1,Reg0105790,"Richardson, John (1780–1864)"
Richardt,Chr.,1831,1892,exact,1,Reg0105800,"Richardt, Chr. (1831–1892)"
Ridderstad,Karl Fredrik,1807,1886,exact,1,Reg0105860,"Ridderstad, Carl Frederik (1807–1886)"
Riedell,Joh. Fr. Chr.,1830,1906,exact,1,Reg0105890,"Riedell, Joh. Fr. Chr. (1830–1906)"
Rieffel,Wilh. Heinrich,1792,1869,exact,1,Reg0105940,"Rieffel, Wilhelm Heinrich (1792–1869)"
Riegels,"Frøknerne, Døtre af H. G. R. II, 168. V, 181. Riegels, H. C.",1793,1861,exact,1,Reg0106010,"Riegels, H. G. (1793–1861)"
Riise,J. C.,1794,1875,exact,1,Reg0106170,"Riise, J. C. (1794–1875)"
Rimestad,C. V.,1816,1879,exact,1,Reg0106190,"Rimestad, C. V. (1816–1879)"
Ristori,Adelaide,1821,1906,surname_year_mismatch,1,Reg0106290,"Ristori, Adelaide (1822–1906)"
Roat,Christian,1788,1827,none,0,,
Rochefoucauld,"Polydor de la, Greve",1801,1855,none,0,,
Rochussen,Jan Jacob,1797,1871,surname_only,1,Reg0106560,"Rochussen, J. B. G., f. Hubert"
Rochussen,W. F.,1832,1912,exact,1,Reg0106590,"Rochussen, W. F. (1832–1912)"
Ill,"254- V, 342. Rode, Gotfred",1830,1878,none,0,,
Rodenberg,Julius,1831,1914,exact,1,Reg0106670,"Rodenberg, Julius (1831–1914)"
Roed,"Emilie Mathilde, f. Kruse",1806,1894,exact,1,Reg0106700,"Roed, Emilie Mathilde, f. Kruse (1806–1894)"
Roed,Jørgen,1808,1888,exact,1,Reg0106740,"Roed, Jørgen (1808–1888)"
Rosen,"Greve IV, 190. V, 430. Rosen, Dorothea Hermine Charlotte v.",1823,1909,exact,1,Reg0107040,"Rosen, Dorothea von (1823–1909)"
Rosen,Wilhelm Carl Ludwig v.,1788,1853,exact,1,Reg0107140,"Rosen, Wilhelm von (1788–1853)"
Rosenberg,G.,1829,1885,exact,1,Reg0107160,"Rosenberg, G. (1829–1885)"
Rosenberg,Gottfried,1784,1849,surname_year_mismatch,2,Reg0107160;Reg0107170,"Rosenberg, G. (1829–1885) | Rosenberg, Sophie Christiane Elisabeth, f. Dahlén (1799–1870)"
Rosendahl,Erich Peter,1792,1876,exact,1,Reg0107190,"Rosendahl, Erich Peter (1792–1876)"
Rosenhoff,Claudius,1804,1869,exact,1,Reg0107230,"Rosenhoff, Claudius (1804–1869)"
Rosenkilde,C. N.,1786,1861,exact,1,Reg0107260,"Rosenkilde, C. N. (1786–1861)"
Rosenkilde,Julie,1823,1894,surname_only,1,Reg0107280,"Rosenkilde, Rose, se: Sødring, Rose."
Rosenkrantz,"Iver, Baron",1813,1873,exact,1,Reg0107360,"Rosenkrantz, Iver, Baron (1813–1873)"
Rosenørn-Teilmann,Theodor,1817,1879,exact,1,Reg0107510,"Rosenørn-Teilmann, Theodor (1817–1879)"
Rosing,Michael,1830,1904,ambiguous,2,Reg0107520;Reg0107550,"Rosing, Agnes, f. Dunlop (1830–1908) | Rosing, Michael (1830–1904)"
Ross,Ludwig,1806,1859,exact,1,Reg0107600,"Ross, Ludwig (1806–1859)"
Rossing,Marie Charlotte,1825,1884,exact,1,Reg0107630,"Rossing, Marie Charlotte (1825–1884)"
Rossini,G.,1792,1868,exact,1,Reg0107640,"Rossini, Giacomo (1792–1868)"
Roth,"Hulda, f. Bockmühl",1825,,surname_only,3,Reg0107660;Reg0107670;Reg0107680,"Roth, Hulda, f. Bockmühl (1825–?) | Roth, Joseph | Roth, Richard (1848–?)"
Roth,Richard,1848,,surname_only,3,Reg0107660;Reg0107670;Reg0107680,"Roth, Hulda, f. Bockmühl (1825–?) | Roth, Joseph | Roth, Richard (1848–?)"
Rothe,Ludvig August,1795,1879,exact,1,Reg0107710,"Rothe, August (1795–1879)"
Rothe,P. C.,1811,1902,exact,1,Reg0107730,"Rothe, Conrad (1811–1902)"
Rothe,Rudolph,1802,1877,exact,1,Reg0107770,"Rothe, Rudolph (1802–1877)"
Rothschild,Karl,1788,1855,exact,1,Reg0107870,"Rothschild, Karl (1788–1855)"
Rottbøll,Chr.,1805,1894,exact,1,Reg0107930,"Rottbøll, Christian Michael (1805–1894)"
Rousseau,Jean Jaques,1712,1778,exact,1,Reg0107990,"Rousseau, Jean-Jacques (1712–1778)"
Roxburghe,"James Henry Robert, Hertug af —",1816,1879,surname_only,1,Reg0108040,"Roxburghe, Susannah Stephania, Hertuginde af –, f. Dalbiac (død 1895)"
Ruben,"Ida, f. Coppel",1845,1913,exact,1,Reg0108070,"Ruben, Ida, f. Goppel (1845–1913)"
Rubens,Peter Paul,1577,1640,exact,1,Reg0108100,"Rubens, Peter Paul (1577–1640)"
Rung,G. A.,1845,1903,exact,1,Reg0108290,"Rung, Georg (1845–1903)"
Rung,Sophie,1850,1929,exact,1,Reg0108310,"Rung, Sophie (1850–1929)"
Rusland,"Alexander II, Kejser af—",1818,1881,exact,1,Reg0108340,"Rusland, Alexander (II), Storfyrstetronfølger af – (1818–1881)"
Rusland,"Alexander Alexandrovic, Storfyrst af —",1845,1894,exact,1,Reg0108350,"Rusland, Alexander (III), Storfyrstetronfølger af – (1845–1894)"
Rusland,"Nikolaj I, Kejser af —",1796,1855,exact,1,Reg0108420,"Rusland, Nikolaj I, Kejser af – (1796–1855)"
Rusland,"Olga, Storfyrstinde af —",1822,1896,exact,1,Reg0108460,"Rusland, Olga Nikolajevna, Storfyrstinde af – (1822–1896)"
Rusland,"Paul I, Kejser af —",1754,1801,exact,1,Reg0108470,"Rusland, Paul I, Kejser af – (1754–1801)"
Rusland,"Peter den Store, Kejser af —",1672,1725,exact,1,Reg0108480,"Rusland, Peter I, den Store, Kejser af – (1672–1725)"
Rydell,Andreas,1775,1859,none,0,,
Rygaard,Viggo,1849,1928,exact,1,Reg0108610,"Rygaard, Viggo (1849–1928)"
Ryge,Immanuel,1813,1891,exact,1,Reg0108620,"Ryge, Immanuel (1813–1891)"
Ryge,J. C.,1780,1842,exact,1,Reg0108640,"Ryge, J. G. (1780-1842)"
Teater,"Dr. med. I, 36, 301, 303. V, 84, 95, >95- Ryge, Natalia",1816,1895,none,0,,
Rørbye,F. C.,1795,1860,exact,1,Reg0109010,"Rørbye, F. C. (1795–1860)"
Rørbye,M.,1803,1848,exact,1,Reg0109030,"Rørbye, Martinus (1803–1848)"
Rørbye,"Sophie, f. Henne",1813,1896,exact,1,Reg0109050,"Rørbye, Sophie, f. Henne (1813–1896)"
Sachs,Hans,1494,1576,exact,1,Reg0109290,"Sachs, Hans (1494–1576)"
Sachsen,"Amalie, Hertuginde af —",1794,1870,exact,1,Reg0109320,"Sachsen, Amalie, Hertuginde af – (1794–1870)"
Sachsen,"Amalie, Prinsesse af —, f. Prinsesse af Bayern",1801,1877,ambiguous,2,Reg0109330;Reg0109390,"Sachsen, Amalie, Prinsesse af –, f. Prinsesse af Bayern (1801–1877) | Sachsen, Johann, Prins af – (1801–1873)"
Sachsen,"Friedrich August II, Konge af —",1797,1854,exact,1,Reg0109360,"Sachsen, Friedrich August II, Konge af – (1797–1854)"
Sachsen,"Georg, Prins af —",1832,1904,exact,1,Reg0109370,"Sachsen, Georg, Prins af – (1832–1904)"
Sachsen,"Johann, Prins af —",1801,1873,ambiguous,2,Reg0109330;Reg0109390,"Sachsen, Amalie, Prinsesse af –, f. Prinsesse af Bayern (1801–1877) | Sachsen, Johann, Prins af – (1801–1873)"
Sachsen,"Marie, Dronning af —, f. Prinsesse af Bayern",1805,1877,exact,1,Reg0109410,"Sachsen, Marie, Dronning af –, f. Prinsesse af Bayern (1805–1877)"
Sachsen,"Marie Anna, Prinsesse af —, f. Prin­ sesse af Portugal",1843,1884,exact,1,Reg0109420,"Sachsen, Marie Anna, Prinsesse af –, f. Prinsesse af Portugal (1843–1884)"
Sachsen,"Sidonie, Prinsesse af —",1834,1862,exact,1,Reg0109430,"Sachsen, Sidonie, Prinsesse af – (1834–1862)"
Sachsen-Coburg-Gotha,"Albert, Prins af —",1819,1861,exact,1,Reg0109450,"Sachsen-Coburg-Gotha, Albert, Prins af – (1819–1861)"
