page_id,entity_id,entity_label,vol,page,seq
Pag060001,P1324800,"Bentley, Richard (1794–1871)",VI,1,1
Pag060001,P1324800,"Bentley, Richard (1794–1871)",VI,1,2
Pag060001,P1324800,"Bentley, Richard (1794–1871)",VI,1,3
Pag060001,P1324800,"Bentley, Richard (1794–1871)",VI,1,4
Pag060002,P1106400,"Anholm, Georg Laurids (1846–1888)",VI,2,1
Pag060002,P1106400,"Anholm, Georg Laurids (1846–1888)",VI,2,2
Pag060002,P1106400,"Anholm, Georg Laurids (1846–1888)",VI,2,3
Pag060002,P1106400,"Anholm, Georg Laurids (1846–1888)",VI,2,4
Pag060002,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,2,5
Pag060002,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,2,6
Pag060002,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,2,7
Pag060002,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,2,8
Pag060003,P1381000,"Beskow, Bernhard von, Friherre (1796–1868)",VI,3,1
Pag060003,P1381000,"Beskow, Bernhard von, Friherre (1796–1868)",VI,3,2
Pag060003,P1381000,"Beskow, Bernhard von, Friherre (1796–1868)",VI,3,3
Pag060003,P1381000,"Beskow, Bernhard von, Friherre (1796–1868)",VI,3,4
Pag060003,P1381000,"Beskow, Bernhard von, Friherre (1796–1868)",VI,3,5
Pag060053,P1002200,"Aabye, Johan Peter (1818–1880)",VI,53,1
Pag060053,P1002200,"Aabye, Johan Peter (1818–1880)",VI,53,2
Pag060004,P1105600,"Anholm, Anna (1854–1935)",VI,4,1
Pag060004,P1105600,"Anholm, Anna (1854–1935)",VI,4,2
Pag060004,P1105600,"Anholm, Anna (1854–1935)",VI,4,3
Pag060004,P1105600,"Anholm, Anna (1854–1935)",VI,4,4
Pag060004,P1105600,"Anholm, Anna (1854–1935)",VI,4,5
Pag060004,P1140400,"Artot, Désirée (1835–1907)",VI,4,6
Pag060004,P1140400,"Artot, Désirée (1835–1907)",VI,4,7
Pag060004,P1140400,"Artot, Désirée (1835–1907)",VI,4,8
Pag060004,P1140400,"Artot, Désirée (1835–1907)",VI,4,9
Pag060004,P1140400,"Artot, Désirée (1835–1907)",VI,4,10
Pag070310,P1003600,"Aagesen, Andreas (1826–1879)",VII,310,1
Pag070310,P1003600,"Aagesen, Andreas (1826–1879)",VII,310,2
Pag070310,P1409600,"Bille, C. St. A. (1828–1898)",VII,310,3
Pag070310,P1409600,"Bille, C. St. A. (1828–1898)",VII,310,4
Pag060105,P1005800,"Aarsleff, Hans Christian (1812–1878)",VI,105,1
Pag060105,P1005800,"Aarsleff, Hans Christian (1812–1878)",VI,105,2
Pag060105,P1005800,"Aarsleff, Hans Christian (1812–1878)",VI,105,3
Pag060067,P1006000,"Aarøe, Christian (1828–1886)",VI,67,1
Pag060067,P1006000,"Aarøe, Christian (1828–1886)",VI,67,2
Pag060067,P1006000,"Aarøe, Christian (1828–1886)",VI,67,3
Pag060067,P1006000,"Aarøe, Christian (1828–1886)",VI,67,4
Pag060069,P1006000,"Aarøe, Christian (1828–1886)",VI,69,1
Pag060069,P1006000,"Aarøe, Christian (1828–1886)",VI,69,2
Pag060100,P1006000,"Aarøe, Christian (1828–1886)",VI,100,1
Pag060100,P1006000,"Aarøe, Christian (1828–1886)",VI,100,2
Pag060100,P1006000,"Aarøe, Christian (1828–1886)",VI,100,3
Pag060115,P1006000,"Aarøe, Christian (1828–1886)",VI,115,1
Pag060115,P1006000,"Aarøe, Christian (1828–1886)",VI,115,2
Pag060115,P1006000,"Aarøe, Christian (1828–1886)",VI,115,3
Pag060115,P1123600,"Anker, Johan (1838–1876)",VI,115,4
Pag060115,P1123600,"Anker, Johan (1838–1876)",VI,115,5
Pag060115,P1123600,"Anker, Johan (1838–1876)",VI,115,6
Pag060116,P1006000,"Aarøe, Christian (1828–1886)",VI,116,1
Pag060116,P1006000,"Aarøe, Christian (1828–1886)",VI,116,2
Pag060116,P1006000,"Aarøe, Christian (1828–1886)",VI,116,3
Pag060116,P1106400,"Anholm, Georg Laurids (1846–1888)",VI,116,4
Pag060116,P1106400,"Anholm, Georg Laurids (1846–1888)",VI,116,5
Pag060116,P1106400,"Anholm, Georg Laurids (1846–1888)",VI,116,6
Pag060116,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,116,7
Pag060116,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,116,8
Pag060116,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,116,9
Pag060116,P1121600,"Anholm, William (1850–1884)",VI,116,10
Pag060116,P1121600,"Anholm, William (1850–1884)",VI,116,11
Pag060116,P1121600,"Anholm, William (1850–1884)",VI,116,12
Pag060263,P1007400,"Abbott, John",VI,263,1
Pag060263,P1007400,"Abbott, John",VI,263,2
Pag060263,P1007600,"Abbott, Ingeborg, f. Stephens (1839–1911)",VI,263,3
Pag060263,P1007600,"Abbott, Ingeborg, f. Stephens (1839–1911)",VI,263,4
Pag070178,P1008000,Abd-el-Kader (1807–1883),VII,178,1
Pag070178,P1008000,Abd-el-Kader (1807–1883),VII,178,2
Pag060099,P1008400,"Abel, Jacob",VI,99,1
Pag060099,P1008400,"Abel, Jacob",VI,99,2
Pag060099,P1062800,"Amberg, H. C. (1837–1919)",VI,99,3
Pag060099,P1062800,"Amberg, H. C. (1837–1919)",VI,99,4
Pag060013,P1324800,"Bentley, Richard (1794–1871)",VI,13,1
Pag060013,P1324800,"Bentley, Richard (1794–1871)",VI,13,2
Pag070072,P1010000,"Abrahams, N.C.L. (1798–1870)",VII,72,1
Pag070072,P1010000,"Abrahams, N.C.L. (1798–1870)",VII,72,2
Pag070076,P1010000,"Abrahams, N.C.L. (1798–1870)",VII,76,1
Pag070076,P1010000,"Abrahams, N.C.L. (1798–1870)",VII,76,2
Pag070081,P1010000,"Abrahams, N.C.L. (1798–1870)",VII,81,1
Pag070081,P1010000,"Abrahams, N.C.L. (1798–1870)",VII,81,2
Pag070081,P1301000,"Behrent, Sigismund (1843(1845?)-1905)",VII,81,3
Pag070081,P1301000,"Behrent, Sigismund (1843(1845?)-1905)",VII,81,4
Pag070088,P1010000,"Abrahams, N.C.L. (1798–1870)",VII,88,1
Pag070088,P1010000,"Abrahams, N.C.L. (1798–1870)",VII,88,2
Pag060189,P1013200,"Abrahamson, Arnold (1830–1910)",VI,189,1
Pag060189,P1013200,"Abrahamson, Arnold (1830–1910)",VI,189,2
Pag060189,P1013200,"Abrahamson, Arnold (1830–1910)",VI,189,3
Pag060189,P1409600,"Bille, C. St. A. (1828–1898)",VI,189,4
Pag060189,P1409600,"Bille, C. St. A. (1828–1898)",VI,189,5
Pag060189,P1409600,"Bille, C. St. A. (1828–1898)",VI,189,6
Pag060018,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,18,1
Pag060018,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,18,2
Pag060018,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,18,3
Pag060018,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,18,4
Pag060018,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,18,5
Pag060021,P1130800,"Arentzen, Kristian (1823–1899)",VI,21,1
Pag060021,P1130800,"Arentzen, Kristian (1823–1899)",VI,21,2
Pag060021,P1130800,"Arentzen, Kristian (1823–1899)",VI,21,3
Pag060021,P1130800,"Arentzen, Kristian (1823–1899)",VI,21,4
Pag060021,P1130800,"Arentzen, Kristian (1823–1899)",VI,21,5
Pag060021,P1130800,"Arentzen, Kristian (1823–1899)",VI,21,6
Pag070045,P1017200,"Adama van Scheltema, Carel Steven (1815–1897)",VII,45,1
Pag070045,P1017200,"Adama van Scheltema, Carel Steven (1815–1897)",VII,45,2
Pag070271,P1017800,"Adelsvärd, Georg Nikolaus, Friherre (1810–1878)",VII,271,1
Pag070271,P1017800,"Adelsvärd, Georg Nikolaus, Friherre (1810–1878)",VII,271,2
Pag060022,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,22,1
Pag060022,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,22,2
Pag060022,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,22,3
Pag060022,P1200400,"Balling, Helene, f. Næboe (1799–1893)",VI,22,4
Pag060022,P1200400,"Balling, Helene, f. Næboe (1799–1893)",VI,22,5
Pag060022,P1200400,"Balling, Helene, f. Næboe (1799–1893)",VI,22,6
Pag070300,P1018200,Adler,VII,300,1
Pag070300,P1018200,Adler,VII,300,2
Pag070300,P1018200,Adler,VII,300,3
Pag060024,P1130800,"Arentzen, Kristian (1823–1899)",VI,24,1
Pag060024,P1130800,"Arentzen, Kristian (1823–1899)",VI,24,2
Pag060024,P1130800,"Arentzen, Kristian (1823–1899)",VI,24,3
Pag060024,P1130800,"Arentzen, Kristian (1823–1899)",VI,24,4
Pag060024,P1130800,"Arentzen, Kristian (1823–1899)",VI,24,5
Pag060025,P1159200,"Augustenborg, Frederik, Prins af Slesvig-Holsten-Sønderborg- (1829–1880)",VI,25,1
Pag060025,P1159200,"Augustenborg, Frederik, Prins af Slesvig-Holsten-Sønderborg- (1829–1880)",VI,25,2
Pag060025,P1159200,"Augustenborg, Frederik, Prins af Slesvig-Holsten-Sønderborg- (1829–1880)",VI,25,3
Pag060025,P1226800,"Bardenfleth, Carl Emil (1844–1886)",VI,25,4
Pag060025,P1226800,"Bardenfleth, Carl Emil (1844–1886)",VI,25,5
Pag060025,P1226800,"Bardenfleth, Carl Emil (1844–1886)",VI,25,6
Pag060027,P1130800,"Arentzen, Kristian (1823–1899)",VI,27,1
Pag060027,P1130800,"Arentzen, Kristian (1823–1899)",VI,27,2
Pag060027,P1130800,"Arentzen, Kristian (1823–1899)",VI,27,3
Pag060261,P1022600,"Adler, I. B. (1817–1880)",VI,261,1
Pag060261,P1022600,"Adler, I. B. (1817–1880)",VI,261,2
Pag060261,P1022600,"Adler, I. B. (1817–1880)",VI,261,3
Pag060261,P1106400,"Anholm, Georg Laurids (1846–1888)",VI,261,4
Pag060261,P1106400,"Anholm, Georg Laurids (1846–1888)",VI,261,5
Pag060261,P1106400,"Anholm, Georg Laurids (1846–1888)",VI,261,6
Pag060261,P1228600,"Bardenfleth, Johan Frederik (Fritz) (1835–1890)",VI,261,7
Pag060261,P1228600,"Bardenfleth, Johan Frederik (Fritz) (1835–1890)",VI,261,8
Pag060261,P1228600,"Bardenfleth, Johan Frederik (Fritz) (1835–1890)",VI,261,9
Pag060030,P1048800,"Albrecht, Heinrich (1829–1890)",VI,30,1
Pag060030,P1048800,"Albrecht, Heinrich (1829–1890)",VI,30,2
Pag060030,P1048800,"Albrecht, Heinrich (1829–1890)",VI,30,3
Pag060032,P1409600,"Bille, C. St. A. (1828–1898)",VI,32,1
Pag060032,P1409600,"Bille, C. St. A. (1828–1898)",VI,32,2
Pag060032,P1409600,"Bille, C. St. A. (1828–1898)",VI,32,3
Pag060033,P1100000,"Andresen, Valdemar (1838–1918)",VI,33,1
Pag060033,P1100000,"Andresen, Valdemar (1838–1918)",VI,33,2
Pag060036,P1409600,"Bille, C. St. A. (1828–1898)",VI,36,1
Pag060036,P1409600,"Bille, C. St. A. (1828–1898)",VI,36,2
Pag060050,P1136000,Arnesen,VI,50,1
Pag060050,P1136000,Arnesen,VI,50,2
Pag060050,P1136000,Arnesen,VI,50,3
Pag060050,P1136000,Arnesen,VI,50,4
Pag060050,P1136000,Arnesen,VI,50,5
Pag060051,P1094400,"Andersen, Theodor (1835–1909)",VI,51,1
Pag060051,P1094400,"Andersen, Theodor (1835–1909)",VI,51,2
Pag060052,P1094400,"Andersen, Theodor (1835–1909)",VI,52,1
Pag060052,P1094400,"Andersen, Theodor (1835–1909)",VI,52,2
Pag060052,P1094400,"Andersen, Theodor (1835–1909)",VI,52,3
Pag060318,P1034600,"Ahlefeldt-Laurvigen, Adolph, Greve (1823–1910)",VI,318,1
Pag060318,P1034800,"Ahlefeldt-Laurvigen, Angelique Emilie Rosalie, Grevinde, f. Weiss (1822–1884)",VI,318,2
Pag060318,P1035000,"Ahlefeldt-Laurvigen, Antoinette Nancy, Grevinde, f. Komtesse Krag-Juel-Vind-Frijs (1797–1883)",VI,318,3
Pag060318,P1036000,"Ahlefeldt-Laurvigen, Carl, Greve (1792–1871)",VI,318,4
Pag060092,P1035000,"Ahlefeldt-Laurvigen, Antoinette Nancy, Grevinde, f. Komtesse Krag-Juel-Vind-Frijs (1797–1883)",VI,92,1
Pag060092,P1035000,"Ahlefeldt-Laurvigen, Antoinette Nancy, Grevinde, f. Komtesse Krag-Juel-Vind-Frijs (1797–1883)",VI,92,2
Pag060092,P1036000,"Ahlefeldt-Laurvigen, Carl, Greve (1792–1871)",VI,92,3
Pag060092,P1036000,"Ahlefeldt-Laurvigen, Carl, Greve (1792–1871)",VI,92,4
Pag060092,P1037800,"Ahlefeldt-Laurvigen, Frederik, Greve (1834–1888)",VI,92,5
Pag060092,P1037800,"Ahlefeldt-Laurvigen, Frederik, Greve (1834–1888)",VI,92,6
Pag060092,P1041800,"Ahlefeldt-Laurvigen, Vilhelm, Greve (1830–1897)",VI,92,7
Pag060092,P1041800,"Ahlefeldt-Laurvigen, Vilhelm, Greve (1830–1897)",VI,92,8
Pag060093,P1035000,"Ahlefeldt-Laurvigen, Antoinette Nancy, Grevinde, f. Komtesse Krag-Juel-Vind-Frijs (1797–1883)",VI,93,1
Pag060093,P1036000,"Ahlefeldt-Laurvigen, Carl, Greve (1792–1871)",VI,93,2
Pag060066,P1036000,"Ahlefeldt-Laurvigen, Carl, Greve (1792–1871)",VI,66,1
Pag060066,P1036000,"Ahlefeldt-Laurvigen, Carl, Greve (1792–1871)",VI,66,2
Pag060066,P1036000,"Ahlefeldt-Laurvigen, Carl, Greve (1792–1871)",VI,66,3
Pag060066,P1036000,"Ahlefeldt-Laurvigen, Carl, Greve (1792–1871)",VI,66,4
Pag060066,P1037800,"Ahlefeldt-Laurvigen, Frederik, Greve (1834–1888)",VI,66,5
Pag060066,P1037800,"Ahlefeldt-Laurvigen, Frederik, Greve (1834–1888)",VI,66,6
Pag060066,P1037800,"Ahlefeldt-Laurvigen, Frederik, Greve (1834–1888)",VI,66,7
Pag060066,P1037800,"Ahlefeldt-Laurvigen, Frederik, Greve (1834–1888)",VI,66,8
Pag060086,P1037200,"Ahlefeldt-Laurvigen, Carl, Greve (1861–1928)",VI,86,1
Pag060086,P1037200,"Ahlefeldt-Laurvigen, Carl, Greve (1861–1928)",VI,86,2
Pag060089,P1037200,"Ahlefeldt-Laurvigen, Carl, Greve (1861–1928)",VI,89,1
Pag060089,P1037200,"Ahlefeldt-Laurvigen, Carl, Greve (1861–1928)",VI,89,2
Pag060089,P1037200,"Ahlefeldt-Laurvigen, Carl, Greve (1861–1928)",VI,89,3
Pag060082,P1037800,"Ahlefeldt-Laurvigen, Frederik, Greve (1834–1888)",VI,82,1
Pag060082,P1037800,"Ahlefeldt-Laurvigen, Frederik, Greve (1834–1888)",VI,82,2
Pag060082,P1037800,"Ahlefeldt-Laurvigen, Frederik, Greve (1834–1888)",VI,82,3
Pag060082,P1040800,"Ahlefeldt-Laurvigen, Louise, Grevinde, f. Neergaard (1840–1900)",VI,82,4
Pag060082,P1040800,"Ahlefeldt-Laurvigen, Louise, Grevinde, f. Neergaard (1840–1900)",VI,82,5
Pag060082,P1040800,"Ahlefeldt-Laurvigen, Louise, Grevinde, f. Neergaard (1840–1900)",VI,82,6
Pag060082,P1243400,"Bauditz, Mathilde (1827–1915)",VI,82,7
Pag060082,P1243400,"Bauditz, Mathilde (1827–1915)",VI,82,8
Pag060082,P1243400,"Bauditz, Mathilde (1827–1915)",VI,82,9
Pag060084,P1037800,"Ahlefeldt-Laurvigen, Frederik, Greve (1834–1888)",VI,84,1
Pag060084,P1037800,"Ahlefeldt-Laurvigen, Frederik, Greve (1834–1888)",VI,84,2
Pag060084,P1037800,"Ahlefeldt-Laurvigen, Frederik, Greve (1834–1888)",VI,84,3
Pag060084,P1041800,"Ahlefeldt-Laurvigen, Vilhelm, Greve (1830–1897)",VI,84,4
Pag060084,P1041800,"Ahlefeldt-Laurvigen, Vilhelm, Greve (1830–1897)",VI,84,5
Pag060084,P1041800,"Ahlefeldt-Laurvigen, Vilhelm, Greve (1830–1897)",VI,84,6
Pag060084,P1076800,Andersen,VI,84,7
Pag060084,P1076800,Andersen,VI,84,8
Pag060084,P1076800,Andersen,VI,84,9
Pag060238,P1039000,"Ahlefeldt-Laurvigen, Julie, Lensgrevinde, f. Komtesse Wedell-Wedellsborg (1791–1877)",VI,238,1
Pag060238,P1039000,"Ahlefeldt-Laurvigen, Julie, Lensgrevinde, f. Komtesse Wedell-Wedellsborg (1791–1877)",VI,238,2
Pag060238,P1039000,"Ahlefeldt-Laurvigen, Julie, Lensgrevinde, f. Komtesse Wedell-Wedellsborg (1791–1877)",VI,238,3
Pag060238,P1170800,"Bache, Andrea Kirstine Martine, f. Kjerulf (død 1905, 74 år gl.)",VI,238,4
Pag060238,P1170800,"Bache, Andrea Kirstine Martine, f. Kjerulf (død 1905, 74 år gl.)",VI,238,5
Pag060238,P1170800,"Bache, Andrea Kirstine Martine, f. Kjerulf (død 1905, 74 år gl.)",VI,238,6
Pag060238,P1171000,"Bache, Carl Gustav (1832–1896)",VI,238,7
Pag060238,P1171000,"Bache, Carl Gustav (1832–1896)",VI,238,8
Pag060238,P1171000,"Bache, Carl Gustav (1832–1896)",VI,238,9
Pag060063,P1229600,"Bardenfleth, Sophie Amalie, f. Rigsgrevinde von Schmettau (1810–1893)",VI,63,1
Pag060063,P1229600,"Bardenfleth, Sophie Amalie, f. Rigsgrevinde von Schmettau (1810–1893)",VI,63,2
Pag070323,P1039000,"Ahlefeldt-Laurvigen, Julie, Lensgrevinde, f. Komtesse Wedell-Wedellsborg (1791–1877)",VII,323,1
Pag070323,P1039000,"Ahlefeldt-Laurvigen, Julie, Lensgrevinde, f. Komtesse Wedell-Wedellsborg (1791–1877)",VII,323,2
Pag070323,P1039000,"Ahlefeldt-Laurvigen, Julie, Lensgrevinde, f. Komtesse Wedell-Wedellsborg (1791–1877)",VII,323,3
Pag060064,P1229600,"Bardenfleth, Sophie Amalie, f. Rigsgrevinde von Schmettau (1810–1893)",VI,64,1
Pag060064,P1229600,"Bardenfleth, Sophie Amalie, f. Rigsgrevinde von Schmettau (1810–1893)",VI,64,2
Pag060064,P1229600,"Bardenfleth, Sophie Amalie, f. Rigsgrevinde von Schmettau (1810–1893)",VI,64,3
Pag060087,P1040400,"Ahlefeldt-Laurvigen, Louise, Grevinde, f. Baronesse Zytphen-Adeler (1836–1922)",VI,87,1
Pag060087,P1040400,"Ahlefeldt-Laurvigen, Louise, Grevinde, f. Baronesse Zytphen-Adeler (1836–1922)",VI,87,2
Pag060087,P1041800,"Ahlefeldt-Laurvigen, Vilhelm, Greve (1830–1897)",VI,87,3
Pag060087,P1041800,"Ahlefeldt-Laurvigen, Vilhelm, Greve (1830–1897)",VI,87,4
Pag060218,P1040400,"Ahlefeldt-Laurvigen, Louise, Grevinde, f. Baronesse Zytphen-Adeler (1836–1922)",VI,218,1
Pag060218,P1041800,"Ahlefeldt-Laurvigen, Vilhelm, Greve (1830–1897)",VI,218,2
Pag060218,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,218,3
Pag060218,P1316800,"Bentheim-Steinfurth, Ludwig, Prins (1787–1876)",VI,218,4
Pag060246,P1040800,"Ahlefeldt-Laurvigen, Louise, Grevinde, f. Neergaard (1840–1900)",VI,246,1
Pag060246,P1040800,"Ahlefeldt-Laurvigen, Louise, Grevinde, f. Neergaard (1840–1900)",VI,246,2
Pag060250,P1040800,"Ahlefeldt-Laurvigen, Louise, Grevinde, f. Neergaard (1840–1900)",VI,250,1
Pag060250,P1040800,"Ahlefeldt-Laurvigen, Louise, Grevinde, f. Neergaard (1840–1900)",VI,250,2
Pag060250,P1040800,"Ahlefeldt-Laurvigen, Louise, Grevinde, f. Neergaard (1840–1900)",VI,250,3
Pag070123,P1043800,Ahrens (Arenz),VII,123,1
Pag070123,P1043800,Ahrens (Arenz),VII,123,2
Pag070123,P1043800,Ahrens (Arenz),VII,123,3
Pag070126,P1043800,Ahrens (Arenz),VII,126,1
Pag070126,P1043800,Ahrens (Arenz),VII,126,2
Pag070126,P1043800,Ahrens (Arenz),VII,126,3
Pag070132,P1043800,Ahrens (Arenz),VII,132,1
Pag070132,P1043800,Ahrens (Arenz),VII,132,2
Pag070132,P1043800,Ahrens (Arenz),VII,132,3
Pag070134,P1043800,Ahrens (Arenz),VII,134,1
Pag070134,P1043800,Ahrens (Arenz),VII,134,2
Pag070134,P1043800,Ahrens (Arenz),VII,134,3
Pag070134,P1043800,Ahrens (Arenz),VII,134,4
Pag070134,P1043800,Ahrens (Arenz),VII,134,5
Pag070134,P1043800,Ahrens (Arenz),VII,134,6
Pag070136,P1043800,Ahrens (Arenz),VII,136,1
Pag070136,P1043800,Ahrens (Arenz),VII,136,2
Pag070136,P1043800,Ahrens (Arenz),VII,136,3
Pag070136,P1409600,"Bille, C. St. A. (1828–1898)",VII,136,4
Pag070136,P1409600,"Bille, C. St. A. (1828–1898)",VII,136,5
Pag070136,P1409600,"Bille, C. St. A. (1828–1898)",VII,136,6
Pag060072,P1123600,"Anker, Johan (1838–1876)",VI,72,1
Pag060072,P1123600,"Anker, Johan (1838–1876)",VI,72,2
Pag070141,P1046400,"Albedyll, Gustav von (1790–1863)",VII,141,1
Pag070141,P1046400,"Albedyll, Gustav von (1790–1863)",VII,141,2
Pag070141,P1046400,"Albedyll, Gustav von (1790–1863)",VII,141,3
Pag070010,P1048800,"Albrecht, Heinrich (1829–1890)",VII,10,1
Pag070010,P1048800,"Albrecht, Heinrich (1829–1890)",VII,10,2
Pag060078,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,78,1
Pag060078,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,78,2
Pag060078,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,78,3
Pag060078,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,78,4
Pag060078,P1341800,"Berg, Jens (1819–1880)",VI,78,5
Pag060078,P1341800,"Berg, Jens (1819–1880)",VI,78,6
Pag060078,P1341800,"Berg, Jens (1819–1880)",VI,78,7
Pag060078,P1341800,"Berg, Jens (1819–1880)",VI,78,8
Pag070115,P1050000,"Albuquerque, Luiz de Almeida e (1816–?)",VII,115,1
Pag070115,P1050200,"Alcochete, Jácome Leäo Daupias, Baron (1813–1894)",VII,115,2
Pag070115,P1057800,"Almeida, Carlos Augusto de, Visconde, senere (1875) Conde de - (1845–?)",VII,115,3
Pag070115,P1058800,"Almeida, Paulo Martins de, (d. 1874)",VII,115,4
Pag070115,P1059800,"Almeida, Franzisca Sophie, Viscondessa, f. Grevinde Bayrstorff",VII,115,5
Pag070275,P1050400,"Aldridge, Mrs.",VII,275,1
Pag070275,P1050400,"Aldridge, Mrs.",VII,275,2
Pag070275,P1050600,"Aldridge, Ira (ca. 1805–67)",VII,275,3
Pag070275,P1050600,"Aldridge, Ira (ca. 1805–67)",VII,275,4
Pag070275,P1057000,"Allin, Otto (1858–1934)",VII,275,5
Pag070275,P1057000,"Allin, Otto (1858–1934)",VII,275,6
Pag060079,P1106400,"Anholm, Georg Laurids (1846–1888)",VI,79,1
Pag060080,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,80,1
Pag070218,P1054400,"Algreen-Ussing, Frederik (1838–1869)",VII,218,1
Pag070218,P1054400,"Algreen-Ussing, Frederik (1838–1869)",VII,218,2
Pag070218,P1354400,"Bergsøe, Vilhelm (1835–1911)",VII,218,3
Pag070218,P1354400,"Bergsøe, Vilhelm (1835–1911)",VII,218,4
Pag070218,P1363200,"Berner, Gottlob (1823–1914)",VII,218,5
Pag070218,P1363200,"Berner, Gottlob (1823–1914)",VII,218,6
Pag070267,P1054400,"Algreen-Ussing, Frederik (1838–1869)",VII,267,1
Pag070267,P1054400,"Algreen-Ussing, Frederik (1838–1869)",VII,267,2
Pag070267,P1054400,"Algreen-Ussing, Frederik (1838–1869)",VII,267,3
Pag070274,P1054400,"Algreen-Ussing, Frederik (1838–1869)",VII,274,1
Pag070274,P1054400,"Algreen-Ussing, Frederik (1838–1869)",VII,274,2
Pag070274,P1054400,"Algreen-Ussing, Frederik (1838–1869)",VII,274,3
Pag060088,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,88,1
Pag060088,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,88,2
Pag070163,P1056000,"Allen, C. F. (1811–1871)",VII,163,1
Pag070163,P1056000,"Allen, C. F. (1811–1871)",VII,163,2
Pag070163,P1353000,Bergström,VII,163,3
Pag070163,P1353000,Bergström,VII,163,4
Pag060094,P1105600,"Anholm, Anna (1854–1935)",VI,94,1
Pag060094,P1105600,"Anholm, Anna (1854–1935)",VI,94,2
Pag060094,P1106200,"Anholm, Frieda (Friede) (1848–1930)",VI,94,3
Pag060094,P1106200,"Anholm, Frieda (Friede) (1848–1930)",VI,94,4
Pag060094,P1107600,"Anholm, Ida (1852–1929)",VI,94,5
Pag060094,P1107600,"Anholm, Ida (1852–1929)",VI,94,6
Pag060094,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,94,7
Pag060094,P1107800,"Anholm, Joachime, f. Oppermann (1812–1886)",VI,94,8
Pag060094,P1121200,"Anholm, Marie (1845–1914)",VI,94,9
Pag060094,P1121200,"Anholm, Marie (1845–1914)",VI,94,10
Pag060094,P1300200,"Begtrup, Christiane (1798–1875)",VI,94,11
Pag060094,P1300200,"Begtrup, Christiane (1798–1875)",VI,94,12
Pag060094,P1300400,"Begtrup, Frederikke (1803–1893)",VI,94,13
Pag060094,P1300400,"Begtrup, Frederikke (1803–1893)",VI,94,14
Pag060094,P1409600,"Bille, C. St. A. (1828–1898)",VI,94,15
Pag060094,P1409600,"Bille, C. St. A. (1828–1898)",VI,94,16
Pag070078,P1057800,"Almeida, Carlos Augusto de, Visconde, senere (1875) Conde de - (1845–?)",VII,78,1
Pag060095,P1409600,"Bille, C. St. A. (1828–1898)",VI,95,1
Pag060095,P1409600,"Bille, C. St. A. (1828–1898)",VI,95,2
Pag070149,P1057800,"Almeida, Carlos Augusto de, Visconde, senere (1875) Conde de - (1845–?)",VII,149,1
Pag070149,P1058800,"Almeida, Paulo Martins de, (d. 1874)",VII,149,2
Pag070156,P1057800,"Almeida, Carlos Augusto de, Visconde, senere (1875) Conde de - (1845–?)",VII,156,1
Pag070156,P1057800,"Almeida, Carlos Augusto de, Visconde, senere (1875) Conde de - (1845–?)",VII,156,2
Pag070156,P1058800,"Almeida, Paulo Martins de, (d. 1874)",VII,156,3
Pag070156,P1058800,"Almeida, Paulo Martins de, (d. 1874)",VII,156,4
Pag070156,P1059800,"Almeida, Franzisca Sophie, Viscondessa, f. Grevinde Bayrstorff",VII,156,5
Pag070156,P1059800,"Almeida, Franzisca Sophie, Viscondessa, f. Grevinde Bayrstorff",VII,156,6
Pag070156,P1409600,"Bille, C. St. A. (1828–1898)",VII,156,7
Pag070156,P1409600,"Bille, C. St. A. (1828–1898)",VII,156,8
Pag070160,P1057800,"Almeida, Carlos Augusto de, Visconde, senere (1875) Conde de - (1845–?)",VII,160,1
Pag070160,P1057800,"Almeida, Carlos Augusto de, Visconde, senere (1875) Conde de - (1845–?)",VII,160,2
Pag070160,P1058800,"Almeida, Paulo Martins de, (d. 1874)",VII,160,3
Pag070160,P1058800,"Almeida, Paulo Martins de, (d. 1874)",VII,160,4
