entity_id,entity_type,category_h1,genre_h2,form_h3,subform_h4,label,description,see,see_also,year_derived,date_derived,person_derived
P5235400,person,PERSON-REGISTER,,,,"Krieger, Cornelius (1818–1894)","Oberst, Kammerherre, 1880–1888 Generalmajor.",,,1818–1894,,
P5235600,person,PERSON-REGISTER,,,,"Krieger, Johan Cornelius (1756–1824)","Kontreadmiral, Overekvipagemester på Gammelholm.",,,1756–1824,,
P5235800,person,PERSON-REGISTER,,,,"Krieger, Zarah (1843–1870)","Datter af Kaptajnløjtnant i Søetaten Chr. K., g. 1868 m. Peter Wilken Heiberg.",,,1843–1870,,
P5236200,person,PERSON-REGISTER,,,,Kringelbach. G. N. (1839–1912),"cand. jur., Journalist, 1869 Assistent ved Kongerigets Arkiv, senere Arkivar og Chef for Rigsarkivets 2. Afdeling.",,,1839–1912,,
P5236800,person,PERSON-REGISTER,,,,"Kringelbach, Olga Caroline Wilhelmine, f. Sødring (1851–1924)","Datter af Hans Sødring, g. 1872 m. G.N.K.",,,1851–1924,,
P5237200,person,PERSON-REGISTER,,,,"Kringelbach, Viggo (1874–1951)","Søn af G.N.K., senere Kredslæge i Vordingborg.",,,1874–1951,,
P5237400,person,PERSON-REGISTER,,,,"Krog-Meyer, Frøken","Søster til H.W.K.- M. (enten Louise Augusta (1811–1891) eller Marie Margrete (1814–1907)), Ulkebøl 17.9.1844.",,,,,
P5237600,person,PERSON-REGISTER,,,,"Krog-Meyer, Hans Wexels (1805–1883)","Provst, Sognepræst i Ulkebøl, Als, 1832, i Snoldelev og Tune 1864–1879.",,,1805–1883,,
P5237800,person,PERSON-REGISTER,,,,"Krog-Meyer, Johanne Sophia, f. von Görtz (1806–1890)",g. 1832 m. H.W.K.- M.,,,1806–1890,,
P5238000,person,PERSON-REGISTER,,,,Krogh,Føhr 1844.,,,,,
P5238200,person,PERSON-REGISTER,,,,"Krogh, Frøknerne",Døtre af Georg Frederik von K.,,,,,
P5238400,person,PERSON-REGISTER,,,,"Krogh, Andreas Laurits (1816–1881)","Sognepræst i Majbølle, 1863 i Arninge, 1873 i Ønslev og Eskildstrup.",,,1816–1881,,
P5238600,person,PERSON-REGISTER,,,,"Krogh, Camilla von, f. Wedel (1816–1855)","Datter af fhv. Sekondløjtnant i Søetaten Jens Wedel til Søbysøgaard, g. 1843 m. Niels Krabbe v. K.",,,1816–1855,,
P5238800,person,PERSON-REGISTER,,,,"Krogh, Carl von (1832–1910)","Premierløjtnant i Hestgarden, Kammerjunker, senere Ritmester og Kammerherre.",,,1832–1910,,
P5239200,person,PERSON-REGISTER,,,,"Krogh, Charlotte von (1827–1913)",Datter af Godske v. K.,,,1827–1913,,
P5239400,person,PERSON-REGISTER,,,,"Krogh, Christoph von (1785–1860)","Generalmajor, Øverstbefalende over Felthæren 1850, Generalløjtnant s. A., 1851 kommanderende General i Slesvig, s.A. i Holsten og Lauenborg.",,,1785–1860,,
P5240400,person,PERSON-REGISTER,,,,"Krogh, Georg Frederik von (1787–1853)","Postmester i Itzehoe, kar. Oberstløjtnant.",,,1787–1853,,
P5241200,person,PERSON-REGISTER,,,,"Krogh, Godske von (1778–1852)","Amtmand over Husum og Bredsten Amter, Kammerherre.",,,1778–1852,,
P5241400,person,PERSON-REGISTER,,,,"Krogh, Juliane (Julie) Marie von (1818–1885)",Hofdame hos Hertuginde Louise Sophie af Augustenborg.,,,1818–1885,,
P5242400,person,PERSON-REGISTER,,,,"Krogh, Niels Krabbe von (1796–1881)","Postmester i Slagelse 1841, i Nyborg 1852–1864, Kammerjunker, 1854 Kammerherre.",,,1796–1881,,
P5242600,person,PERSON-REGISTER,,,,Krohn,Norsk Familie fra Bergen (Prag 26.6.1841).,,,,,
P5242800,person,PERSON-REGISTER,,,,"Krohn, F. (1806–1883)","Billedhugger, Medaillør ved Møntværkstederne i København og i Altona, 1869 tit. Professor.",,,1806–1883,,
P5243600,person,PERSON-REGISTER,,,,"Krohn, Johan (1841–1925)","Søn af F.K., stud.theol., 1867 cand. theol., Huslærer på Bregentved 1868–1873, Skolemand og Forfatter.",,,1841–1925,,
P5253800,person,PERSON-REGISTER,,,,"Krohn, Pietro (1840–1905)","Søn af F.K., Student 1859, Sekondløjtnant 1864, Maler og Tegner, 1880–1893 Økonomiinspektør ved Det kgl. Teater, 1893 Direktør for Kunstindustrimuseet.",,,1840–1905,,
P5254800,person,PERSON-REGISTER,,,,Kronberg,Polak (Rom 1833).,,,,,
P5255200,person,PERSON-REGISTER,,,,Kroock,"Svensk Løjtnant, Malmø 22.6.1837.",,,,,
P5255400,person,PERSON-REGISTER,,,,"Krossing, Nikolaj (1798–1872)","Kantor ved Citadelskirken, Lærer ved Borgerdydskolen på Christianshavn, Digter.",,,1798–1872,,
P5255600,person,PERSON-REGISTER,,,,"Krum, Daniel (1850–1887)","Søn af J.D.K., Solodanser ved Det kgl. Teater, Balletkomponist.",,,1850–1887,,
P5259000,person,PERSON-REGISTER,,,,"Krum, J. D. (1810–1876)","Traadhandler, Statistformand ved Det kgl. Teater.",,,1810–1876,,
P5259200,person,PERSON-REGISTER,,,,"Krumhar, Johan (ca. 1781–1843)",Brændevinsbrænder i Slagelse.,,,1781–1843,,
P5259400,person,PERSON-REGISTER,,,,"Krumhar, Maria Hedevig, f. Plambock (ca. 1786–1863)",g.m. Johan K.,,,1786–1863,,
P5259600,person,PERSON-REGISTER,,,,Kruse,"(fra Nyborg), dansk Skibsfører på Vej til Valparaiso, Hamburg 23.11.1845.",,,,,
P5259800,person,PERSON-REGISTER,,,,"Kruse, Fanny (1847–1925)","Koristinde på Casino, Skuespillerinde ved Det kgl. Teater 1867–1868, g. 1° Skuespiller J. W. N. Dall, 2° 1884 m. Teaterdirektør Vilhelm Petersen.",,,1847–1925,,
P5260000,person,PERSON-REGISTER,,,,"Kruse, Laurids (1778–1839)",Forfatter og Oversætter.,,,1778–1839,,
P5261200,person,PERSON-REGISTER,,,,"Kruse, Nicoline Bærtelmine Marie, f. Schmidt (1810–1900)",J. Roeds Svigerinde g. 1842 m. Godsinspektør August Wilhelm K.,,,1810–1900,,
P5261400,person,PERSON-REGISTER,,,,"Kruuse af Verchou, Anna, Friherreinde, f. Sinclair (1652–1743)","g.m. svensk Oberst, Friherre Carl Gustaf K. af V.",,,1652–1743,,
P5261600,person,PERSON-REGISTER,,,,"Krüdener, Alexander von, Baron (1786–1850)",russisk Gesandt i Stockholm 1849.,,,1786–1850,,
P5261800,person,PERSON-REGISTER,,,,Krüger,gl. Frue (3.11.1865).,,,,,
P5262800,person,PERSON-REGISTER,,,,"Krüger, Adelaide Sophie, f. Manthey (død 1876, 70 år gl.)",g. 1824 m. Fr. Chr. K.,,,1876,,
P5263200,person,PERSON-REGISTER,,,,"Krüger, Emilie Therese","Datter af Hermann K., Hotel d’Angleterre, København.",,,,,
P5263600,person,PERSON-REGISTER,,,,"Krüger, Fr. Chr. (1795–1865)","Fysikus i Sønderborg 1828–1853, dr. med.",,,1795–1865,,
P5263800,person,PERSON-REGISTER,,,,"Krüger, Fritz (1817–1871)",Ejer af Hotel d’Angleterre fra 1863.,,,1817–1871,,
P5264400,person,PERSON-REGISTER,,,,"Krüger, H. A. (1816–1881)","nordslesvigsk Politiker, Ejer af Bevtoft Mølle.",,,1816–1881,,
P5264800,person,PERSON-REGISTER,,,,"Krüger, Hermann (1821–1892)","Broder til Fritz K., Medejer af Hotel d’Angleterre 1863–1873.",,,1821–1892,,
P5265000,person,PERSON-REGISTER,,,,"Krüger, Marie (Mary), f. Mertens (1824–1891)",g.m. Hermann K.,,,1824–1891,,
P5265800,person,PERSON-REGISTER,,,,"Krägen, Karl (1797–1879)","polsk Klavervirtuos, Hofpianist i Dresden.",,,1797–1879,,
P5266600,person,PERSON-REGISTER,,,,"Kræmer, Charlotte (Lotten) von (1828–1913)","Datter af R.F.v.K., svensk Forfatterinde.",,,1828–1913,,
P5267000,person,PERSON-REGISTER,,,,"Kræmer, Robert Fredrik von (1791–1880)",Landshøvding i Uppsala.,,,1791–1880,,
P5267800,person,PERSON-REGISTER,,,,"Krøyer, H. N. (1799–1870)",Inspektor ved Zoologisk Museum.,,,1799–1870,,
P5268000,person,PERSON-REGISTER,,,,"Kudraffsky, Alexander von (1851–?)","Søn af Chr. v. K., senere Gesandtskabssekretær i Lissabon.",,,1851,,
P5268200,person,PERSON-REGISTER,,,,"Kudraffsky, Christian von (1814–1878)","russisk Chargé d’affaires i København 1863, Gesandt i Lissabon 1866, senere i Madrid.",,,1814–1878,,
P5268800,person,PERSON-REGISTER,,,,"Kudraffsky, Ludwig von (1805–1894)","Broder til Chr. v. K., østrigsk Officer og Diplomat, Gorvettenkapitän, 1837–1841 tjenestegørende ved det østrigske Gesandtskab i Athen og Konstantinopel og Chef for Briggen Montecucoli, senere Feltmarskalløjtnant, Friherre 1859.",,,1805–1894,,
P5269000,person,PERSON-REGISTER,,,,"Kudraffsky, Louise von, f. Labensky (d. efter 1878)",g. 1850 m. Chr. v. K.,,,,,
P5269400,person,PERSON-REGISTER,,,,"Kuhlau, Fr. (1786–1832)",Komponist.,,,1786–1832,,
P5270600,person,PERSON-REGISTER,,,,"Kuhlau, Georg Frederik (død 1878)","Brodersøn af Fr. K., senere Pianist og kgl. Kammermusikus.",,,1878,,
P5270800,person,PERSON-REGISTER,,,,Kuliman,"Broder til J.R.K., Sodertelge 25.5.1849.",,,,,
P5271000,person,PERSON-REGISTER,,,,"Kuliman, J.R.",Dansk Vicekonsul i Uddevalla 1849.,,,,,
P5271400,person,PERSON-REGISTER,,,,"Kummer, Friedrich August (1770–1849)",Tysk Cellist og Komponist.,,,1770–1849,,
P5271600,person,PERSON-REGISTER,,,,"Kunigunde den Hellige, tysk Kejserinde (død 1033)","Datter af Grev Siegfried af Luxemburg, g.m. Kejser Heinrich II.",,,1033,,
P5271800,person,PERSON-REGISTER,,,,"Kunowski, Elise von, f. Bügel (1799–1820)","Datter af Catharina Bügel, g. 1819 m. O.F.W.v.K.",,,1799–1820,,
P5272000,person,PERSON-REGISTER,,,,Kuntze,"forlovet med Organist Rieffels Datter Henriette, Flensborg 1844.",,,,,
P5272200,person,PERSON-REGISTER,,,,"Kunzen, Carl Frederik (1800–1872)","Volontør i Danske Kancelli, senere Justitiarius i den vestindiske Lands-Overret og Konferensraad.",,,1800–1872,,
P5272400,person,PERSON-REGISTER,,,,"Kunzen, F. L. Æ. (1761–1817)",Komponist.,,,1761–1817,,
P5272600,person,PERSON-REGISTER,,,,"Kutzner, Maria (Mimmy) (1851–1876)","Søsterdatter af Elisabeth Jerichau-Baumann, g. 1875 m. Harald Jerichau.",,,1851–1876,,
P5272800,person,PERSON-REGISTER,,,,"Kvartetsangere, svenske","Casino Marts 1870 (Luttemann, Köster, Ellberg og Ryberg).",,,,,
P5273000,person,PERSON-REGISTER,,,,"Küchler, Albert (1803–1886)","Søn af Mette Cathrine K., Maler.",,,1803–1886,,
P5278600,person,PERSON-REGISTER,,,,"Küchler, Mette Cathrine, f. Terkelsen (1762–1849)",g.m. Snedkermester Christian K.,,,1762–1849,,
P5278800,person,PERSON-REGISTER,,,,"Kühle, Clara Elfride (1839–1907)",g.m. Adjunkt P. C. Nielsen.,,,1839–1907,,
P5279000,person,PERSON-REGISTER,,,,Kühlmann,"oldenburgsk Konsul, Bordeaux 1866.",,,,,
P5279400,person,PERSON-REGISTER,,,,"Kühne, Gustav (1806–1888)","Tysk Forfatter, Udgiver af Tidsskriftet »Europa«.",,,1806–1888,,
P5281000,person,PERSON-REGISTER,,,,- Hans Moder,,,,,,
P5281200,person,PERSON-REGISTER,,,,"Küstner, Karl Theodor von (1784–1864)","Intendant ved Hofteatret i München 1833–1842, Generalintendant for Hofteatrene i Berlin 1842–1851.",,,1784–1864,,
P5282000,person,PERSON-REGISTER,,,,"Kähler, Valdemar (1845–1924)","Elev på Sorø Akademis Skole 1856–1863, senere Ejer af Säbyholm ved Laholm, Halland.",,,1845–1924,,
P5282200,person,PERSON-REGISTER,,,,"Käsemodel, G. H. (1798–1849)","Oberstløjtnant, Kommandør for 6. Reservebataillon, faldet ved Fredericia.",,,1798–1849,,
P5282400,person,PERSON-REGISTER,,,,Käthchen von Heilbronn,,,,,,
P5282600,person,PERSON-REGISTER,,,,"Købke, Anna Marie (1851–1933)",g. 1875 m. H. G. W. Afzelius.,,,1851–1933,,
P5282800,person,PERSON-REGISTER,,,,"Köckert, Adoph (1828–1911)",schweizisk Violinist og Komponist.,,,1828–1911,,
P5283000,person,PERSON-REGISTER,,,,"Koenig, Emile (1832–1892)",Læge i le Locle 1861.,,,1832–1892,,
P5283400,person,PERSON-REGISTER,,,,"Koenig, Heinrich (1790–1869)",Tysk Forfatter.,,,1790–1869,,
P5283800,person,PERSON-REGISTER,,,,"Königswarter, Moritz von, Baron (1837–1893)","Bankier i Wien, dansk Generalkonsul.",,,1837–1893,,
P5284400,person,PERSON-REGISTER,,,,"Könneritz, Hans Heinrich von (1790–1863)","sachsisk Gesandt i Paris 1828–1848, Greve 1863.",,,1790–1863,,
P5284600,person,PERSON-REGISTER,,,,"Könneritz, Julius von (1792–1866)","Broder til Hans Heinrich v. K., sachsisk Justitsminister.",,,1792–1866,,
P5284800,person,PERSON-REGISTER,,,,"Könneritz, Marie von",Datter af Julius v. K.,,,,,
P5285000,person,PERSON-REGISTER,,,,"Køppen, Adolph Ludvig (1804–ca. 1873)","Informator, rejste 1834 til Grækenland, Professor i Historie og Geografi ved Miltær-Gymnasiet i Piræus, senere ved Universitetet i Athen, Afsked 1843, 1846 Professor i Arkæologi ved Universitetet i Philadelphia, derefter Lærer i Historie og tysk Litteratur ved Franklin and Marshall College, Pennsylvania, fra 1863 i Kong Georg I af Grækenlands Tjeneste som Bibliotekar.",,,,,
P5286600,person,PERSON-REGISTER,,,,"Køppen, Lovise (1803–1876)","Søster til A.L.K., Lærerinde ved et Pigeinstitut i Kbhvn.",,,1803–1876,,
P5286800,person,PERSON-REGISTER,,,,"Körner, Theodor (1791–1813)",Tysk Digter.,,,1791–1813,,
P5287000,person,PERSON-REGISTER,,,,Köster,"fra Mecklenburg-Schwerin, tysk Rejsende (27.2.1841).",,,,,
P5287200,person,PERSON-REGISTER,,,,"Køster, Camilla Frederikke Christiane, f. Olsen (1838–1903)","Datter af F. C. Olsen, g. 1° 1863 m. H.C.Ø.K., 2° 1875 m. Sognepræst Holger Chr. Vald. K.",,,1838–1903,,
P5287400,person,PERSON-REGISTER,,,,"Køster, Hans Chr. Ørsted (1836–1871)",Hjælpepræst hos Grundtvig i Vartov.,,,1836–1871,,
P5287600,person,PERSON-REGISTER,,,,"Køster, Nicolette (1841–1897)","Datter af Apoteker S. L. K., Randers, g. 1865 m. Apoteker J. P. Karmark Obel.",,,1841–1897,,
P5287800,person,PERSON-REGISTER,,,,"Labatt, Leonard (1838–1897)",Svensk Operasanger.,,,1838–1897,,
P5288000,person,PERSON-REGISTER,,,,"Labenwolf, Pancraz (1493–1563)",Broncestøber og Billedhugger i Nürnberg.,,,1493–1563,,
P5288200,person,PERSON-REGISTER,,,,"Lablache, Signorina",Datter af Luigi L.,,,,,
P5288400,person,PERSON-REGISTER,,,,"Lablache, Frederick (1815–1887)","Søn af Luigi L., italiensk-engelsk Operasanger og Sangpædagog.",,,1815–1887,,
P5288600,person,PERSON-REGISTER,,,,"Lablache, Luigi (1794–1858)",Italiensk Operasanger.,,,1794–1858,,
P5289400,person,PERSON-REGISTER,,,,Laborde,Fransk Operasanger.,,,,,
P5289600,person,PERSON-REGISTER,,,,"Laboulaye, Edouard (1811–1883)",Fransk Forfatter og Politiker.,,,1811–1883,,
P5289800,person,PERSON-REGISTER,,,,"Laccetti, Antonio","fra Vasto, italiensk Rejsende (20.3.1841).",,,,,
P5290000,person,PERSON-REGISTER,,,,"Lachambeaudie, Pierre (1806–1872)",Fransk Fabeldigter.,,,1806–1872,,
P5290200,person,PERSON-REGISTER,,,,"Lachner, Franz (1803–1890)","Tysk Komponist, Hof kapelmester i München 1836–1868.",,,1803–1890,,
P5291400,person,PERSON-REGISTER,,,,"Lachner, Ignaz (1807–1895)","Broder til Franz L., tysk Komponist.",,,1807–1895,,
P5291600,person,PERSON-REGISTER,,,,"Lacoste, Camille","Vin-Agent (Courtier de vins), Bordeaux 25.8.1866.",,,,,
P5291800,person,PERSON-REGISTER,,,,"Ladewig, Anna","Mecklenburg-Schwerin 1869, Oversætterinde.",,,,,
P5292200,person,PERSON-REGISTER,,,,"Lafayette, Marie Joseph Paul de, Marquis (1757–1834)",Fransk Officer og Statsmand.,,,1757–1834,,
P5292400,person,PERSON-REGISTER,,,,"Laffitte, Jacques (1767–1844)",Fransk Finansmand og Politiker.,,,1767–1844,,
P5292600,person,PERSON-REGISTER,,,,Lafontaine,Direktør i Konstantinopel for det østrigske Donau-Dampskibsselskab.,,,,,
P5293000,person,PERSON-REGISTER,,,,"Lafontaine, Jean de (1621–1695)",Fransk Digter.,,,1621–1695,,
P5293800,person,PERSON-REGISTER,,,,"Lagerheim, Charlotta Adelaide, Friherreinde, f. Schwan (1804–1878)",g. 1826 m. Elias L.,,,1804–1878,,
P5294600,person,PERSON-REGISTER,,,,"Lagerheim, Charlotta Eugenia Lovisa Augusta, Friherreinde (1828–1892)","Datter af Elias L., g. 1852 m. Carl Ludvig Løvenskiold.",,,1828–1892,,
P5294800,person,PERSON-REGISTER,,,,"Lagerheim, Elias, Friherre (1791–1864)","svensk-norsk Gesandt i København 1836–1856, Udenrigsminister 1856–1888.",,,1791–1864,,
P5295400,person,PERSON-REGISTER,,,,"Lagerheim, Elias, Friherre (1830–1914)","Søn af Elias L. (1791–1864), Fanejunker i Livregimentets Dragonkorps, senere Major i Armeen, Genealog.",,,1830–1914,,
P5295600,person,PERSON-REGISTER,,,,"Lagerheim, Julius, Friherre (1786–1868)","tidligere svensk Generalkonsul i Algier, fhv. Hofmarskal, Vadstena.",,,1786–1868,,
P5295800,person,PERSON-REGISTER,,,,"La Grange, Anne Caroline de (1825–1905)",Fransk Operasangerinde.,,,1825–1905,,
P5296000,person,PERSON-REGISTER,,,,"Laidlaw, Robena Anna (1819–1901)","Engelsk Pianistinde, g. 1852 m. George Thomson.",,,1819–1901,,
P5296200,person,PERSON-REGISTER,,,,"Lair, Charles",Deltager fra Paris i den arkæologiske Kongres i København 1869.,,,,,
P5296400,person,PERSON-REGISTER,,,,Lais,græsk Hetære.,,,,,
P5296600,person,PERSON-REGISTER,,,,"Lamartine, Alphonse de (1790–1869)",Fransk Digter.,,,1790–1869,,
P5298400,person,PERSON-REGISTER,,,,"Lamartine, Eliza de, f. Birch (1790–1863)",g. 1820 m. A. de L.,,,1790–1863,,
P5298600,person,PERSON-REGISTER,,,,"Lammers, Lambert (1828–1872)","Hollandsk Digter, oversatte »Det døende Barn«.",,,1828–1872,,
P5299000,person,PERSON-REGISTER,,,,"Landesmann, Heinrich (1821–1902)","Tysk Forfatter (Hieronymus Lorm), Broder til Fru Nina Auerbach.",,,1821–1902,,
P5299200,person,PERSON-REGISTER,,,,"Lanfranco, Giovanni (1581–1647)",Italiensk Maler.,,,1581–1647,,
P5299400,person,PERSON-REGISTER,,,,"Lang, Frøken",München November 1840.,,,,,
P5299800,person,PERSON-REGISTER,,,,Lange,"Broder til Overpræsident Michael L. (enten Generalkonsul i La Rochelle August Carl L. (f. 1792) eller Skibsreder, Kaptajn Frederik Wilhelm L. (f. 1795)), München 7.8.1855.",,,,,
P5300400,person,PERSON-REGISTER,,,,"Lange, Agnes (1841–1903)","Datter af H.W.L., Skuespillerinde ved Folketeatret, 1864–1896 ved Det kgl. Teater, g. 1868 m. J.L.Nyrop.",,,1841–1903,,
P5304600,person,PERSON-REGISTER,,,,"Lange, Chr. Th. S. (1819–1879)","Grosserer, cand. phil.",,,1819–1879,,
P5304800,person,PERSON-REGISTER,,,,"Lange, Daniel (1815–?)","Skræddermester, Odense (London 30.6.1847).",,,1815,,
P5305000,person,PERSON-REGISTER,,,,"Lange, Dorthea (Thea) (1804–1882)","Datter af Maren L., g. 1834 m. Bøssemager J. Chr. Jessen, Slagelse.",,,1804–1882,,
P5305400,person,PERSON-REGISTER,,,,"Lange, Eline, f. Bredsdorff (1835–1912)","Datter af J.H.Bredsdorff, g. 1856 m. Johan L.",,,1835–1912,,
P5305600,person,PERSON-REGISTER,,,,"Lange, H. W. (1815–1873)","Søn af Peter Casper L., Teaterdirektør i Provinsen 1845, 1848 Direktør for Casino, 1855–1856 for Hofteatret, 1857 for Folketeatret. Virkelig Kammerraad 1855.",,,1815–1873,,
P5307200,person,PERSON-REGISTER,,,,"Lange, Johan (1818–1898)","konst. Direktør for Botanisk Have 1856–1876, Docent i Botanik ved Landbohøjskolen, 1860 tit. Professor, 1892 Professor.",,,1818–1898,,
P5308000,person,PERSON-REGISTER,,,,"Lange, Josephine",i Huset hos Cazalis i Cette 1846.,,,,,
P5308200,person,PERSON-REGISTER,,,,"Lange, Josephine, f. Leth (1826–1895)",g. 1852 m. S.L.L.,,,1826–1895,,
P5308400,person,PERSON-REGISTER,,,,"Lange, Juliana Maria, f. Michaelsen (1799–1866)",g. 1835 m. H.W.L.,,,1799–1866,,
P5308600,person,PERSON-REGISTER,,,,"Lange, Julie, f. Lumbye (1835–1895)","Datter af H.C.Lumbye, Skuespillerinde ved Folketeatret 1857, ved Casino 1889, g. 1 ° 1867 m. H.W.L., 2 ° 1874 m. Skuespiller Carl Hansen.",,,1835–1895,,
P5308800,person,PERSON-REGISTER,,,,"Lange, Kristian Konrad Sofus (1857–?)","Søn af Thomas L., Patient 1874 på Oringe Sindssygehospital; lever 1880.",,,1857,,
P5309000,person,PERSON-REGISTER,,,,"Lange, Laurentze, f. Lindegaard (1794–1869)","Søster til Otto Lindegaard, g. 1814 m. Rasmus L.",,,1794–1869,,
P5310000,person,PERSON-REGISTER,,,,"Lange, Ludvig Classen (1841–1883)","Student, officersaspirant 1864, levede nogle år i Paris og døde i Marseille.",,,1841–1883,,
P5310200,person,PERSON-REGISTER,,,,"Lange, Maren, f. Payngk (1766–1832)",Enke efter Sognepræst i Stillinge Hans L.,,,1766–1832,,
P5310800,person,PERSON-REGISTER,,,,"Lange, Maria Eleonora (1851–1871)",g. 1871 m. William Watt.,,,1851–1871,,
P5311200,person,PERSON-REGISTER,,,,"Lange, Michael (1788–1856)","Overpræsident i København, Konferensraad.",,,1788–1856,,
P5311600,person,PERSON-REGISTER,,,,"Lange, Peter Casper (1784–1852)",Skomagermester i Kbh.,,,1784–1852,,
P5311800,person,PERSON-REGISTER,,,,"Lange, Rasmus (1777–1848)","Godsejer, Ørbæklunde, Justitsraad.",,,1777–1848,,
P5312000,person,PERSON-REGISTER,,,,"Lange, Salomon Lindegaard (1820–1895)","Søn af Rasmus L., Ejer af Ørbæklunde.",,,1820–1895,,
P5312600,person,PERSON-REGISTER,,,,"Lange, Samuel de (1840–1911)",Hollandsk Komponist og Pianist.,,,1840–1911,,
P5313000,person,PERSON-REGISTER,,,,"Lange, Thomas (1829–1887)","Forfatter, Oversætter af Klaus Groth.",,,1829–1887,,
P5316800,person,PERSON-REGISTER,,,,"Lange-Müller, P. E. (1850–1926)","Søn af Otto Müller, Komponist.",,,1850–1926,,
P5317000,person,PERSON-REGISTER,,,,"Langenau, Amélie, Friherreinde, f. Haffner (1833–1902)","g.1856 m. Friherre Ferdinand v.L., Gesandt ved det nederlandske Hof.",,,1833–1902,,
P5317200,person,PERSON-REGISTER,,,,Langenschmidt,Hotelvært i Lingen 1846.,,,,,
P5317400,person,PERSON-REGISTER,,,,"Langkilde, Bodil, f. Egeløkke (1783–1863)",g. 1804 m. H.P.L.,,,1783–1863,,
P5317600,person,PERSON-REGISTER,,,,"Langkilde, H. P. (1777–1852)",exam.jur. Besidder af Juulskov.,,,1777–1852,,
P5317800,person,PERSON-REGISTER,,,,"Langkilde, Hans Peter (1836–1924)","Adoptivsøn af H.P.L., Besidder af Juulskov, senere Etatsraad.",,,1836–1924,,
P5318000,person,PERSON-REGISTER,,,,"Langkilde, Ingeborg Marie, f. Engelstoft (1839–1902)","Datter af C.T.Engelstoft, g. 1862 m. Hans Peter L.",,,1839–1902,,
P5318200,person,PERSON-REGISTER,,,,"Langreuter, Anton Diedrich Gerhard (1791–1876)","Borgmester i Sønderborg 1830, afsat 1848, Justitsraad.",,,1791–1876,,
P5318400,person,PERSON-REGISTER,,,,"Lanjuinais, Victor, Vicomte de (1802–1869)",Fransk Politiker.,,,1802–1869,,
P5318600,person,PERSON-REGISTER,,,,"Lanner, Joseph (1801–1843)",Østrigsk Dansekomponist.,,,1801–1843,,
P5318800,person,PERSON-REGISTER,,,,Lanoy,"Svoger til Baron Delong, Paris 31.1.1863.",,,,,
P5319000,person,PERSON-REGISTER,,,,La Roche,Kahytstjener ombord på Dampskibet Navarro 16.8.1866.,,,,,
P5319200,person,PERSON-REGISTER,,,,Laroche,Opvarter i Paris 1863.,,,,,
P5319400,person,PERSON-REGISTER,,,,"La Rochefoucauld, Polydor de, Greve (1801–1855)",Fransk Gesandt i Weimar.,,,1801–1855,,
P5319600,person,PERSON-REGISTER,,,,"La Rochefoucauld, Rosemonde de, Grevinde, f. de Busch (død 1847)",g. 1842 m. Polydor de L.,,,1847,,
P5319800,person,PERSON-REGISTER,,,,"Larramendi, Donna",g.m. José L.,,,,,
P5320000,person,PERSON-REGISTER,,,,"Larramendi, José","Spansk Oberstløj tntnt, Granada.",,,,,
P5320400,person,PERSON-REGISTER,,,,Lars,"2 år gl., dattersøn af gårdejer Larsen (Holsteinborg 4.6.1874).",,,,,
P5322200,person,PERSON-REGISTER,,,,Larsen,"(eller Lassen), jydsk Frivillig 1864.",,,,,
P5322400,person,PERSON-REGISTER,,,,"Larsen, Anna Maria, f. Martensen (1841–1888)","Datter af H. L. Martensen, g. 1865 m. Florian Larsen.",,,1841–1888,,
P5322600,person,PERSON-REGISTER,,,,"Larsen, Carl Harald Julius (1831–1894)","Søn af Karen Sophie L., Købmand i Odense.",,,1831–1894,,
P5322800,person,PERSON-REGISTER,,,,"Larsen, Christian",Tjener på Holsteinborg.,,,,,
P5323200,person,PERSON-REGISTER,,,,"Larsen, Christine Sophie, f. Helweg (1822–1878)",g.1844 m. L.C.L.,,,1822–1878,,
P5323400,person,PERSON-REGISTER,,,,"Larsen, Eline Christine Barbara (1829–1914)","Datter af Karen Sophie L., Husejerske i Odense.",,,1829–1914,,
P5323600,person,PERSON-REGISTER,,,,"Larsen, Florian (1838–1916)","Assistent i Indenrigsministeriet, senere Højesteretsassessor.",,,1838–1916,,
P5324000,person,PERSON-REGISTER,,,,"Larsen, Frederik (1774–1853)",Gæstgiver i Odense.,,,1774–1853,,
P5324400,person,PERSON-REGISTER,,,,"Larsen, Frederika, f. Pommer (1789–1850)",g.m. Hans Jørgen L.,,,1789–1850,,
P5324600,person,PERSON-REGISTER,,,,"Larsen, Frederikke (1814–?)",Søster til Fru Caroline Kierulff.,,,1814,,
P5324800,person,PERSON-REGISTER,,,,"Larsen, Hans Jørgen (ca. 1782–1868)",Skomager i Odense.,,,1782–1868,,
P5325000,person,PERSON-REGISTER,,,,"Larsen, Karen Sophie, f. Kjøller (ca. 1797–1862)","Enke efter Skipper Niels L., H.C. Andersens Værtinde 1834–1838 i Nyhavn Nr. 280 (nu Nr. 20).",,,1797–1862,,
P5325400,person,PERSON-REGISTER,,,,"Larsen, L. C. (1813–1873)","Søn af Frederik L., Borgmester i København, Folketingsmand, 1867 Etatsraad.",,,1813–1873,,
