kind	reference_name	reference_desc	reference_refs
candidate_missing	Plätzer, Caroline Wilhelmine, f. Goith (1783–1850)	g.m. Johan Christian P.	III:274
candidate_missing	Poles, Stefan (egl. Rafael Tugenhold) (1847–1875)	polsk Forfatter og Modstandsmand, Emigrant 1863.	V:393;X:1–3;X:163
candidate_missing	Pontoppidan, Ingeborg Magdalene (1845–19?)	Datter af Hendrik P., g. 1869 m. Købmand Heinrich Arthur Drishaus.	VI:97
candidate_missing	Portella, Manuel Maria	portugisisk Forfatter.	VII:124;VII:131;VII:332
candidate_missing	Portilla (Portielje), Frøken	Amsterdam 5.5.1868.	VIII:62
candidate_missing	Prial	fra Rio de Janeiro (1867).	VII:266
candidate_missing	Prutz, Ida, f. Biode (1819–?)	g.1841 m. Robert P.	II:417
candidate_missing	Prøsilius, Ghristoph Peter Julius (1827–1860)	Sekondløjtnant i Søetaten, 1852 Premierløjtnant, 1858 Løjtnant.	III:189
candidate_missing	Pulszky, Franz Aurel, Edler von Lebocz und Gsesalm (1814–1897)	ungarsk Forfatter, Arkæolog og Politiker.	III:76
candidate_missing	Pødenphant, W. S. (1797–1881)	Provinsskuespiller og Teaterdirektør.	IV:462
candidate_missing	Quatrefages de Bréau, Jean Louis Armand de (1810–1892)	Fransk Naturforsker og Antropolog, Professor ved Musée d’histoire naturelle i Paris, deltog i den internationale arkæologiske Kongres i København 27.8.-5.9.1869.	VIII:454;VIII:463–464
candidate_missing	Querfurth, G. O.	Edler von.	IV:281
candidate_missing	Qvoten, Salomon von (ca. 1690–ca. 1750)	Teaterentreprenør, Tandmedikus.	I:176
candidate_missing	Raben, Frue	Berlin (Wildbad August 1855).	IV:177–178
candidate_missing	Radiese witch, Thomas	Vært i Küstendje 1841.	II:212
candidate_missing	Radziwill, Wilhelm	Fyrste (1797–1870), preussisk Generalmajor.	III:39–40
candidate_missing	Rafael (Raffaello Santi) (1483–1520)	Italiensk Maler.	III:124;IV:165;IV:208;IV:229;V:41;V:56;V:65;V:68;V:73;V:322;V:325–327;VII:323;VII:325
candidate_missing	Ramsay, Christina Gharlotta, f. Wästfelt (1812–1895)	g.1836 m. Otto Joh. R.	III:341
candidate_missing	Rantzau, August	Lensgreve (1840–1904) til det grevelige Rantzauske Forlods, senere Hofjægermester.	V:404
candidate_missing	Rasmussen, Frk.	rejsende Skuespillerinde (16.4.1875).	X:434–435
candidate_missing	Rasmussen, Frederik	Skomagersvend, Poet (April 1874).	X:234–235
candidate_missing	Rauch	Kapelmusikus (enten Violoncellisten Ferd. Peter Theodor R. (1817–1871) eller Violinisten Jul. Wilh. Emil R. (1818–1888)).	VI:236
candidate_missing	Reedtz, Gatharine, f. Benzon (1773–1854)	Enke efter Major Niels R. til Palsgaard.	III:404
candidate_missing	Reiche, Hermann	Søn af M.W.R.	II:383
candidate_missing	Reiche, Matthias Wilhelm	Justitiar ved Ahrensburg, Wandsbeck og Wellingsbüttel, Hofraad.	II:383
candidate_missing	Reinhardt, G. E. F. (1829–1896)	Kontorchef i Justitsministeriets Departement for Island.	VI:180
candidate_missing	Reissinger, Marie, f. Stobwasser	g. 1828 m. C.G.R.	IV:222
candidate_missing	Rem, Guido (1575–1642)	Italiensk Maler.	II:79;II:88;II:91;II:94;II:102;II:416;X:72
candidate_missing	Retzsch, Frue	g.m. Moritz R.	II:415–416
candidate_missing	Reuter, Louise, f. Kuntze	g. 1851 m. Fritz R.	X:131–132
candidate_missing	Reventlows	(ikke nærmere angivet).	V:160
candidate_missing	Riedell, Nicoline, f. Horn	g.m. Joh.Fr. R.	IV:355
candidate_missing	Riegels, Frederik (Fritz) (1829–1917)	Søn af Fr.Wilh.R., 1848–1852 Leder af Planteskolen på Snoghøj hos sin Farbroder H.C.R., senere Ejer af flere Gaarde og Redaktør af »Landbovennen«.	III:401
candidate_missing	Riepenhausen	(enten Franz (1786–1831) eller Johannes (1789–1860)), tyske Malere og Raderere.	II:86
candidate_missing	Rietschel, Emst (1804–1861)	Tysk Billedhugger.	IV:284
candidate_missing	Rist	(den unge), Før 7.9.1844.	II:433–434
candidate_missing	Rob Roy (Robert Macgregor Campbell fra Glengylle) (1671–1734)	Bandefører, Skotlands Robin Hood.	III:257
candidate_missing	Rochussen, J. B. G., f. Hubert	g.m. Hendrik R.	III:202
candidate_missing	Rode, Frue	Königsberg, Hotelgæst i Brunnen.	IV:402–403;V:192
candidate_missing	Rolle tt, Herman (1819–1904)	Østrigsk Digter.	III:51;III:59–60;III:168
candidate_missing	- Hans Smaapiger	1873 (Sophie (f. 1861), Benedicte (f. 1863), Charlotte (f.1865) og Caroline (f.1867)).	X:67
candidate_missing	Rosenberg, G. (1829–1885)	Søn af Sophie R., cand. jur. 1854, ansat i Kultusministeriet, 1863 Fuldmægtig, 1856–1867 Medarbejder ved »Dansk Maanedsskrift«, 1884 midlertidig Docent i dansk Litteraturhistorie ved Københavns Universitet, Litteraturhistoriker.	IV:409;VIII:447;IX:37;IX:117;X:296–297;X:305
candidate_missing	Rosenkrantz	Baron, fra Lolland. (Misforstaaelse af H.C. Andersen., se: Rosenørn-Lehn, Otto.)	VI:329
candidate_missing	Rosenkrantz, Birgitte Charlotte, Baronesse, f. Baronesse Reedtz-Thott (1788–1868)	Enke efter Ritmester, Baron Jørgen R. til Vedø og Sophiendal.	VI:328
candidate_missing	Rosenstand, Niels Peter (død 1859, 55 år gl.)	Skovrider under Corselitze.	III:425–426
candidate_missing	Ross, Charles (Carl) (1816–1858)	holstensk Maler.	II:59
candidate_missing	Rothe, Vilhelmine Susanne, f. Kolderup-Rosenvinge (1823–1888)	g. 1845 m. C.R.	IX:203
candidate_missing	Rothmann, G. T. (1834–1910)	Sadelmagermester, senere Hof-Tapetserer og Direktør i Haandværkerbanken.	IX:88
candidate_missing	Rothschild, Hannah, f. Gohen (død 1850)	Enke efter Bankier Nathan Mayer R.	III:225
candidate_missing	Rothschild. Louisa, Lady, f. Montefiore (1821–1910)	Datter af Henrietta Montefiore, g. 1840 m. Anthony R.	III:225
candidate_missing	Ruben, Ida, f. Goppel (1845–1913)	Datter af S.Coppel, g. 1865 m. Bernhard R.	VIII:219;X:56–57;X:70;X:198;X:200;X:232;X:388
candidate_missing	Rusland, Nikolaj Alexandrovitj, Storfyrst - tronfølger af – (1843–1865)	Søn af Kejser Alexander II af R.	V:323;VI:119;VI:133–134;VI:215;VI:216;VI:230
candidate_missing	Russell, John (1861 Jarl af R.) (1792–1878)	Engelsk Politiker, 1846–1852 og 1865–1866 Premierminister.	III:237
candidate_missing	Rüdiger, Karl (død 1862)	Ober-Regierungsrat, Minden in Westfalen.	III:30–31
candidate_missing	Röhl, Frøken	Datter af Wilhelmine R., tysk-slesvigsk Forfatterinde.	VIII:16;VIII:51
candidate_missing	Rönckendorff, Franz (1808–ca. 1850)	Vinhandler i Braunschweig.	II:48
candidate_missing	Röscher, Paul (f. ca. 1832)	Søn af Julius J. R., Nevø af Robert Prutz.	II:418
candidate_missing	Sabbatini, Lorenzo (Lorenzino da Bologna) (ca. 1530–76)	Italiensk Maler.	I:393
candidate_missing	Sachsen-Weimar-Eisenach, Ida, Prinsesse ai –, f. Prinsesse af Sachsen-Meiningen (1794–1852)	g.1816 m. Bernhard af S.-W.-E.	IV:81
candidate_missing	Sachsen-Weimar-Eisenach, Luise, Storhertuginde af –, f. Prinsesse af Hessen-Darmstadt (1757–1830)	g.1775 m. Carl August af S.-W.-E.	II:402
candidate_missing	Saint-Cyr	(Sommeren 1848).	III:289
candidate_missing	Saint-Ferriol, Vicomte de	Fransk Gesandt i København 1869–1876.	IX:209–211;IX:234
candidate_missing	Saint-Lieu, Marquis	Fransk Journalist, Rolighed 28.7.1870.	VIII:407–408
candidate_missing	Salmonsen, M. (1843–1913)	Boghandler, udvandret 1872 til Chicago, her Journalist, senere Magistratsembedsmand.	X:363
candidate_missing	Saloman, Siegfried (1816–1899)	Komponist.	VIII:146;VIII:242–243;IX:106;IX:314;X:298
candidate_missing	Salomon, Israels Konge (ca. 975–35 f. Chr.)	Søn af David.	IV:56;VII:252
candidate_missing	Saltza, Charlotta von, Friherreinde (f. og d. 1764)	Datter af Carl Fredrik von S.	III:345
candidate_missing	Sanne, Nanna (ved Daaben: Anne) (1837–1880)	Søster til Emma S., Pianistinde, Musiklærerinde, g.m. Komponisten, Kantor Louis Hornbeck.	VI:264
candidate_missing	San ten, Frederika Christina van, f. Bernhard (1802–1880)	g.m. Jac. Jasper v. S.	III:202;VII:58–59
candidate_missing	Saraceni, Carlo (Carlo Veneziano) (1585–1620)	Italiensk Maler.	I:254
candidate_missing	Saurmar-Stenzendorf, Roda von, Grevinde, f. Grevinde von Wurmbrand-Stuppenbach (1844–1916)	g. 1867 m. preussisk Ritmester Joseph Johan v. S.-S.	VIII:268
candidate_missing	Saxo (omkr. 1200)	Historiker.	III:416
candidate_missing	Saxtoiph, Augusta, f. Brun (død 1888)	Enkefrue.	VIII:453
candidate_missing	Sayn-Wittgens tein-Berleburg, Pulcheria, Prinsesse af –, f. Prinsesse Cantacazenos (1840–1865)	g. 1856 m. Emil S.-W.-B.	IV:230–231
candidate_missing	Scavenius, Peder (Peer) (1845–1919)	Søn af Peder Brønnum S., Student (Herlufsholm) 1864, cand. jur. 1870, 1872 Ejer af Vorgaard.	VI:173;VI:176;VI:177;VII:197–198;VII:231;VII:363;VIII:13;VIII:18;VIII:172;VIII:186
candidate_missing	Scavenius, Thyra, f. Gastonier (1850–1930)	Datter af Annie Castonier, g. 1869 m. Carl S.	IX:72–73
candidate_missing	Scheele, Frøken	Søster til L.N.Scheele (han havde 6 ugifte Søstre, hvoraf de 5 var indskrevet i Vemmetofte, hvem H.C. Andersen mener, kan ikke afgøres).	IV:292–293
candidate_missing	Schellow, Frue	fra Preussen, Wildbad August 1855.	IV:177–178
candidate_missing	Schepelem	to Frøkner, København 7.2.1873.	X:25
candidate_missing	Schepelem, Georg (1839–1900)	stud, theol., 1864 cand. theol., 1869 residerende Kapellan ved Trinitatis Kirke, København, 1878 Sognepræst sst.	V:156
candidate_missing	Schibbye, Jacobine, f. Bruun (død 1890, 83 år gl.)	g. 1841 m. Jens S.	III:188
candidate_missing	Schill, Ferdinand von (1774–1809)	Tysk Major, Frikorpsfører.	II:395
candidate_missing	Schirmann, Frue, f. Manger	Søster til Fru Rosalie Henselt, Maxen Juli 1855.	IV:161–162
candidate_missing	Schirmann, Frk.	Datter af Fru S., Maxen Juli 1855.	IV:161–162
candidate_missing	Schlesinger, Frue	g.m. M.S.	I:485–486;I:488;II:256
candidate_missing	Schlesinger, M.	Stein- und Galanteriehändler aus Turnau in Böhmen (Juli 1834).	I:485–486;I:488
candidate_missing	Schletter, Louise von, f. Behr	Enke efter Købmand Salomo Ferdinand v. S., Leipzig 14.2.1846.	III:62
candidate_missing	Schlönbach, Auguste, f. Schröder	Tysk Skuespillerinde, g. 1° Gerlach, 2° 1855 m. Arnold S.; hun var Søster til Wilhelmine Schröder-Devrient.	IV:387
candidate_missing	Schmidt fra Würzburg	(München 6.10.1860).	IV:445
candidate_missing	Schmidt, Frue	g.m. Julian S.	IV:217
candidate_missing	Schmidt, Christian Wilhelm Michael	Søn af Chr. S.	VI:338
candidate_missing	Scholler	(Schöller?), Bordeaux 26.8.1866.	VII:176
candidate_missing	Scholtz Hermensdorff, Fru von	g.m. Henry W. von S. H.	V:238–239;V:241;V:245
candidate_missing	Scholtz Hermensdorff, Henry W. von (død 1893)	Adjungeret Konsul i Málaga hos Onkelen E. W. von S., 1865 dansk Vicekonsul sst.	VII:302;VIII:417;VIII:419
candidate_missing	Schousboe (f. ca. 1859)	Datter af Otto S., Rolighed 2.9.1870.	VIII:409
candidate_missing	- Hendes Søster		IX:98
candidate_missing	Schousboe, Herman	Søn af O. S.	IX:98–99;IX:304
candidate_missing	Schoustrup	(»den lille Skoustrup«), 10.8.1869.	VIII:238
candidate_missing	Schrader, Ulla	fra Lingen, Slægtning af Karoline v. Zöllner, Maxen Maj 1854.	IV:134–135
candidate_missing	Schulenburg, Karen Hjort von der	Rigsgrevinde, f. de Seue, g.1841 m. C.O.F. v.d.S.	II:308–309
candidate_missing	Seat, W. H.	Amerikansk Præst, samler ind til et Universitet i Texas.	VIII:240–241
candidate_missing	Seeker	Mrs. og Miss, fra Windsor, München 26.7.1855.	IV:168
candidate_missing	Seebach, Wilhelmine	Tysk Skuespillerinde, Søster til Marie S. (1834–1897).	IV:171
candidate_missing	Seiler, Otto	Tysk Godsejer, Jernbanepassager Leipzig-Dresden 24.7.1851.	IV:50–51
candidate_missing	Semmler, Julius	holstensk Musiker fra Itzehoe, Brüssel 5.3.1843.	II:318
candidate_missing	Serral, Dolorés	Spansk Danserinde.	II:41–42;II:344
candidate_missing	Sidenius, Jfr.	Datter af Isaac S. (enten Marie (1823–1899) eller Nicoline (1826–1893)).	IV:31
candidate_missing	Siebold, Antonie von, f. Nôldechen	g. 1856 m. K.Th.E.v.S.	IV:386;IV:396;IV:445;V:102–104
candidate_missing	Silva-Loureiro, Antonio José da	portugisisk Diplomat, Stockholm 1849.	III:324
candidate_missing	da Silva Pereira	dr.theol., Coimbra 21.7.1866.	VII:145
candidate_missing	Simion, M. (død 1854)	Forlagsboghandler i Berlin.	III:35–36;III:39;III:66
candidate_missing	Simon	parisisk Skomager, hos hvem Louis XVII (1785–1795) tilbragte sin sidste Levetid.	IV:52
candidate_missing	Simonsen, Emesta (1843–1916)	Datter af Sophus S., Plejedatter af H.P.Holst, g. 1869 m. Harald Christophersen.	VI:54;VIII:243–244
candidate_missing	Simony, Anna Sophie, f. Faber (1812–1896)	g. 1837 m. Carl S.	IV:344
candidate_missing	Skinkel, Bernike (død 1418)	Rigsraad (til Rugaard, ikke Rygaard).	II:294
candidate_missing	Skovgaard, P. G. (1817–1875)	Maler.	V:274;VII:323;VII:325;VIII:276–278;X:434
candidate_missing	Skram, Erik (1847–1923)	Søn af Gustav Schram, Rigsdagsstenograf 1872, Protokolsekretær 1894–1918, Forfatter.	X:220
candidate_missing	Soveral, Elisa, Viscondessa, f. Bayne	g. 1838 m. A. Pinto de S.	VII:95–96
candidate_missing	Spetz	(måske: Spatz), Napoli 5.3.1841.	II:140
candidate_missing	Spitzeder, Betty, f. Vio (død 1872)	Tysk Operasangerinde, g. 1831 m. Joseph S.	I:428
candidate_missing	Spontini, GasparO (1774–1851)	Italiensk Operakomponist. Generalmusikdirektor i Berlin.	I:495–496;IV:60;IV:281
candidate_missing	Sporon, G. G. W. (1824–1890)	Broder til B.G.S., Assessor i Kriminal- og Politiretten, 1871 i Landsoverretten.	VI:150
candidate_missing	Spotturno, Bartolomeo	Dansk Vicekonsul i Cartagena 1853–1882.	V:233–236
candidate_missing	Spotturno, Ricardo	Søn af Bartolomeo S., russisk Vicekonsul i Cartagena 1862.	V:234–235
candidate_missing	Spur, Frøknerne	Døtre af Johan Henrik S., Hobro 6.7.1865.	VI:246
candidate_missing	Staggemeier, Frøknerne	(Wilhelmine (1832–1898), Rosa (1837–1915)), Døtre af Oberst, senere Generalmajor E.F.S., Aalborg 26.7.1859.	IV:344
candidate_missing	Stahn, Frk.	ledsager Frøknerne Heinke 1874 på Rejsen til København.	X:254–256
candidate_missing	Stahr, Marie, f. Kraetz	g. 1833 m. Adolf S., Ægteskabet opløst 1854.	III:22
candidate_missing	Stanley, Edward John, Lord (1850 Baron Stanley of Alderley) (1802–1869)	Under-secretary for Foreign Affairs 1846–1852.	III:220
candidate_missing	Steenbuch	Søn af H.T.M.S. (enten Augustinus S. (1846–1879), senere cand. pharm., eller Hans S. (1847–1899), senere exam.jur.).	VII:228
candidate_missing	Steinheim, Johanna (Hannah) (1793–1882)	g.1814 m. S.L.S.	VI:130
candidate_missing	Stephensen	Student (enten Hilmar (1846–1889), Student 1864, senere Departementschef i Ministeriet for Island, eller Thorvald (1843–?), Student 1862, cand. phil. 1864, 1866 udvandret til Amerika).	VI:246
candidate_missing	Stolberg	(»en stiv, fornem Grev Stolberg«) (Oldenburg 10.6.1847).	III:191
candidate_missing	Stramboe, Signe, f. Hollensted (død 1884)	g.m. Edvard S.	X:135
candidate_missing	Stöver, J. H. (1825–1911)	Hollandsk Billedhugger.	VII:49–50
candidate_missing	Støvlet-Cathrine (Anne Cathrine Benthacken) (1745–1805)	Chr. VII's Mætresse, g. 1° 1770 m. Advokat i övelgönne, senere Toldinspektør i Nysted C.D.R.Maës, 2° 1785 m. Musiker, senere Fiskemester H.H.Schweder.	VI:330
candidate_missing	Suhrn, P. F. (1728–1798)	Historiker.	X:260
candidate_missing	Suzor, Madame de, Grevinde, f. de Livio	Søster til Fru Elisa Bjerring, g.m. Jules de S.	II:417
candidate_missing	Suzor, Jules de	Greve, fransk Publicist og Foredragsholder, Leipzig 23.7.1844.	II:417
candidate_missing	Svensson, Sven	Gæstgiver i Kolding 1866.	VII:20–21
candidate_missing	Sverrig, Inge den Yngre, Konge af – (død 1125)	Konge ca. 1110.	II:11
candidate_missing	Sverrig, Ragvald Knapfofde, Konge af – (ca. 1130?)		II:11
candidate_missing	Sylow, Frøken	Tidligere Guvernante.	III:368
candidate_missing	Sylvester II (død 1003)	Pave 999.	II:236
candidate_missing	Sønderup, Anna (1841–1870)	Forfatterinde, g. 1868 m. den ungarske Arkitekt Ferenc Schulz.	VII:12;VII:277;VII:346;VIII:2
candidate_missing	Søren (Søren Ebbesen?)	Slagelse 24.3.1826.	I:50
candidate_missing	Sørensen	Skuespillerinde (?) (1863).	V:438
candidate_missing	Tacitus, Publius Cornelius (ca. 55–ca. 120)	romersk Historiker.	III:85
candidate_missing	Talleyrand-Périgord, Charles-Angelique, Baron (1821–?)	Fransk Gesandt i Weimar 1852–1854, senere i St. Petersborg.	IV:84–85;IV:87;IV:89;IV:216
candidate_missing	Tann, Ludwig von der (fra 1868 Friherre von und zu Ratsamhausen) (1815–1881)	Bayrisk Officer, deltog i 1ste slesvigske Krig (Affæren ved Hoptrup, Slaget ved Isted, Angrebet på Frederiksstad), Oberstløjtnant 1848, 1855 Generalmajor, 1869 General.	IV:98;IV:102;IV:105;IV:150;IV:152–153;IV:167;IV:379
candidate_missing	Tardini, Anna (Jeanette) (1845–1918)	Balletdanserinde, g. 1864 m. Emil Hansen.	VI:143
candidate_missing	Tauro, N.	Italiensk Operakomponist og Sanger.	II:140–141
candidate_missing	- Hans Søster		V:194
candidate_missing	Terkelsen, Peter Christian	Hornblæser, Dannebrogsmand.	IV:6–7
candidate_missing	Tesdorpf, Dorthea (Dora) (1850–1852)	Datter af Edward T.	III:425
candidate_missing	Theoderik I (den Store) (454–526)	østgotisk Konge 475, Konge af Italien 493.	I:309
candidate_missing	Theokritos (f.ca. 300 f.Chr.)	græsk Digter.	X:54
candidate_missing	Theresia (Santa Teresa de Jesus) (1515–1582)	Spansk Helgeninde.	II:149
candidate_missing	Thiele	(»Onkel Thiele«, en af J.M.Thieles tre Brødre: Kontorchef i Finansministeriet, Justitsraad, senere Etatsraad Frederik VilhelmT. (1791–1877), Instrumentmager Frederik Anton T. (1793–1859), Instrumentmager Johan Christopher T. (1798–1854)).	IV:28
candidate_missing	Thomas, Margrethe (Margarith)	Fru Serres Selskabsdame.	IV:162–163;IV:208;IV:280;IV:460;V:106;V:109;VIII:266–267;IX:261;X:289
candidate_missing	Thomsen, Bolette, f. Nielsen	g.m. Klokker ved Vartov Kirke Lars T.	VI:221
candidate_missing	Thomsen, Rosalinde (Magda von Dolcke) (1837–1926)	Skuespillerinde ved Det kgl. Teater 1859–1863, derefter i Tyskland, g. 1886 m. Fabrikant Bosse.	IV:469;VI:334;VIII:4–5;VIII:16–17;IX:204
candidate_missing	Thott, Frederik (Fritz) (1803–1882)	Løjtnant ved Skånska Husarregiment, senere Generalmajor.	II:33;II:40
candidate_missing	Thrane, Chr. W. Fr. G. C. (1802–1880)	Oberst.	IV:229
candidate_missing	Tybjerg, Asbjørn (født og død 1871)	Søn af Chr. T.	IX:25
candidate_missing	Thyberg (fra 1866: Tybjerg), Christian (1815–1879)	Søn af Oline T., Arkitekt.	II:306;III:72;III:74–75;III:321;III:324;III:335–337;III:340–41;III:365;IV:208;IV:211;IV:217–219;IV:221–27;IV:229–231;IV:235;V:184;V:197;V:380;V:383;V:395;V:424;V:436;VI:49;IX:25;IX:27
candidate_missing	Tyberg (fra 1866: Tybjerg), Erland (1863–1925)	Søn af Chr. T., senere Højesteretsdommer.	VII:302
candidate_missing	Tyberg, Henriette (Jette) (1813–1894)	Datter af Oline T., g. 1836 m. Edvard Collin.	I:119;I:178
candidate_missing	Thyberg (fra 1866: Tybjerg), Juliane, f. Poulsen (1835–1867)	g. 1858 m. Chr. T.	VI:101–102;VI:130;VI:331;VII:215;VII:302
candidate_missing	Thyberg, Marie (Mimi) (1810–1837)	Datter af Oline T.	II:308
candidate_missing	Tichy, Antonio	Commerzien-Rath, preussisk Konsul i Wien 1846.	III:73;III:75–76
candidate_missing	Tidemann(?)	Düsseldorf 1843 (NB! ikke Adolph Tidemand).	II:313
candidate_missing	Titov, Frue	g.m. Vladimir Pavlovié T.	II:195
candidate_missing	Titov, Vladimir Pavlovié (død 1891)	russisk Diplomat og Arkæolog, Chargé d’Aff aires i Konstantinopel i 1841, senere Gesandt i Athen.	II:195
candidate_missing	Toli, Johan Christoffer von (1816–1887)	Underløjtnant ved Sodra skånska Infanteriregiment 1835–1841, senere dr. phil., Sognepræst, Statsrevisor m.m., Friherre 1865.	II:9–10
candidate_missing	Torbensen, I.	Menig, 3. Infanteri-Regiment, 6. Kompagni, Nr. 39, Basnæs Juni 1864.	VI:74–79
candidate_missing	Torlonia, Anna, Hertuginde, f. Sforza-Gesarini (1803–1874)	g.m. Marino T.	I:239
candidate_missing	Trane, Carl Christian (1823–1849)	Sekondløjtnant, faldet ved Kolding 23.4.1849.	III:345
candidate_missing	Travers, C. C.	Hollandsk og dansk Generalkonsul i Athen.	II:155–156;II:173;II:180;II:183–184
candidate_missing	Trémoliéres, Pierre (1703–1739)	Fransk Maler.	I:304
candidate_missing	Treu, Emil	fra Halle (Weimar Sept. 1857).	IV:286–287
candidate_missing	Trier & Goldschmidt	Manufakturfirma.	VII:236
candidate_missing	Tristan l’Hermite, Louis (omkr.1450)	Fransk Adelsmand, Profos hos Kongerne Charles VII og Louis XI.	V:346
candidate_missing	Trochi	(Strochi?), Søn af Direktøren for Wiener-Operette-Selskabet, Tivoli 1874.	X:307–308
candidate_missing	Trothingham, O. B.	Frue, g.m. Forfatteren T., Bodensøen 10.7.1873.	X:123
candidate_missing	Ulmann, Glaudius (1810–?)	Læge i Weimar, senere Medicinalrat.	IV:285–286
candidate_missing	Ulrich, Ulrichs	Den unge, Berlin December 1845.	III:30–32
candidate_missing	Ulrich & Brot	Bankierfirma i Milano.	IV:111
candidate_missing	Ungarn, Geisa (Geza) I, Konge af – (død 1077)	Konge 1074.	II:239–240
candidate_missing	Uttenreiter, Caroline (død 1886, 72 år gl.)	Hotel garni, Gothersgade 9 (1874).	X:231
candidate_missing	Vaccá Berlinghieri, Andrea (1772–1826)	Italiensk Øjenlæge.	I:201
candidate_missing	Valdemar (Knudsen) (1158–1236)	Søn af Kong Knud (III) Magnussen, Biskop af Slesvig 1179.	VIII:205
candidate_missing	Verhulst, Anna (1858–efter 1934)	Datter af J.J.H.V., senere Pianistinde og g. Elischer.	VII:32
candidate_missing	Véron, Pierre (1833–1900)	Redaktør af »Charivari« 1865–1899.	VII:348
candidate_missing	Vespermann, Catharina Sigi, f. Sigi (1802–1877)	Tysk Operasangerinde, g. 1827 m. Wilhelm V.	II:64;II:69
candidate_missing	Vezin, Benedicte Friederike Caroline Louise	Datter af S.V.	II:385
candidate_missing	Vezin, Elisabeth Dorothea Louise, f. Schnauer	g.m. S.V.	II:385
candidate_missing	Vezin, Sulpice	Hausvogt på Breitenbürg 1844.	II:385
candidate_missing	Villers, Karl (død 1890)	Tysk Læge, dr. med.	IV:62
candidate_missing	Vincent & Vives	Handelshus i Cadix 1862.	V:291
candidate_missing	Vliet, Anna Maria Christina van der (f. 1847)	Datter af J.L.v.d.V.	III:200
candidate_missing	Vogt, Udine (død 1834)	Plejedatter af Frederik Sigfried V.	I:314–317;I:333;I:456
candidate_missing	Volkonsky, Sophie, Fyrstinde, f. Wolonsky (død 1868)	g.m. russisk Feltmarskal, kejserlig Husminister, Fyrst Peter Mikhailovitch.	V:401–402
candidate_missing	Volpi, Vincenzio (død 1856, 66 år gl.)	Ansat fra 1820 ved Biblioteca Medicea Laurenziana, Firenze.	I:387–388
candidate_missing	Vol terra, Daniele da (1509–1566)	Italiensk Maler.	II:111
candidate_missing	Wåhlberg, Broder til Fru Malin von Beskow (enten Gustaf af W. (1786–1858)	kgl. Rentemester, eller Göran Didrik W. (1792–1873), Ekspeditionssekretær, Stockholm).	III:341
candidate_missing	Wåhlberg, Frøken de	Søster til Fru Malin von Beskov (enten Catharina Elisabet (1789–1879) eller Hedvig Charlotta (1798–1875)).	III:337;III:339–341;VI:299
candidate_missing	Wackinhusen, Frøken	Mecklenburg, ledsager Pianistinden Emma Brandes August 1872 i København.	IX:313–315
candidate_missing	Wagner, Richard (1813–1883)	Tysk Komponist og Digter.	V:79;V:89;V:155;V:183;VI:164;VIII:277;VIII:292;VIII:362–364;VIII:403;VIII:422;IX:42;IX:245
candidate_missing	Wain, Ellen (død 1876, 25 år gl.)	Datter af William W.	VIII:82–83
candidate_missing	Wansrat, Albert (død 1901)	Tysk Arkitekt, 1854–1859 Professor i Tegning og Bygningskunst ved Polyteknisk Institut Collegium Carolinum, Braunschweig.	II:260
candidate_missing	Warberg, Frøken	Datter af K.G.W., Trollhättan August 1849.	III:375;III:378
candidate_missing	Warberg, C.	Fører af Dampskibet Götheborg, Göta Kanal 1849.	III:375
candidate_missing	Warberg (Vahrberg), Casten Adolf (1785–1868)	Svensk fhv. Oberstløjtnant, Direktør ved Göta Kanal.	III:374;III:375;III:377–378;III:394
candidate_missing	Warburg, Pinches (Pius) (1816–1900)	Broder til John W., Medindehaver af Bankierfirmaet W. S. Warburg i Altona.	VIII:89–93
candidate_missing	Wartan, Josephi	ungarsk Gejstlig og Astronom (Donau 27.5.1841).	II:230–231
candidate_missing	— Hans Søster »som er gift nede ved Holbek«.		IX:5
candidate_missing	Weber, Katharina von, Friherreinde, f. Kramer (død 1874)	g.m. Max Maria v. W.	IV:282;IV:397
candidate_missing	Wegner & Mottu	Fotografer, Amsterdam.	VII:45
candidate_missing	Weiss, Johann	dr.phil., »fra Pest«, Farbroder til Leonore Geibel, Nizza December 1869.	VIII:309–310;VIII:312;VIII:334
candidate_missing	Wennberg, Fredrik Wilhelm (1799–1881)	Svensk Grosserer, dansk Konsul Stockholm.	III:340
candidate_missing	Wennerberg, Gunnar (1817–1901)	Svensk Digter og Komponist, Docent i Uppsala i Æstetik, senere Kirkeminister og Landshøvding i Växio.	III:316;III:318–319
candidate_missing	Wensioe, Thure (1801–1865)	Sognepræst i Mariestad 1848–1856, fil.dr., 1856 Sognepræst ved S. Klara Kirke i Stockholm.	III:365–366
candidate_missing	Wenzel den Hellige (død 936)	Hertug af Bøhmen.	I:492;IX:264
candidate_missing	Werff, Adriaen van der (1659–1721)	Hollandsk Maler.	I:384
candidate_missing	Wergeland, Henrik (1808–1845)	Norsk Digter.	II:22;V:47;IX:26;IX:114
candidate_missing	Werlauff, E. C. (1781–1871)	Professor i Historie ved Københavns Universitet 1828, Overbibliotekar ved Det kgl. Bibliotek 1823–1861, Historiker.	V:133–134;X:357;X:402
candidate_missing	Werligh-Staahl, Daniel Theodor (1834–?)	Søn af Daniel Staahl, menig Soldat 1864.	VI:112–113
