kind	reference_name	reference_desc	reference_refs
candidate_missing	Dessau, Frøken	fra Hamburg, København 16.5.1863.	VI:226
candidate_missing	Dessauer		X:404
candidate_missing	Dickens, Catherine (Kate) (1839–1929)	Datter af Charles D., g. 1° 1860 m. Charles Allston Collins, 2° m. C. E. Perugini.	III:265;IV:242–244;IV:249;IV:256;IV:258;IV:260;IV:262;IV:415
candidate_missing	Dickson, Frue, f. Hoskier	Göteborg 1.8.1871.	IX:109
candidate_missing	d’Ohsson, Abraham Constantin Mouradgea, Friherre (1779–1851)	Historiker, svensk Gesandt i Berlin 1835–1850.	III:33
candidate_missing	d’Orsay, Alfred, Greve (1801–1852)	Lady Blessingtons Svigersøn.	III:219;III:230;III:241
candidate_missing	Dou, Gerrit (Gerard) (1613–1675)	Hollandsk Maler.	I:429–430;I:462;IV:178
candidate_missing	Douglas, Marian	Boston, amerikansk Beundrerinde.	IX:316–317
candidate_missing	Drewsen, Amalie (Malle), f. Kümmel (1808–1863)	g. 1830 m. Michael D.	III:390;III:396;V:20;V:135;V:285;V:321;V:405;VII:244
candidate_missing	Drewsen, Elisa, f. Hallady (død 1907)	g.m. Peter D.	VIII:360
candidate_missing	Drewsen, J. G. (1777–1851)	Halvbroder til Adolph D., Papirmøller på Strandmøllen, Stænderdeputeret, Kammerraad.	II:253–255;II:406;IX:291
candidate_missing	Drewsen, Paul (1866–1907(?))	Søn af Valdemar D., senere Ingeniør.	IX:96
candidate_missing	Dreyer (Dreier?)	Glorup 16.8.1856.	IV:234
candidate_missing	Dreyschock, Frue	g.m. Alexander D.	IV:206
candidate_missing	Droscher	Menig, 9. Infanteri-Regiment, 8. Kompagni, Nr. 405 (1864).	VI:74–79
candidate_missing	Du Bois, Henricus Garel, dr. (1814–1880)	Hollandsk Ministerresident i København 1856–1860, senere i Konstantinopel.	VII:41
candidate_missing	Duch, Madame, f. Dübelt	Bordeaux 4.1.1863.	V:338–339
candidate_missing	Duej Frederik (1796–1873)	Norsk Statsminister i Stockholm 1841, svensk-norsk Gesandt i Wien 1858–1871.	III:88–90;III:92;III:311–312;III:314;III:324;III:325;VII:251;VIII:285–286;IX:198;IX:220–221;IX:224;IX:226
candidate_missing	Dunlop, Christiane (Christine), f. Larsdatter (Larsen) (1801–1875)	Enke efter Plantageejer på St. Croix John Balthazar D.	V:406;V:408;VI:170;IX:79–80
candidate_missing	du Plat, Cæsar (1804–1874)	Premierløjtnant i Kavalleriet, 1839 Ritmester, 1848 Major, gik s.A. over til Insurgenterne, 1852 udelukket fra Amnestien, Kostskoleleder i Hamburg, Kammerjunker 1823.	I:119–120;I:122;II:442–443
candidate_missing	du Plat, Giode (1809–1864)	Broder til Cæsar d.P., 1850 Oberstløjtnant og Chef for 2. Forstærkningsbataillon, 1856 Oberst, 1860 Generalmajor og Kommandant i Rendsborg, Kammerherre 1848; faldet 18.4.1864.	III:405–406;III:421;IV:370
candidate_missing	Düb, Adolph	Director, Pest (1841).	II:241
candidate_missing	Dührssen, Herman Chr.	Tysklærer ved Liceu de Coimbra, Coimbra.	VII:146–147;VII:154;X:406
candidate_missing	von Düring	ung tysk Baron, der skriver Digte (1869).	VIII:268
candidate_missing	Döbler, Döbel, Dupel	F. A. Serres Svoger, Koncertmester, Gotha.	IV:219–220;IV:318;IV:321
candidate_missing	Doeblin, Eugen	Professor fra St. Petersborg, Tryllekunstner, optræder på Casino Februar 1867.	VII:241–242
candidate_missing	Döring, Th. (Pseud, for Theodor Häring) (1803–1878)	Tysk Skuespiller.	II:263
candidate_missing	Eaton	Engelsk Diligencepassager, Bologna 10.12.1840.	II:78
candidate_missing	Eckardt, Frue	g.m. Ludwig E.	V:97–98;V:99
candidate_missing	Eckardt, G. E. (1825–1907)	Proprietær, Gathrineholm, Krummerup S., 0. Flakkebjerg H.	X:288
candidate_missing	Eckhoff, Magdalene (Lehnchen) (ca. 1834–1913)	Datter af J.W.E.	II:304–305
candidate_missing	Egidius, Frøknerne	Hildur (1835–1892), Inga (1841–1919) og Iduna (1844–1925), Døtre af norsk Konsul Th. Egidius, Amsterdam.	VII:47
candidate_missing	Egloffstein, Gottfried Emst, Friherre (1769–1848)	Generalmajor, Generaladjudant hos Storhertugen af Sachsen-Weimar-Eisenach, Kammerherre.	III:274
candidate_missing	Engel, Frk.	Datter af G.F.E.E. (enten Emma Henriche, f. 1850, eller Marie Vilhelmine, f. 1851).	IX:327
candidate_missing	Enholm, Lorentz Peter (død 1841)	Skuespiller ved Det kgl. Teater.	I:133;I:456
candidate_missing	Épée, Charles-Michel, Abbé de 1’ (1712–1789)	Grundlæggeren af den skolemæssige Døvstummeundervisning.	II:341
candidate_missing	Eriksen, Christian	Overtjener på Holsteinborg.	VII:331–332;X:258;X:271;X:377
candidate_missing	Eriksen, Jens (Josse Eriksson) (død 1436)	Dansk Foged i Sverrig, Lensmand på Vesterås Slot.	III:356
candidate_missing	Esbensen, Betty Sophie	Datter af J.R.E.	IV:33
candidate_missing	Esbensen, Marie Cathrine Lucie	Datter af J.R.E.	IV:33
candidate_missing	Euripides (480(?)-406 f. Chr.)	græsk Tragediedigter.	II:139
candidate_missing	Ewald. Madam	Vaagekone (December 1872).	IX:368–369
candidate_missing	Eyckholt	Fader til Fru Löwener, Gent 8.9.5.1868.	VIII:64–65
candidate_missing	Faaborg, Christian (1811–1857)	Operasanger ved Det kgl. Teater 1835–1850, 1851 Klasselotterikollektør i København, 1855 Kammerassessor.	IV:414
candidate_missing	Fabricius, Frue	Augustenborg 19–20.9.1844.	II:441–442
candidate_missing	Fabricius, Caroline, f. Andersen (1812–1891)	Enke efter Forpagter af Basnæs, cand. phil. Ferdinand Erik F.	IV:199;IV:475;V:1–2;V:115;V:392;V:454;VI:72;VI:74;VI:79;VIII:259;VIII:374
candidate_missing	Falbe, Wilhelmine (Mine) Ulrikke (1782 1858)	Søster til Engelke Colbiørnsen.	I:32;I:37
candidate_missing	Falkman-Petersen (senere: Falkman), Adolf (død 1903, 66 år gl.)	cand. phil., Journalist.	VI:325–326
candidate_missing	Feisthamel, J.	Baron, Geneve 1860.	IV:422–423;IV:425;IV:431–434
candidate_missing	Femmer, Frederikke, f. Klem (død 1832)	Enke efter Postmester Oluf F.	I:55
candidate_missing	Femmer, Ole	Søn af Henriette Cathrine Orelius, f. Kikkebusch, Elev i Slagelse Skole.	I:55
candidate_missing	Femanda	prostitueret Tyrkinde, Paris 17.5.1868.	VIII:69–70
candidate_missing	Feuerherd, Frk.	Datter af F. fra Portugal, Dresden 30.10.1860.	IV:457
candidate_missing	Fibiger, Laura (1845–1912) eller Margrethe (1846–1927)	Døtre af Axel F.	VI:247
candidate_missing	Firmenich	Broder til Johann Mathias F.	IV:178
candidate_missing	Firmenich (Richartz), Johann Mathias (1808–1889)	Tysk Forfatter og Oversætter, Professor 1860.	I:419;I:421–422;I:430;I:438–439;IV:178
candidate_missing	Fischer, Johanne (Hanne) (1819–1910)	Søster til Fru Christiane Liith, g. 1858 m. Arkitekt Laurits Albert Winstrup.	II:155
candidate_missing	Fisker, Frederikke Wilhelmine Pauline, f. Govi (1830–1905)	Enke efter Læge Lorentz Henrik F.	VI:256–257
candidate_missing	Flindt(?)	8.9.1859.	IV:365
candidate_missing	Forster, Eliza Ann, f. Crosbie	Enke efter Forlæggeren Henry Colburn, g. 2° m. John F.	IV:244
candidate_missing	Fouché	Greve fra Dijon, bor i Dresden med sin Moder, Maxen 10.10.1869.	VIII:270
candidate_missing	Foy. C. A.	stud, philos., Boston (München 21.6.1852).	IV:101
candidate_missing	Frankenberg und Ludwigsdorff, An tonie von, Grevinde, f. Grevinde von Teczin-Paczinsky (1801–1877)	Enke efter Grev Fr.v.F.-L.	VIII:294
candidate_missing	Frankrig, François I, Konge af – (1494–1547)	Konge 1515.	V:348
candidate_missing	Frederiksen, Anna Gicilie (ca. 1843–?)	Datter af H.P.F.	X:116
candidate_missing	Frederiksen, H. G. (1840–1921)	Skolemand, Grundlægger af Ordrup højere Skole og Opdragelsesanstalt, Redaktør af Ill. Børneblad.	IX:350
candidate_missing	Frederiksen, H. P. (død 1891, 81 år gl.)	Direktør for Industribanken i Købehavn.	X:116
candidate_missing	Frederiksen, Ulrike Christiane Dorothca, f. Heering (død 1885, 77 år gl.)	g.m. H.P.F.	X:116
candidate_missing	Freiing	Apoteker, Hildesheim (1833).	I:141
candidate_missing	Frijs, Charlotte Frederikke Krag-Juel-Vind-, Grevinde, f. von Roepstorff (1795–1861)	g. 1818 m. Ritmester, Kammerherre Carl Ludvig Krag-Juel-Vind-F.	I:37–38;I:39
candidate_missing	- Hans Hustru		IV:278;VIII:270
candidate_missing	Gad, G. E. G. (1830–1906)	Forlagsboghandler.	VII:240
candidate_missing	Gadow, Louise von, f. Komtesse Krag-Juel-Vind-Frijs (1820–1883)	Datter af Christian Krag-Juel-Vind-Fri js, g. 1839 m. Adolph Carl Ludwig Hans von G. til Hugodstorf, Neuhof, Drechow, Teschow og Kossow.	VI:249
candidate_missing	Galitzin, Vasiliu Petrovid, Fyrste (1800–1862)	russisk Kunstsamler.	III:92
candidate_missing	Gall, Leonore von, Friherre inde, f. von Gall (1806–1878)	g. 1835 m. Ferdinand v. G.	II:391;III:17;III:20–21;III:23–24;III:169;IV:439
candidate_missing	Gallenga, Familien		VI:97
candidate_missing	Gallenga, Mrs.	g. 1858 m. A.G.N.G.	VI:97
candidate_missing	Garlieb, Frøknerne Anna Sophie Louise, Wilhelmine Elisabeth og Augusta Friderike	Døtre af G.G.	III:375
candidate_missing	Gayangos y Arce, Emilia	Datter af Pascuâl de G. y A.	V:326;V:328
candidate_missing	Geldhaar, Wilhelmina (Mina) (1837–1923)	Svensk Operasangerinde, g. 1° 1870 m. Friherre Eugen von Stedingk, 2° 1883 m. Kammarrättsradet Joh. Aug. Wallensteen.	VI:290
candidate_missing	Genevay, Antoine (1811–ca. 1885)	Fransk Journalist, deltog i Journalistbesøget i København August 1867.	VII:343–344;VII:348;VII:360;VII:377;VII:396;X:197
candidate_missing	Gerdislaw, Charlotte von	Tysk Forfatterinde, Rügen (»en Ubekjendt på Rygen«).	V:169
candidate_missing	Gerlach, G. L. (1833–1893)	Syngemester ved Det kgl. Teater 1863–1888, Komponist.	VIII:364
candidate_missing	Gerlaöh, Leocadie, f. Bergnehr (1826–1919)	Operasangerinde ved Det kgl. Teater, g. 1° 1852 m. Lysestøber Carl Edvard Fossum, 2° 1861 m. Syngemester Carl Ludvig G.	V:165;VI:182;VII:378;VIII:34;IX:39–40;IX:45;X:339
candidate_missing	Gerstenberg, Juliane (Lulu), (1842–1930)	g. 1872 m. Frederik Tutein.	IX:314
candidate_missing	Gheezy, Peter von	ungarsk Godsejer (Garamezegh), Svigersøn af Fr. Bielke i Weimar.	III:55–56
candidate_missing	Giovanni, Gondoliere	Venezia 16.5.1872.	IX:277–278
candidate_missing	Gjenge(?)	Málaga.	V:271
candidate_missing	Gjerlev	jydsk Proprietær (kalder sig ogsaa: Lund) (1865).	VI:339
candidate_missing	Glücksborg, Christian, Prins af Slesvig-Holsten-Sønderborg-G. (1818–1906)	Broder til Hertug Carl af G., 1863 Konge af Danmark (Christian IX).	II:422;II:424;IV:127
candidate_missing	Gotthelf, Jeremias (Pseud. for Albert Bitzius) (1797–1854)	schweizisk Forfatter og Præst.	IV:187
candidate_missing	Govi, Doris, f. Risler (død 1874)	Enke efter Ritmester Carl Fr. G., Præstø.	V:388;VI:256
candidate_missing	Govi, Povline (1834–1882)	Datter af Doris G., Lærerinde ved N. Zahles Skole 1866, Forstanderinde sst. 1870.	V:388;VI:256
candidate_missing	Grandjean, G. F. (1811–1877)	Konditor.	X:157
candidate_missing	Grassett, Mr.	London Juni 1857.	IV:246–247
candidate_missing	Gregor XVI (1765–1846)	Pave 1831.	II:93;II:106;II:111;II:120–121;II:126;II:129;II:231;III:88–89;III:91;III:108;III:123
candidate_missing	Griff in, Alice McClure	Amerikansk Forfatterinde, g.m. G.W.G.	IX:191–192;IX:225–226
candidate_missing	Griffin, G. W.	Amerikansk Konsul i København, Forfatter (bl.a. af »My Danish Days« 1875).	IX:191–194;IX:196;IX:203;IX:225;IX:317–318;X:177
candidate_missing	Grimm, Hermann (1828–1901)	Søn af Wilhelm G., tysk digter, kunst- og litteraturhistoriker, professor i Berlin i nyere kunsthistorie.	VII:31
candidate_missing	Grimm, Theodor (død 1878, 72 år gl.)	Statsraad, forfatter, Kejser Nikolaj I's børns opdrager.	IV:209
candidate_missing	Gruner, A. W.	Dansk Konsul i Bremen.	II:310
candidate_missing	Grøn, M. G. (1854–1939)	Søn af L.J.G., senere Grosserer og Fabrikejer.	IX:61
candidate_missing	Guillaumo, Louise, f. de Basseux	Husbestyrerinde hos Frederik Sigfried Vogt.	I:314–316;II:141;III:106
candidate_missing	Guirao, Angel	Professor, Murcia 1862.	V:231–232
candidate_missing	Göschel, Frue	Triest Marts 1846.	III:81–82
candidate_missing	Haffner	General (enten Generalmajor Wenzel H. (1774–1844) eller Generalløjtnant Wolfgang H. (1770–1829)).	VI:120
candidate_missing	Hage, Maria Sophia	Trollhättan 1805.	III:380
candidate_missing	Hage, V.	Trollhättan 1805.	III:380
candidate_missing	Hage, Vilhelmine, f. Faber (1810–1891)	g. 1840 m. Alfred H.	VI:46
candidate_missing	Hahn, Christian Heinrich Carl (1802–1868)	Divisionskirurg.	I:506
candidate_missing	Hamann, Caroline, f. Lindberg (død 1898, 81 år gl.)	g.m. P. H. H.	VIII:103
candidate_missing	Hamann, Peter Heinrich Chr. (død 1875, 61 år gl.)	Dyrlæge, Kursmed.	VIII:103
candidate_missing	Hamann, Petra Henriette Christine (f. ca. 1842)	Datter af P.H.C.H.	VIII:103
candidate_missing	Hamilton, Mrs.	Loch Lomond 21.8.1847.	III:257–258
candidate_missing	Hamilton, Mrs.	Marseille 29.11.1869.	VIII:301–302
candidate_missing	Hamilton, Maria Gharlotta, Grevinde, f. von Hofsten (1795–1874)	g. 1816 m. Hugo H.	III:367–369;III:371
candidate_missing	Hanck, Christiane (Jane) (1808–1881)	Datter af J. H. T. H.	VI:338;IX:124;IX:128;IX:158–159;IX:161
candidate_missing	Hanck, Henriette (Jette) (1807–1846)	Datter af J. H. T. H., Forfatterinde.	I:122;I:349;I:434
candidate_missing	Hansen, Frøken	Logerende hos Thora Hallager 1875, samler anbefalinger for Frk. Hallager til opnåelse af en Lotterikollektion.	X:409–411
candidate_missing	Hansen, Anders (kaldet Traes) (ca. 1751–1827)	Skomager, H.C. Andersens Farfar.	VIII:53
candidate_missing	Hansen, G. A. V. (1836–1895)	Søn af G. B. H., Hofstolemager, Holmens Kanal 2.	VIII:180
candidate_missing	Hansen, Dagmar Caroline Gatinka (ca. 1861–?)	Datter af Georg E. H.	X:380
candidate_missing	Hansen, Doris Erhard, f. Pfeil (1844–1927)	Operasangerinde ved Det kgl. Teater 1867–1885, g. 1871 m. Erhard H.	X:249
candidate_missing	Hansen, Gunild Margrete	g.m. Jørgen H.	I:79
candidate_missing	Hansen, Jules (»Spidsmusen«) (1828–1908)	Journalist og Diplomat.	VII:343–344;VIII:67
candidate_missing	Hansen, Jørgen (død 1842)	Handskemager, Oldermand for Lauget 1829–1837.	I:79
candidate_missing	Hansen, Vilhelmine Jacobine (død 1885, 82 år gl.)	Datter af Arkitekten C.F.H. (1756–1845).	VI:99
candidate_missing	Hansen-Sønderkøge (1849–1876)	F riskolelærer i Frederiksværk, Forfatter.	IX:318
candidate_missing	Haphys (Hephys)	Pasha i Rustschuk.	II:215
candidate_missing	Harboe, Marie, f. Mohns (død 1880)	g. 1862 m. H.C.W.H.	VI:111
candidate_missing	Harboe, Wilhelmine Margrethe, f. Schickerling (død 1905)	g.m. H.F.M.H.	IX:98
candidate_missing	Hardwick, John	Engelsk fhv. Retspræsident, Svoger til Fru Lina Frølich.	VII:79;VII:276
candidate_missing	Harkort, Frue	Leipzig Februar 1846.	III:61–62
candidate_missing	Harmsen, Alexander junior	Søn af Alexander H., Alicante.	V:229–230
candidate_missing	— Hans Søster		VIII:276
candidate_missing	Hartmann, Frederik (Fritz) (1843–1908)	Søn af J.P.E.H., Student 1861, cand. jur. 1968, Overretssagfører 1873.	VI:10;VI:23;VII:204;VII:254;VIII:146;VIII:162;VIII:428;X:234;X:284;X:342;X:425;X:446
candidate_missing	Harum, Ben Mohabit el	Magiker, Beregnings- og Hukommelseskunstner, Casino 25.2.1867.	VII:251–252
candidate_missing	Harun al Raschid, Abu Dj afar, Kalif i Bagdad (763–809)	Kalif 786.	V:295
candidate_missing	Haucke, Grevinde, f. von Rhode	Dessau 1844.	II:420
candidate_missing	Hauff		IV:175
candidate_missing	Haulleville, Melusine Charlotte Julie Wilhelmine, Baronesse, f. von Piessen (1828–1892)	g.m. Prosper H.	VII:67
candidate_missing	Haulleville, Prosper, Baron (død 1898)	Brüssel.	VII:68;VIII:10
candidate_missing	Haurowitz. Lion V. (død 1905, 80 år gl.)	Hof-Handskemager.	X:396
candidate_missing	Hauser, Miska (Michael) (1822–1887)	ungarsk Violinist.	VII:251
candidate_missing	Healey, Agnes Isabella	Danserinde ved Det kgl. Teater 1864–1865.	VI:129
candidate_missing	Hedin, Sven (Svante) (1822–1896)	Svensk Skuespiller.	V:289
candidate_missing	Hegermann-Lindencrone, Gai (1807–1893)	Søn af J.H.H.-L., Oberstløjtnant, Chef for 2. Dragonregiment 1851–1858, senere Generalløjtnant.	IV:205
candidate_missing	Hegermann-Lindencrone, Johan Frederik (Fritz) (1840–1938)	Søn af Cai H.-L., Premierløjtnant ved 5. Dragonregiment, senere Generalmajor og Kammerherre.	VIII:226
candidate_missing	Heilmann, Anna Henriette, f. Bøcher (1801–1872)	g. 1830 m. H.E.H.	VI:72
candidate_missing	Heinitz	(muligvis Løjtnant, Kammerherre Paul Adolf Benno v. H. (1834–1899)).	V:111
candidate_missing	Heins, Frøken	fra Fyn (måske: Hein).	VI:223
candidate_missing	Heinzel, Max	Redaktør, Bromberg i Posen.	VIII:234
candidate_missing	Hennecke, Johann Heinrich	Købmand i Goslar, Senator.	I:77;I:75
candidate_missing	Hennecke, Johann Heinrich Erdwin (død 1855)	Søn af J.H.H., Købmand i Goslar.	I:71–74
candidate_missing	Henrik Fuglefænger	Tysk Konge (ca. 876–936), Konge 919.	I:73
candidate_missing	Henrik III	Tysk-romersk Kejser (1017–1056), Kejser 1046.	I:73
candidate_missing	Henrik IV	Tysk-romersk Kejser (1050–1106), Søn af Henrik III, Kejser 1084–1105.	II:370
candidate_missing	Henselt, Rosalie, f. Manger	g. 1837 m. Adolf H.	IV:160–163;IV:228;V:107
candidate_missing	Hermansen, G. (1806–1882)	cand. theol., 1839–1841 Studierejse til Tyskland, Italien, Grækenland og Orienten, 1841 Docent, 1845 Professor ved Københavns Universitet, Orientalist og Theolog.	II:85–86;II:89
candidate_missing	Herskind, Carl Ludvig (død 1919)	Godsforvalter på Basnæs.	VIII:226
candidate_missing	Herskind, Marie	g.m. C.L.H.	VIII:226
candidate_missing	Herzog og Frue	fra Württemberg, tyske Turister 1852.	IV:109–110;IV:112
candidate_missing	Hessen-Kassel, Friedrich II, Landgreve af – (død 1785)	Landgreve 1760.	I:129–130
candidate_missing	Heycke, Frøken	Præstedatter, Maxen 15.7.1856.	IV:223–224
candidate_missing	Hijmans, Jacobus	Arnhem, Stifter af Firmaet »Jacobus Hymans« i Samarang.	VII:61
candidate_missing	Hilfling, Ludvig (død 1861, 82 år gl.)	Inspektør på Glasværket på Holmegaard, tidligere Huslærer på Gisselfeldt.	II:271–272
candidate_missing	Hjelm, Octavia (1834–1918)	g. 1856 m. Wladimir Moltke-Hvitfeldt.	IV:233
candidate_missing	Hjelm, Sophie (1828–1872)	Søster til Octavia H.	IV:233
candidate_missing	Hoffmann von Hoffmannsegg, Johann Genturius, Greve (1766–1849)	Tysk Entomolog og Botaniker.	I:61
candidate_missing	Hofman-Bang, Charlotte, f. Müller (1851–1934)	Datter af Ludvig Müller, g. 1871 m. Niels Erik H.-B.	X:385
candidate_missing	Hohwii, Frk.	Datter af A.H.	VII:44
candidate_missing	Hohwii, Andreas (1803–1885)	sønderjydsk Kronometermager i Amsterdam.	VII:34–35;VII:44;VIII:61
candidate_missing	Holbech, J. A. G. (1815–1885)	Skoledirektør i København, tit. Professor.	X:403
candidate_missing	Hollenius, Laurence J.	Dansk-amerikansk Lystspilforfatter (1869).	VIII:190
candidate_missing	Holm, Bartholomine (Mine) (1837–1925)	Datter af Deputeret i Danske Kancelli, Konferensraad Lars Jess H., senere Konventualinde på Støvringgaard Kloster.	IX:330
candidate_missing	Holst, Emil	fhv. Møller, Komedieskriver (1.4.1862).	V:158–159
candidate_missing	Holstein	Familie fra Holbæk-Egnen (1869).	VIII:197
candidate_missing	Holstein (-Ledreborg), Henriette, Grevinde, f. Løvenørn (1842–1915)	Datter af Frederik de Løvenøm, g. 1867 m. Lensgreve Ludvig (Louis) H.-L.	VIII:110–111
candidate_missing	Holsten-C(h)arisius, Adam Christopher, Baron (1793–1879)	Søn af Admiral Hans Holsten, 1849 Besidder af Baroniet Holstenshuus, Kammerherre, 1866 Gehejmekonferensraad.	II:276;II:378;II:387–388;V:350;V:352;V:353;V:356;V:358–360;VII:383;IX:12;IX:194;IX:200
candidate_missing	Holsten-Lehn-Gharisius, Frederik (Fritz), Baron (1796–1888)	Broder til A.G. Holsten-Charisius, Besidder af det Charisiske Fideikommis, Gehejmekonferensraad, Kammerherre.	III:406;IV:18;VII:396;IX:12;IX:23–24
candidate_missing	Holten	Brødrene (1861).	V:4
candidate_missing	Honthorst, Gerhard (Gerrit) (Gherardo della Notte) (1590–1656)	Hollandsk Maler, virkede i Italien 1610–1621.	I:249–250;I:276;II:103
candidate_missing	Hope, James (fra 1853: Hope-Scott), (1812–1873)	Engelsk Sagfører.	III:238
candidate_missing	Hoppe	Verdensudstillingen i Paris 1867 (måske Johan Christopher H. (1841–1933), søn af Torkild H., cand. jur., senere Amtmand i Randers og Kammerherre).	VII:267;VII:274
candidate_missing	Horn, Grevinde	Datter af Claes H., Lærerinde på Espe (Grev Horn havde fire ugifte Døtre: Anna, Fredrika, Brita Maria og Julie; hvem af dem der menes, kan næppe oplyses).	IX:71
candidate_missing	Horn, Franz (1781 (83 ?)-1837)	Tysk Digter og Litteraturhistoriker.	I:106–107
candidate_missing	Horneman, G. F. E. (1840–1906)	Komponist, tit. Professor 1888.	VI:266;VI:268–269;IX:76;IX:240–241
candidate_missing	Horrocks, James	Weimar 1845.	III:53
candidate_missing	Horrocks, John	fhv. britisk Kaptajn, Weimar 1846.	III:53
candidate_missing	Houghton, Henry O.	Amerikansk Forlagsboghandler (Hurd & Houghton), H.C. Andersens Forlægger.	VIII:369–370
candidate_missing	Houriet, Mile	Datter af Jules H.	I:173
candidate_missing	Hundt, Garlotta, Grevinde, f. Marchesa di Florenzi (1820–?)	Enke efter bayrisk Kämmerer und Oberaufschlagsbeamter von Niederbayern, Grev Ferdinand H.	VIII:305
candidate_missing	Hunt, John	Broder til Leigh H.	III:231
candidate_missing	Hunt, Marianne, f. Kent	g.m. Leigh H.	III:231
candidate_missing	- Hendes Søsterdatter		X:289
candidate_missing	Hvid	(Wied?). GI. Fru Hvid, Roskilde 7.8.1863.	V:410
candidate_missing	Hübner & Matz	Kunsthandlere, Königsberg.	IX:36
candidate_missing	Hübsch von Grossthai, Alphonse, Baron (død 1856)	Søn af Kasimir H.v.G., 1846–1848 og 1854–1856 dansk Legationssekretær i Konstantinopel.	II:199
candidate_missing	- Hendes Søster og dennes Børn		IX:102
candidate_missing	Høegh-Guldberg, Christierne (Stierna) (1806–1888)	Datter af Christian H.-G.	I:31
candidate_missing	Høegh-Guldberg, Vilhelmine (Mine) (1810–1877)	Datter af Christian H.-G., g. 1840 m. J. A. Brasen.	II:1
candidate_missing	Høhling, Thora, f. Baronesse Reedtz-Thott (1824–1895)	Datter af Otto Reedtz-Thott, g. 1851 m. Theodor H.	VIII:260
candidate_missing	Iacobæus, Anton Holger (1810–1882)	Student 1828, cand. jur. 1834, Forpagter af forskellige Gaarde 1842–1874, Ejer af Appelbjerggaard, Hyllested S. 1874.	I:119
candidate_missing	Ingemann, Bernhard Severin (1789–1862)	Digter, Søn af Birgitte I., 1822 Lektor ved Sorø Akademi, kst. Direktor 1842–1849, Etatsraad 1845, Konferensraad 1857.	I:2;I:45–46;I:118;I:186;I:469–470;VII:28;VII:202;VII:234;VIII:10;VIII:81;VIII:222–223;VIII:252;VIII:380;X:5;X:171;X:269;X:340;X:381;X:428
candidate_missing	Ingerslev	Præst (1863).	V:404
candidate_missing	Insinger, J. H.	Direktør for Nederlandske Bank, Amsterdam.	VII:47;VII:54;X:133
candidate_missing	Iwanowsky, Peter von	polsk Adelsmand, Fader til Fyrstinde Caroline Sayn-Wittgenstein.	IV:80
candidate_missing	Jablonka, Josef	Donat i den souveræne Malteser-Orden, Storpriorats-Sekretær og Inspektions-Sekretær (til 1854) i Böhmen.	IV:160
candidate_missing	Jacobi, Constance	g. 1861 m. Bogumil Dawison.	IV:131;IV:193;IV:455
candidate_missing	Jacobi, Emma (1831–1880)	Datter af Prokurator J.D.J., Helsingør.	VIII:261
candidate_missing	Jacobsen, J. G. (1811–1887)	Brygger, GI. Garlsberg, Kaptajn, Garlsbergfondets Stifter.	V:16;VII:240;VII:242;VII:247;VII:249;VII:369;IX:179;IX:305;X:217;X:343;X:388;X:435
candidate_missing	Jameson (kaldes af H.C. Andersen ogsaa Jackson), Andrew	skotsk Rejsende April 1834.	I:407–409;I:411–413
candidate_missing	Janauschek, Franziska (Fanny) (1829–1904)	Tysk Skuespillerinde.	IV:301
candidate_missing	Jansen, Ida (Marie) (1847–1920)	g. 1873 m. Ernst Løffler.	IX:331
candidate_missing	Jaque	(Navnet måske misforstået), »den unge Sangerinde som vor Dronning har taget sig af« (23.11.1845).	III:12
candidate_missing	Jean Paul (Pseud. f. Johann Paul Friedrich Richter) (1763–1825)	Tysk Digter.	II:54;II:225;III:54–55;III:67;IV:82
candidate_missing	Jeanne d’Arc (1412–1431)	Jomfruen fra Orléans.	II:363;II:373;III:7;III:235;V:348–349
candidate_missing	Jensen, Thora	Skuespillerinde ved Casino 1855–1862.	V:413;VI:128
candidate_missing	Jenssen-Tusch, Wilhelm Theodor Amalrich (død 1894)	Søn af Georg Friedrich J.(-T.), Sekondløjtnant ved 2. Dragonregiment i Itzehoe, 1852 udelukket fra Amnestien, død som fhv. Preussisk Major.	II:303–305;II:379
candidate_missing	Jerichau, Nanny (Agnete) (1853–1897)	Datter af J.A.J., Forfatterinde, g. 1837 m. Albert Frederik Læssøe.	VIII:199;VIII:246;VIII:396
candidate_missing	Jerndorff, Frk.	Søster til J.U.J. (enten Pouline Cathrine (1811–1887) eller Petrine Christiane (1817–1894).	III:17
candidate_missing	Jeunesse, Madame	g.m. Auguste J.	II:323
candidate_missing	Jeunesse, Auguste	Fransk Forfatter.	II:323
candidate_missing	Joanny (Jean-Bernard Brisebarre, kaldet -) (1775–1849)	Fransk Skuespiller.	II:351
candidate_missing	Johan (den lille)	Randers 26.8.1859.	IV:359
candidate_missing	Johann, Karantæne-Guardian	Orsova 1841.	II:219–220;II:222
candidate_missing	Jonquiéres, Frederik de Dompierre de (1854–1925)	Søn af G. C. de Dompierre de J., Student 1872, cand. jur. 1878, senere Stiftamtmand over Fyns Stift og Overpræsident i København.	X:285–288;X:296;X:379;X:388;X:428
candidate_missing	Josika, Mikols, Baron (1796–1865)	ungarsk Forfatter af historiske Romaner.	II:241
candidate_missing	Josva	Nuns Søn, Israels Fører efter Moses’ Død.	II:54
candidate_missing	Juan d’Austria (1547–1548)	Søn af Kejser Karl V og Barbara Blomberg fra Regensburg, spansk Flaadefører, 1576 Statholder i Nederlandene.	IV:382
