person_id,reg_id,tier,register_name,live_label,shared_pages,note
HCAP00001,Reg0030170,exact_name,"Abbott, John","Abbott, John",1,
HCAP00002,Reg0030190,exact_name,Abd-el-Kader,Abd-el-Kader (1807–1883),1,
HCAP00003,Reg0030000,exact_name,Åberg,Åberg,10,
HCAP00004,Reg0030350,exact_name,"Achard, Anna","Achard, Anna",4,
HCAP00005,Reg0030740,exact_name,Agrippina d.Æ.,Agrippina d.Æ. (død 33),1,
HCAP00006,Reg0031090,exact_name,"Aken, (?)",Aken(?),1,
HCAP00007,Reg0031260,exact_name,"Aldridge, Mrs.","Aldridge, Mrs.",1,
HCAP00008,Reg0031280,exact_name,Alexander den Store,Alexander den Store (356–23 f.Chr.),4,
HCAP00009,Reg0031290,exact_name,Alexander III,Alexander III (død 1181),2,
HCAP00010,Reg0031300,exact_name,Alexander VII,Alexander VII (1599–1667),1,
HCAP00011,Reg0031320,exact_name,"Alexis, Willibald (Pseud, f. Georg Wilh. Heinr. Häring)","Alexis, Willibald (Pseud, f. Georg Wilh. Heinr. Häring) (1798–1871)",5,
HCAP00012,Reg0031450,exact_name,"Almeida, Carlos Augusto de, Visconde, senere (1875) Conde de -","Almeida, Carlos Augusto de, Visconde, senere (1875) Conde de - (1845–?)",5,
HCAP00013,Reg0031480,exact_name,"Almlöf, Nils Vilhelm","Almlöf, Nils Vilhelm (1799–1875)",1,
HCAP00014,Reg0031560,exact_name,"Amberger, Anna Barbara, f. Esslinger","Amberger, Anna Barbara, f. Esslinger",1,
HCAP00015,Reg0032920,exact_name,"Amesen Kali, Benedicte","Amesen Kali, Benedicte (1813–1895)",3,
HCAP00016,Reg0031620,exact_name,Amé’s Far,Amé’s Far (død 1867),3,
HCAP00017,Reg0031700,exact_name,Amundin,Amundin,1,
HCAP00018,Reg0031740,exact_name,"Ancker, (Anker?)",Ancker (Anker?),1,
HCAP00019,Reg0032130,exact_name,"Andkjær, Augusta Jutta (Jytte)","Andkjær, Augusta Jutta (Jytte) (1859–1934)",1,
HCAP00020,Reg0032180,exact_name,"Andrié, Jean-François-Daniel","Andrié, Jean-François-Daniel (1792–1866)",1,
HCAP00021,Reg0032270,exact_name,"Anhalt-Bernburg, Frederikke, Hertuginde af –, f. Prinsesse af Slesvig-Holsten-Sønderborg-Glücksborg","Anhalt-Bernburg, Frederikke, Hertuginde af –, f. Prinsesse af Slesvig-Holsten-Sønderborg-Glücksborg (1811–1902)",1,
HCAP00022,Reg0032320,exact_name,"Anholm, Frieda (Friede)","Anholm, Frieda (Friede) (1848–1930)",1,
HCAP00023,Reg0032610,exact_name,"Apfelstedt, Paul","Apfelstedt, Paul",1,
HCAP00024,Reg0032830,exact_name,"Armand, Madame","Armand, Madame",1,
HCAP00025,Reg0032870,exact_name,"Arndt, Ernst Moritz","Arndt, Ernst Moritz (1769–1860)",1,
HCAP00026,Reg0032980,exact_name,"Arnkiel, Hans Michael","Arnkiel, Hans Michael (1785–1858)",1,
HCAP00027,Reg0033010,exact_name,Aron,Aron,1,
HCAP00028,Reg0033080,signature_only,"Asschenfeldt, C. C. J.","Asschenfeldt, G. G. J. (1792–1856)",1,
HCAP00029,,none,"Assen, Cornelis Jacobus van",,0,
HCAP00030,Reg0033120,exact_name,"Assor, S.","Assor, S.",3,
HCAP00031,Reg0033200,exact_name,"Aubert, Ludvig Cæsar Martin","Aubert, Ludvig Cæsar Martin (1807–1887)",1,
HCAP00032,Reg0033250,exact_name,"Auerbach, Ottilie","Auerbach, Ottilie",1,
HCAP00033,Reg0033310,exact_name,August,August,1,
HCAP00034,Reg0033400,exact_name,"Augustenborg, Frederik, Prins af Slesvig-Holsten-Sønderborg-","Augustenborg, Frederik, Prins af Slesvig-Holsten-Sønderborg- (1829–1880)",6,
HCAP00035,Reg0033350,exact_name,"Augustenborg, Prinsesserne af Slesvig-Holsten-Sønderborg","Augustenborg, Prinsesserne af Slesvig-Holsten-Sønderborg",1,
HCAP00036,Reg0033540,exact_name,"Avisard, Sougey","Avisard, Sougey",1,
HCAP00037,Reg0033960,exact_name,"Bahrt, Michael Christian","Bahrt, Michael Christian",1,
HCAP00038,Reg0033990,exact_name,"Baker, Lady Florence, f. von Saas","Baker, Lady Florence, f. von Saas",0,
HCAP00039,Reg0034300,exact_name,"Bang, Caroline Amalie, f. Ibsen","Bang, Caroline Amalie, f. Ibsen (1815–1893)",1,
HCAP00040,Reg0034270,exact_name,"Bang, de, Frøken","Bang, de, Frøken",1,
HCAP00041,Reg0034430,exact_name,"Bang, Oluf (Ole)","Bang, Oluf (Ole) (1788–1877)",11,
HCAP00042,Reg0034690,exact_name,"Bardenfleth, Johan Frederik (Fritz)","Bardenfleth, Johan Frederik (Fritz) (1835–1890)",2,
HCAP00043,Reg0034750,exact_name,"Bardua, Wilhehnine (Mine)","Bardua, Wilhehnine (Mine) (1798–1865)",1,
HCAP00044,Reg0034970,exact_name,"Bartholin, Johanne (Hanne)","Bartholin, Johanne (Hanne) (1819–1900)",10,
HCAP00045,Reg0035040,exact_name,"Bastrup, Marie","Bastrup, Marie",0,
HCAP00046,Reg0036070,exact_name,"Belani, H. E. R. (Pseud, for Carl Ludwig Häberlin)","Belani, H. E. R. (Pseud, for Carl Ludwig Häberlin) (1784–1858)",1,
HCAP00047,Reg0036170,exact_name,Bell & Daldy,Bell & Daldy,5,
HCAP00048,Reg0036560,exact_name,"Bentley, Alfred","Bentley, Alfred",3,
HCAP00049,Reg0036570,exact_name,"Bentley, Annie","Bentley, Annie",8,
HCAP00050,Reg0036630,exact_name,Bentley’s Brodersønner,Bentley’s Brodersønner,4,
HCAP00051,Reg0036640,exact_name,Bentley’s Søstre,Bentley’s Søstre,1,
HCAP00052,Reg0036650,exact_name,"Bentzen, Anne Rosine","Bentzen, Anne Rosine (død 1870, 70 år gl.)",3,
HCAP00053,Reg0036700,exact_name,"Bentzen, Karen, f. Knudsen (død 1845, 84¼ år gl.)","Bentzen, Karen, f. Knudsen (død 1845, 84¼ år gl.)",1,
HCAP00054,Reg0036750,exact_name,"Bentzen, Sophie","Bentzen, Sophie (død 1875, 80 år gl.)",3,
HCAP00055,Reg0037500,exact_name,"Berry, Grevinde","Berry, Grevinde",1,
HCAP00056,Reg0037510,exact_name,"Bertall, (Pseud. for Charles-Albert d’Arnoux)",Bertall (Pseud. for Charles-Albert d’Arnoux) (1820–1883),1,
HCAP00057,Reg0037630,exact_name,"Bertran de Bom, (12. århundrede)",Bertran de Bom (12. århundrede),0,
HCAP00058,Reg0040830,exact_name,"Bétzaris, Marko","Bétzaris, Marko (ca. 1788–1823)",1,
HCAP00059,Reg0037890,exact_name,Bielke,Bielke,1,
HCAP00060,Reg0038110,exact_name,Billes,Billes,1,
HCAP00061,Reg0038390,exact_name,"Bilsted, Emst Frederik August","Bilsted, Emst Frederik August (1808–1871)",3,
HCAP00062,Reg0038690,exact_name,Birger Jarl,Birger Jarl (død 1266),2,
HCAP00063,Reg0038700,exact_name,Birger Persson til Finsta,Birger Persson til Finsta (død 1327),1,
HCAP00064,Reg0038800,exact_name,"Bissen, Johanne (Hanne)","Bissen, Johanne (Hanne) (1862–1930)",1,
HCAP00065,Reg0038870,exact_name,Bjerre,Bjerre,1,
HCAP00066,Reg0039080,exact_name,"Bjömstjema, Oscar Magnus Fredrik, Greve","Bjömstjema, Oscar Magnus Fredrik, Greve (1819–1905)",1,
HCAP00067,Reg0039030,exact_name,"Bjørnson, Bjørnstjeme","Bjørnson, Bjørnstjeme (1832–1910)",67,
HCAP00068,Reg0039090,exact_name,Black,Black,1,
HCAP00069,Reg0039470,exact_name,"Bloch (Block), Karoline Amalie Ulrike Ottilie Adolfine Augusta (1803–54 (?))","Bloch (Block), Karoline Amalie Ulrike Ottilie Adolfine Augusta (1803–54 (?))",1,
HCAP00070,Reg0039570,exact_name,"Blom, Caroline (Lili)","Blom, Caroline (Lili) (1851–1928)",1,
HCAP00071,Reg0039900,exact_name,"Bock, Petrine Vilhehnine, f. Petersen","Bock, Petrine Vilhehnine, f. Petersen (1818–1877)",1,
HCAP00072,Reg0045010,exact_name,"Boegekamp, Heinrich","Boegekamp, Heinrich (død 1870)",0,
HCAP00073,Reg0040270,exact_name,"Bonaparte, Lucien, Fyrste af Ganino","Bonaparte, Lucien, Fyrste af Ganino (1775–1840)",1,
HCAP00074,Reg0040460,exact_name,"Boom, J. M.","Boom, J. M. (død 1875)",0,
HCAP00075,Reg0040670,exact_name,Borring,Borring,1,
HCAP00076,Reg0045140,exact_name,"Bötcher, Frøken","Bötcher, Frøken",0,
HCAP00077,Reg0040860,exact_name,"Bouffé, Marie","Bouffé, Marie (1800–1888)",1,
HCAP00078,Reg0041100,exact_name,"Boye, Emilie Franzisca, f. Kiinitzer","Boye, Emilie Franzisca, f. Kiinitzer (1835–1916)",2,
HCAP00079,Reg0041190,exact_name,"Boye, Peter Vilhelm","Boye, Peter Vilhelm (død 1842)",1,
HCAP00080,Reg0041320,exact_name,"Brahe, Aurore Vilhelmina, Enkegrevinde, f. Friherreinde Koskuli","Brahe, Aurore Vilhelmina, Enkegrevinde, f. Friherreinde Koskuli (1778–1852)",1,
HCAP00081,Reg0041410,exact_name,Braminer,Braminer,0,
HCAP00082,Reg0041580,exact_name,"Brandis, Henriette (Henny)","Brandis, Henriette (Henny) (1819–1874)",11,
HCAP00083,Reg0041730,exact_name,"Brandt, Frederik Christian","Brandt, Frederik Christian (død 1839)",1,
HCAP00084,Reg0041950,exact_name,"Braun, Familien","Braun, Familien",0,
HCAP00085,Reg0042170,exact_name,Breitkopf & Härtel,Breitkopf & Härtel,1,
HCAP00086,Reg0042440,exact_name,"Brinck-Seidelin, Maria Ghristophina, f. von Westen","Brinck-Seidelin, Maria Ghristophina, f. von Westen (1777–1860)",1,
HCAP00087,Reg0042470,exact_name,"Brinckmann, Wilhelmine","Brinckmann, Wilhelmine",0,
HCAP00088,Reg0042540,exact_name,"Briquet, Suzanne-Mathilde, f. Archinard","Briquet, Suzanne-Mathilde, f. Archinard",1,
HCAP00089,Reg0042560,exact_name,"Brix, Frederiksholm, Sjælland (Sengeløse S.?)","Brix, Frederiksholm, Sjælland (Sengeløse S.?)",1,
HCAP00090,Reg0042610,exact_name,Broberg,Broberg,1,
HCAP00091,Reg0042950,exact_name,"Brodersen, Charlotte, f. Hornemann","Brodersen, Charlotte, f. Hornemann (1812–1859)",1,
HCAP00092,Reg0043080,exact_name,"Bronzino, Agnlolo","Bronzino, Agnlolo (1503–1572)",2,
HCAP00093,Reg0043130,exact_name,"Brosbøll, Carl (Carit Etlar)","Brosbøll, Carl (Carit Etlar) (1816–1900)",17,
HCAP00094,Reg0043150,exact_name,"Brown, Hannah, f. Meredith","Brown, Hannah, f. Meredith",0,
HCAP00095,Reg0043850,exact_name,"Brüggeman, Hans","Brüggeman, Hans",1,
HCAP00096,Reg0043860,exact_name,Brüggemann,Brüggemann,1,
HCAP00097,Reg0043260,exact_name,"Brun, Adelaide (Ida), f. Rantzau","Brun, Adelaide (Ida), f. Rantzau (1825–1909)",1,
HCAP00098,Reg0043310,exact_name,"Brun, Ella Amalie, f. Bluhme","Brun, Ella Amalie, f. Bluhme (1838–1905)",1,
HCAP00099,Reg0043460,exact_name,"Brunnow, Elisabeth von, Baronesse","Brunnow, Elisabeth von, Baronesse",1,
HCAP00100,Reg0043470,exact_name,"Brunnow, Emst Georg von, Baron","Brunnow, Emst Georg von, Baron (1796–1845)",3,
HCAP00101,Reg0043480,exact_name,"Brunswick, (Pseud. for Léon Lhérie)",Brunswick (Pseud. for Léon Lhérie) (1805–1850),1,
HCAP00102,Reg0043500,exact_name,"Brutus, Marcus Junius (85–42 f.Chr.)","Brutus, Marcus Junius (85–42 f.Chr.)",1,
HCAP00103,Reg0043660,exact_name,"Bruun, G. L.","Bruun, G. L. (død 1892, 65 år gl.)",3,
HCAP00104,Reg0043590,exact_name,"Bruun, Gamillo","Bruun, Gamillo (1818–1880)",1,
HCAP00105,Reg0043760,exact_name,"Bruun, Mary","Bruun, Mary",3,
HCAP00106,Reg0043910,exact_name,Brøndsted,Brøndsted,1,
HCAP00107,Reg0044060,exact_name,Buchheister,Buchheister,2,
HCAP00108,Reg0044160,exact_name,"Bueck, Anne Clémy (kaldet Marthe), f. Rousse","Bueck, Anne Clémy (kaldet Marthe), f. Rousse",1,
HCAP00109,Reg0044290,exact_name,"Buil, Ole","Buil, Ole (1810–1880)",5,
HCAP00110,Reg0044230,exact_name,"Buli, Bodil Dorothea, f. Holst","Buli, Bodil Dorothea, f. Holst (1826–1903)",1,
HCAP00111,Reg0044190,exact_name,Buli fra København,Buli fra København,1,
HCAP00112,Reg0044250,exact_name,"Buli, Georg Albert","Buli, Georg Albert (1827–1913)",1,
HCAP00113,Reg0044260,exact_name,"Buli, Georg Jacob","Buli, Georg Jacob (1849–1916)",1,
HCAP00114,Reg0044270,exact_name,"Buli, Johan Chr. Dahl","Buli, Johan Chr. Dahl (1850–1895)",1,
HCAP00115,Reg0044280,exact_name,"Buli, Johanne (Hanne)","Buli, Johanne (Hanne) (1809–1886)",2,
HCAP00116,Reg0044300,exact_name,"Buli, Sofie","Buli, Sofie (1811–1886)",2,
HCAP00117,Reg0044310,exact_name,"Buli, Søren Christian Ørsted","Buli, Søren Christian Ørsted (1810–1893)",2,
HCAP00118,Reg0044480,exact_name,"Burdett-Goutts, Angela","Burdett-Goutts, Angela (1814–1907)",3,
HCAP00119,Reg0044490,exact_name,"Burenstam, Gari Reinhold","Burenstam, Gari Reinhold (1829–1907)",1,
HCAP00120,Reg0044500,exact_name,"Burns, Cleland","Burns, Cleland",1,
HCAP00121,Reg0033550,exact_name,"Baade, Knud","Baade, Knud (1808–1879)",1,
HCAP00122,Reg0045020,exact_name,"Bøgh, Frk.","Bøgh, Frk.",1,
HCAP00123,Reg0045320,exact_name,"Caligula, Gaius Cæsar (12–41)","Caligula, Gaius Cæsar (12–41)",3,
HCAP00124,Reg0045360,exact_name,"Calmet, (?)",Calmet(?),1,
HCAP00125,Reg0045500,exact_name,"Camphausen, Frue","Camphausen, Frue",1,
HCAP00126,Reg0045520,exact_name,"Camprubi, Mariano","Camprubi, Mariano",1,
HCAP00127,Reg0045640,exact_name,"Caracalla, Marcus Aurelius Antoninus Bassianus","Caracalla, Marcus Aurelius Antoninus Bassianus (188–217)",1,
HCAP00128,Reg0045920,exact_name,Carstens,Carstens,1,
HCAP00129,Reg0046040,exact_name,"Cartwright, Maria Elizabeth, Lady, f. Grevinde von Sandizell","Cartwright, Maria Elizabeth, Lady, f. Grevinde von Sandizell (død 1902)",1,
HCAP00130,Reg0046080,exact_name,"Carus, Frøknerne","Carus, Frøknerne",1,
HCAP00131,Reg0046170,exact_name,"Casse, Christine Bothilde Petrea, f. Winding","Casse, Christine Bothilde Petrea, f. Winding (død 1917)",1,
HCAP00132,Reg0046600,exact_name,"Castiglione, Giovanni Benedetto (il Grechetto)","Castiglione, Giovanni Benedetto (il Grechetto) (1610–1665)",1,
HCAP00133,Reg0046630,exact_name,"Castilho, Charlotte de, f. Vidal","Castilho, Charlotte de, f. Vidal",1,
HCAP00134,Reg0046670,exact_name,"Castlereagh, Elisabeth Frances Charlotte, Lady, f. Jocelyn","Castlereagh, Elisabeth Frances Charlotte, Lady, f. Jocelyn (død 1884)",1,
HCAP00135,Reg0046860,exact_name,"Cazalis, Gustave","Cazalis, Gustave",0,
HCAP00136,Reg0046980,exact_name,"Cerrito, Francesca (Fanny)","Cerrito, Francesca (Fanny) (1817–1909)",1,
HCAP00137,Reg0047050,exact_name,"Chambord, Henri, Greve af –","Chambord, Henri, Greve af – (1820–1883)",1,
HCAP00138,Reg0047340,exact_name,"Chlodvig, (Chlodovech)",Chlodvig (Chlodovech) (ca. 466–511),1,
HCAP00139,Reg0047370,exact_name,Chosrew Pasha,Chosrew Pasha,1,
HCAP00140,Reg0047530,exact_name,"Christensen, Dagmar","Christensen, Dagmar",1,
HCAP00141,Reg0047440,exact_name,"Christensen, Madam","Christensen, Madam",1,
HCAP00142,Reg0047610,exact_name,"Christensen, Mathilde (Illa.)","Christensen, Mathilde (Illa.) (1851–1922)",2,
HCAP00143,Reg0047690,exact_name,Christian & Cocelles,Christian & Cocelles,1,
HCAP00144,Reg0047960,exact_name,"Claudi, G. B.","Claudi, G. B. (1799–1880)",1,
HCAP00145,Reg0048030,exact_name,"Clausen-Schiitz, Christian Ludwig","Clausen-Schiitz, Christian Ludwig",4,
HCAP00146,Reg0048080,exact_name,Clemens III,Clemens III (død 1191),1,
HCAP00147,Reg0048100,exact_name,Clemens VIII,Clemens VIII (1536–1605),1,
HCAP00148,Reg0048110,exact_name,Clemens XII,Clemens XII (1652–1740),1,
HCAP00149,Reg0048120,exact_name,Clemens XIII,Clemens XIII (1693–1769),1,
HCAP00150,Reg0048130,exact_name,Clemens XIV,Clemens XIV (1705–1774),1,
HCAP00151,Reg0048190,exact_name,"Codes, Publius Horatius","Codes, Publius Horatius (ca. 500 f. Chr.)",1,
HCAP00152,Reg0048270,exact_name,"Colbiørnsen, Angelique Wigan tine","Colbiørnsen, Angelique Wigan tine (1798–1862)",1,
HCAP00153,Reg0048330,exact_name,"Colchrane, Charles","Colchrane, Charles (død 1855, 48 år gl.)",1,
HCAP00154,Reg0048360,exact_name,"Colditz, Frøken","Colditz, Frøken",1,
HCAP00155,Reg0048670,exact_name,"Collin, Hjalmar","Collin, Hjalmar (1834–1897)",14,
HCAP00156,Reg0048680,exact_name,"Collin, Ingeborg Mimi (Vulle)","Collin, Ingeborg Mimi (Vulle) (1837–1843)",1,
HCAP00157,Reg0049190,exact_name,"Cornelius, Gertruda von, f. Fervatini","Cornelius, Gertruda von, f. Fervatini (død 1859)",1,
HCAP00158,Reg0049470,exact_name,"Cranach. Barbara, f. Brengbier","Cranach. Barbara, f. Brengbier (død 1540)",0,
HCAP00159,Reg0049610,exact_name,"Crowquill, Alfred (Pseudonym for Alfred Henry Forrester)","Crowquill, Alfred (Pseudonym for Alfred Henry Forrester) (1804–1872)",1,
HCAP00160,Reg0049650,exact_name,Crusenstiema,Crusenstiema,1,
HCAP00161,Reg0051350,exact_name,"d'Aubert, Eduard","d'Aubert, Eduard (1813–1873)",1,
HCAP00162,Reg0115460,exact_name,da Silva Pereira,da Silva Pereira,1,
HCAP00163,Reg0050020,exact_name,"Dahlstrøm, Frederik (Fritz)","Dahlstrøm, Frederik (Fritz) (1815–1894)",14,
HCAP00164,Reg0050450,exact_name,"Danmark, Charlotte Frederikke, Prinsesse af –, f. Prinsesse af Mecklenburg-Schwerin","Danmark, Charlotte Frederikke, Prinsesse af –, f. Prinsesse af Mecklenburg-Schwerin (1784–1840)",3,
HCAP00165,Reg0050560,exact_name,"Danmark, Dagmar, Dronning af –, f. Prinsesse af Bøhmen","Danmark, Dagmar, Dronning af –, f. Prinsesse af Bøhmen (død 1212)",1,
HCAP00166,Reg0050800,exact_name,"Danmark, Marie Sophie Frederikke, Dronning af –, f. Prinsesse af Hessen-Kassel","Danmark, Marie Sophie Frederikke, Dronning af –, f. Prinsesse af Hessen-Kassel (1767–1852)",7,
HCAP00167,Reg0050810,exact_name,"Danmark, Sophie Amalie, Dronning af-, f. Prinsesse af Braunschweig-Liineburg","Danmark, Sophie Amalie, Dronning af-, f. Prinsesse af Braunschweig-Liineburg (1628–1685)",1,
HCAP00168,Reg0051120,exact_name,"Danneskiold-Samsøe, Henriette, Grevinde, f. Komtesse Krag-Juel-Vind-Frijs","Danneskiold-Samsøe, Henriette, Grevinde, f. Komtesse Krag-Juel-Vind-Frijs (1848–1897)",4,
HCAP00169,Reg0050980,exact_name,Danneskiolds,Danneskiolds,1,
HCAP00170,Reg0051210,exact_name,Dante Alighieri,Dante Alighieri (1265–1321),3,
HCAP00171,Reg0051220,exact_name,"Daoust, Charles Louis","Daoust, Charles Louis",3,
HCAP00172,Reg0051250,exact_name,Daquin,Daquin,1,
HCAP00173,Reg0051300,exact_name,Darius III,Darius III (død 330 f. Chr.),1,
HCAP00174,Reg0051670,exact_name,"Dawison, Constance, f. Jacobi","Dawison, Constance, f. Jacobi",1,
HCAP00175,Reg0051700,exact_name,"De Gazes de Glücksbierg, Frøken","De Gazes de Glücksbierg, Frøken",1,
HCAP00176,Reg0052000,exact_name,"De la Rose, (eller: Roche)",De la Rose (eller: Roche),2,
HCAP00177,Reg0052190,exact_name,"de Pallins, Madame","de Pallins, Madame",0,
HCAP00178,Reg0051690,exact_name,Decebalus,Decebalus (død 107),1,
HCAP00179,Reg0051780,exact_name,"Deckner, Carlotta","Deckner, Carlotta",2,
HCAP00180,Reg0052090,exact_name,"Delius, Ed.","Delius, Ed.",5,
HCAP00181,Reg0052100,exact_name,"delle Grazie, Cesare","delle Grazie, Cesare",1,
HCAP00182,Reg0052120,exact_name,"Delong, Frue, f. Tugnot Delanoy","Delong, Frue, f. Tugnot Delanoy",1,
HCAP00183,Reg0052130,exact_name,"Demcray, (Danscray?)",Demcray (Danscray?),1,
HCAP00184,Reg0052220,exact_name,"Descombaz, Edouard Aimé","Descombaz, Edouard Aimé",0,
HCAP00185,Reg0052260,exact_name,"Dessau, Frøken","Dessau, Frøken",1,
HCAP00186,Reg0052270,exact_name,Dessauer,Dessauer,1,
HCAP00187,Reg0052430,exact_name,"Dickens, Catherine (Kate)","Dickens, Catherine (Kate) (1839–1929)",7,
HCAP00188,Reg0052530,exact_name,"Dickson, Frue, f. Hoskier","Dickson, Frue, f. Hoskier",1,
HCAP00189,Reg0054400,exact_name,"Döbler, Döbel, Dupel","Döbler, Döbel, Dupel",2,
HCAP00190,Reg0054410,exact_name,"Doeblin, Eugen","Doeblin, Eugen",0,
HCAP00191,Reg0054460,exact_name,"Döring, Th. (Pseud, for Theodor Häring)","Döring, Th. (Pseud, for Theodor Häring) (1803–1878)",1,
HCAP00192,Reg0053250,exact_name,"Dou, Gerrit (Gerard)","Dou, Gerrit (Gerard) (1613–1675)",2,
HCAP00193,Reg0053290,exact_name,"Douglas, Marian","Douglas, Marian",0,
HCAP00194,Reg0053370,exact_name,"Drewsen, Amalie (Malle), f. Kümmel","Drewsen, Amalie (Malle), f. Kümmel (1808–1863)",8,
HCAP00195,Reg0053410,exact_name,"Drewsen, Elisa, f. Hallady","Drewsen, Elisa, f. Hallady (død 1907)",1,
HCAP00196,,none,"Drewsen, J. C.",,0,
HCAP00197,Reg0053620,exact_name,"Drewsen, Paul (1866–1907(?))","Drewsen, Paul (1866–1907(?))",1,
HCAP00198,Reg0053700,exact_name,"Dreyer, (Dreier?)",Dreyer (Dreier?),1,
HCAP00199,Reg0053740,exact_name,"Dreyschock, Frue","Dreyschock, Frue",1,
HCAP00200,Reg0053860,exact_name,Droscher,Droscher,0,
HCAP00201,Reg0053880,exact_name,"Du Bois, Henricus Garel, dr.","Du Bois, Henricus Garel, dr. (1814–1880)",1,
HCAP00202,Reg0054110,exact_name,"du Plat, Cæsar","du Plat, Cæsar (1804–1874)",1,
HCAP00203,Reg0054120,exact_name,"du Plat, Giode","du Plat, Giode (1809–1864)",2,
HCAP00204,Reg0054250,exact_name,"Düb, Adolph","Düb, Adolph",1,
HCAP00205,Reg0053890,exact_name,"Duch, Madame, f. Dübelt","Duch, Madame, f. Dübelt",0,
HCAP00206,Reg0053910,exact_name,Duej Frederik,Duej Frederik (1796–1873),8,
HCAP00207,Reg0054280,exact_name,"Dührssen, Herman Chr.","Dührssen, Herman Chr.",2,
HCAP00208,Reg0054080,exact_name,"Dunlop, Christiane (Christine), f. Larsdatter (Larsen)","Dunlop, Christiane (Christine), f. Larsdatter (Larsen) (1801–1875)",3,
HCAP00209,Reg0050250,exact_name,"d’Alton, Agnes, f. Rauch","d’Alton, Agnes, f. Rauch",1,
HCAP00210,Reg0050260,exact_name,"d’Alton, Johann Samuel Eduard","d’Alton, Johann Samuel Eduard (1803–1854)",1,
HCAP00211,Reg0033210,exact_name,"d’Auchamp, F. L. F.","d’Auchamp, F. L. F. (1810–1872)",1,
HCAP00212,Reg0051430,exact_name,"d’Avezac, A. G. V.","d’Avezac, A. G. V. (1780–1851)",1,
HCAP00213,Reg0052880,exact_name,"d’Ohsson, Abraham Constantin Mouradgea, Friherre","d’Ohsson, Abraham Constantin Mouradgea, Friherre (1779–1851)",1,
HCAP00214,Reg0053180,exact_name,"d’Orsay, Alfred, Greve","d’Orsay, Alfred, Greve (1801–1852)",3,
HCAP00215,Reg0054480,exact_name,Eaton,Eaton,1,
HCAP00216,Reg0054590,exact_name,"Eckardt, Frue","Eckardt, Frue",1,
HCAP00217,Reg0054610,exact_name,"Eckardt, G. E.","Eckardt, G. E. (1825–1907)",1,
HCAP00218,Reg0054750,exact_name,"Eckhoff, Magdalene (Lehnchen)","Eckhoff, Magdalene (Lehnchen) (ca. 1834–1913)",0,
HCAP00219,Reg0054900,exact_name,"Egidius, Frøknerne","Egidius, Frøknerne",1,
HCAP00220,Reg0055380,exact_name,"Engel, Frk.","Engel, Frk.",1,
HCAP00221,Reg0055600,exact_name,"Enholm, Lorentz Peter","Enholm, Lorentz Peter (død 1841)",2,
HCAP00222,Reg0055610,exact_name,"Épée, Charles-Michel, Abbé de 1’","Épée, Charles-Michel, Abbé de 1’ (1712–1789)",1,
HCAP00223,Reg0055660,exact_name,"Eriksen, Christian","Eriksen, Christian",3,
HCAP00224,Reg0055800,exact_name,"Esbensen, Betty Sophie","Esbensen, Betty Sophie",1,
HCAP00225,,none,Euripides,,0,
HCAP00226,Reg0056090,exact_name,Ewald. Madam,Ewald. Madam,0,
HCAP00227,Reg0056320,exact_name,"Fabricius, Caroline, f. Andersen","Fabricius, Caroline, f. Andersen (1812–1891)",10,
HCAP00228,Reg0056300,exact_name,"Fabricius, Frue","Fabricius, Frue",0,
HCAP00229,Reg0056620,exact_name,"Falbe, Wilhelmine (Mine) Ulrikke (1782 1858)","Falbe, Wilhelmine (Mine) Ulrikke (1782 1858)",2,
HCAP00230,Reg0056750,exact_name,"Falkman-Petersen (senere: Falkman), Adolf","Falkman-Petersen (senere: Falkman), Adolf (død 1903, 66 år gl.)",0,
HCAP00231,Reg0057080,exact_name,"Feisthamel, J.","Feisthamel, J.",1,
HCAP00232,Reg0057260,exact_name,Femanda,Femanda,0,
HCAP00233,Reg0057100,exact_name,"Femmer, Frederikke, f. Klem","Femmer, Frederikke, f. Klem (død 1832)",1,
HCAP00234,Reg0057110,exact_name,"Femmer, Ole","Femmer, Ole",1,
HCAP00235,Reg0057390,exact_name,"Feuerherd, Frk.","Feuerherd, Frk.",1,
HCAP00236,Reg0057430,exact_name,"Fibiger, Laura (1845–1912) eller Margrethe","Fibiger, Laura (1845–1912) eller Margrethe (1846–1927)",1,
HCAP00237,Reg0057630,exact_name,Firmenich,Firmenich,1,
HCAP00238,Reg0057640,exact_name,"Firmenich (Richartz), Johann Mathias","Firmenich (Richartz), Johann Mathias (1808–1889)",3,
HCAP00239,Reg0057690,exact_name,"Fischer, Johanne (Hanne)","Fischer, Johanne (Hanne) (1819–1910)",1,
HCAP00240,Reg0057730,exact_name,"Fisker, Frederikke Wilhelmine Pauline, f. Govi","Fisker, Frederikke Wilhelmine Pauline, f. Govi (1830–1905)",0,
HCAP00241,Reg0057880,exact_name,"Flindt, (?)",Flindt(?),1,
HCAP00242,Reg0058290,exact_name,"Forster, Eliza Ann, f. Crosbie","Forster, Eliza Ann, f. Crosbie",1,
HCAP00243,Reg0058330,exact_name,Fouché,Fouché,1,
HCAP00244,Reg0058380,exact_name,Foy. C. A.,Foy. C. A.,1,
HCAP00245,Reg0058560,exact_name,"Frankenberg und Ludwigsdorff, An tonie von, Grevinde, f. Grevinde von Teczin-Paczinsky","Frankenberg und Ludwigsdorff, An tonie von, Grevinde, f. Grevinde von Teczin-Paczinsky (1801–1877)",1,
