entity_id,entity_type,category_h1,genre_h2,form_h3,subform_h4,label,description,see,see_also,year_derived,date_derived,person_derived
Reg0040230,person,PERSON-REGISTER,,,,"Boleyn, Anna (1507–1536)","Engelsk Adelsdame, g. 1533 m. Kong Henry VIII af England, henrettet 1536.",,,,,
Reg0040240,person,PERSON-REGISTER,,,,"Bolyovsky, Lilla, f. von Szilagyi (1834–1909)","Skuespillerinde ved Hofteatret i München, Forfatterinde, g.m. Julius von B., Edler von Gyulasalva, Pest.",,,,,
Reg0040250,person,PERSON-REGISTER,,,,"Bombelles, Henri de. Greve (1789–1850)","Østrigsk Officer og Diplomat, siden 1836 Opdrager for Erkehertug Franz Joseph.",,,,,
Reg0040260,person,PERSON-REGISTER,,,,"Bonaparte, Jérome (1784–1860)","Broder til Napoléon I, Konge af Westfalen 1807–1814.",,,,,
Reg0040270,person,PERSON-REGISTER,,,,"Bonaparte, Lucien, Fyrste af Ganino (1775–1840)",Broder til Napoléon I.,,,,,
Reg0040280,person,PERSON-REGISTER,,,,"Boner, Charles (1815–1870)","Engelsk Forfatter og Oversætter (bl.a. H.C. Andersen), 1840–1860 Huslærer og Sekretær hos Fyrst Maximilian af Thurn und Taxis.",,,,,
Reg0040290,person,PERSON-REGISTER,,,,"Bonheur, Stella","Operasangerinde, Det italienske Operaselskab, Hofteatret 1871.",,,,,
Reg0040300,person,PERSON-REGISTER,,,,Bonifacio Veronese (1487–1553),Italiensk Maler.,,,,,
Reg0040310,person,PERSON-REGISTER,,,,"Bonito, Giuseppe (1707–1789)",Italiensk Maler.,,,,,
Reg0040320,person,PERSON-REGISTER,,,,"Bonivard, Franz von (1496–1570)","»Fangen i Chillon«, Prior af S. Victor, Genève, fængslet på Chillon af Hertugen af Savoyen 1519–1520 og 1530–1536.",,,,,
Reg0040330,person,PERSON-REGISTER,,,,"Bonnay, Cathérine de, Marquise, f. O’ Neill (1789–1879)",Enke efter fransk Diplomat og Politiker Charles-François de B.,,,,,
Reg0040340,person,PERSON-REGISTER,,,,"Bonnay, Erneste","7-årig Xylofonspiller, Casino 7.11.1865.",,,,,
Reg0040350,person,PERSON-REGISTER,,,,"Bonnesen, N. F. (ca. 1802–73)","Tobaksfabrikør, Borgerrepræsentant i København, Justitsraad.",,,,,
Reg0040360,person,PERSON-REGISTER,,,,"Bonnet, Jules",Tysk Passager fra Augsburg på Dampskibet Batavier 22.6.1847.,,,,,
Reg0040370,person,PERSON-REGISTER,,,,"Bonnichsen, Rasmus (1807–1849)","Kaptajn II, Kompagnichef i 6. Liniebataillon.",,,,,
Reg0040380,person,PERSON-REGISTER,,,,"Bonnier, Adolf (1806–1867)","Boghandler i Stockholm, 1849 tillige Universitetsboghandler i Uppsala.",,,,,
Reg0040390,person,PERSON-REGISTER,,,,"Bonnier, Albert (1820–1900)","Broder til Adolf B., Boghandlermedhjælper, 1842 Forlagsboghandler, Stockholm.",,,,,
Reg0040400,person,PERSON-REGISTER,,,,"Bonnier, Betty, f. Rubenson (1828–1888)",g. 1854 m. Albert B.,,,,,
Reg0040410,person,PERSON-REGISTER,,,,"Bonnier, Ester, f. Philip (1809–1845)",g. 1834 m. Adolf B.,,,,,
Reg0040420,person,PERSON-REGISTER,,,,"Bonnier, Isidor Adolf (1848–1925)","Søn af Adolf B., Forlagsboghandler i Stockholm.",,,,,
Reg0040430,person,PERSON-REGISTER,,,,"Bonnier, Sophie, f. Hirsch (1811–1874)",g. 1847 m. Adolf B.,,,,,
Reg0040440,person,PERSON-REGISTER,,,,Bonsoir,Bankier i Lyon.,,,,,
Reg0040450,person,PERSON-REGISTER,,,,"Bonstetten, se: Bodenstedt.",,,,,,
Reg0040460,person,PERSON-REGISTER,,,,"Boom, J. M. (død 1875)",Dansk Konsul i Cadix.,,,,,
Reg0040470,person,PERSON-REGISTER,,,,"Bora, Katharina von (1499–1552)",Luthers Hustru 1525.,,,,,
Reg0040480,person,PERSON-REGISTER,,,,"Borch, Elisabeth Sophie Cathrine, f. Rothe (1794–1879)","Vinhandler N. J. Jurgensens Svigermoder, Bordeaux.",,,,,
Reg0040490,person,PERSON-REGISTER,,,,"Borch, Th. Hee (1825–1885)","Prokurator, Medlem af Odense Kommunalbestyrelse.",,,,,
Reg0040500,person,PERSON-REGISTER,,,,"Borgaard, Carl (1799–1868)",Forfatter og Oversætter.,,,,,
Reg0040510,person,PERSON-REGISTER,,,,"Borgen, Bonaparte (1798–1884)","Rektor ved Metropolitanskolen i København 1844–1871, tit. Professor 1845, Etatsraad 1862.",,,,,
Reg0040520,person,PERSON-REGISTER,,,,"Borgen, Edvard (1827–1897)","Søn af Grosserer David B., Frivillig ved 3. Liniebataillon 1848, senere Kaptajn i Infanteriets Krigsreserve, Graver ved Trinitatis Kirke i Kbhvn. og Stads-Bedemand.",,,,,
Reg0040530,person,PERSON-REGISTER,,,,"Borghese, Catherine-Gwendolin (Guendolina). Prinsesse, f. Talbot (1817–1840)",g.m. Marco Antonio B.,,,,,
Reg0040540,person,PERSON-REGISTER,,,,"Borghese, Marco Antonio, Prins (1814–1886)",romersk Adelsmand.,,,,,
Reg0040550,person,PERSON-REGISTER,,,,"Borgo di Primo, Charlotte dal (1818–1888)","Datter af O. dal B. di P., Odense adelige Jomfrukloster.",,,,,
Reg0040560,person,PERSON-REGISTER,,,,"Borgo di Primo, Olinto dal (1775–1856)","Dansk Chargé d’affaires i Madrid, 1848–1856 Ministerresident sst., Kammerherre.",,,,,
Reg0040570,person,PERSON-REGISTER,,,,"Bork, Maria","(»den venlige skikkelige lille Maria Bork der er saa forfærdelig pukkelrygget«, Middag hos C.E.Fenger 16.11.1864).",,,,,
Reg0040580,person,PERSON-REGISTER,,,,"Bornemann, Cosmus (1806–1877)","Højesteretsassessor, Kammerherre.",,,,,
Reg0040590,person,PERSON-REGISTER,,,,"Bornemann, Fred. Wilh. Ludw. (1798–1864)","preussisk Retslærd, 2. Präsident des Obertribunals, 1860 Kronsyndikus.",,,,,
Reg0040600,person,PERSON-REGISTER,,,,"Bornemann, Harriet, f. Parsons (1772–1866)","g. 1804 m. Generalauditør, senere Justitiarius i Højesteret A.V.F.B.",,,,,
Reg0040610,person,PERSON-REGISTER,,,,"Bornemann, Johan (1813–1890)","lic.theol., 1843–1849 Lektor i Moral ved Sorø Akademi, 1854 Professor i Theologi ved Københavns Universitet.",,,,,
Reg0040620,person,PERSON-REGISTER,,,,Bornstedt,München 22.6.1854.,,,,,
Reg0040630,person,PERSON-REGISTER,,,,"Bornstedt, Luise von, Baronesse (1807–1870)",Tysk Digterinde.,,,,,
Reg0040640,person,PERSON-REGISTER,,,,"Borries, Carl (1827–1852)","cand. philol. 1850, Lærer ved Borgerdydskolen på Christianshavn, 1851 Kollaborator ved Domskolen i Slesvig.",,,,,
Reg0040650,person,PERSON-REGISTER,,,,"Borries, Frances Mary, f. Ellah (1820–1911)",g. 1849 m. Th.B.,,,,,
Reg0040660,person,PERSON-REGISTER,,,,"Borries, Theodor (1820–1897)","Broder til Carl B., udvandret til England 1844, senere Grosserer og dansk Vicekonsul i Newcastle.",,,,,
Reg0040670,person,PERSON-REGISTER,,,,Borring,"(»Brev fra Hr. Borring om at komme til ham og see hvad han havde hjembragt fra Færøerne og Island«, 12.4.1875).",,,,,
Reg0040680,person,PERSON-REGISTER,,,,"Borromeo, Carlo, Greve (1538–1584)","Ærkebiskop i Milano, Kardinal.",,,,,
Reg0040690,person,PERSON-REGISTER,,,,"Borum, Thora, f. Fiedler (1810–1897)","Søster til Harald Fiedler, g. 1° 1837 m. Carl Bagger, 2° 1851 m. Jernstøberiejer Lauritz William B.",,,,,
Reg0040700,person,PERSON-REGISTER,,,,"Borup, Gotthilf (1804–1879)",Billedhugger.,,,,,
Reg0040710,person,PERSON-REGISTER,,,,"Borup, Hansigne (død 1866, 46 år gl.)",Lærerinde hos Godslæge H.Th.M. Steenbuch.,,,,,
Reg0040720,person,PERSON-REGISTER,,,,"Borup, Julius Theodor (1814–1904)","Adjunkt ved Sorø Akademis Skole 1843, Sognepræst i Skamstrup og Frydendal 1857–1897.",,,,,
Reg0040730,person,PERSON-REGISTER,,,,"Borup, Marie, f. Trier (1827–1897)",g. 1848 m. J.Th.B.,,,,,
Reg0040740,person,PERSON-REGISTER,,,,"Bosboom, Johannes (1817–1891)",Hollandsk Maler.,,,,,
Reg0040750,person,PERSON-REGISTER,,,,"Bosboom-Toussaint, Anna, f. Toussaint (1812–1886)","Hollandsk Romanforfatterinde, g. 1851 m. J.Bosboom.",,,,,
Reg0040760,person,PERSON-REGISTER,,,,"Bosch, Hieronymus (ca. 1462–1516)",Hollandsk Maler.,,,,,
Reg0040770,person,PERSON-REGISTER,,,,"Bosch-Spener, Henri de","Belgisk Diplomat, Ministerresident i København 1859–1867.",,,,,
Reg0040780,person,PERSON-REGISTER,,,,"Bosco, Bartolomeo (1793–1863)",Italiensk Tryllekunstner.,,,,,
Reg0040790,person,PERSON-REGISTER,,,,"Bose, August von, Greve (1787–1862)","kgl. sachsisk Kammerherre, virkelig Gehejmeraad og Hofmarskal, Dresden.",,,,,
Reg0040800,person,PERSON-REGISTER,,,,"Bose, Elisabeth von, Grevinde, f. von Loewenstein (1795–1879)",g. 1813 m. August v. B.,,,,,
Reg0040810,person,PERSON-REGISTER,,,,Bothilde,Pige hos Frk. Hallager 1873.,,,,,
Reg0040820,person,PERSON-REGISTER,,,,"Bothmer, Hans Caspar von, Rigsgreve (1727–1787)","Kammerherre, 1766 Envoyé extraordinaire ved det engelske Hof, undertegnede Christian VII's Ægtepagt med Dronning Caroline Mathilde, 1780 Overpræsident i Kiel.",,,,,
Reg0040830,person,PERSON-REGISTER,,,,"Bétzaris, Marko (ca. 1788–1823)",græsk Frihedskæmper.,,,,,
Reg0040840,person,PERSON-REGISTER,,,,"Botzaris, Rosa","Datter af Marko B., Hofdame hos Dronning Amalie af Grækenland.",,,,,
Reg0040850,person,PERSON-REGISTER,,,,"Boudewijn, se Vliet, J. L. van der.",,,,,,
Reg0040860,person,PERSON-REGISTER,,,,"Bouffé, Marie (1800–1888)",Fransk Skuespiller.,,,,,
Reg0040870,person,PERSON-REGISTER,,,,"Bouillon, Gotfred af (ca. 1060–1100)","Hertug af Nedrelothringen, Jerusalems Erobrer 1099, s.A. »Den hellige Gravs Værner«.",,,,,
Reg0040880,person,PERSON-REGISTER,,,,"Bouliowski, Fru, se: Bolyovsky, Lilla.",,,,,,
Reg0040890,person,PERSON-REGISTER,,,,"Boulles-Russig, Joseph von, Friherre (1810–1864)","Østrigsk Officer, senere Oberstløjtnant.",,,,,
Reg0040900,person,PERSON-REGISTER,,,,"Bourbon, Adelberth de (1840–1876)","Søn af Karl Wilhelm Naundorff, senere hollandsk Officer.",,,,,
Reg0040910,person,PERSON-REGISTER,,,,"Bourbon, Marie Antoinette de (1829–?)","Datter af Karl Wilhelm Naundorf (tysk Urmager, der foregav at være Louis XVII af Frankrig).",,,,,
Reg0040920,person,PERSON-REGISTER,,,,"Bourée, Prosper (1811–1886)","Fransk Gesandt i Lissabon 1864–1867, derefter i Konstantinopel.",,,,,
Reg0040930,person,PERSON-REGISTER,,,,"Bournonville, August (1805–1879)",Balletmester og Balletkomponist.,,,,,
Reg0040940,person,PERSON-REGISTER,,,,"Bournonville, Augusta (1831–1906)","Datter af August B., Balletdanserinde, g. 1852 m. Mandrup Peter Tuxen.",,,,,
Reg0040950,person,PERSON-REGISTER,,,,"– Se også: Tuxen, Augusta.",,,,,,
Reg0040960,person,PERSON-REGISTER,,,,"Bournonville, Charlotte (1832–1911)","Datter af August B., Operasangerinde ved Det kgl. Teater.",,,,,
Reg0040970,person,PERSON-REGISTER,,,,"Bournonville, Edmond (1846–1904)","Søn af August B., cand. med. 1871, Læge i Fredensborg 1873, senere i København, Göteborg og Ystad.",,,,,
Reg0040980,person,PERSON-REGISTER,,,,"Bournonville, Frederikke (1817–1897)","Søster til August B., g. 1845 m. residerende Kapellan i Asminderød, senere Sognepræst i Brønshøj C. O. Schmidt-Phiseldeck.",,,,,
Reg0040990,person,PERSON-REGISTER,,,,"Bournonville, Helene, f. Håkansson (1809–1895)",g. 1830 m. August B.,,,,,
Reg0041000,person,PERSON-REGISTER,,,,"Bournonville, Mathilde (1835–1890)","Datter af August B., Guvernante hos Ritmester Waldemar Haffner, senere Lærerinde i Fransk.",,,,,
Reg0041010,person,PERSON-REGISTER,,,,"Bournonville, Vilhelmine (1833–1908)",Adoptivdatter af August B.,,,,,
Reg0041020,person,PERSON-REGISTER,,,,"Boye, se også: Böie.",,,,,,
Reg0041030,person,PERSON-REGISTER,,,,"Boye, A. E. (1784–1851)","Fuldmægtig ved Finansdeputationen, Forfatter, Udgiver og Oversætter (Pseudonymer: Peter Wegener, Hans Mikkelsen, Just Justesen).",,,,,
Reg0041040,person,PERSON-REGISTER,,,,"Boye, Adolph Johannes (1825–1892)","Søn af M.A.B., Sognepræst i Moss, Norge.",,,,,
Reg0041050,person,PERSON-REGISTER,,,,"Boye, Adolph Jonas (1823–1891)","Søn af G.J.B., Sekondløjtnant, senere Kaptajn i Vestindisk Hærstyrke og 1878 Toldforvalter i Christianssted.",,,,,
Reg0041060,person,PERSON-REGISTER,,,,"Boye, Albertine (1842–1931)","Ekspeditrice, Bergen.",,,,,
Reg0041070,person,PERSON-REGISTER,,,,"Boye, Carl (1825–1892)","Søn af G.J.B., Kasserer i Sparekassen for Kjøbenhavn og Omegn.",,,,,
Reg0041080,person,PERSON-REGISTER,,,,"Boye, Caspar Johannes (1791–1853)","2. Lærer ved Jonstrup Seminarium, 1826 Sognepræst i Søllerød, 1835 ved St. Olai i Helsingør, 1847 ved Garnisons Kirke i Kbh.; Skuespilforfatter og Salmedigter.",,,,,
Reg0041090,person,PERSON-REGISTER,,,,"Boye, Edvard (1830–1883)","Søn af G.J.B., Kolonibestyrer i Umanak, 1882 Inspektør ved Grønlænderhjemmet i Kbh.",,,,,
Reg0041100,person,PERSON-REGISTER,,,,"Boye, Emilie Franzisca, f. Kiinitzer (1835–1916)",g. 1855 m. Edvard B.,,,,,
Reg0041110,person,PERSON-REGISTER,,,,"Boye, Frederik Christian (1815–1842)","Søn af Apoteker, Assessor pharm. Marx B., cand. jur.",,,,,
Reg0041120,person,PERSON-REGISTER,,,,"Boye, Henriette (Jette) Louise (1822–1901)","Datter af M.A.B., g. 1853 m. Revisor Peter Henrik Boye.",,,,,
Reg0041130,person,PERSON-REGISTER,,,,"Boye, Henriette (Jette) Sophie Dorothea (1821–1895)","Datter af C.J.B., g. 1843 m. Distriktslæge i Herning, senere Landfysikus på St. Thomas og St. Jan Andreas Vilhelm Pedersen.",,,,,
Reg0041140,person,PERSON-REGISTER,,,,"– Se også: Pedersen, Henriette.",,,,,,
Reg0041150,person,PERSON-REGISTER,,,,"Boye, Johanne (Hanne), f. Birckner, (1797–1881)","Datter af M. G. Birckner, g. 1818 m. M.A.B.",,,,,
Reg0041160,person,PERSON-REGISTER,,,,"Boye, Maria, f. Birckner (1796–1880)","Datter af M.G.Birckner, g. 1818 m. G.J.B.",,,,,
Reg0041170,person,PERSON-REGISTER,,,,"Boye, Mathias A. (1796–1872)","Broder til G.J.B., Rektor ved Ghristianssand Katedralskole, 1849 Toldkasserer i Christianssund, Stortingsmand.",,,,,
Reg0041180,person,PERSON-REGISTER,,,,"Boye, Peter Henrik (1816–1889)","Søn af A.E.B., Kontorchef ved Revisionen i Finansministeriet, 1869 Revisor ved Overformynderiet, Litterat.",,,,,
Reg0041190,person,PERSON-REGISTER,,,,"Boye, Peter Vilhelm (død 1842)","Broder til F.G.B., stud.theol.",,,,,
Reg0041200,person,PERSON-REGISTER,,,,"Boye, Sophie, f. West (1840–1895)","g. 1° 1862 m. Theodor B., 2° 1881 m. Grosserer A.F.Kiær.",,,,,
Reg0041210,person,PERSON-REGISTER,,,,"Boye, Stella (1824–1927)","Datter af M. A.B., g. 1851 m. Købmand Lars Semb.",,,,,
Reg0041220,person,PERSON-REGISTER,,,,"– Se også: Semb, Stella.",,,,,,
Reg0041230,person,PERSON-REGISTER,,,,"Boye, Theodor (1821–1871)","Søn af M.A.B., Student 1840, cand. jur. 1845, Fuldmægtig 1859 i Finansdepartementet, Christiania.",,,,,
Reg0041240,person,PERSON-REGISTER,,,,"Boye, Vilhelm (1837–1896)","Søn af G.J.B., Student 1855, cand. phil. 1856, Medhjælper ved Nationalmuseet indtil 1865, derefter Journalist, 1868 i Huset hos Georg Brandt i Amsterdam, 1869 Redaktionssekretær ved »Dannevirke« i Haderslev, fra 1878 Medarbejder ved »Nationaltidende«, 1880 Bibliotekar i Athenæum, 1885 Assistent ved Nationalmuseet; Arkæolog.",,,,,
Reg0041250,person,PERSON-REGISTER,,,,"Boyesen, Hjalmar Hjorth (1848–1895)","norsk-amerikansk Forfatter og Litteraturhistoriker, 1874 Professor ved Cornell University, fra 1880 Professor ved Columbia College.",,,,,
Reg0041260,person,PERSON-REGISTER,,,,"Boysen, Adolf (1857–1935)","Student 1874, Klassekammerat af Emil Melchior, cand. mag. 1887, senere Lektor ved Østre Borgerdydskole, Forfatter af Skolebøger.",,,,,
Reg0041270,person,PERSON-REGISTER,,,,"Boytner, se: Beutner.",,,,,,
Reg0041280,person,PERSON-REGISTER,,,,"Boz, se: Dickens, Charles.",,,,,,
Reg0041290,person,PERSON-REGISTER,,,,"Braam, Machtelina Christina van (1833–1880)","Søster til Fru Ursula Martha Kneppelhout, g. 1875 m. Charles Edouard Albert Vigelius.",,,,,
Reg0041300,person,PERSON-REGISTER,,,,"Brachel, Brackel, se: Brakle.",,,,,,
Reg0041310,person,PERSON-REGISTER,,,,"Brahe, Familien",,,,,,
Reg0041320,person,PERSON-REGISTER,,,,"Brahe, Aurore Vilhelmina, Enkegrevinde, f. Friherreinde Koskuli (1778–1852)",Enke efter Grev Magnus Frederik B. til Salsta.,,,,,
Reg0041330,person,PERSON-REGISTER,,,,"Brahe, Ebba (1596–1674)","Hofdame hos Enkedronning Christina af Sverige, Gustaf II Adolfs Elskede, g. 1618 m. Rigsmarsken Jacob De la Gardie.",,,,,
Reg0041340,person,PERSON-REGISTER,,,,"Brahe, Pehrson, se: Birger Persson.",,,,,,
Reg0041350,person,PERSON-REGISTER,,,,"Brahe, Tycho (1546–1601)",Astronom.,,,,,
Reg0041360,person,PERSON-REGISTER,,,,"Brahms, Johannes (1833–1897)",Tysk Komponist.,,,,,
Reg0041370,person,PERSON-REGISTER,,,,"Brakle (Brackel), George William Olaf Rye van (1849–1920)","Søn af S.W. v.B., Student 1868, cand. polit. 1876, senere Ekspeditionssekretær i Marineministeriet.",,,,,
Reg0041380,person,PERSON-REGISTER,,,,"Brakle, Samuel William van (1821–1900)","cand. jur., Premierløjtnant i Infanteriets Krigsreserve, 1851–1859 Ejer af Duelund og Humle Mølle, Sjørslev S., 1860–1888 Guvernementssekretær på St. Croix, Kammerherre 1889.",,,,,
Reg0041390,person,PERSON-REGISTER,,,,"Bramante, Donato (ca. 1444–1514)",Italiensk Arkitekt og Maler.,,,,,
Reg0041400,person,PERSON-REGISTER,,,,"Brambilla, Marietta (1807–1875)",Italiensk Operasangerinde.,,,,,
Reg0041410,person,PERSON-REGISTER,,,,Braminer,"Jfr., Christinelund 1851.",,,,,
Reg0041420,person,PERSON-REGISTER,,,,"Bramsen, Camilla, f. Lassen (1820–1879)","Datter af N. F. Lassen, g. 1843 m. Luis B. (1819–1886).",,,,,
Reg0041430,person,PERSON-REGISTER,,,,"Bramsen, Engel Camilla, f. Kiellerup (1819–1901)",Enke efter Læge Peter Adolph Feilberg B.,,,,,
Reg0041440,person,PERSON-REGISTER,,,,"Bramsen, Lorentz (1808–1880)",Tandlæge.,,,,,
Reg0041450,person,PERSON-REGISTER,,,,"Bramsen, Ludvig (1847–1914)","Søn af Luis B., Forsikringsmand, 1870 Volontør i et parisisk Forsikringsselskab, 1886 Direktør i Nye danske Brandforsikring, Indenrigsminister 1899–1901, 1901 Gehejmeetatsraad.",,,,,
Reg0041460,person,PERSON-REGISTER,,,,"Bramsen, Luis (1819–1886)","Broder til Lorentz B., Direktør for Firmaet Bramsen & Blom, 1864 for Nye danske Brandforsikring.",,,,,
Reg0041470,person,PERSON-REGISTER,,,,"Bramsen, Vilhelmine (1813–1897)",Søster til Lorentz B.,,,,,
Reg0041480,person,PERSON-REGISTER,,,,"Brandes, se også: Brandis.",,,,,,
Reg0041490,person,PERSON-REGISTER,,,,"Brandes, Edvard (1847–1931)","Søn af Emilie B., Forfatter og Politiker, Student 1865, cand. mag. i østerlandske Sprog 1872, Kritiker, Forfatter og Politiker, Finansminister 1913–1920.",,,,,
Reg0041500,person,PERSON-REGISTER,,,,"Brandes, Emilie, f. Bendix (1818–1898)",g.m. Grosserer Herman Cohen B.,,,,,
Reg0041510,person,PERSON-REGISTER,,,,"Brandes, Emma (1854–?)","Tysk Pianistinde, g. 1874 m. Fysiologen, Professor Wilh. Engelmann.",,,,,
Reg0041520,person,PERSON-REGISTER,,,,"Brandes, Georg (1842–1927)","Søn af Emilie B., Kritiker og Litteraturhistoriker, cand. mag. i Æstetik 1864, dr. phil. 1870.",,,,,
Reg0041530,person,PERSON-REGISTER,,,,"Brandes, Harriet, f. Salomonsen (1856–1879)","Datter af Moritz Salomonsen, g. 1873 m. Edvard B.",,,,,
Reg0041540,person,PERSON-REGISTER,,,,"– Se også: Salomonsen, Harriet.",,,,,,
Reg0041550,person,PERSON-REGISTER,,,,"Brandes, Heinrich Wilhelm (1777–1834)","Tysk Astronom og Matematiker, Professor i Fysik i Leipzig.",,,,,
Reg0041560,person,PERSON-REGISTER,,,,"Brandes, L. I. (1821–1894)","dr. med., Overlæge ved Almindelig Hospital 1863, tit. Professor 1869, Etatsraad 1891, Filantrop.",,,,,
Reg0041570,person,PERSON-REGISTER,,,,"Brandis, Dietrich (1821–1849)","Søn af J.D.B., Privatsekretær hos Admiral Hans Dahlerup 1849.",,,,,
Reg0041580,person,PERSON-REGISTER,,,,"Brandis, Henriette (Henny) (1819–1874)","Datter af J.D.B., Forfatterinde.",,,,,
Reg0041590,person,PERSON-REGISTER,,,,"Brandis, Jane, f. Markoe (1791–1865)",g. 1818 m. J.D.B.,,,,,
Reg0041600,person,PERSON-REGISTER,,,,"Brandis, Joachim Dietrich (1762–1845)","Livlæge hos Dronning Marie Sophie Frederikke, Konferensraad.",,,,,
Reg0041610,person,PERSON-REGISTER,,,,Brandt,"(Konsulatsembedsmand?), Napoli 3.3.1841.",,,,,
Reg0041620,person,PERSON-REGISTER,,,,Brandt,Paris 1863.,,,,,
Reg0041630,person,PERSON-REGISTER,,,,Brandt,Skuespiller Chr. Schmidts Svoger.,,,,,
Reg0041640,person,PERSON-REGISTER,,,,"Brandt, Alexander Hans Henrik (1806–1859)","Kateket i Frederikssted, St. Groix, Sognepræst i Børglum 1858.",,,,,
Reg0041650,person,PERSON-REGISTER,,,,"Brandt, Andreas Heggelund (1846–1913)","Søn af A.L.B., senere Borgmester i Arnhem.",,,,,
Reg0041660,person,PERSON-REGISTER,,,,"Brandt, Andreas Ludvig (1820–1882)","Dansk Grosserer i Amsterdam (Firma Ebeling & Brandt), senere dansk Konsul sst.",,,,,
Reg0041670,person,PERSON-REGISTER,,,,"Brandt, August Frederik (1815–1893)","Sognepræst i Vilstrup, Sønderjylland 1859, Afsked 1864, i Veggerløse, Falster 1866.",,,,,
Reg0041680,person,PERSON-REGISTER,,,,"Brandt, Augusta Charlotte, f. Steenbuch (1821–1903)",g. 1847 m. August Fr. B.,,,,,
Reg0041690,person,PERSON-REGISTER,,,,"Brandt, C. (død 1895, 79 år gl.)","Musikdirektør, Casino.",,,,,
Reg0041700,person,PERSON-REGISTER,,,,"Brandt, Camilla Augusta, f. Bodenhoff (1820–1895)","g. 1847 m. Alexander B., Enke 1859.",,,,,
Reg0041710,person,PERSON-REGISTER,,,,"Brandt, Deborah Petronella, f. van Eeghen (1822–1897)",g. 1844 m. A.L.B.,,,,,
Reg0041720,person,PERSON-REGISTER,,,,"Brandt, Ernst (1794–1858)",Købmand i Svendborg.,,,,,
Reg0041730,person,PERSON-REGISTER,,,,"Brandt, Frederik Christian (død 1839)",Korist ved Det kgl. Teater 1820–1825.,,,,,
Reg0041740,person,PERSON-REGISTER,,,,"Brandt, Frederik Peter (1825–1891)","Norsk Retshistoriker, Lektor (Professor) i Lovkyndighed ved Christiania Universitet.",,,,,
Reg0041750,person,PERSON-REGISTER,,,,"Brandt, Georg (1830–1889)","Broder til A.L.B., dansk Grosserer i Amsterdam, Konsul 1882.",,,,,
Reg0041760,person,PERSON-REGISTER,,,,"Brandt, Nancy Mathilde","(ved Folketællingen 1845: 22 år), i huset hos Hofraadinde Charlotte Petersen, Augustenborg.",,,,,
Reg0041770,person,PERSON-REGISTER,,,,"Brandt, Rasmine Johanne",Husbestyrerinde på Glorup.,,,,,
Reg0041780,person,PERSON-REGISTER,,,,"Brandt, Sara (1859–1946)","Datter af Georg B., g. 1887 m. Conservator ved Rijksmuseum i Amsterdam Jacob F. E. de Neufville.",,,,,
Reg0041790,person,PERSON-REGISTER,,,,"Brandt, Theodor Otto Meley (1819–1863)","Søn af Frederik Christian B., Lærer, privat dimitteret 1849 fra Jonstrup Seminarium, 1855 Lærer i Næsby på Ourø.",,,,,
Reg0041800,person,PERSON-REGISTER,,,,"Branner, Georg Chr. Mecklenburg (1811–1889)","Student 1828, Adjunkt på Herlufsholm 1834–1837, senere Sognepræst, sidst ved St. Peders Kirke, Slagelse.",,,,,
Reg0041810,person,PERSON-REGISTER,,,,"Brasch, C. H. (1811–1894)","cand. theol., Huslærer på Bregentved 1838–1847, Sognepræst i Vemmetofte 1847–1886, Historiker.",,,,,
Reg0041820,person,PERSON-REGISTER,,,,"Brasen, Caroline (1835–?)",Datter af J.A.B.,,,,,
Reg0041830,person,PERSON-REGISTER,,,,"Brasen, Christian Emil (1841–1922)","Søn af J.A.B., Officersaspirant, stud, jur., 1865 Sekondløjtnant, 1868 cand. jur., senere Stabsintendant og Etatsraad.",,,,,
Reg0041840,person,PERSON-REGISTER,,,,"Brasen, Jens August (1802–1869)","Sognepræst i Skelskør 1840, Provst i Vester- og Øster-Flakkebjerg Herreds Provsti.",,,,,
Reg0041850,person,PERSON-REGISTER,,,,"Brasen, Ole Frederik Christian (1831–1887)","Søn af J.A.B., exam. jur., Assistent i Generaldirektoratet for Postvæsenet, 1880 Chef for Begravelseskontoret i København.",,,,,
Reg0041860,person,PERSON-REGISTER,,,,"Brasen, Ove Emmerich (1847–1921)","Søn af J.A.B., senere Ritmester.",,,,,
Reg0041870,person,PERSON-REGISTER,,,,"– Se også: Høegh-Guldberg, Vilhelmine.",,,,,,
Reg0041880,person,PERSON-REGISTER,,,,"Brasen, Vilhelmine, f. Høegh-Guldberg (1810–1877)","Datter af Chr. Høegh-Guldberg, g. 1840 m. J.A.B.",,,,,
Reg0041890,person,PERSON-REGISTER,,,,"Brask, Christen Johan Høeg (1834–1906)","Ejer af Kjellerup, Svenstrup S., Randers Amt.",,,,,
Reg0041900,person,PERSON-REGISTER,,,,"Brask, Hans (1464–1538)",Biskop i Linköping.,,,,,
Reg0041910,person,PERSON-REGISTER,,,,"Brask, Jens (1832–1898)","Broder til C.J.B., cand. jur., Fuldmægtig ved By- og Herredsretten i Mariager, 1865 Prokurator i Ringkøbing.",,,,,
Reg0041920,person,PERSON-REGISTER,,,,"Brassier de Saint-Simon-Vallade, Marie Joseph Anton von, Greve (1798–1872)","preussisk Gesandt i Athen 1841, Kammerherre.",,,,,
Reg0041930,person,PERSON-REGISTER,,,,"Bratt, Josephine, f. Pineus (1826–1885)",g. 1851 m. Lars Gustaf B.,,,,,
