vol,page,date,month,year,heading,text
VII,162,1866-08-08,August,1866,Onsdag 8.,"162-01         300 Reis, og paa Georgs Sigende fik han 200 til altsaa en
162-02         Rdlr. Modtagelsen var lidt kjølig; jeg fik mit gamle Værelse.
162-03         Georg skjændte fordi jeg to Gange havde talt til ham at faae
162-04         mit Pas viseret, der var Tid nok! — Ung Georg har Feber."
VII,162,1866-08-09,August,1866,Torsdag 9.,"162-05     Torsdag 9. I Nat har det stormet. Georg var allerede afsted [5]
162-06         før jeg kom ned, da han bruger Bade. Pakket sammen.
162-07         Skrevet i Fru O Neils Album.
162-08              Naar, om Gud vil, snart jeg vandrer
162-09              I den danske Bøgesal,
162-10              Vil min Tanke ofte flyve
162-11              Til det skjønne Portugal.
162-12              Dvæle længst da paa Pinhiero
162-13              Hvor jeg fandt mit danske Hjem;
162-14              Jeg staaer atter paa Terrassen
162-15              Alle Syner flyve frem,
162-16              Aqvaducten og Palmella,
162-17              Cintras Bjerge, hver en Ven.
162-18              Sødt at mødes, tungt at skilles,
162-19              Mon I huske mig igjen?
162-20         Laae to Timer paa Sengen. Det stormede saa Haveporten [20]
162-21         blæste ind. Georg O Neill forklarede at den Storm var kun
162-22         den portugisiske Vind som altid blæste og gjorte Landet godt;
162-23         ude paa Havet kunde det være Blikstille; han sagde at Vinden
162-24         var saa god og i forrige Maaned 31 Dage saa at Dampskibet
162-25         fra Rio allerede kom paa Løverdag den 11te. Til Aften [25]
162-26         kom Pigen hendes Moder og Ammen ind at sige mig Lev
162-27         vel! det lille Barn loe til mig da jeg paa dansk sagde at det
162-28         skulde blive Biskop i Coimbra. Det er iaften rimeligviis den
162-29         sidste for mig her paa Pinhieros. Gud, Tak for hvad du gav.
162-30         Din Villie med mig skee. [30]"
VII,163,1866-08-10,August,1866,Fredag 10.,"163-01     Fredag 10  Ude groe Smiil og Taare frem,
163-02                           Er det nu Noget at sende hjem.
163-03                           Ingen veed hvad imorgen skeer,
163-04                           Gud alene det veed og ser,
163-05                           Ude og hjemme, min Sang har ei meer! — [5]
163-06         Dette skrev jeg iaftes. I Nat varm og febril! havde ingen
163-07         Ro om Morgenen at være hos de Andre. Gav Pigen 2500
163-08         Reis, Karlen 2500 Reis, Karlen som bar min Kuffert 1000
163-09         Reis. Kokkepigen fik ikke, det fortryder mig nu. Gav Bergstrøm
163-10         mit Portrætkort og sendte ved ham Brev til Eduard [10]
163-11     Collin og Brev til Fru Ingeborg Drevsen. — Klokken 9 kjørte
163-12         jeg til Lissabon til Contoiret, hvor een af Contoiristerne ledsagede
163-13         mig om til Carlos Qu[a]i 10 Ruas derieta do Loreto.
163-14         Gik til Friseuren og derpaa til Varburg og hævede 500 Frank,
163-15         Hr Dotti tog mod mig og jeg gik saa til Hr Warburg der [15]
163-16         med sin unge Kone, paa Søndag, tager til Oporto for at
163-17         bruge Søbade. Jeg saae netop Konen som pakkede ind og
163-18         var nydelig, hun beklagede at nu kun[de] hun ikke see mig
163-19         en Middag og traktere mig med Rødgrød. Fik Brev fra Mathilde
163-20     Ørsted. Det er meget varmt og stærk Blæst. Til Aften [20]
163-21         smukt Veir; gik efter en god Middag, jeg er Eneste i Hotellet,
163-22         jeg aabner det, ned til Havnen; Luften frisk, Strømmen
163-23         stille; drev lidt om i Gaderne; kom hjem og sad paa Altanen;
163-24         nød ret Livet nede paa Gaden."
VII,163,1866-08-11,August,1866,Løverdag 11.,"163-25     Løverdag 11. Kjøbt Photographier gaaet hen til Georg, [25]
163-26         min Buste var kommet ligesom ogsaa Mit Livs Eventyr til
163-27         O Neill, Aliens Danmarkhistorie til Georg O Neill, Hauchs
163-28         sidste Drama til José og mine illustrerede Historier til Arthur."
VII,164,1866-08-11,August,1866,Løverdag 11.,"164-01         Meget varmt. Efter Frokosten lagde jeg [mig] paa Sengen,
164-02         gik saa til Georg O Neill hvor Carlos O Neill fra Setubal var
164-03         indtruffet, han sagde at han imorgen med sin Søn, maaskee
164-04         med sin Kone kom herind at sige mig Lev vel. Tog min
164-05         Plads paa Dampskibet; betalte Udlæg for mig, det var forbandet [5]
164-06         Meget hele 33 Rdlr der blev ikke engang givet mig
164-07         gratis Paaskrift paa Passet; jeg boer tæt ved Pladsen hvor
164-08         Fodstykket er reist til Camoens Statue. Fik Brev fra Robert
164-09     Watt. Dernæst i Bogpakken et Par Ord fra Eduard Coilin
164-10         og nogle Breve han havde modtaget til mig fra en Niels Pedersen, [10]
164-11         og fra den mexikanske Consul i Wien, ligesom fra
164-12         en Student Bender i Heidelberg og fra Longfelov i Amerika.
164-13         Til Aften fattige Koner i Klædes Kapper med Slag gaae
164-14         forbi. Geistlige Herrer kjører med Forrider. Et Muuldyr styrter
164-15         med sin Landboe Herre. Fruentimmere kom frem paa [15]
164-16         Balconerne de store tohjulede tunge Vogne med Oxer for.
164-17         Bærere, fire Karle med et heelt Læs Fløttegods. Oxer under
164-18         Aag med tunge Vogne og paa dem et Viinfad. En Snees
164-19         Løgter paa den lille Plads for Camoens; Vinden forfriskende.
164-20         Mit Blod er som kogte det. Bærerne slæbe 6 Kasser paa Nakken, [20]
164-21         svære som Kufferter. Gjennem Øinene, ind i Munden
164-22         lufter den friske Luftning."
VII,164,1866-08-12,August,1866,Søndag den 12.,"164-23     Søndag den 12. Forstemt til Morgen og Angest for Dampskibs
164-24         Reisen; der hænder vist en Ulykke! Gik hen at høre
164-25         om det var indtruffet, men endnu vidste man ikke om det. [25]
164-26         Varmen ganske utaalelig; hørte at Georg O Neill med Sønnen
164-27         Arthur var i Lissabon, endnu efter 12 have de ikke besøgt
164-28         mig, jeg kjeder mig. Fik Brev fra Fru Henriques, det
164-29         stemte mig ganske veemodig! gid jeg var i Hjemmet! Idag
164-30         kommer jeg nu neppe afsted. Heller ikke Carlos O Neill har [30]"
VII,165,1866-08-12,August,1866,Søndag den 12.,"165-01         jeg set. Gik til Georg O Neill, han og Arthur, var der, den
165-02         sidste ligegyldig og kjedelig imod mig, sagde ikke engang
165-03         Tak for Bogen jeg forærede ham; der var en Secretair hos
165-04         Finanzministeren. Georg spurgte mig om jeg vilde have en
165-05         Videnskabs Orden herfra eller en Jesus Orden, jeg loe og [5]
165-06         holdt paa den sidste; det er naturligviis Snak og tomme
165-07         Løfter, som det Meeste jeg faaer af dem. Det var 41 Grader
165-08         Reaumur i Solen 25 i Skyggen og det var efter Klokken to paa
165-09         Dagen. Skibet kommer nu vist neppe saa betids at det gaaer
165-10         før i Morgen Formiddag. Hvor denne Dag har været varm [10]
165-11         og ulidelig; Angst for Døden paa Søen; ondt i Hals og Øre;
165-12         Klokken 5 var allerede Suppen paa Bordet og en heel And
165-13         med Riis, jeg fik et stort Glas Portviin og Humeuret oppe[de]
165-14         sig igjen. Gud giv mig ikke Dødsangst, men Hengivelse! —
165-15         Forærede Verten mit Portrætkort; lod ham læse hvad der [15]
165-16         havde staaet om mig i La Gironde, han omfavnede mig og
165-17         sagde hjertelige Ønsker. Gik lidt efter Klokken 6, Solen beskinnede
165-18         endnu Klintekysten paa hiin Side af Tajo. Byen er
165-19         i Dybder og Høider; jeg saae fra en Kirkeplads ud over
165-20         Tajo. Jeg helder mig over Altanen, det er som et Bad at [20]
165-21         dukke sig i den friske Luftstrøm. Verten spurgte mig: er De
165-22         Chatolik, nei, Protestant og han svarede: Le bon Dieu est
165-23         pour Tous. See de Menneske Skarer der drage forbi! Ingen
165-24         kjender jeg, Ingen kjender mig! I Europa, i mit Verdensland
165-25         og dog saa Fremmed. Alexander Dumas vilde maaskee [25]
165-26         være det, hvis Begavelsen multipliceres med hans Fædrelands
165-27         Storhed."
VII,165,1866-08-13,August,1866,Mandag,"165-28     Onsdag [ɔ: Mandag] 13 En urolig Nat med febrile Drømme;
165-29         endnu tilmorgen Intet hørt om Dampskibet. Georg O
165-30         Neill, sagde til sin gamle Karl at han skulde hente en kjøn [30]"
VII,166,1866-08-13,August,1866,Mandag,"166-01         Spanierinde til mig, da jeg kjedede mig; og Karlen spurgte
166-02         i Alvor om han skulde gaae. Jeg benægtede det. Georg vil
166-03         have mig paa Gallei, mærker jeg nok. Jeg er heldigviis i
166-04         denne Varme ikke sandselig. Paa Gaden sælge Bønderne
166-05         Mælk, de have da to a tre Køer med som de malke, en Kalv [5]
166-06         med en Læder Mundkurv følger sædvanlig med. Gik ned paa
166-07         Theaterpladsen, det blæser i Dag, saa det paa Gaden er behagelige[re]
166-08         end igaar. Gik Klokken eet til O Neills Contoir,
166-09         endnu intet Dampskib. Det er nu den fjerde Dag jeg er i
166-10         Lissabon for at vente paa Dampskibet fra Rio, Varmen er [10]
166-11         umaadelig, dog snige[r] jeg mig et Par Gange langs Husene
166-12         hen til O Neills Contoir, thi ellers er jeg aldeles som en
166-13         Fange; jeg kan i denne Hede ikke see mig om; jeg ligger
166-14         meest paa Sengen med aldeles tillukkede Vinduer saa jeg er
166-15         i halvmørke. Ingen besøger mig, Georg O Neill kunde dog [15]
166-16         gjerne have gjort det for at see hvorledes jeg har det i det af
166-17         ham anbefale[de] Hotel. Arthur viiste ikke den Smule Tegn
166-18         igaar paa Tanke for mig. Georg finder det underligt at jeg
166-19         kan kjede mig, jeg kan jo kjøre om siger han, see Kirker,
166-20         sidde i Caffehus og studere Mennesker, men naar Varmen [20]
166-21         næsten tager Livet af mig har man ingen Lyst dertil.
166-22         Jeg gik mod Aften hen til Kirken med Udsigten, der var
166-23         endnu stærk Bevægelse i Vandet; Nyet var tændt. Jeg drev
166-24         i Vrimlen; ved Dag gjør min Personlighed en komisk Virkning
166-25         mærker jeg paa Schoverne, jeg troer bestemt at de i Dag [25]
166-26         kastede Papir efter mig; vel jeg skal skrive til deres Lands Ære
166-27         derpaa! lader Gud mig leve! Var i een Caffe om Aftenen."
VII,166,1866-08-14,August,1866,Tirsdag 14.,"166-28     Tirsdag 14. Sovet uroligt i stor Varme. Klokken 5½ kom
166-29         Bud at Skibet var indtruffet, jeg blev endnu i Sengen til
166-30         Klokken halv 7. Veiret klart og varmt. Klokken 9 gik jeg [30]"
VII,167,1866-08-14,August,1866,Tirsdag 14.,"167-01         hen til Georg O Neill, han bad mig komme til sig med mit
167-02         Tøi og derfra gaae om bord Min Vert hjemme omfavne[de]
167-03         mig ved Afskeden; jeg havde en Fornemmelse som gik jeg til
167-04         Retterstedet; da jeg kom til O Neill var Capitainen........
167-05         fra Skibet Navarro der og nogle af hans Bekjendte blandt [5]
167-06         Pasagererne, saaledes en Søn af den franske Minister i Brasilien,
167-07         han lignede aldeles een af Fru Ingemanns Apostle,
167-08         jeg troer Johannes; denne Glands i Øinene; Georg sagde
167-09         at han vilde give sit Æresord paa at jeg ikke blev syg; men
167-10         strax derpaa sagde Capitainen at han havde [haft] en slet [10]
167-11         Reise med Modvind og de to sidste Dage havde Søen været
167-12         meget høi. Jeg fulgte med Capitainen, Pasagererne og Georg
167-13         ud til Fartøiet i en brændende Solhede; det var som et stort
167-14         svømmende Hotel; jeg fik min egen Kahyt Num[mer] 10
167-15         men lige forude næsten hvor det vippede. Med Georg og et [15]
167-16         Par andre Herrer spiiste jeg Frokost. Afskeden var som skulde
167-17         vi sees imorgen, han trykkede min Haand lo, og forsvandt;
167-18         jeg var ikke meget bevæget, thi jeg følte at det var bedst
167-19         jeg kom herfra; jeg havde været Gjæst længe nok. Lissabon
167-20         laae som et stort Steenhav i Sollys Alt udbrændt rundt om. [20]
167-21     Belem tog sig malerisk ud, et gammelt maurisk Taarn ved
167-22         Udløbet af Tajo. Havet strax klart og stille, men snart fornam
167-23         jeg dets Bevægelse. De gik Alle til Middagsbordet, jeg
167-24         ogsaa, men efter Suppen maatte jeg ud at kaste op og fik
167-25         ikke noget Mere. Klokken henimod ti gik de Fleste til Koies, [25]
167-26         jeg blev oppe i Spisesalen i en Krog paa den lange Sopha;
167-27         Søen løftede store Bølger, de skinne[de] som Phosphor, det"
VII,168,1866-08-14,August,1866,Tirsdag 14.,"168-01         var som om hver Bølge var Ild [d]er fik Glands fra Fuldmaanen,
168-02         det var et storartet Syn. Hver ny Lyd skrækkede mig.
168-03         Jeg tænkte paa Jette Wulff i det brændende Skib, jeg laae i
168-04         Natten og talte Timerne, tænkte paa det Øieblik en Ulykke
168-05         skeete, om vi stødte paa et andet Fartøi, om vi skulde gaae [5]
168-06         tilbunds, maaskee i de næste 10 Minutter dette vilde skee;
168-07         jeg følte et Par Gange Dødsangest og ansaae det for sandsynligt
168-08         vi ikke naaede Bordeaux. Hen imorgen Stunden sov
168-09         jeg en Times Tid."
VII,168,1866-08-15,August,1866,Onsdag 15.,"168-10     Onsdag 15. Da jeg imorges fik Kaffe, jeg tog Konjak deri, [10]
168-11         og fik øieblikkelig søeondt; senere drak jeg Portviin, det
168-12         styrkede mig; jeg [følte] mig lidt efter lidt bedre; kunde øine
168-13         den portugisiske Kyst. Til Middag fik jeg lidt sendt ud paa
168-14         Galleriet hvor jeg sad. Spisestuen er stor og med Malerier
168-15         og Vinduer ud til begge Sider, derude er et langt Galleri med [15]
168-16         Tag over; under det sidder man og spadserer man; forbi
168-17         Kjøkkenet og Maskineriet kommer man til anden Plads der
168-18         var opfyldt med Folk med Buur[e] hvori sad Poppegøier og
168-19         Kakkeduer, Aber &. Øverst op to store Etager at sidde under
168-20         Solseil, hvor de Styrende staae ved Roret og hvor der commanderes [20]
168-21         og signaliseres med Klokken der angiver Tiden og besvares
168-22         fra den anden Ende af Fartøiet med de samme givne
168-23         Slag; vi øinede Kap Finestirre det var allerede mørkt da jeg
168-24         ligeudfor os saae Fyret. Ombord var en ældre Dame fra Rio,
168-25         hende[s] Senge Kamm[er]atske, var steget i Land i Lissabon [25]
168-26         og havde medtaget hendes Guld, Braceletter og Kreditiv, Tyversken
168-27         var altid ved Frokost blevet nede og havde vist benyttet
168-28         denne Tid; hendes Pas, der vist var falsk lød paa at hun"
VII,169,1866-08-15,August,1866,Onsdag 15.,"169-01         var belgisk Consulfrue. Damen græd; der skulde nu naar vi
169-02         naaede Bordeaux telegrapheres til Lissabon, efter Tyven, der
169-03         nok reiste over Spanien; Man havde sagt, selv Capitainen
169-04         at det blev mindre godt naar vi kom ud i den spanske Sø,
169-05         dog Søen var nu mildere; der blev sjunget og spillet paa [5]
169-06         Klaveer, der dog ideligt afbrødes ved Børne-Vrøvl og
169-07         Børne Skriig; Forældrene havde saa liden Tact at de ikke
169-08         engang tyssede paa de regjerende Unger, jeg kunde have
169-09         rusket dem. Efter Klokken elleve slukkedes alle Lamper;
169-10         Præsten, der skal til et Pyrenæerbad for ondt i Halsen, laae [10]
169-11         denne Nat paa den modsatte Side med mig; Veiret bedre,
169-12         Søen ikke saa høi; men flere Gange blev jeg forskrækket ved
169-13         Raab og Larm udenfor; jeg havde igjen Dødsangst og tænkte,
169-14         heller paa Land at døe af Colera, end her ude paa Havet
169-15         at synke i Dybet. Det blæste koldt ind paa mig. [15]"
VII,169,1866-08-16,August,1866,Torsdag 16.,"169-16     Torsdag 16. I Morgenstunden var vi inde i Golfen, og her
169-17         blev Søen pludselig stille, glat som et Silketøi der kun sagte
169-18         løftede sig; det var som paa en Indsøe hvor Vinden hviler.
169-19         Saae endnu Bjerghøider paa den nordlige portugisiske og
169-20         spanske Kyst. Her kom Damen frem i Taarer og fortalte at [20]
169-21         hun var bestjaalet. Idag tog jeg med Appetit Deel i Frokosten;
169-22         Søen var blaae; der drev en Kasse, rødmalet, der var
169-23         falde[t] overbord eller fra en Stranding. Gjorde nogle Bekjendtskaber
169-24         ombord var Hr........ fra Rio der vilde til
169-25         Kone og Børn i Bremen, jeg sendte Hilsener til Fru Hartlaub [25]
169-26         og Fru von Eisendecker, der var en Slægtning........
169-27         fra Schleswig, Ingenieur et næt Menneske der lignede lidt"
VII,170,1866-08-16,August,1866,Torsdag 16.,"170-01         Lieutenant Gjørup. Der var en Græker, jeg spurgte om han
170-02         kjendte Kongen, han grinede til Naboen og sagde, den Herre
170-03         troer jeg kjender Kongen. Kongen er min Landsmand, svarede
170-04         jeg, derfor spørger jeg; der vare venlige indladende
170-05         Mennesker, der vare tørre Rødder; der var en fornem optrædende [5]
170-06         Uhrmager med en Masse dominerende Børn; en Datter
170-07         af Rosas Modstander, smuk, minde[de] om Mis Dunlop
170-08         og indlod sig med mig, senere præsenterede hun, Dagen efter,
170-09         sin Mand for mig. Mod Aften blev det skyet Luft; ude i
170-10         Horisonten løftede og sank Bølger; jeg havde alt Følelsen af [10]
170-11         en tryg Landing, men nu begyndte det at Lufte; jeg trak mig
170-12         ind i Spisestuen; de sad Alle til seent paa Aftenen og da jeg
170-13         lagde mig til Hvile slukkedes Lampen jeg løb da for at vække
170-14         Oppasseren der havde sagt at han sov i samme Stue, jeg fandt
170-15         et Menneske, raabte La Roche, ruskede i ham, og det var en [15]
170-16         aldeles Fremmed, saa opgav jeg det; men fik igjen Uro og
170-17         Angst for Søen, i hvis Magt jeg var; flere Gange løb jeg ud
170-18         paa Galleriet; jeg syntes Regnen styrtede ned, men den
170-19         var svag; det lød som susende Storm det var Vandhjulet;
170-20         endelig efter Klokken to sov jeg tre Timer [20]"
VII,170,1866-08-17,August,1866,Fredag 17.,"170-21     Fredag 17. Tidlig oppe; der var Vind og Træk, der vaskedes
170-22         og skylledes af. Følt mig ganske søevant og uagtet Søen
170-23         bevægedes kunde jeg i mit Soveværelse heelt klæde mig om;
170-24         bevægede mig som søevant, nød min Frokost. Klokken 10
170-25         kom vi forbi Fyrtaarnet ind i Gironde der guul og med store [25]
170-26         Bølger, breed og stolt rullede ud i Havet; nu kom jeg op paa
170-27         det øverste Dæk; her var deiligt friskt og god Plads, otte
170-28         Rædnings Baade saae jeg hænge paa Skibets Side. Solseil"
VII,171,1866-08-17,August,1866,Fredag 17.,"171-01         over det Hele. I Bordeaux skal være Cholera var sagt i Lissabon
171-02         her betvivledes det. Som et guult Kaffevand Floden
171-03         endelig efter anden Frokost naaede vi........ og to smaa
171-04         Dampskibe fra Messageriet kom, eet for at hente Godset, et
171-05         andet Passagererne; jeg fik mit Tøi ombord i Passageerskibet; [5]
171-06         det var overfyldt af Mennesker, jeg maatte være glad ved
171-07         at finde min Kuffert at sidde paa. Der var en lille Restauration
171-08         ombord; Floden bred, deilige grønne Kyster med Viinhaver
171-09         og Popler. Byer og Villaer i en vexlende Guirlande. En
171-10         gammel Militair fra Cap Verde var meget opmærksom mod [10]
171-11         mig med at vise og forklare mig Alt. Klokken henimod syv
171-12         naaede vi Bordeaux, jeg kigede efter et eller andet bekjendt
171-13         Ansigt; men jeg var som i en hjemlig By, mit Tøi kom i Land,
171-14         man spurgte om jeg havde Cegarer, jeg viiste mit lille Bundt
171-15         og ikke engang min Kuffert aabnedes. Opvarteren fra Hotel [15]
171-16         Richelieu kjendte mig, sagde at Hotellets Vogn holdt tæt ved,
171-17         jeg kom i den, som afhentet, og blev i Hotellet modtaget
171-18         hjerteligt af Eieren, Portneren, Opvarteren, men fik for i Nat
171-19         kun et lille Værelse ud til Gaden, nød en Flaske god fiin rød
171-20         Viin, gik tilsengs og kunde ikke sove af bar Behagelighed [20]
171-21         ved at ligge saa godt; i Natten da jeg havde sovet og vaagnet
171-22         op frøs jeg og maatte have min Plaid og Frakker over mig,
171-23         saa blev jeg varm."
VII,171,1866-08-18,August,1866,Løverdag den 18.,"171-24     Løverdag den 18. Gik gjennem Havnen til Kirstein, han,
171-25         med sin Frue, var bortreist; gik saa til Hr Rasmussen der hilsede [25]
171-26         mig glad, jeg læste »Dagbladet« med mit Brev til Bille,
171-27         saae illustrerede Tidende, spiiste saa Frokost med Rasmussen;
171-28         gik med ham at kjøbe en Paraply, min gamle gik i Kjøbet"
VII,172,1866-08-18,August,1866,Løverdag den 18.,"172-01         for to Frank. (Tirsdag Formiddag henimod Klokken 11
172-02         gik jeg fra Lissabon, Fredag Aften henimod 7 var jeg i Bordeaux,
172-03         det skete ikke for 50 Aar [siden]). Brev til Eduard
172-04     Collin og til Georg O Neil, mellem Afsendelsen af disse var
172-05         jeg hos Hr Jørgensen der venligt modtog mig, Datteren med [5]
172-06         sin nysgifte Mand kom ogsaa Jørgensens gamle Moder, der
172-07         forrige Gang spurgte smagfuldt, »om Holmensgade existerede
172-08         endnu«; jeg saae hun sagde til den unge Svigersøn Noget om
172-09         mig hvori hun gjorte Nar af mig, hun fik mit Blik og min
172-10         Opmærksomhed, saa jeg troer hun mærkede det. Middag [10]
172-11         med Rasmussen, da vi gik i Restaurationen kom vi i en Gade
172-12         forbi en Bogkræmmer, jeg opdagede strax mellem de udlagte
172-13         Bøger: »Livre l'image«, vi gik ind for at kjøbe den. 1 Frank
172-14         var Prisen. Det koster et nyt Exemplar sagde Rasmussen;
172-15         men denne Bog er udsolgt, sagde Boghandleren, den er meget [15]
172-16         efterspurgt, den er ganske udmærket den er af Andersen.
172-17         Den blev netop igaar saa rosende omtalt og Forfatteren i Bladet
172-18         Gironde. Da kunde Rasmussen ikke bare sig og sagde det
172-19         er Forfatteren, Boghandleren bøiede sig dybt, Konen ogsaa,
172-20         item en fremmed Herre, jeg trykkede deres Hænder og betalte [20]
172-21         min Frank for den roste Bog. Gik til Middag med
172-22         Rasmussen paa Restauration og i Caffé, han førte mig derpaa
172-23         ind i Læseselskab. Fik et stort Brev fra Hr og Fru 
172-24     Melchior."
VII,172,1866-08-19,August,1866,Søndag 19.,"172-25     Søndag 19. Sendt Brev til Lorenz Frølich. Gik til General [25]
172-26     Daumas; han var paa Landet, men kom hjem i morgen."
VII,173,1866-08-19,August,1866,Søndag 19.,"173-01         Varmt. efter Frokosten lagde jeg mig paa Sengen, da kom
173-02         George Amé, der var taget ind fra Landet da han hørte jeg
173-03         var kommet. Reddon og denne[s] to smaa Brødre fulgte med,
173-04         der blev omfavnet og talt; senere kom Faderen Jørgensen og
173-05         bragte mig den berlingske Tidende, samt indbød mig hos sig [5]
173-06         til imorgen Middag; i Dag var det hos Amée, jeg forstod ikke
173-07         Indbydelsen antog den for Aften, det var Klokken 7 og gik
173-08         henimod sex ned i Spisestuen og havde allerede min Suppe,
173-09         da den musikalske Frøken........ kom at hilse paa mig
173-10         og sagde jeg var jo til Dinée hos Hr Amée; denne kom allerede [10]
173-11         halv syv og med ham, hans Fader og Redón fik vi en
173-12         rigelig, udmærket Middag. Man bad mig blive her en 14
173-13         Dage at Kolera i Paris kunde tage af; jeg troer nu at den
173-14         ogsaa er her, i en ringe Grad vel, men den er her og det
173-15         skjules for mig. Vi fik Iis og efter Kaffen Punsch; jeg forærede [15]
173-16         Amée Hartmanns Sørgemarsch over Thorvaldsen,
173-17         Redón spillede den og Musiken blev roest; efter Bordet kom
173-18         min begeistrede, varmt følende unge Ven........ De
173-19         ledsagede mig hjem henimod elleve; der er da allerede forunderligt
173-20         stille i Bordeaux Gader; nu sidder jeg for aabent [20]
173-21         Vindue og skriver det. Jeg har maattet love at blive her endnu
173-22         i 9 Dage."
VII,173,1866-08-20,August,1866,Mandag 20.,"173-23     Mandag 20. Morgenen begyndte med stærkt Tordenveir;
173-24         Regnen skyllede ned. Kjørte ud til Kersteins Contoir, men
173-25         kom forbi det, gik derfor ind i Jørgensens Contoir og derfra [25]
173-26         til Kirstein der igaar aftes med sin Kone var kommet fra
173-27         Schweitz over Nizza, der havde været saa koldt. Den 13-14 er
173-28         et Dampskib forgaaet mellem Bordeaux og Havre, det skulde"
VII,174,1866-08-20,August,1866,Mandag 20.,"174-01         til Hamborg. Sendt Brev til Fru Melchior og til Grev
174-02         Leon Moltke-Hvitfeldt. Middag hos Hr Jørgensen. Den gamle
174-03         Svigermoder meget simpel. Der var en Franskmand med tilbords.
174-04         Jørgensen fortalte om sin Erindring at han og hans
174-05         Forældre vare komne fra deres lille Landsted hjem en Søndag [5]
174-06         og Pigen havde fortalt at der var skeet en Ulykke ovre hos
174-07         Gjenboens Justitsraad Collins, den lille Theodor var faldet
174-08         ud af Vinduet; de havde ingen Omgang med Collins, men
174-09         sendte Bud over for at høre til Drengen, der befandt sig vel.
174-10         Henimod 9 gik jeg hjem. [10]"
VII,174,1866-08-21,August,1866,Tirsdag 21.,"174-11     Tirsdag 21. Gik i Formiddags hen til Hr Rasmussen gjennem
174-12         den offentlige Have; der staae Palmearter; der svømme
174-13         Guldfisk. Jeg fik et øsende Regnveir og maatte med flere ty
174-14         ind under Tag i Haven; spiiste Frokost med Rasmussen, gik
174-15         senere med Aimé til Generalen som vi ikke traf, derimod [15]
174-16         dennes Søn, Poul, en i6aarig svær Fyr med et godt Ansigt;
174-17         bluseklædt. Fik Brev fra Eckardt og fra Scharff. Brev til José
174-18     O Neill i Lissabon. Middag med Rasmussen og den oldenborgske
174-19         Consul Kühlmann; de bragte hver en Flaske rigtig
174-20         god Viin med; han var opfyldt af det Lidt han havde læst af [20]
174-21         mig; jeg følte mig afholdt og blev talende, fortalte en Deel
174-22         af mit Liv; der syntes ret at interessere dem begge."
VII,174,1866-08-22,August,1866,Onsdag 22.,"174-23     Onsdag 22. Brev fra Frøhlich i Paris. Gik Kl 10 hen til
174-24         Amée at spadsere med ham i den offentlige Have, men Solen
174-25         var saa varm at vi snart opgave det og efter at have taget [25]
174-26         Billet a Loucation til Mdmsl Schneider i Barbe bleu gik med
174-27         Amée hjem hos ham og spiiste Frokost; hans Fader, Broder
174-28         og Hr Raidon vare der. Hvilede saa hjemme lidt. Drev
174-29         om i Byen, kjøbte mig et Silkelommetørklæde & Om Aftenen
174-30         1 Theatr[e] français hvor jeg saae Barbe-Bleu med Madms [30]"
VII,175,1866-08-22,August,1866,Onsdag 22.,"175-01     Schneider som Boulotte. Det var høist genialt og i hvor ydderligt
175-02         dog altid indenfor det Skjønne. Hun gjør imidlertid ikke
175-03         den Lykke her som i Paris og Bladene ere strænge mod hende.
175-04         Jeg havde Plads ved Siden af Raidon og Frøken Røder, der
175-05         havde valgt disse Pladse for at være sammen med mig. Stykket [5]
175-06         var ude halv tolv, det slutter meget trivielt og mat; jeg var
175-07         ganske ødelagt af Varmen. Deiligt Maaneskin."
VII,175,1866-08-23,August,1866,Torsdag 23.,"175-08     Torsdag 23. Meget varmt; Intet bestilt; besøgt Fru Jørgensen
175-09         og hendes Moder; senere Vesit af den unge Hr Jørgensen,
175-10         ligesaa af Hr Reedon. Sendt Brev til den danske [10]
175-11         Legation i Paris, og til Jette Collin. Klokken henimod 8 hentede
175-12         Raidon mig til Frøken Roeder; der kom Amée, Amiot og
175-13         endnu en Ven; der læstes af mine Eventyr, spilledes Hartmanns
175-14         Sørgemarsch over Thorvaldsen; jeg klippede; udenfor
175-15         Torden og Skylregn; kom hjem 11½. [15]"
VII,175,1866-08-24,August,1866,Fredag 24.,"175-16     Fredag 24. Varmt; kjørte hen til Jørgensen og Kirstein.
175-17         Brev fra Grev Leon Moltke i Paris. Besøgt Rasmussen; lidt
175-18         efter Besøg af ham. Da jeg gik ud mødte jeg Michel, som
175-19         reiser imorgen til Pau. Jeg har aldeles ingen Sympati for ham
175-20         og ilede med at slippe fra ham. Madms: Schneider er født her [20]
175-21         i Bordeaux, er Datter af en Skrædder, hun har en Søster
175-22         der er Elskerinde her for en Maler og er uden Dannelse.
175-23         Efter Middagsbordet og Kaffe gik [jeg] hjem paa min
175-24         Stue for ret at udhvile mig. Om Aftenen gaae unge Arbeidere
175-25         syngende gjennem Gaden, det er smukke Stemmer. [25]
175-26         Klokken ½9 Tappenstreg med mange Trommeslagere
175-27         gjennem Gaden forbi Hotel Richelieu; (24 Trommer og 1
175-28         Horn)."
VII,175,1866-08-25,August,1866,Løverdag 25,"175-29     Løverdag 25  . Brev til Fru Serre i Dresden. Gik til Amée,
175-30         der havde skrevet til fire Journaler om mig; han bragte det [30]"
