entity_id,label,matched_form,nationality_key,nationality_label,category,position_index,position_type,match_type,referent_hint,description
Reg0043350,"Brun, Friederike, f.Münter (1765–1835)",Dansk-tysk (part: tysk),tysk,Tysk,national,0,leading,hyphen_compound,subject,"Dansk-tysk Forfatterinde, g. 1783 m. Storkøbmanden Constantin B."
Reg0043440,"Brunette, Mile",Fransk,fransk,Fransk,national,0,leading,single,subject,"Fransk Danserinde, optraadte på Folketeatret August 1865."
Reg0043450,"Brunius, Carl Georg (1792–1869)",Svensk,svensk,Svensk,national,0,leading,single,subject,"Svensk Arkitekt og Arkæolog, Professor i Græsk ved Lunds Universitet."
Reg0043450,"Brunius, Carl Georg (1792–1869)",Græsk,græsk,Græsk,national,6,embedded,single,unclear,"Svensk Arkitekt og Arkæolog, Professor i Græsk ved Lunds Universitet."
Reg0043470,"Brunnow, Emst Georg von, Baron (1796–1845)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Romanforfatter.
Reg0043480,Brunswick (Pseud. for Léon Lhérie) (1805–1850),Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Skuespilforfatter.
Reg0044070,"Buchheister, H. (1825–1906)",jydsk-fynske (part: jydsk),jysk,Jysk,regional_danish,10,embedded,hyphen_compound,possible_institution,"Redaktør af Berlingske Tidende 1861–1864, Sekretær i Krigsskadeserstatningskommissionen, 1867 Overregnskabsfører ved de jydsk-fynske Jernbaner, senere Afdelingschef i Generaldirektoratet og Kommitteret hos Generaldirektøren for Statsbanerne."
Reg0044070,"Buchheister, H. (1825–1906)",jydsk-fynske (part: fynske),fynsk,Fynsk,regional_danish,10,embedded,hyphen_compound,possible_institution,"Redaktør af Berlingske Tidende 1861–1864, Sekretær i Krigsskadeserstatningskommissionen, 1867 Overregnskabsfører ved de jydsk-fynske Jernbaner, senere Afdelingschef i Generaldirektoratet og Kommitteret hos Generaldirektøren for Statsbanerne."
Reg0044170,"Bugge, Niels (død 1358)",jysk,jysk,Jysk,regional_danish,0,leading,single,subject,"jysk Herremand, Godsejer."
Reg0044220,"Buli, Anders Sandøe Ørsted (1817–1907)",norsk,norsk,Norsk,national,4,embedded,single,unclear,"Søn af Albertine B., norsk Generalkrigskommissær, Christiania."
Reg0044290,"Buil, Ole (1810–1880)",Norsk,norsk,Norsk,national,0,leading,single,subject,Norsk Violinvirtuos.
Reg0044360,"Bunsen, C. J. von (1791–1860)",preussisk,preussisk,Preussisk,german_state,0,leading,single,subject,"preussisk Diplomat, 1827–1838 Minister i Rom, 1841–1854 i London, 1857 Friherre, arkæologisk og kirkehistorisk Forfatter."
Reg0044470,Burchardi,sachsisk,sachsisk,Sachsisk,german_state,0,leading,single,subject,"sachsisk Officer, Maxen 27.7.1856."
Reg0044480,"Burdett-Goutts, Angela (1814–1907)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,Engelsk Filantrop.
Reg0044490,"Burenstam, Gari Reinhold (1829–1907)",Svensk,svensk,Svensk,national,0,leading,single,subject,"Svensk Diplomat, 1859–1870 svensk-norsk Legationssekretær i Wien."
Reg0044490,"Burenstam, Gari Reinhold (1829–1907)",svensk-norsk (part: svensk),svensk,Svensk,national,2,embedded,hyphen_compound,unclear,"Svensk Diplomat, 1859–1870 svensk-norsk Legationssekretær i Wien."
Reg0044490,"Burenstam, Gari Reinhold (1829–1907)",svensk-norsk (part: norsk),norsk,Norsk,national,2,embedded,hyphen_compound,unclear,"Svensk Diplomat, 1859–1870 svensk-norsk Legationssekretær i Wien."
Reg0044500,"Burns, Cleland",skotsk,skotsk,Skotsk,national,0,leading,single,subject,"skotsk Turist, Fribourg 6.-7.6.1873."
Reg0044540,"Busch, Volkmar (1812–1893)",Dansk,dansk,Dansk,national,0,leading,single,subject,Dansk Komponist.
Reg0044560,"Bushby, Mrs. Anne S. (død 1875)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,"Engelsk Forfatterinde og Oversætterinde, bl.a. af H.C. Andersens Skrifter."
Reg0044660,"Bülow, Bernhard (1815–1879)",dansk,dansk,Dansk,national,5,embedded,single,unclear,"Charge d’affaires ved Hansestæderne, 1850 dansk Gesandt ved Forbundsdagen i Frankfurt, Afsked 1862, derefter i tysk Tjeneste; Kammerherre 1847, Gehejmekonferensraad 1862."
Reg0044660,"Bülow, Bernhard (1815–1879)",tysk,tysk,Tysk,national,14,embedded,single,unclear,"Charge d’affaires ved Hansestæderne, 1850 dansk Gesandt ved Forbundsdagen i Frankfurt, Afsked 1862, derefter i tysk Tjeneste; Kammerherre 1847, Gehejmekonferensraad 1862."
Reg0044670,"Bülow, Eduard von (1800–1853)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Oversætter.
Reg0044730,"Bülow, Hans von (1830–1894)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Pianist og Dirigent.
Reg0044740,"Bülow, Johan (1814–1890)",dansk,dansk,Dansk,national,5,embedded,single,unclear,"Kaptajn af Generalstaben, 1848 Major og dansk Militærkommissiær ved det svenske Hjælpekors på Fyn, 1852–1857 Oberst og dansk Militærbefuldmægtiget ved den tyske Forbundsdag i Frankfurt, 1857 Gesandt ved Hofferne i Hannover, Oldenburg, Mecklenburg-Schwerin og Mecklenburg-Strelitz og dansk Repræsentant ved Hansestæderne, 1862–1864 i Wien, 1865–1880 i London, 1858 Generalmajor a la suite, 1865 Generalløjtnant, Kammerherre 1844."
Reg0044740,"Bülow, Johan (1814–1890)",svenske,svensk,Svensk,national,9,embedded,single,possible_institution,"Kaptajn af Generalstaben, 1848 Major og dansk Militærkommissiær ved det svenske Hjælpekors på Fyn, 1852–1857 Oberst og dansk Militærbefuldmægtiget ved den tyske Forbundsdag i Frankfurt, 1857 Gesandt ved Hofferne i Hannover, Oldenburg, Mecklenburg-Schwerin og Mecklenburg-Strelitz og dansk Repræsentant ved Hansestæderne, 1862–1864 i Wien, 1865–1880 i London, 1858 Generalmajor a la suite, 1865 Generalløjtnant, Kammerherre 1844."
Reg0044740,"Bülow, Johan (1814–1890)",dansk,dansk,Dansk,national,15,embedded,single,unclear,"Kaptajn af Generalstaben, 1848 Major og dansk Militærkommissiær ved det svenske Hjælpekors på Fyn, 1852–1857 Oberst og dansk Militærbefuldmægtiget ved den tyske Forbundsdag i Frankfurt, 1857 Gesandt ved Hofferne i Hannover, Oldenburg, Mecklenburg-Schwerin og Mecklenburg-Strelitz og dansk Repræsentant ved Hansestæderne, 1862–1864 i Wien, 1865–1880 i London, 1858 Generalmajor a la suite, 1865 Generalløjtnant, Kammerherre 1844."
Reg0044740,"Bülow, Johan (1814–1890)",tyske,tysk,Tysk,national,19,embedded,single,possible_institution,"Kaptajn af Generalstaben, 1848 Major og dansk Militærkommissiær ved det svenske Hjælpekors på Fyn, 1852–1857 Oberst og dansk Militærbefuldmægtiget ved den tyske Forbundsdag i Frankfurt, 1857 Gesandt ved Hofferne i Hannover, Oldenburg, Mecklenburg-Schwerin og Mecklenburg-Strelitz og dansk Repræsentant ved Hansestæderne, 1862–1864 i Wien, 1865–1880 i London, 1858 Generalmajor a la suite, 1865 Generalløjtnant, Kammerherre 1844."
Reg0044740,"Bülow, Johan (1814–1890)",dansk,dansk,Dansk,national,33,embedded,single,unclear,"Kaptajn af Generalstaben, 1848 Major og dansk Militærkommissiær ved det svenske Hjælpekors på Fyn, 1852–1857 Oberst og dansk Militærbefuldmægtiget ved den tyske Forbundsdag i Frankfurt, 1857 Gesandt ved Hofferne i Hannover, Oldenburg, Mecklenburg-Schwerin og Mecklenburg-Strelitz og dansk Repræsentant ved Hansestæderne, 1862–1864 i Wien, 1865–1880 i London, 1858 Generalmajor a la suite, 1865 Generalløjtnant, Kammerherre 1844."
Reg0044820,"Bürck, August",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Forfatter, dr. phil., Dresden."
Reg0044830,"Bürde-Ney, Jenny (1826–1886)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Operasangerinde, g.m. Skuespiller E. Bürde."
Reg0044840,"Bürger, G. A. (1747–1794)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Digter.
Reg0044850,"Byron, George Gordon, Lord (1788–1824)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,Engelsk Digter.
Reg0044880,"Bystram, Adolph Friedrich, Baron (1798–1848)",kurlandsk,kurlandsk,Kurlandsk,historical_polity,0,leading,single,subject,kurlandsk Adelsmand.
Reg0044890,"Byström, J. N. (1783–1848)",Svensk,svensk,Svensk,national,0,leading,single,subject,Svensk Billedhugger.
Reg0044900,"Bäckström, Edvard (1841–1886)",Svensk,svensk,Svensk,national,0,leading,single,subject,Svensk Forfatter.
Reg0044940,"Bärmann, Heinrich (1784–1847)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Klarinettist og Komponist, Hofmusiker i München."
Reg0044960,"Bäuerle, Adolf (1786–1859)",Østrigsk,østrigsk,Østrigsk,national,0,leading,single,subject,Østrigsk Skuespilforfatter.
Reg0044980,"Bøe, Frants (1820–1891)",Norsk,norsk,Norsk,national,0,leading,single,subject,"Norsk Maler, Paris."
Reg0045010,"Boegekamp, Heinrich (død 1870)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Publicist, Geograf og Indsamler af westfalske Sagn og Eventyr."
Reg0045010,"Boegekamp, Heinrich (død 1870)",westfalske,westfalsk,Westfalsk,german_state,6,embedded,single,unclear,"Tysk Publicist, Geograf og Indsamler af westfalske Sagn og Eventyr."
Reg0045080,"Bøgh, Nicolai (1843–1905)",Dansk,dansk,Dansk,national,10,embedded,single,unclear,"Søn af N. S. B., Student 1866, cand. phil. 1867, 1872 Lærer i Dansk ved Søetatens Underofficersskole, 1890 tit. Professor; Forfatter og Litteraturhistoriker."
Reg0045120,"Bolte, Amalie (1811–1891)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Forfatterinde.
Reg0045130,"Börne, Ludwig (1786–1837)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Forfatter.
Reg0045150,"Böttger, Adolf (1815–1870)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Digter og Oversætter.
Reg0045160,"Böttiger, C. W. (1807–1878)",Svensk,svensk,Svensk,national,0,leading,single,subject,"Svensk Digter, fil. dr. 1833, Professor i Uppsala 1845, Litteraturhistoriker."
Reg0045240,"Calabrese, Mattia Preti, il Cavaliere - (1613–1699)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Maler.
Reg0045250,"Calame, Alexandre (1810–1864)",schweizisk,schweizisk,Schweizisk,national,0,leading,single,subject,schweizisk Landskabsmaler.
Reg0045260,"Calame, Henri-Florian (1807–1863)",schweizisk,schweizisk,Schweizisk,national,6,embedded,single,unclear,"Udgiver af Avisen Le Neuchâtelois, Neuchatel, schweizisk Politiker."
Reg0045270,"Calame, Marie-Anne (1775–1834)",schweizisk,schweizisk,Schweizisk,national,0,leading,single,subject,"schweizisk Filantrop, Grundlægger af Børnehjemmet Asile des Billols i Le Locle."
Reg0045280,"Calderon de la Barca, Pedro (1600–1681)",Spansk,spansk,Spansk,national,0,leading,single,subject,Spansk Digter.
Reg0045300,"Calepoliti, Alexandra",Persisk,persisk,Persisk,national,0,leading,single,subject,"Persisk Danserinde, Casimo 20.1.1864."
Reg0045310,"Galiari, Gabriele (1560–1631)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,"Italiensk Maler, Søn af Paolo Veronese."
Reg0045320,"Caligula, Gaius Cæsar (12–41)",Romersk,romersk,Romersk,historical_polity,0,leading,single,subject,Romersk Kejser 37.
Reg0045330,"Calisch, Elias Marcus (1806–1880)",Hollandsk,hollandsk,Hollandsk,national,0,leading,single,subject,Hollandsk Litterat.
Reg0045400,"Galon, P. (død 1918)",Dansk,dansk,Dansk,national,0,leading,single,subject,"Dansk Konsul i Paris, 1873–1897 Generalkonsul."
Reg0045410,"Gambiaso, Luca (1527–1585)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Maler.
Reg0045450,"Camöes, Luis Vaz de (1524–1580)",portugisisk,portugisisk,Portugisisk,national,0,leading,single,subject,portugisisk Digter.
Reg0045460,"Campbell, Thomas (1777–1844)",skotsk,skotsk,Skotsk,national,0,leading,single,subject,skotsk Digter.
Reg0045480,"Campe, Heinrich Wilhelm",bayersk,bayersk,Bayersk,german_state,1,embedded,single,unclear,"Finanzrat, bayersk Generalkonsul i Leipzig."
Reg0045510,"Camphausen, Wilhelm (1818–1885)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Bataljemaler.
Reg0045520,"Camprubi, Mariano",Spansk,spansk,Spansk,national,0,leading,single,subject,Spansk Danser.
Reg0045530,"Camuccini, Vincenzo (1771–1844)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Maler.
Reg0045540,"Candolle, Augustin de (1778–1841)",schweizisk,schweizisk,Schweizisk,national,0,leading,single,subject,"schweizisk Botaniker, Professor i Geneve."
Reg0045550,"Canitz und Dallwitz, Karl Wilhelm Ernst von, Friherre (1787–1850)",preussisk,preussisk,Preussisk,german_state,0,leading,single,subject,"preussisk Udenrigsminister 1845–1848, Generalløjtnant."
Reg0045560,"Canova, Antonio (1757–1822)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Billedhugger.
Reg0045570,"Cánovas del Castillo, Antonio (1828–1897)",Spansk,spansk,Spansk,national,0,leading,single,subject,Spansk Statsmand og Forfatter.
Reg0045600,"Cantù, Cesare (1807–1895)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Historiker.
Reg0045610,"Capo d’Istria, Johannes Antonio (1776–1831)",græsk,græsk,Græsk,national,0,leading,single,subject,græsk Statsmand.
Reg0045620,"Capoul, Victor (1839–1924)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Operasanger.
Reg0045640,"Caracalla, Marcus Aurelius Antoninus Bassianus (188–217)",romersk,romersk,Romersk,historical_polity,0,leading,single,subject,romersk Kejser 211.
Reg0045670,"Caravaggio, Michelangelo Merisi da (1565–1609)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Maler.
Reg0045690,"Carey, Gustave (ca. 1818–81)",Fransk,fransk,Fransk,national,0,leading,single,subject,"Fransk Balletdanser, Balletmester ved Det kgl. Teater 1862–1863."
Reg0045710,"Carl, Adolph (1814–1845)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Maler, uddannet på Kunstakademiet i Kbhvn."
Reg0045740,"Carlén, Johan Gabriel (1814–1875)",Svensk,svensk,Svensk,national,0,leading,single,subject,Svensk Forfatter.
Reg0045760,"Carlowitz-Maxen, Adeline von (1808–1884)",sachsisk,sachsisk,Sachsisk,german_state,8,embedded,single,possible_relation,"Hofdame hos Dronning Marie af Sachsen, g. 1858 m. sachsisk Kammerherre Gehejmeraad Ernst von Carlowitz."
Reg0045810,"Carlyle, Thomas (1795–1881)",skotsk,skotsk,Skotsk,national,0,leading,single,subject,skotsk Filosof og Historiker.
Reg0045880,"Carracci, Agostino (1557–1602)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Maler.
Reg0045890,"Carracci, Annibale (1560–1609)",italiensk,italiensk,Italiensk,national,4,embedded,single,unclear,"Broder til Agostino C., italiensk Maler."
Reg0045900,"Carracci, Lodovico (1555–1619)",italiensk,italiensk,Italiensk,national,6,embedded,single,unclear,"Fætter til Agostino og Annibale C., italiensk Maler."
Reg0045910,"Carriere, Moritz (1817–1895)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Filosof og Æstetiker, 1853 Professor i München."
Reg0045980,"Carstensen, Edward J. A. (1815–1898)",Dansk,dansk,Dansk,national,7,embedded,single,unclear,"Søn af J.A.C., Guvernør i Dansk Guinea 1842–1850, 1853–1867 Amtsforvalter i Ringsted Amtstuedistrikt, 1867 Kammerherre."
Reg0046000,"Carstensen, Fr. Mylford (død 1873)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,"Engelsk Konsul i Mogador, Marokko."
Reg0046010,"Carstensen, Georg (1812–1857)",Dansk,dansk,Dansk,national,16,embedded,single,unclear,"Søn af J.A.C., Student 1832, Løjtnant i Kongense Livjægerkorps 1835, 1839–1845 Udgiver af Portefeuillen, Ny Portefeuille og Dansk Album, Tivolis Grundlægger 1843, Casinos 1847, 1852 Afsked som Kaptajn i den vestindiske Hærstyrke, i New York 1852–1855, grundlagde derefter Alhambra."
Reg0046010,"Carstensen, Georg (1812–1857)",vestindiske,dansk_vestindisk,Dansk-vestindisk,colonial,26,embedded,single,possible_institution,"Søn af J.A.C., Student 1832, Løjtnant i Kongense Livjægerkorps 1835, 1839–1845 Udgiver af Portefeuillen, Ny Portefeuille og Dansk Album, Tivolis Grundlægger 1843, Casinos 1847, 1852 Afsked som Kaptajn i den vestindiske Hærstyrke, i New York 1852–1855, grundlagde derefter Alhambra."
Reg0046020,"Carstensen, J. A. (1783–1853)",Dansk,dansk,Dansk,national,0,leading,single,subject,"Dansk Generalkonsul i Tanger 1833, i Christiania 1846–1849, Gehejmelegationsraad, 1845 Konferensraad."
Reg0046050,"Cartwright, Sir Thomas (1795–1850)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,Engelsk Gesandt i Stockholm.
Reg0046060,"Caruana, Pietru Pawl (1794–1852)",maltesisk,maltesisk,Maltesisk,national,0,leading,single,subject,maltesisk Maler.
Reg0046100,"Carvalho, Ridder José Sebastiäo Alfonso",portugisisk,portugisisk,Portugisisk,national,0,leading,single,subject,portugisisk Chargé d’affaires og Generalkonsul i Kbhvn.
Reg0046140,"Casanova, Gian Carlo (1817–?)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Operasanger.
Reg0046210,"Cassini, Arthur",russisk,russisk,Russisk,national,1,embedded,single,unclear,"Greve, russisk Legationssekretær i København 1872."
Reg0046220,"Castelli, Ignaz Franz (1781–1862)",Østrigsk,østrigsk,Østrigsk,national,0,leading,single,subject,Østrigsk Forfatter.
Reg0046540,"Castenskiold, Melchior Grevenkop- (1807–1878)",danske,dansk,Dansk,national,10,embedded,single,possible_institution,"Søn af Caspar Holten Grevencop-Castenschiold, cand. jur., 1832 Attaché ved det danske Gesandtskab i Paris, 1833 Legationssekretær i Stockholm, 1836–1847 i Wien; senere Besidder af Hørbygaard og Kammerherre."
Reg0046600,"Castiglione, Giovanni Benedetto (il Grechetto) (1610–1665)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Maler.
Reg0046620,"Castilho, Antonio Feliciano de (1800–1875)",portugisisk,portugisisk,Portugisisk,national,0,leading,single,subject,portugisisk Digter.
Reg0046640,"Castilho, Julio de (1840–1919)",Portugisisk,portugisisk,Portugisisk,national,0,leading,single,subject,"Portugisisk Forfatter og Bibliotekar, Søn af A. F. de C."
Reg0046690,"Castonier, Annie Catharine, f. O’Ferral (1813–1878)",vestindiske,dansk_vestindisk,Dansk-vestindisk,colonial,12,embedded,single,possible_institution,"Søster til Grevinde Emily Blücher af Altona, Enke efter Chef for den vestindiske Hærstyrke, Oberstløjtnant, Kammerherre Fr. Jul. Chr. G."
Reg0046740,"Castro, Ines de (død 1355)",portugisisk,portugisisk,Portugisisk,national,0,leading,single,subject,"portugisisk Hofdame, Infanten Dom Pedros Elskede."
Reg0046750,Catharina af Siena (1347–1380),Italiensk,italiensk,Italiensk,national,0,leading,single,subject,"Italiensk Helgeninde, kanoniseret 1461."
Reg0046770,Gaubet,Fransk,fransk,Fransk,national,0,leading,single,subject,"Fransk Operasanger, Amsterdam 20.2.1866."
Reg0046780,"Gaus, Salomon de (1576–ca. 1630)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Ingeniør.
Reg0046800,"Cavaignac, Eugène (1802–1857)",Fransk,fransk,Fransk,national,0,leading,single,subject,"Fransk Brigadegeneral, knuste Pariser-Opstanden i Juni 1848."
Reg0046820,"Cavallucci, Antonio (1752–1795)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Maler.
Reg0046830,"Cavour, Camillo di, Greve (1810–1861)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Statsmand.
Reg0046930,"Cellini, Benvenuto (1500–1571)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,"Italiensk Guldsmed, Medaillør og Billedhugger."
Reg0046940,"Cenci, Beatrice (1577–1599)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Adelsdame.
Reg0046980,"Cerrito, Francesca (Fanny) (1817–1909)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,"Italiensk Balletdanserinde, g. 1845 m. Arthur Saint-Léon, Ægteskabet opløst 1851."
Reg0046990,"Cervantes Saavedra, Miguel de (1547–1616)",Spansk,spansk,Spansk,national,0,leading,single,subject,Spansk Digter.
Reg0047050,"Chambord, Henri, Greve af – (1820–1883)",fransk,fransk,Fransk,national,7,embedded,single,unclear,"Søn af Hertug Charles Ferdinand af Berry, fransk Tronprætendent."
Reg0047060,"Chamisso, Adelbert von (1781–1838)",fransk-tysk (part: fransk),fransk,Fransk,national,0,leading,hyphen_compound,subject,fransk-tysk Digter og Naturforsker.
Reg0047060,"Chamisso, Adelbert von (1781–1838)",fransk-tysk (part: tysk),tysk,Tysk,national,0,leading,hyphen_compound,subject,fransk-tysk Digter og Naturforsker.
Reg0047090,"Chamisso, Ernst von (1820–1894)",preussisk,preussisk,Preussisk,german_state,5,embedded,single,unclear,"Søn af Adelbert v. C., preussisk Løjtnant, senere Oberst."
Reg0047100,"Chamisso, Hermann von (1832–1886)",preussisk,preussisk,Preussisk,german_state,6,embedded,single,unclear,"Søn af Adelbert v. C., senere preussisk Medicinalrat, dr. med."
Reg0047130,"Chamisso, Max von (1822–1894)",preussisk,preussisk,Preussisk,german_state,5,embedded,single,unclear,"Søn af Adelbert v. C., preussisk Løjtnant, senere Major."
Reg0047140,"Championnet, J.-A.-E. (1762–1800)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk General.
Reg0047150,"Chantrey, Sir Francis Legatt (1781–1842)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,Engelsk Billedhugger.
Reg0047160,Chapay,schweizisk,schweizisk,Schweizisk,national,0,leading,single,subject,schweizisk Konsul i Madrid 1862.
Reg0047190,"Chasles, Marie, f. Moreau Du Breuil (1823–?)",Fransk,fransk,Fransk,national,0,leading,single,subject,"Fransk Forfatterinde (Marie Sincère), Enke efter Præfekt Romieu, g. 1865 m. Philarète C."
Reg0047200,"Chasles, Philarète (1798–1873)",Fransk,fransk,Fransk,national,0,leading,single,subject,"Fransk Kritiker, 1841 Professor i nordiske Sprog ved Collège de France."
Reg0047200,"Chasles, Philarète (1798–1873)",nordiske,nordisk,Nordisk,supranational,4,embedded,single,unclear,"Fransk Kritiker, 1841 Professor i nordiske Sprog ved Collège de France."
Reg0047210,"Chaudet, Antoine Denis (1763–1810)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Billedhugger.
Reg0047220,"Chaunier, J.",Fransk,fransk,Fransk,national,0,leading,single,subject,"Fransk Operasanger, Casino 8.11.1865."
Reg0047240,"Checcherini, Giuseppe (1777–1840)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Librettoforfatter og Skuespiller.
Reg0047270,"Cherbuliez, Victor (1829–1899)",schweizisk,schweizisk,Schweizisk,national,0,leading,single,subject,"schweizisk Forfatter, Brodersøn af J. C."
Reg0047280,"Cherubini, Luigi (1760–1842)",italienskfransk (part: italiensk),italiensk,Italiensk,national,0,leading,solid_compound,subject,italienskfransk Komponist.
Reg0047280,"Cherubini, Luigi (1760–1842)",italienskfransk (part: fransk),fransk,Fransk,national,0,leading,solid_compound,subject,italienskfransk Komponist.
Reg0047310,"Chiaveri, Luigi (død 1837)",Dansk,dansk,Dansk,national,0,leading,single,subject,"Dansk Konsul i Rom, Bankier."
Reg0047350,"Chopin, Frédéric (1810–1849)",polsk-f (part: polsk),polsk,Polsk,national,0,leading,hyphen_compound,subject,polsk-f ransk Komponist.
Reg0047360,"Choræus, Michael (1774–1806)",Svensk,svensk,Svensk,national,0,leading,single,subject,Svensk Præst og Digter.
Reg0047370,Chosrew Pasha,tyrkisk,tyrkisk,Tyrkisk,national,0,leading,single,subject,tyrkisk Guvernør i Belgrad (1841).
Reg0047380,"Christen, Adolf (1811–1883)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Skuespiller, München."
Reg0047500,"Christensen, C. Th. (1832–1905)",Dansk-amerikansk (part: dansk),dansk,Dansk,national,0,leading,hyphen_compound,subject,"Dansk-amerikansk Forretningsmand. Brigadegeneral 1865, 1869–1873 dansk Konsul i New York."
Reg0047500,"Christensen, C. Th. (1832–1905)",Dansk-amerikansk (part: amerikansk),amerikansk,Amerikansk,national,0,leading,hyphen_compound,subject,"Dansk-amerikansk Forretningsmand. Brigadegeneral 1865, 1869–1873 dansk Konsul i New York."
Reg0047500,"Christensen, C. Th. (1832–1905)",dansk,dansk,Dansk,national,3,embedded,single,unclear,"Dansk-amerikansk Forretningsmand. Brigadegeneral 1865, 1869–1873 dansk Konsul i New York."
Reg0047760,"Christides, Demetrios (1795–1879)",græsk,græsk,Græsk,national,0,leading,single,subject,græsk Gesandt i Konstantinopel.
Reg0047820,Christophorus,russisk,russisk,Russisk,national,0,leading,single,subject,"russisk Officer, Passager på »Leonidas« 1841."
Reg0047830,"Giaffei, Francesco (1819–?)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,"Italiensk Operasanger, optraadte på Hofteatret i København 1842 ff., på Operaen i Stockholm 1848–1849."
Reg0047840,"Cicero, Marcus Tullius (106–43 f.Chr.)",romersk,romersk,Romersk,historical_polity,0,leading,single,subject,romersk Statsmand og Forfatter.
Reg0047850,"Cid, El, Rodrigo Diaz de Vivar, kaldet -",spansk,spansk,Spansk,national,0,leading,single,subject,"(1045/49–1099), spansk Krigshelt."
Reg0047860,"Cimarosa, Domenico (1749–1801)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Operakomponist.
Reg0047870,"Civetta, Herri met de Bles, kaldet -",flamsk,flamsk,Flamsk,regional_foreign,1,embedded,single,unclear,"(omkr. 1540), flamsk Maler."
Reg0047880,Clara-Margueron,Fransk,fransk,Fransk,national,0,leading,single,subject,"Fransk Operasangerinde, Opéra comique, Paris 13.5.1833."
Reg0047900,"Clark, Alfred",Amerikansk,amerikansk,Amerikansk,national,0,leading,single,subject,"Amerikansk Samler, New York 1871."
Reg0047910,"Clary und Aldringen, Edmund, Fyrste af – (1813–1894)",Østrigsk,østrigsk,Østrigsk,national,0,leading,single,subject,Østrigsk Fideikommisbesidder.
Reg0047920,"Giasen, Laura, f. Nysted (1827–1873)",norsk,norsk,Norsk,national,8,embedded,single,possible_relation,"Søster til H. E. E. Nysted, g. 1849 m. norsk Læge Anton Vilhelm G."
Reg0047960,"Claudi, G. B. (1799–1880)",Engelsk,engelsk,Engelsk,national,13,embedded,single,unclear,"Stifter af Redningsvæsenet på Jyllands Vestkyst, konstitueret Inspektør for Redningsvæsenet 1852–1869, Sandflugtskommissær, Translatør i Engelsk og Tysk i Ribe Amt, Justitsraad."
Reg0047960,"Claudi, G. B. (1799–1880)",Tysk,tysk,Tysk,national,15,embedded,single,unclear,"Stifter af Redningsvæsenet på Jyllands Vestkyst, konstitueret Inspektør for Redningsvæsenet 1852–1869, Sandflugtskommissær, Translatør i Engelsk og Tysk i Ribe Amt, Justitsraad."
Reg0047970,"Clauren, H. (Pseud. f. Karl Heun) (1771–1854)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Forfatter.
