entity_id,label,matched_form,nationality_key,nationality_label,category,position_index,position_type,match_type,referent_hint,description
Reg0030000,Åberg,Svensk,svensk,Svensk,national,0,leading,single,subject,"Svensk rejsende, Italien 1834."
Reg0030080,"Aall, Jørgen (1806–1894)",Norsk,norsk,Norsk,national,0,leading,single,subject,"Norsk Auditør, senere Amtmand over Bratsberg Amt og Stortingspræsident."
Reg0030170,"Abbott, John",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,Engelsk Ingeniør i Indien.
Reg0030190,Abd-el-Kader (1807–1883),algiersk,algiersk,Algiersk,national,3,embedded,single,unclear,"Emir af Maskara, algiersk Frihedskæmper."
Reg0030220,Abencerragerne,maurisk,maurisk,Maurisk,historical_polity,1,embedded,single,unclear,Fornem maurisk Slægt i Granadas sidste Tid.
Reg0030230,"Abendrot, August (død 1867)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Kunstmæcen i Hamburg, dr.jur."
Reg0030250,Abner,Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Komponist, Stuttgart 30.9.1860."
Reg0030280,"Abrahams, N.C.L. (1798–1870)",Fransk,fransk,Fransk,national,5,embedded,single,unclear,"Professor ved Københavns Universitet i Fransk 1832, tillige i Tysk 1839, Notarius publicus 1852, Etatsraad 1853, Konferensraad 1869."
Reg0030280,"Abrahams, N.C.L. (1798–1870)",Tysk,tysk,Tysk,national,8,embedded,single,unclear,"Professor ved Københavns Universitet i Fransk 1832, tillige i Tysk 1839, Notarius publicus 1852, Etatsraad 1853, Konferensraad 1869."
Reg0030360,"Achard, Léon (1831–1905)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Operasanger.
Reg0030370,"Achard, Louis-Amédée-Eugène (1814–1875)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Forfatter.
Reg0030380,"Achenbach, Andreas (1815–1910)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Landskabsmaler, Düsseldorf."
Reg0030420,"Adam, Adolphe (1803–1856)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Operakomponist.
Reg0030430,"Adam, Albrecht (1786–1862)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Historiemaler.
Reg0030440,Adam Marko,Valakisk,valakisk,Valakisk,historical_polity,0,leading,single,subject,Valakisk Bondedreng.
Reg0030460,"Adami, Heinrich (1807–1865)",Østrigsk,østrigsk,Østrigsk,national,0,leading,single,subject,Østrigsk Forfatter.
Reg0030470,"Adams, John Couch (1819–1892)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,"Engelsk Astronom, 1858 Professor ved Gambridge Universitet."
Reg0030490,"Adelsvärd, Georg Nikolaus, Friherre (1810–1878)",Svensk,svensk,Svensk,national,0,leading,single,subject,Svensk Gesandt i Paris 1858–1877.
Reg0030500,Aderhas,Russisk,russisk,Russisk,national,0,leading,single,subject,"Russisk Rejsende, Konstantinopel 1841."
Reg0030520,Adler,kjøbenhavnske,københavnsk,Københavnsk,regional_danish,4,embedded,single,possible_institution,"»en Fætter til de kjøbenhavnske«, Altona 4.6.1867."
Reg0030590,"Adlersparre, Carl August, Greve (1810–1862)",Svensk,svensk,Svensk,national,0,leading,single,subject,Svensk Digter (Albano).
Reg0030620,"Afzelius, Arvid August (1785–1871)",Svensk,svensk,Svensk,national,0,leading,single,subject,"Svensk Præst, Digter og Videnskabsmand, Folkevise-Udgiver."
Reg0030630,"Afzelius, Augusta, f. Nielsen (1822–1902)",dansk,dansk,Dansk,national,8,embedded,single,possible_relation,"fhv. Solodanserinde ved Det kgl. Teater, g. 1849 m. dansk Premierløjtnant, senere svensk Toldinspektør i Simrishamn A.J.A., Ægteskabet opløst 1851."
Reg0030630,"Afzelius, Augusta, f. Nielsen (1822–1902)",svensk,svensk,Svensk,national,11,embedded,single,unclear,"fhv. Solodanserinde ved Det kgl. Teater, g. 1849 m. dansk Premierløjtnant, senere svensk Toldinspektør i Simrishamn A.J.A., Ægteskabet opløst 1851."
Reg0030710,"Agnello (eller: Agnelli), Salvatore (1817–1874)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Operakomponist.
Reg0030820,"Ahlefeldt, Charlotte Elisabeth Sophie Wilhelmine von, Grevinde, f. von Seebach (1781–1849)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Forfatterinde, Weimar."
Reg0030840,"Ahlefeldt, Frederik Christian (1652–1669)",Dansk,dansk,Dansk,national,0,leading,single,subject,Dansk Student i Strassburg.
Reg0031000,"Ahlgrensson, Fritz (1838–1902)",Svensk,svensk,Svensk,national,0,leading,single,subject,Svensk Teatermaler.
Reg0031030,"Ahlmann, Nicolai (1809–1890)",nordslesvigsk,nordslesvigsk,Nordslesvigsk,border_region,0,leading,single,subject,"nordslesvigsk Politiker, Medlem af den preussiske Landdag 1867–1875."
Reg0031030,"Ahlmann, Nicolai (1809–1890)",preussiske,preussisk,Preussisk,german_state,5,embedded,single,possible_institution,"nordslesvigsk Politiker, Medlem af den preussiske Landdag 1867–1875."
Reg0031060,"Ainsworth, William Francis (1807–1896)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,"Engelsk Læge, Geolog og Opdagelsesrejsende."
Reg0031070,"Ainsworth, William Harrison (1805–1882)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,Engelsk Romanforfatter.
Reg0031080,Aischylos (525–456 f. Chr.),græsk,græsk,Græsk,national,0,leading,single,subject,græsk Tragediedigter.
Reg0031100,"Alayrac, Nicolas d’ (1753–1809)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Operakomponist.
Reg0031110,"Albani, Francesco (1578–1660)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Maler.
Reg0031160,"Albedyll, Gustav von (1790–1863)",preussisk,preussisk,Preussisk,german_state,1,embedded,single,unclear,"fhv. preussisk Major, Dresden."
Reg0031250,"Alcochete, Jácome Leäo Daupias, Baron (1813–1894)",portugisisk,portugisisk,Portugisisk,national,0,leading,single,subject,portugisisk Kunstsamler.
Reg0031270,"Aldridge, Ira (ca. 1805–67)",Amerikansk,amerikansk,Amerikansk,national,0,leading,single,subject,Amerikansk negerskuespiller.
Reg0031280,Alexander den Store (356–23 f.Chr.),makedonisk,makedonisk,Makedonisk,historical_polity,0,leading,single,subject,makedonisk Konge.
Reg0031320,"Alexis, Willibald (Pseud, f. Georg Wilh. Heinr. Häring) (1798–1871)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Forfatter.
Reg0031330,"Alfieri, Vittorio (1749–1803)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Digter.
Reg0031370,"Ali, Muhamed Emin, Effendi, senere Pasha (1815–1871)",tyrkiske,tyrkisk,Tyrkisk,national,3,embedded,single,possible_institution,"1840–41 Undersekretær i det tyrkiske Udenrigsministerium, 1841 Gesandt i London, senere Udenrigsminister og Storvezir."
Reg0031380,"Alizard, Adolphe-Joseph-Louis (1814–1850)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Operasanger.
Reg0031390,Alkibiades (ca. 450–404 f.Chr.),Atheniensisk,atheniensisk,Atheniensisk,historical_polity,0,leading,single,subject,Atheniensisk Politiker og Feltherre.
Reg0031410,"Aller, Peter van (død 1885, 84 år gl.)",nederlandsk,nederlandsk,Nederlandsk,national,0,leading,single,subject,nederlandsk Konsul i Helsingør.
Reg0031430,"Allingham, William (1824–1889)",irsk,irsk,Irsk,national,0,leading,single,subject,irsk Digter.
Reg0031440,"Allori, Christofano (1577–1621)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Maler.
Reg0031450,"Almeida, Carlos Augusto de, Visconde, senere (1875) Conde de - (1845–?)",portugisiske,portugisisk,Portugisisk,national,9,embedded,single,possible_institution,"Søn af P. M. de A., Attaché ved det portugisiske Gesandtskab i Paris 1866."
Reg0031460,"Almeida, Paulo Martins de, (d. 1874)",portugisisk,portugisisk,Portugisisk,national,0,leading,single,subject,"portugisisk Visconde, Lissabon og Cintra 1866."
Reg0031490,"Almqvist, G. J. L. (1793–1866)",Svensk,svensk,Svensk,national,0,leading,single,subject,Svensk Digter.
Reg0031510,"Alsing, Wilhelm (1832–1892)",dansk,dansk,Dansk,national,5,embedded,single,unclear,"Søn af H.F.A., dansk Vicekonsul i Hamburg 1863–1892."
Reg0031530,"Altenhofer, August Joseph (1804–1878)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Journalist, Medarbejder (senere Redaktør) ved Allgemeine Zeitung i Augsburg."
Reg0031540,"Altmann, Julius (1814–1873)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Forfatter.
Reg0031570,"Amberger, Gustav Adolph (1831–1896)",tysk,tysk,Tysk,national,5,embedded,single,unclear,"Søn af Anna Barbara A., tysk Landskabsmaler."
Reg0031590,"Ambrosi, Ferdinando (1846–1891)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,"Italiensk Operasanger, ved Stockholms-Operaen 1868–1872."
Reg0031600,"Amé, Georges (1831–1891)",Fransk,fransk,Fransk,national,0,leading,single,subject,"Fransk Botaniker og Mykolog, ansat ved la Compagnie des Ghemins de fer du Midi, Bordeaux 1866."
Reg0031660,"Aminoff, Wilhelm Sixten Gregorius (1838–1875)",Svensk,svensk,Svensk,national,0,leading,single,subject,"Svensk Legationssekretær i København 1871, Kammerherre."
Reg0031680,"Amorim, Gomes de (1827–1892)",portugisisk,portugisisk,Portugisisk,national,0,leading,single,subject,portugisisk Skuespilforfatter.
Reg0031690,"Ampère, Jean Jacques (1800–1864)",Fransk,fransk,Fransk,national,0,leading,single,subject,"Fransk Litteraturhistoriker, Professor ved Collège de France."
Reg0031710,"Anaïs, Pauline-Anaïs Aubert, kaldet - (1802–1871)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Skuespillerinde.
Reg0031720,"Ancelot, François (1794–1854)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Forfatter.
Reg0031730,"Ancelot, Virginie, f. Chardon (1792–1875)",Fransk,fransk,Fransk,national,0,leading,single,subject,"Fransk Forfatterinde, g. 1818 m. Fr. A."
Reg0032040,"Andersen, Peter Fr. (1815–1899)",tyske,tysk,Tysk,national,3,embedded,single,possible_institution,"1855–65 Præst for den tyske lutherske Menighed i Genève, 1865–1892 Sognepræst i Grumtoft, Angel, Provst 1879."
Reg0032050,"Andersen, S. C. (1808–1899)",dansk,dansk,Dansk,national,1,embedded,single,unclear,"Bankier, dansk Generalkonsul i Christiania."
Reg0032090,"Anderson, I. C.",Svensk,svensk,Svensk,national,0,leading,single,subject,"Svensk Student fra Lund, København 2.11.1867."
Reg0032100,"Anderssen, Adolf (1818–1879)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Skakspiller, Professor i Breslau."
Reg0032120,Andersson,Svensk,svensk,Svensk,national,0,leading,single,subject,"Svensk Sømand, Amsterdam 1868."
Reg0032170,"Andreæ, Laurentius (1480–1552)",Svensk,svensk,Svensk,national,0,leading,single,subject,Svensk Kansler.
Reg0032230,"Angelini, Giuseppe (1735–1811)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Billedhugger.
Reg0032400,Anker,Norsk,norsk,Norsk,national,0,leading,single,subject,"Norsk Passager på Dampskibet Polhem, Gota-Kanalen 1849."
Reg0032410,"Anker, Carl Johan (1835–1903)",Norsk,norsk,Norsk,national,0,leading,single,subject,"Norsk Premierløjtnant, senere Oberstløjtnant og Kammerherre."
Reg0032470,"Anker, Nils (1799–1862)",svenske,svensk,Svensk,national,3,embedded,single,possible_institution,"Sekretær i det svenske Udenrigskabinet, Kammerherre, 1850–1851 Legationsraad i København, 1860 svensk Hofmarskal."
Reg0032470,"Anker, Nils (1799–1862)",svensk,svensk,Svensk,national,9,embedded,single,unclear,"Sekretær i det svenske Udenrigskabinet, Kammerherre, 1850–1851 Legationsraad i København, 1860 svensk Hofmarskal."
Reg0032530,"Anschütz, Emilie, f. Butenop (1795–1866)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Skuespillerinde, g. 1818 m. Heinrich A."
Reg0032540,"Anschütz, Heinrich (1785–1865)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Skuespiller.
Reg0032580,Antonio (1195–1231),portugisisk,portugisisk,Portugisisk,national,0,leading,single,subject,portugisisk Helgen.
Reg0032590,Antonio Maruz,Armenisk,armenisk,Armenisk,national,0,leading,single,subject,"Armenisk Dreng, Passager på Dampskibet Argo, Donau 1841."
Reg0032600,"Apel, Theodor (1811–1867)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Digter.
Reg0032610,"Apfelstedt, Paul",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Autografsamler, Frankfurt a.M. 1875."
Reg0032620,Apollonio Greco (13. århundrede),græsk,græsk,Græsk,national,0,leading,single,subject,græsk (?) Kunstner i Italien.
Reg0032630,"Arago, Dominique François (1786–1853)",Fransk,fransk,Fransk,national,0,leading,single,subject,"Fransk Fysiker, Astronom og Politiker."
Reg0032650,"Arenberg, Charles, Prins af – (1831–1896)",Østrigsk,østrigsk,Østrigsk,national,0,leading,single,subject,Østrigsk Dragonløjtnant.
Reg0032660,"Arendrup, Christian (1837–1913)",Dansk,dansk,Dansk,national,10,embedded,single,unclear,"Premierløjtnant i Ingeniørkorpset, Kaptajn 1870, 1885 Oberstløjtnant, 1893 Generalmajor, Afsked 1905, var 1881–1893 Guvernør i Dansk Vestindien."
Reg0032790,"Argyll, George John Douglas Campbell, Hertug af – (1823–1900)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,Engelsk Politiker.
Reg0032800,"Argyropoulos, Manouel (1815–1863)",græsk,græsk,Græsk,national,0,leading,single,subject,græsk Gesandt i Konstantinopel 1836–1840.
Reg0032810,"Ariosto, Lodovico (1474–1533)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Digter.
Reg0032820,Armand,Fransk,fransk,Fransk,national,0,leading,single,subject,"Fransk Skuespiller, Medlem af Delcours Selskab fra Berlin."
Reg0032830,"Armand, Madame",Fransk,fransk,Fransk,national,0,leading,single,subject,"Fransk Skuespillerinde, Medlem af Delcours Selskab fra Berlin."
Reg0032850,"Arnal, Étienne (1794–1872)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Skuespiller.
Reg0032870,"Arndt, Ernst Moritz (1769–1860)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Digter.
Reg0032940,"Arnim, Bettina von, f. Brentano (1785–1859)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Forfatterinde, g. 1811 m. Ludwig Achim von A."
Reg0032970,"Arnim, Ludwig Achim von (1781–1831)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Digter.
Reg0032990,"Arnoldson, Carl Oskar (1830–1881)",Svensk,svensk,Svensk,national,0,leading,single,subject,Svensk Operasanger.
Reg0033020,"Arrieta, Emilio (1823–1894)",Spansk,spansk,Spansk,national,0,leading,single,subject,Spansk Komponist.
Reg0033030,"Artevelde, Jacob van (død 1345)",flamsk,flamsk,Flamsk,regional_foreign,0,leading,single,subject,"flamsk Patriot, Gent."
Reg0033050,"Artot, Désirée (1835–1907)",Fransk,fransk,Fransk,national,0,leading,single,subject,"Fransk Operasangerinde, g. 1869 m. Padilla y Ramas."
Reg0033060,"Asbjømsen, P. C. (1812–1885)",Norsk,norsk,Norsk,national,0,leading,single,subject,Norsk Eventyrsamler og Forfatter.
Reg0033080,"Asschenfeldt, G. G. J. (1792–1856)",tysk,tysk,Tysk,national,15,embedded,single,unclear,"Hovedpræst ved St. Nicolai Kirke i Flensborg, 1850–1854 Superintendent i den tysktalende Del af Slesvig, 1854 Overkonsistorialraad, tysk Salmedigter."
Reg0033160,"Atterbom, P. D. A. (1790–1855)",Svensk,svensk,Svensk,national,0,leading,single,subject,Svensk Digter.
Reg0033180,"Auber, D. F. E. (1782–1871)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Operakomponist.
Reg0033200,"Aubert, Ludvig Cæsar Martin (1807–1887)",Norsk,norsk,Norsk,national,0,leading,single,subject,"Norsk Gymnasielærer, 1840–1875 Professor i latinsk Filologi ved Christiania Universitet."
Reg0033220,"Auerbach, Berthold (1812–1882)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Forfatter.
Reg0033290,"auf der Maur, Xaver (1822–1904)",schweizisk,schweizisk,Schweizisk,national,6,embedded,single,possible_relation,"Broder til Agatha a.d.M., schweizisk Oberstløjtnant, Indehaver af Hotel zum Goldnen Adler, Brunnen."
Reg0033360,"Augustenborg, Carl August, Prins af Slesvig-Holsten-Sønderborg- (1768–1810)",svensk,svensk,Svensk,national,4,embedded,single,unclear,"General, Statholder i Norge, svensk Tronfølger 1809."
Reg0033470,"Augustenborg, Waldemar, Prins af Slesvig-Holsten-Sønderborg- (1810–1871)",preussisk,preussisk,Preussisk,german_state,6,embedded,single,unclear,"Søn af Prins Emil af A., preussisk General."
Reg0033480,"Augustus, Julius Cæsar Octavianus (63 f.Chr.-14 e.Chr.)",romersk,romersk,Romersk,historical_polity,0,leading,single,subject,romersk Kejser 29 f.Chr.
Reg0033490,"Aumont, Louis (1805–1870)",Dansk,dansk,Dansk,national,0,leading,single,subject,Dansk Portrætmaler.
Reg0033510,"Austin, Sarah, f. Taylor (1793–1867)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,"Engelsk Oversætterinde, g. 1820 m. Juristen John A."
Reg0033550,"Baade, Knud (1808–1879)",Norsk,norsk,Norsk,national,0,leading,single,subject,"Norsk Maler, München 1852."
Reg0033590,"Bach, Johann Sebastian (1685–1750)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Komponist.
Reg0033650,"Bacheracht, Therese von, f. von Struwe (1804–1852)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Forfatterinde (Therese), g. 1° m. russisk Generalkonsul v. B., 2° 1849 m. hollandsk Oberst von Lützow."
Reg0033650,"Bacheracht, Therese von, f. von Struwe (1804–1852)",russisk,russisk,Russisk,national,5,embedded,single,possible_relation,"Tysk Forfatterinde (Therese), g. 1° m. russisk Generalkonsul v. B., 2° 1849 m. hollandsk Oberst von Lützow."
Reg0033650,"Bacheracht, Therese von, f. von Struwe (1804–1852)",hollandsk,hollandsk,Hollandsk,national,10,embedded,single,possible_relation,"Tysk Forfatterinde (Therese), g. 1° m. russisk Generalkonsul v. B., 2° 1849 m. hollandsk Oberst von Lützow."
Reg0033660,"Backhuyzen, Ludolf (1631–1708)",Hollandsk,hollandsk,Hollandsk,national,0,leading,single,subject,Hollandsk Marinemaler.
Reg0033670,Bacon,Engelsk,engelsk,Engelsk,national,0,leading,single,subject,Engelsk Søofficer 1874.
Reg0033730,"Bader, Karl Adam (1789–1870)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Operasanger.
Reg0033740,"Badiali, Cesare (1810–1865)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Operasanger.
Reg0033800,"Bagger, Louis",Dansk-Amerikaner (part: dansk),dansk,Dansk,national,0,leading,hyphen_compound,subject,"Dansk-Amerikaner, 1870–1872 Redaktør af The Patriot, Washington D.C."
Reg0033930,"Baggesen, Theodor (1832–1896)",tysk,tysk,Tysk,national,9,embedded,single,unclear,"Søn af August B., cand. polyt. 1857, Jernbaneingeniør, fra 1870 i tysk Tjeneste."
Reg0033970,"Bailac, J.",Dansk,dansk,Dansk,national,0,leading,single,subject,Dansk Vicekonsul i Bayonne.
Reg0033980,Bajazet (Bajazid) I (1347–1403),tyrkisk,tyrkisk,Tyrkisk,national,0,leading,single,subject,tyrkisk Sultan 1389–1402.
Reg0034000,"Baker, Sir Samuel White (1821–1893)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,Engelsk Opdagelsesrejsende.
Reg0034030,"Balan, Ludwig von (1812–1874)",preussisk,preussisk,Preussisk,german_state,0,leading,single,subject,"preussisk Gesandt i København 1859–1863, senere i Bruxelles."
Reg0034040,"Balbi, Felippo",neapolitansk,neapolitansk,Neapolitansk,historical_polity,0,leading,single,subject,neapolitansk Maler.
Reg0034050,"Baibus, Marcus Nonius",romersk,romersk,Romersk,historical_polity,0,leading,single,subject,"romersk Prokonsul, Herculanum."
Reg0034060,"Balfe, Michael William (1808–1870)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,Engelsk Komponist.
Reg0034130,"Baller, Sophie, f. Baller (1826–1890)",fransk,fransk,Fransk,national,5,embedded,single,possible_relation,"g. 1° m. Ferd. B., 2° 1868 m. fransk Officer Charles Louis Daoust."
Reg0034200,"Balling, Jonathan (1773–1829)",grønlandske,grønlandsk,Grønlandsk,colonial,4,embedded,single,unclear,Pakhusforvalter ved Den kgl. grønlandske Handel.
Reg0034220,"Balzac, Honoré de (1799–1850)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Digter.
Reg0034230,"Banck, Johan Erich (1833–1902)",Hollandsk,hollandsk,Hollandsk,national,0,leading,single,subject,Hollandsk Jurist og Digter.
Reg0034450,"Banks, George Linnæus (1821–1881)",Engelsk,engelsk,Engelsk,national,0,leading,single,subject,"Engelsk Forfatter, Sekretær for The National Shakespeare Committee."
Reg0034480,"Baratta, Eugenio",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,"Italiensk Tegner, Carrara."
Reg0034490,"Barbanson, Alfred (1841–?)",Belgisk,belgisk,Belgisk,national,0,leading,single,subject,Belgisk Legationssekretær i Stockholm 1871–1872.
Reg0034500,"Barbarossa, Kair Eddin, kaldet - (død 1546)",Algiersk,algiersk,Algiersk,national,0,leading,single,subject,"Algiersk Sørøver, tyrkisk Admiral."
Reg0034500,"Barbarossa, Kair Eddin, kaldet - (død 1546)",tyrkisk,tyrkisk,Tyrkisk,national,2,embedded,single,unclear,"Algiersk Sørøver, tyrkisk Admiral."
Reg0034520,"Barbier, Auguste (1805–1882)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Digter.
Reg0034580,"Barck, Nils Anton, Greve (1789–1856)",Svensk,svensk,Svensk,national,0,leading,single,subject,"Svensk Hofmarskal, Kammerherre."
Reg0034740,"Bardua, Caroline (1781–1864)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Portræt- og Historiemalerinde.
Reg0034820,"Barnekow, Adolf Gabriel, Greve (1838–1924)",svenske,svensk,Svensk,national,3,embedded,single,possible_institution,"Attache 1869–1872 ved det svenske Generalkonsulat i København, senere sv. Konsul, bl.a. i Rom, og Godsejer."
Reg0034860,"Barner, Wilhelm Tugendreich von (1800–1880)",Sjællandske,sjællandsk,Sjællandsk,regional_danish,2,embedded,single,unclear,"Sekondløjtnant ved Sjællandske Lansenerregiment, død som kar. Oberstløjtnant."
Reg0034870,"Barocci, Federico (ca. 1535–1612)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Maler.
Reg0034900,"Barth, Søren (1803–1895)",Sjællandske,sjællandsk,Sjællandsk,regional_danish,2,embedded,single,unclear,"Sekondløjtnant ved Sjællandske Lansenerer, 1834 Premierløjtnant, 1841 Ritmester, 1856 Majors Karakter og Anciennitet, 1863 Major, s. A. Oberstløjtnant, Afsked 1864 m. Obersts Karakter."
Reg0034990,"Bartolini, Lorenzo (1777–1850)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Billedhugger.
Reg0035000,"Bartolommeo, Fra (1471–1517)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Maler.
Reg0035010,"Bassano da Ponte, Francesco (1549–1592)",italiensk,italiensk,Italiensk,national,4,embedded,single,unclear,"Søn af Jacobo B., italiensk Maler."
Reg0035020,"Bassano da Ponte, Jacobo (1510–1592)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Maler.
Reg0035030,"Bassano da Ponte, Leandro (1557–1622)",italiensk,italiensk,Italiensk,national,4,embedded,single,unclear,"Søn af Jacobo B., italiensk Maler."
Reg0035050,"Batoni, Pompeo (1708–1787)",Italiensk,italiensk,Italiensk,national,0,leading,single,subject,Italiensk Maler.
Reg0035060,"Baudissin, Otto, Rigsgreve (1792–1865)",slesvig-holstensk,slesvigholstensk,Slesvig-holstensk,border_region,8,embedded,fixed_compound,unclear,"Kaptajn af Infanteriet, 1846 Oberstløjtnant, sluttede sig til Oprøret, slesvig-holstensk Generalmajor i Slaget ved Isted."
Reg0035090,"Baudissin, Wolf von, Rigsgreve (1789–1878)",Tysk,tysk,Tysk,national,0,leading,single,subject,Tysk Oversætter.
Reg0035170,"Bauernfeld, Eduard von (1802–1890)",Østrigsk,østrigsk,Østrigsk,national,0,leading,single,subject,Østrigsk Skuespilforfatter.
Reg0035190,"Baumann, Alexander (1814–1857)",Østrigsk,østrigsk,Østrigsk,national,0,leading,single,subject,Østrigsk Dialektdigter.
Reg0035200,"Baumeister, Marie (1819–1887)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Skuespillerinde, g. 1858 m. Direktøren for Josefstädter-Teatret i Wien Johann Hoffmann."
Reg0035260,"Bayard, J. F. A. (1796–1853)",Fransk,fransk,Fransk,national,0,leading,single,subject,Fransk Skuespilforfatter.
Reg0035290,"Bayer, Franz Rudolf (1780–1860)",Østrigsk,østrigsk,Østrigsk,national,0,leading,single,subject,Østrigsk Skuespiller.
Reg0035300,"Bayer (-Bürck), Marie (1820–1910)",Tysk,tysk,Tysk,national,0,leading,single,subject,"Tysk Skuespillerinde, g. 1849 m. Forfatteren August Bürck, 1863 m. Oberstløjtnant Falkenstein."
Reg0035410,"Bayrstorff, Marie-Anne-Sophie, Baronesse, f. Bolley (1795–1838)",fransk,fransk,Fransk,national,2,embedded,single,possible_relation,"Datter af fransk Oberst Bolley, Prins Karl af Bayerns Elskerinde, g. med ham 1823."
Reg0035420,"Bazaine, F.-A. (1811–1888)",Fransk,fransk,Fransk,national,0,leading,single,subject,"Fransk Marskal, 1870 Overgeneral over Rhinarmeen."
Reg0035450,"Beaulieu, Napoléon Alcindor de, Baron (1805–1872)",Belgisk,belgisk,Belgisk,national,0,leading,single,subject,"Belgisk Ministerresident i København 1849–1858, derefter i Stuttgart."
Reg0035460,"Beaulieu-Marconnay, Alexander von, Friherre (1827–1899)",oldenburgsk,oldenburgsk,Oldenburgsk,german_state,8,embedded,single,possible_relation,"Søn af W.E.v.B.-M., senere oldenburgsk Kammerherre, Chef for Hofforvaltningen i Eutin."
Reg0035480,"Beaulieu-Marconnay, Carl Olivier von, Friherre (1811–1889)",thüringske,thüringsk,Thüringsk,german_state,27,embedded,single,possible_institution,"Søn af W.E.v. B.-M., Geheime-Referendar i Weimar, 1848 Hofmarskal hos Storhertugen af Sachsen-Weimar-Eisenach, 1853 Overhofmester hos Enkestorhertuginden, 1850–1852 og 1854–1857 Teaterintendant, 1864–1866 Gesandt ved Forbundsdagen i Frankfurt for de thüringske Stater, levede derefter i Dresden."
Reg0035490,"Beaulieu-Marconnay, Edmund von, Friherre (1817–1900)",oldenburgsk,oldenburgsk,Oldenburgsk,german_state,7,embedded,single,possible_relation,"Søn af W.E.v.B.- M., oldenburgsk Løjtnant, senere preussisk Oberst og Kammerherre."
Reg0035490,"Beaulieu-Marconnay, Edmund von, Friherre (1817–1900)",preussisk,preussisk,Preussisk,german_state,10,embedded,single,unclear,"Søn af W.E.v.B.- M., oldenburgsk Løjtnant, senere preussisk Oberst og Kammerherre."
Reg0035500,"Beaulieu-Marconnay, Ernst von, Friherre (1819–1855)",preussisk,preussisk,Preussisk,german_state,0,leading,single,subject,"preussisk Kavalleriløjtnant, Fætter til Carl v. B.-M., Digter."
